id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,knownName,placeOfBirth,endDate,secondNationality,secondNationalityId
c9rsmnwugw2z3ogobj2856i38,Yaimar Abel,Medina Ortiz,Yaimar,Medina,Male,Y. Medina,Ecuador,6pyj2bytt2osbjk69owzfehcg,Defender,player,2004-11-05,Ecuador,6pyj2bytt2osbjk69owzfehcg,177.0,73.0,NaN,19.0,2025-01-09Z,active,yes,NaN,Eloy Alfaro,NaN,NaN,NaN
cma24hkdklib8007a42cso38q,Mohammed Aziz,Ouattara,Aziz,Ouattara,Male,A. Ouattara,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2001-01-04,Côte d'Ivoire,tin6kf561ywonqan0mettr98,188.0,78.0,right,NaN,2025-07-01Z,active,no,NaN,Abidjan,2025-08-25Z,NaN,NaN
cmrdm4nnd62inlvsnc52vkicp,Junya,Ito,Junya,Ito,Male,J. Ito,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,1993-03-09,Japan,lxyibh89lpdc0bfian1nx0xq,176.0,66.0,right,10.0,2025-08-09Z,active,yes,NaN,Yokosuka,NaN,NaN,NaN
ctyeiw325fykxcejgbqksl1ck,Brad Ryan,Manguelle,Brad,Manguelle,Male,B. Manguelle,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2007-11-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,74.0,right,22.0,2024-07-12Z,active,yes,NaN,NaN,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt
cxs294yvxtp9qxbgosgdb7ris,Zakaria,El Ouahdi,Zakaria,El Ouahdi,Male,Z. El Ouahdi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2001-12-31,Belgium,4wbzjcclyefma1ourvjsu4q2j,171.0,66.0,right,77.0,2023-09-05Z,active,yes,NaN,Antwerp,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
er6z557ns3jcjhgrsbtmsn6s4,Konstantinos,Karetsas,Konstantinos,Karetsas,Male,K. Karetsas,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,2007-11-19,Belgium,4wbzjcclyefma1ourvjsu4q2j,171.0,58.0,left,20.0,2023-01-13Z,active,yes,NaN,Genk,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
errumr0tp8wraymef8l7l27ai,Olivier Marc,Vliegen,Olivier,Vliegen,Male,O. Vliegen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1999-02-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,85.0,right,NaN,2024-11-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
esvfsx8gxqw8h0codqz5xmnmc,Matte,Smets,Matte,Smets,Male,M. Smets,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2004-01-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,74.0,right,6.0,2024-06-22Z,active,yes,NaN,Bilzen,NaN,NaN,NaN
exjhsivjsyxlf8y292ibtyxas,Lucca,Brughmans,Lucca,Brughmans,Male,L. Brughmans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2008-06-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,197.0,85.0,right,28.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
lbmfn35gv1736jtzrc54df6c,Adrián José,Palacios Hernández,Adrian,Palacios,Male,A. Palacios,Venezuela,1er0616j12s9yghuzvsx76d5v,Defender,player,2004-06-07,Venezuela,1er0616j12s9yghuzvsx76d5v,186.0,82.0,left,34.0,2024-06-20Z,active,yes,NaN,Alberto Adriani,NaN,Colombia,6kby8rq1p01fg5ds38ckkrcs5
11pzw7cykruir5esdz57ry238,Axel,Willockx,Axel,Willockx,Male,A. Willockx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2007-02-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,32.0,2025-04-21Z,active,yes,NaN,NaN,NaN,NaN,NaN
1hmy5uxiyr8g915tngl9l8twq,Myron,van Brederode,Myron,van Brederode,Male,M. van Brederode,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-07-06,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,60.0,right,NaN,2025-09-06Z,active,yes,NaN,Hoofddorp,NaN,NaN,NaN
1o71aqpo7k2dqhwpgwvgkxq1g,Maksim,Kireev,Maksim,Kireev,Male,M. Kireev,Belarus,2vn7xzv9g752y1h5ufjzr27i8,Midfielder,player,2004-07-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2025-08-25Z,active,yes,NaN,NaN,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
25ey2mcvgwz6ls2612os5hzv9,Rob,Schoofs,Rob,Schoofs,Male,R. Schoofs,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1994-03-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,178.0,69.0,left,16.0,2017-07-05Z,active,yes,NaN,Herk-de-Stad,NaN,NaN,NaN
2tu58roj0u0vpaqcaz266a415,Tommy Luciano,St. Jago,Tommy,St. Jago,Male,T. St. Jago,Curaçao,5im58ram567ao2fbnz39sm8vk,Defender,player,2000-01-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,64.0,right,33.0,2025-06-23Z,active,yes,NaN,Utrecht,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6
3q5uylbjjiaoj3mn2l7p93jyt,Abdallah Kerim,Mrabti,Kerim,Mrabti,Male,K. Mrabti,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1994-05-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,75.0,right,19.0,2020-08-17Z,active,yes,NaN,Nacka,NaN,Tunisia,2um1icx6ftp1auliaxyw0ou6y
3spzxmms300isjmf03yses12i,Dikeni-Rafid,Salifou,Dikeni,Salifou,Male,D. Salifou,Togo,3jiuckrqd0zejkm452st5dyq7,Midfielder,player,2003-06-08,Germany,36min0qztu8eydwvpv8t1is0m,188.0,81.0,right,NaN,2025-09-07Z,active,yes,NaN,München,NaN,Germany,36min0qztu8eydwvpv8t1is0m
4114auk4o8n6higc918qymc4p,Ortwin,De Wolf,Ortwin,De Wolf,Male,O. De Wolf,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1997-04-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,73.0,left,1.0,2024-06-28Z,active,yes,NaN,Lokeren,NaN,NaN,NaN
5lr59rx76k81emkp1oa9krzkl,Stef,Wils,Stef,Wils,Male,S. Wils,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1982-08-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,77.0,right,NaN,2025-06-22Z,active,yes,NaN,Vosselaar,NaN,NaN,NaN
46k78w8naot7srar2fwdko1lg,Redouane,Halhal,Redouane,Halhal,Male,R. Halhal,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2003-03-05,France,7gww28djs405rfga69smki84o,187.0,73.0,NaN,2.0,2025-07-01Z,active,yes,NaN,Montpellier,NaN,France,7gww28djs405rfga69smki84o
4v47z8pf50bm5zfa85u9253bo,Ian,Struyf,Ian,Struyf,Male,I. Struyf,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2007-08-22,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,18.0,2025-07-25Z,active,yes,NaN,Deurne,NaN,NaN,NaN
6wmbzzvzeo96mwr25z0y3fy8k,Lovro,Golič,Lovro,Golic,Male,L. Golič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2006-03-05,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,22.0,2025-07-15Z,active,yes,NaN,Celje,NaN,NaN,NaN
7ceiqebaaxkx71s8r4nq2tt2i,Ignacio,Mirás Blanco,Nacho,Mirás,Male,Nacho Mirás,Spain,49ih1pwv3ahshdf8uzrimi54c,Goalkeeper,player,1997-07-19,Spain,49ih1pwv3ahshdf8uzrimi54c,186.0,75.0,NaN,13.0,2025-01-14Z,active,yes,NaN,Úbeda,NaN,NaN,NaN
7d57au4z5cuxc5k6tu6qgp94a,Mory,Konaté,Mory,Konaté,Male,M. Konaté,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,1993-11-15,Guinea,4i9sg55wigitrfx7290f59ceo,191.0,84.0,right,8.0,2023-07-13Z,active,yes,NaN,Conakry,NaN,NaN,NaN
7q3dnaq018wp26alzoj69045w,Lukas,Baert,Lukas,Baert,Male,L. Baert,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2005-02-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,NaN,left,30.0,2024-07-01Z,active,yes,NaN,Leuven,NaN,NaN,NaN
7t5n64i5qedqn8rf5l5kc8dzp,Frédéric,Vanderbiest,Frédéric,Vanderbiest,Male,F. Vanderbiest,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1977-10-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,81.0,right,NaN,2025-03-04Z,active,yes,NaN,Vilvoorde,NaN,NaN,NaN
88bb68l7u2rd453gz303p4qvo,Rafik,Belghali,Rafik,Belghali,Male,R. Belghali,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,player,2002-06-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,73.0,right,17.0,2023-06-28Z,active,no,NaN,Leuven,2025-08-19Z,Belgium,4wbzjcclyefma1ourvjsu4q2j
8erbr3ewwl0o6ib0q4r7tmp9m,Fredrik Carl Michael,Hammar,Fredrik,Hammar,Male,F. Hammar,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-02-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,NaN,NaN,6.0,2025-01-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
8q7c0yi5x7vh7032jgbeytal1,Benito Dirk,Raman,Benito,Raman,Male,B. Raman,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1994-11-07,Belgium,4wbzjcclyefma1ourvjsu4q2j,172.0,67.0,right,14.0,2024-08-23Z,active,yes,NaN,Gent,NaN,NaN,NaN
9aafa664l1husrkrgqv25l42d,Nikola,Storm,Nikola,Storm,Male,N. Storm,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1994-09-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,178.0,74.0,right,11.0,2018-06-15Z,active,no,NaN,Maldegem,2025-08-04Z,NaN,NaN
9hzvqldkubnxa3qu0o9mkomxg,Halil,Özdemir,Halil,Özdemir,Male,H. Özdemir,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,2005-08-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,177.0,NaN,NaN,21.0,2025-07-25Z,active,yes,NaN,NaN,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
9yyedlzj1ke15xb91ait55xm2,Amine,Et-Taïbi,Amine,Et-Taïbi,Male,A. Et-Taïbi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2003-02-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2025-08-05Z,active,no,NaN,NaN,2025-08-06Z,Belgium,4wbzjcclyefma1ourvjsu4q2j
a0do5nhxesd0a4gp1gpsmpwd0,Bill Leeroy,Antonio,Bill,Antonio,Male,B. Antonio,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Attacker,player,2002-09-03,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,177.0,72.0,right,38.0,2022-01-07Z,active,yes,NaN,Harare,NaN,NaN,NaN
a1ahtfrvwqyva1m1q7fjew6ei,José,Martínez Marsà,José,Marsà,Male,José Marsà,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2002-03-04,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,68.0,left,3.0,2024-07-13Z,active,yes,NaN,Esplugues de Llobregat,NaN,NaN,NaN
aigck7fak1wyc90vol0euvr3d,Lion,Lauberbach,Lion,Lauberbach,Male,L. Lauberbach,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-02-15,Germany,36min0qztu8eydwvpv8t1is0m,194.0,85.0,both,20.0,2023-06-19Z,active,yes,NaN,Erfurt,NaN,NaN,NaN
an78wioywrbdl9ezf0q8p4cq2,Ryan Graham Pun,Teague,Ryan,Teague,Male,R. Teague,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,2002-01-24,Australia,u5ieemi69z72c3bgczyy68lo,182.0,76.0,left,5.0,2025-07-01Z,active,yes,NaN,Sydney,NaN,NaN,NaN
baxcs7uk7ckpn39m4f1lqa1w4,Elton,Yeboah,Elton,Yeboah,Male,E. Yeboah,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2005-03-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,NaN,left,36.0,2024-07-25Z,active,yes,NaN,NaN,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
bfe9dr70i1z2lpjev9y3m9btg,Tijn,Van Ingelgom,Tijn,Van Ingelgom,Male,T. Van Ingelgom,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2007-03-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,15.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bihng5zkoeutve0fpxrwo5yj8,Bilal,Bafdili,Bilal,Bafdili,Male,B. Bafdili,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-08-03,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,62.0,right,35.0,2022-01-07Z,active,yes,NaN,Charleroi,NaN,NaN,NaN
cemaq52s9nulnqsnvs93450mi,Keano,Van Rafelghem,Keano,Van Rafelghem,Male,K. Van Rafelghem,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2003-08-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,170.0,60.0,NaN,27.0,2025-01-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
cmtcvsy5wgs03nvdomn1ijnpx,Patrick,Pflücke,Patrick,Pflücke,Male,P. Pflücke,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1996-11-30,Germany,36min0qztu8eydwvpv8t1is0m,170.0,66.0,left,77.0,2023-08-21Z,active,yes,NaN,Dresden,NaN,NaN,NaN
dbfyqig1hbzbbzsdbtzyzg7pw,Thérence Ange,Koudou,Thérence,Koudou,Male,T. Koudou,France,7gww28djs405rfga69smki84o,Defender,player,2004-12-13,France,7gww28djs405rfga69smki84o,178.0,68.0,right,7.0,2025-07-23Z,active,yes,NaN,NaN,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98
e8obxlbt6hg8p1nzrza33sx78,Moncef,Zekri,Moncef,Zekri,Male,M. Zekri,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2008-09-20,Morocco,2xdcc39z1k79pnjbtn9x31wdh,171.0,NaN,left,23.0,2025-05-09Z,active,yes,NaN,NaN,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j
eif1s5ek6skacxfq7tvj0yal0,Gora,Diouf,Gora,Diouf,Male,G. Diouf,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2003-09-20,Senegal,6hhqyhr5cwq2pfprlazyposyk,185.0,75.0,left,4.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
12c7rhdjh6rja1d2j45n3exyi,Kyan,Vaesen,Kyan,Vaesen,Male,K. Vaesen,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2001-04-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,82.0,right,14.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
14ck81f8xibt3fzzxmy1mvka2,Griffin McDorman,Yow,Griffin,Yow,Male,G. Yow,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2002-09-25,USA,7hr2f89v44y65dyu9k92vprwn,175.0,61.0,left,18.0,2022-07-04Z,active,yes,NaN,Clifton,NaN,NaN,NaN
2gheip9j20aq9iisgxc16pses,Isa,Sakamoto,Isa,Sakamoto,Male,I. Sakamoto,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2003-08-26,Japan,lxyibh89lpdc0bfian1nx0xq,173.0,66.0,right,13.0,2025-06-19Z,active,yes,NaN,Kumamoto,NaN,NaN,NaN
3h9lhu3duei3m2qjlr3wvxnmd,Issame,Charaï,Issame,Charaï,Male,I. Charaï,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1982-05-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,74.0,right,NaN,2025-06-17Z,active,yes,NaN,Merksem,NaN,NaN,NaN
4l461x94ngmi8p5fkiy2f7ill,Žan,Rogelj,Zan,Rogelj,Male,Ž. Rogelj,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1999-11-25,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,175.0,79.0,right,29.0,2023-06-15Z,active,yes,NaN,Kranj,NaN,NaN,NaN
3hg08mlhtmex3gjlsyz9ljpih,Doğucan,Haspolat,Dogucan,Haspolat,Male,D. Haspolat,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,2000-02-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,75.0,right,34.0,2023-09-06Z,active,yes,NaN,Rotterdam,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6
3rcl0p88er7v4gb3613sjilwq,Raf,Smekens,Raf,Smekens,Male,R. Smekens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-01-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,60.0,left,17.0,2024-03-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
4lvn9721huirh2vvjvb07mdqs,Oskar Robert,Annell,Oskar,Annell,Male,O. Annell,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2005-02-15,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,76.0,right,31.0,2025-07-01Z,active,yes,NaN,Mechelen,NaN,NaN,NaN
50tfyk5k7qkm1kwv9rrneriwa,Ján,Bernát,Ján,Bernát,Male,J. Bernát,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-01-10,Slovakia,7dybe8679n9bgyrcxi383pq3y,180.0,70.0,NaN,21.0,2025-02-05Z,active,yes,NaN,Prešov,NaN,NaN,NaN
5ghpsybqgvquh7yffa117tg8a,Allahyar,Sayyadmanesh,Allahyar,Sayyadmanesh,Male,A. Sayyadmanesh,Iran,e53g9hr2d3kasm34uumbg8r4,Attacker,player,2001-06-29,Iran,e53g9hr2d3kasm34uumbg8r4,182.0,76.0,right,7.0,2024-01-31Z,active,yes,NaN,Amol,NaN,NaN,NaN
5ujoracvgg00kzd0a8rh8oa1h,Roman,Neustädter,Roman,Neustädter,Male,R. Neustädter,Russia,7kfg68kh6n16fs4ap3xjiudr,Defender,player,1988-02-18,Ukraine,315w6fk6umfzf4qvba3t55u61,190.0,81.0,right,33.0,2022-02-24Z,active,yes,NaN,Dnipro,NaN,Germany,36min0qztu8eydwvpv8t1is0m
5x1a46c52byds4s3q2f0szuqy,Emin,Bayram,Emin,Bayram,Male,E. Bayram,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,2003-04-02,Türkiye,6kd6webenogylfgwt2aa9l6vx,192.0,80.0,right,40.0,2024-07-30Z,active,yes,NaN,İstanbul,NaN,NaN,NaN
6jox21ck8ox2q4mpoqikpbtd6,Seiji,Kimura,Seiji,Kimura,Male,S. Kimura,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2001-08-24,Japan,lxyibh89lpdc0bfian1nx0xq,186.0,80.0,right,5.0,2025-08-08Z,active,yes,NaN,Chiba,NaN,NaN,NaN
6khdubqitu18z03lpx8ruupec,Bakary,Haidara,Bakary,Haidara,Male,B. Haidara,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,2005-06-01,Côte d'Ivoire,tin6kf561ywonqan0mettr98,190.0,80.0,right,3.0,2023-09-18Z,active,yes,NaN,NaN,NaN,NaN,NaN
6n1l5va6m3rbvn6p2huyhp8x6,Adedire Emmanuel,Awokoya-Mebude,Adedire,Mebude,Male,D. Mebude,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Attacker,player,2004-05-28,England,1fk5l4hkqk12i7zske6mcqju6,189.0,78.0,right,11.0,2025-07-01Z,active,yes,NaN,London,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p
707kby5jn6898bqzdt0z5w8wk,Ignacio,Ferri Julià,Nacho,Ferri,Male,Nacho Ferri,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,2004-10-05,Spain,49ih1pwv3ahshdf8uzrimi54c,192.0,80.0,right,90.0,2025-07-08Z,active,yes,NaN,Valencia,NaN,NaN,NaN
814nm9b83hymrcpg8rlhb2uad,Yoni,Buyens,Yoni,Buyens,Male,Y. Buyens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,assistant coach,1988-03-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,75.0,right,NaN,2024-04-01Z,active,yes,NaN,Duffel,NaN,NaN,NaN
8d52pw246hh32r4ubxbp6cfai,Tuur,Rommens,Tuur,Rommens,Male,T. Rommens,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2003-03-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,75.0,left,25.0,2023-07-04Z,active,yes,NaN,NaN,NaN,NaN,NaN
8hl43dvm1d57g011yacyoooa1,Mathias Frédéric,Fixelles,Mathias,Fixelles,Male,M. Fixelles,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1996-08-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,78.0,right,19.0,2022-01-31Z,active,yes,NaN,Soignies,NaN,NaN,NaN
8ny9dh0x33c2ejy507qyj2cd0,Matija,Frigan,Matija,Frigan,Male,M. Frigan,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2003-02-11,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,77.0,left,9.0,2023-07-24Z,active,no,NaN,Rijeka,2025-08-15Z,NaN,NaN
918cc5b5jwrsquwpkoaiaoic5,Koen,Van Langendonck,Koen,Van Langendonck,Male,K. Van Langendonck,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1989-06-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,86.0,right,30.0,2013-07-01Z,active,yes,NaN,Neerpelt,NaN,NaN,NaN
94pn9t927oh1qld3bys4m8rth,Serhii,Sydorchuk,Serhii,Sydorchuk,Male,S. Sydorchuk,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,1991-05-02,Ukraine,315w6fk6umfzf4qvba3t55u61,189.0,79.0,right,8.0,2023-09-06Z,active,yes,NaN,Zaporizhzhia,NaN,NaN,NaN
9rs7sa9181bsys17v0naoszfu,Andreas Kristoffer,Jungdal,Andreas,Jungdal,Male,A. Jungdal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-02-22,Singapore,i5ym1phxb6fliphj1xd6pydv,195.0,82.0,right,99.0,2025-07-01Z,active,yes,NaN,Singapore,NaN,Singapore,i5ym1phxb6fliphj1xd6pydv
a0c7uephm9jijirsv7ho3hjze,Josimar Angelo,Alcócer McCook,Josimar,Alcócer,Male,J. Alcócer,Costa Rica,48emauy3fucokp86skcs5alh8,Attacker,player,2004-07-07,Costa Rica,48emauy3fucokp86skcs5alh8,185.0,74.0,right,77.0,2023-08-14Z,active,yes,NaN,San José,NaN,Nicaragua,4of7fctqcqbj3rai95vd4jk26
ayrulrzknnq9xneb2bj3mtlw4,Antonio José,Cordero Campillo,Antoñito,Cordero,Male,Antoñito Cordero,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,2006-11-14,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,71.0,right,10.0,2025-08-01Z,active,yes,NaN,Jerez de la Frontera,2026-06-30Z,NaN,NaN
cbai2262b47qtezzmkt5ctslw,Arthur,Piedfort,Arthur,Piedfort,Male,A. Piedfort,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2005-02-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,70.0,right,46.0,2023-06-15Z,active,yes,NaN,Herenthals,NaN,NaN,NaN
d0ftmfnte41xibr8pzm8tk2dw,Lucas,Mbamba-Muanda,Lucas,Mbamba-Muanda,Male,L. Mbamba-Muanda,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2006-08-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,23.0,2025-07-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
dd711ekg0nlaosmsy2lz13syy,Thomas,Van den Keybus,Thomas,Van den Keybus,Male,T. Van den Keybus,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2001-04-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,71.0,left,39.0,2023-07-05Z,active,yes,NaN,Brugge,NaN,NaN,NaN
do8nqlhvf43wmla5rakw1chsk,Amando,Lapage,Amando,Lapage,Male,A. Lapage,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2004-11-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,78.0,right,4.0,2025-02-03Z,active,yes,NaN,NaN,NaN,NaN,NaN
e2z19y8is5m24brpa3gzn02qx,Bryan Keith,Reynolds Jr.,Bryan,Reynolds,Male,B. Reynolds,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-06-28,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,right,22.0,2023-07-30Z,active,yes,NaN,Fort Worth,NaN,NaN,NaN
1abf0y93zbw1sw183nblqoicp,Ewoud,Pletinckx,Ewoud,Pletinckx,Male,E. Pletinckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2000-10-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,85.0,right,28.0,2022-06-26Z,active,yes,NaN,NaN,NaN,NaN,NaN
1fdi6uzonmsod2drzro8bj3rp,Siebe,Schrijvers,Siebe,Schrijvers,Male,S. Schrijvers,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1996-07-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,74.0,right,8.0,2021-01-15Z,active,yes,NaN,Lommel,NaN,NaN,NaN
1gixtkbjxf6qum1cf0uws994a,Ayumu,Ohata,Ayumu,Ohata,Male,A. Ohata,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2001-04-27,Japan,lxyibh89lpdc0bfian1nx0xq,168.0,65.0,left,66.0,2025-01-29Z,active,no,NaN,Fukuoka,2025-08-11Z,NaN,NaN
38aqhfpddgjs5hdh19redrnro,Jovan,Mijatović,Jovan,Mijatovic,Male,J. Mijatović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2005-07-11,Serbia,5w4ve503bjdsshwx9ho6jxzx0,179.0,NaN,NaN,22.0,2025-01-31Z,active,yes,NaN,Beograd,2026-06-30Z,NaN,NaN
