id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName,secondNationality,secondNationalityId
1ab7kipb2rwgqb4nimg43gbqi,Danijel Dejan,Djuric,Danijel,Djuric,D. Djuric,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-01-05,Varna,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,174.0,NaN,right,19.0,active,yes,NaN,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt
25ytwmg2c5xcqp5ta12oznm22,Ari,Sigurpálsson,Ari,Sigurpálsson,A. Sigurpálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-03-17,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
2rj24u5gl3j5je4g48ao44qtx,Erlingur,Agnarsson,Erlingur,Agnarsson,E. Agnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-03-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN
2u7zlcfa3dzuntjsgbpufns2d,Arnar,Bergmann Gunnlaugsson,Arnar,Gunnlaugsson,A. Gunnlaugsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1973-03-06,Akranes,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,76.0,NaN,NaN,active,yes,NaN,NaN,NaN
5ghzqanbf8v432ekwypz71exh,Ingvar,Jónsson,Ingvar,Jónsson,I. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1989-10-18,Keflavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,186.0,77.0,right,1.0,active,yes,Ingvar Jónsson,NaN,NaN
5m7duczik26jv15pycxd78kid,Jón Guðni,Fjóluson,Jón,Fjóluson,J. Fjóluson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1989-04-10,Þorlákshöfn,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,192.0,84.0,left,3.0,active,yes,NaN,NaN,NaN
6u5djuy905cnoyqryybwiou7d,Karl Friðleifur,Gunnarsson,Karl,Gunnarsson,K. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-07-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,22.0,active,yes,NaN,NaN,NaN
7n7yfeanjj70l059iu3tntq6t,Sölvi Geir,Ottesen Jónsson,Solvi,Geir,S. Ottesen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,1984-02-18,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,188.0,82.0,right,NaN,active,yes,NaN,NaN,NaN
8e92436hintolh0p1bbw29eqd,Matthías,Vilhjálmsson,Matthías,Vilhjálmsson,M. Vilhjálmsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1987-01-30,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,185.0,85.0,right,27.0,active,yes,NaN,NaN,NaN
8usynge181yxisdxkstt3c3px,Gunnar,Vatnhamar,Gunnar,Vatnhamar,G. Vatnhamar,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,1995-03-29,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN
8yvjubvq7e5ilmr9g2nh6h9lh,Pablo Oshan Battuto,Punyed Dubón,Pablo,Punyed,P. Punyed,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1990-04-18,Miami,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,10.0,active,yes,NaN,USA,7hr2f89v44y65dyu9k92vprwn
9hufbc18q36y9z42mz3a9qd5g,Daði,Berg Jónsson,Dadi,Jónsson,D. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-06-11,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,183.0,NaN,left,30.0,active,yes,Dadi Jónsson,NaN,NaN
aiw3uh190grn75dhh8nihif4k,Bjarki Björn,Gunnarsson,Bjarki,Gunnarsson,B. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-06-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,171.0,NaN,NaN,15.0,active,no,Bjarki Gunnarsson,NaN,NaN
alhnldqbziirmyn3kj1ona044,Gísli Gottskálk,Þórðarson,Gísli,Thórdarson,G. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-09-12,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,11.0,active,yes,NaN,NaN,NaN
b3trqgol2gifo82io9qgh03x1,Peter Oliver,Ekroth,Oliver,Ekroth,O. Ekroth,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1992-01-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,80.0,right,4.0,active,yes,NaN,NaN,NaN
bgs7djau45zhzknsqvom3wycp,Viktor Örlygur,Andrason,Viktor,Andrason,V. Andrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-02-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
bp0zfdagfoiqskgw4a9hmyz8p,Valdimar Þór,Ingimundarson,Valdimar,Ingimundarson,V. Ingimundarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-04-28,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,181.0,NaN,right,25.0,active,yes,NaN,NaN,NaN
c12rjr5zd7ty807rgwhemtd78,Tómas,Þórisson,Tómas,Thórisson,T. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-03-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,29.0,active,yes,NaN,NaN,NaN
dah45tl54ccsm2gjern29ndp0,Kári,Vilberg Atlason,Kari,Atlason,K. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2004-08-31,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
dlwwwbs5p66fun6v9ho76npw5,Nikolaj Andreas,Hansen,Nikolaj,Hansen,N. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1993-03-15,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,79.0,right,23.0,active,yes,NaN,NaN,NaN
doryp28w8ovkynmxjg8bcdrkl,Aron Elís,Þrándarson,Aron,Thrándarson,A. Þrándarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-11-10,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,187.0,83.0,right,21.0,active,yes,NaN,NaN,NaN
dpcd6869zffk9ykjvz19eq02d,Davíð Örn,Atlason,Davíd,Atlason,D. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1994-08-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,NaN
dz7dxc3tnt5k8zcud0braoaqy,Pálmi Rafn,Arinbjörnsson,Pálmi,Arinbjornsson,P. Arinbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2003-11-29,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,191.0,NaN,right,16.0,active,yes,NaN,NaN,NaN
ejco4bcx1c9uurhb53n3moxd5,Helgi,Guðjónsson,Helgi,Gudjónsson,H. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-08-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,both,9.0,active,yes,NaN,NaN,NaN
em4zanvckl4o7sj8y3njd4jro,Sveinn Gísli,Þorkelsson,Sveinn,Thorkelsson,S. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-08-19,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,2.0,active,yes,NaN,NaN,NaN
f3m19trq1w6uzw7mk4m307v11,Halldór Smári,Sigurðsson,Halldór,Sigurdsson,H. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1988-10-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN
38x18egr7w4191ym72em654np,Arnór,Smárason,Arnór,Smárason,A. Smárason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1988-09-07,Akranes,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,184.0,76.0,right,88.0,active,yes,NaN,NaN,NaN
3kyv8g2q01rmqzns5nzt61sve,Hlynur Sævar,Jónsson,Hlynur,Jónsson,H. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-03-29,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,4.0,active,yes,Hlynur Jónsson,NaN,NaN
3m8qqkzpsw95i5m7vynp3f2p6,Dino,Hodžić,Dino,Hodzic,D. Hodžić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1995-10-28,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,205.0,NaN,right,31.0,active,yes,NaN,NaN,NaN
3rd9sib3ymvclk5ydpa8tdk9h,Fannar Berg,Gunnólfsson,NaN,NaN,F. Gunnólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,NaN,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
4di0vvjgd5hiokut0nzrbal7t,Steinar,Þorsteinsson,Steinar,Thorsteinsson,S. Þorsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1997-12-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,10.0,active,yes,NaN,NaN,NaN
52upamqi7dxlpo8h69pzx19sl,Marko,Vardić,Marko,Vardic,M. Vardić,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,1995-05-22,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,19.0,active,yes,NaN,NaN,NaN
5gtmy77ebg930jwh6rotkpilm,Oliver,Stefánsson,Oliver,Stefánsson,O. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2002-08-03,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,192.0,NaN,left,6.0,active,yes,NaN,NaN,NaN
5p3zrdlynceho454ar7xynund,Hákon Ingi,Einarsson,Hákon,Einarsson,H. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1995-07-08,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,2.0,active,yes,Hákon Einarsson,NaN,NaN
67zsakryr5srq2u6j84hce1ux,Jón Þór,Hauksson,Jón Thór,Hauksson,J. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1978-05-02,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
6i3uld810t70ouj6sq61m3ehg,Ármann Ingi,Finnbogason,Ármann,Finnbogason,Á. Finnbogason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-06-16,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,NaN
707j6nel8nqw8xi3tb4yb09ud,Albert,Hafsteinsson,Albert,Hafsteinsson,A. Hafsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-06-05,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
7hefn4l9qkwg1l7cuyf0q9z9x,Rúnar Már,Sigurlaugarson Sigurjónsson,Rúnar,Sigurjónsson,R. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1990-06-18,Sauðárkrókur,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,178.0,83.0,right,16.0,active,yes,NaN,NaN,NaN
85vmhzr0uvwfdkdbfrdw9no16,Breki Þór,Hermannsson,NaN,NaN,B. Hermannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-03-20,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,14.0,active,no,NaN,NaN,NaN
8o8rp9y1mw0fwrtvljv6txpuc,Hilmar Elís,Hilmarsson,Hilmar,Hilmarsson,H. Hilmarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-05-16,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,23.0,active,yes,NaN,NaN,NaN
96avescdo2uh9d5rx7juovcru,Ingi Þór,Sigurðsson,Ingi,Sigurdsson,I. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-04-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
99r9gsivo2mtks0mbar5zwzx1,Viktor,Jónsson,Viktor,Jónsson,V. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1994-06-23,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,9.0,active,yes,Viktor Jónsson,NaN,NaN
9dwayhvpts3huz0z8pid94i96,Árni Marinó,Einarsson,Árni,Einarsson,Á. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2002-02-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,1.0,active,yes,Árni Einarsson,NaN,NaN
adww9fdodpat8a3o6k9gk0pg5,Johannes Björn,Vall,Johannes,Vall,J. Vall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1992-10-19,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,80.0,left,3.0,active,yes,NaN,NaN,NaN
ayh5jsny4wdh19mlzaixtvzf8,Matthíasv Daði,Gunnarsson,Matthíasv,Gunnarsson,M. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2006-03-31,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,26.0,active,yes,NaN,NaN,NaN
clfggk6y8e98f3nzk3jaywdg4,Ísak Máni,Guðjónsson,Ísak,Gudjónsson,Í. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,20.0,active,yes,NaN,NaN,NaN
cnil5rxmqjbs8qj4u4neqf6ui,Arnleifur,Hjörleifsson,Arnleifur,Hjörleifsson,A. Hjörleifsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2000-07-03,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,5.0,active,yes,NaN,NaN,NaN
dayv90q5x0ytyqamrm6rqfip6,Jón Gísli,Eyland Gíslason,Jón,Gíslason,J. Gíslason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2002-02-25,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,66.0,active,yes,NaN,NaN,NaN
dw0oozs2p3wh2shor8ao42vze,Árni Salvar,Heimisson,Árni,Heimisson,Á. Heimisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-03-10,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,27.0,active,yes,NaN,NaN,NaN
e2xij7nr7d6mbg9eooyyvacr8,Gabríel Snær,Gunnarsson,Gabríel,Gunnarsson,G. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2008-07-23,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,15.0,active,yes,NaN,NaN,NaN
echb6f2k7dfduusxlt882svl5,Guðfinnur Þór,Leósson,Gudfinnur Thor,Leosson,G. Leósson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-05-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN
f0k3jp8ygdl9st0eju63l9ic4,Hinrik,Harðarson,Hinrik,Hardarson,H. Harðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2004-06-19,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,99.0,active,yes,NaN,NaN,NaN
ppgwoycfxhct2iw4ko64f7qh,Erik Tobias,Tangen Sandberg,Erik Tobias,Sandberg,E. Sandberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-02-27,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,13.0,active,yes,NaN,NaN,NaN
1p55tuj89rysvgwv4ysjao4wl,Arnór Sveinn,Aðalsteinsson,Arnór,Adalsteinsson,A. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1986-01-26,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,181.0,73.0,right,5.0,active,yes,NaN,NaN,NaN
1umdj6jlv69crvsoe4rwv75ec,Arnar Smári,Arnarsson,Arnar,Arnarsson,A. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2005-05-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
1wlddp2l9xr7xmc42vzck0ine,Arnór Gauti,Jónsson,Arnór,Jónsson,A. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-05-31,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,24.0,active,yes,Arnór Jónsson,NaN,NaN
27a8ay3weff9zyxw7usa54cet,Aron,Bjarnason,Aron,Bjarnason,A. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1995-10-14,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,173.0,70.0,both,11.0,active,yes,NaN,NaN,NaN
2hkicgp8zeqz4fif67rdhg2c5,Kristinn,Jónsson,Kristinn,Jónsson,K. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1990-08-04,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,174.0,74.0,left,19.0,active,yes,Kristinn Jónsson,NaN,NaN
2hoyzk0qw79v7ta8urx924amt,Kristinn,Steindórsson,Kristinn,Steindórsson,K. Steindórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1990-04-29,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,178.0,70.0,right,10.0,active,yes,NaN,NaN,NaN
3z6ty4kxmhvl4ypielw4gjowl,Andri Rafn,Yeoman,Andri,Yeoman,A. Yeoman,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1992-04-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,30.0,active,yes,NaN,NaN,NaN
45tzh3ods6akvqj1fe7v7na50,Atli Þór,Gunnarsson,Atli,Gunnarsson,A. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-06-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,28.0,active,yes,NaN,NaN,NaN
4kq5l8rjy4tcnjgjv78ter1zp,Halldór,Árnason,Halldór,Árnason,H. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1984-05-16,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
4o1150mpv9nz55cwj9b0vblk9,Kristófer Ingi,Kristinsson,Kristófer,Kristinsson,K. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-04-07,Garðabær,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,190.0,71.0,right,23.0,active,yes,NaN,NaN,NaN
5d6oa0urkujvwy0twpdbfsl3p,Damir,Muminović,Damir,Muminovic,D. Muminović,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1990-05-13,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,4.0,active,yes,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0
5k2hgogp2g5ivgdnq99ejp27e,Ísak Snær,Þorvaldsson,Ísak,Thorvaldsson,Í. Þorvaldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2001-05-01,Mosfellsbær,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,182.0,NaN,right,22.0,active,yes,NaN,NaN,NaN
65jpt70r6x6n37tgga4xka9ec,Viktor Elmar,Gautason,Viktor Elmar,Gautason,V. Gautason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2003-10-09,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
6rogc92mr2cwdmiuee82q0d79,Alexander Helgi,Sigurðarson,Alexander,Sigurdarson,A. Sigurðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-04-08,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,6.0,active,yes,NaN,NaN,NaN
87ogzklhfctx78cbjwgh282j9,Höskuldur,Gunnlaugsson,Höskuldur,Gunnlaugsson,H. Gunnlaugsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1994-09-26,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,173.0,NaN,NaN,7.0,active,yes,NaN,NaN,NaN
8sv1tavuq38iq6c0bar1a9clw,Dagur Örn,Fjeldsted,Dagur,Fjeldsted,D. Fjeldsted,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-04-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,16.0,active,yes,NaN,NaN,NaN
9186v5jw32p3hfi8v7nfvkic5,Viktor Karl,Einarsson,Viktor,Einarsson,V. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1997-01-30,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,8.0,active,yes,Viktor Einarsson,NaN,NaN
9zzg49vnaufp7j6yj7pcg6sb9,Anton Ari,Einarsson,Anton,Einarsson,A. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1994-08-25,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,right,1.0,active,yes,Anton Einarsson,NaN,NaN
amgapd9ojrcvqa5w6zcuc249g,Tómas Orri,Róbertsson,Tómas,Róbertsson,T. Róbertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-04-21,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,17.0,active,no,NaN,NaN,NaN
b3ac0j5us57m92q0d2k2kd1hx,Patrik,Johannesen,Patrik,Johannesen,P. Johannesen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,1995-09-07,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,185.0,NaN,right,9.0,active,yes,NaN,NaN,NaN
clq5q6r9rlmsuf2d9o0tjwtlh,Benjamin,Stokke,Benjamin,Stokke,B. Stokke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-08-20,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,90.0,left,20.0,active,yes,NaN,NaN,NaN
cvlnxfcxy57dvuhlo66jsb4a2,Eyþór Aron,Wöhler Lárusson,Eythór,Wöhler,E. Wöhler,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2002-01-28,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,18.0,active,no,NaN,NaN,NaN
d6mfcwc4144lnyodhyd1fd6ok,Tumi Fannar,Gunnarsson,Tumi,Gunnarsson,T. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-03-22,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN
dm8yyt39uyshduq91pufi24q2,Jason Daði,Svanþórsson,Jason,Svanthórsson,J. Svanþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-12-31,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,14.0,active,yes,NaN,NaN,NaN
don13z5ywnv0du0y057n5y66t,Olíver,Sigurjónsson,Olíver,Sigurjónsson,O. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1995-03-03,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,right,3.0,active,yes,NaN,NaN,NaN
e0jb28mjif4jyoqtmbcqv1ai2,Daniel,Obbekjær,Daniel,Obbekjær,D. Obbekjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-07-16,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,NaN,NaN,2.0,active,yes,NaN,NaN,NaN
ehpnzj2apmfez56i2vggvhexh,Viktor Örn,Margeirsson,Viktor,Margeirsson,V. Margeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1994-07-22,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,21.0,active,yes,NaN,NaN,NaN
ei0y0w6bvcjwrx1dupdlqazmx,Brynjar Atli,Bragason,Brynjar,Bragason,B. Bragason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2000-04-01,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,12.0,active,yes,NaN,NaN,NaN
1a4bm2clz63hs1wage5rpw844,Arngrímur Bjartur,Guðmundsson,Arngrímur,Gudmundsson,A. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-03-14,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,38.0,active,yes,Arngrímur Gudmundsson,NaN,NaN
