id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,status,active,foot,knownName,secondNationality,secondNationalityId
71unvnpwjjeqq2oci02ev8us5,Dávid,Richtárech,NaN,NaN,Male,D. Richtárech,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-04-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,172.0,72.0,6.0,active,yes,NaN,NaN,NaN,NaN
7oycboprr3g5tsfan8lm55nca,Ivan,Rehák,NaN,NaN,Male,I. Rehák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-04-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,1.0,active,yes,NaN,NaN,NaN,NaN
80gyjel9nj2vtp9q4t012exas,Gabriel,Demian,NaN,NaN,Male,G. Demian,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-12-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN
8g4paxl5e68y9xvpvy1omp016,Dominik,Veselovský,Dominik,Veselovsky,Male,D. Veselovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-07-19,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN
8od1c130jxczrb7jan2hes3fu,Nicolas,Šikula,Nicolas,Sikula,Male,N. Šikula,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-05-15,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,13.0,active,yes,NaN,NaN,NaN,NaN
anbbua2r96lbr4revtn24a8lw,Michal,Lukáč,Michal,Lukác,Male,M. Lukáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-09-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,31.0,active,yes,NaN,NaN,NaN,NaN
aqlfpajyqfeuzdf0zxwe46ynd,Adam,Brenkus,Adam,Brenkus,Male,A. Brenkus,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-01-08,Dolný Kubín,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,75.0,23.0,active,yes,right,NaN,NaN,NaN
ata52av3m6wab60sndu7vhyol,Lukáš,Migaľa,NaN,NaN,Male,L. Migaľa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1990-07-04,Hnúšťa,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,21.0,active,yes,right,NaN,NaN,NaN
ckhtep3wdbi6tofodh3d1fp7u,Martin,Rymarenko,Martin,Rymarkeno,Male,M. Rymarenko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1999-04-09,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,67.0,11.0,active,yes,NaN,NaN,NaN,NaN
cqtopaztbkxgb30bzbja6iwdm,Michal,Trnovský,Michal,Trnovsky,Male,M. Trnovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-08-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,36.0,active,yes,NaN,NaN,NaN,NaN
dua5ewk710pbnrnl3v7s5iyvo,Adam,Hanes,NaN,NaN,Male,A. Hanes,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2002-06-17,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN
em1ywhtfmoplcp54y18qkb3yt,Marek,Bažík,Marek,Bazik,Male,M. Bažík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1976-02-09,Čačín,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,66.0,NaN,active,yes,NaN,NaN,NaN,NaN
ezcrg867lnc0175aiep1irwt1,Timotej,Záhumenský,Timotej,Záhumensky,Male,T. Záhumenský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1995-07-17,Žiar nad Hronom,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,81.0,44.0,active,yes,left,NaN,NaN,NaN
17wb7qv8x70tkgmug9ngw0zys,Branislav,Sokol,Branislav,Sokol,Male,B. Sokol,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-09-15,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,35.0,active,yes,NaN,NaN,NaN,NaN
1nzmtzzhpyul7kk61yn1cep6,Matěj,Luksch,NaN,NaN,Male,M. Luksch,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1998-06-19,České Budějovice,Czechia,5md5tpwr2nmqao528prx43jr7,191.0,83.0,34.0,active,yes,NaN,NaN,NaN,NaN
21iixtvt80wpzqad9x3qghlux,David,Huf,David,Huf,Male,D. Huf,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1999-01-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
373oftzyos8vnsulcskeudboq,Rudolf,Božík,Rudolf,Bozík,Male,R. Božík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-02-11,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN
3h9lw0y2c1ccj9xcy1u8ht9g4,Daniel,Prekop,Daniel,Prekop,Male,D. Prekop,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-20,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
3qszei9rfwcv722hlpq7j7e5m,Samuel,Lavrinčík,Samuel,Lavrincík,Male,S. Lavrinčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-07-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN
42d89sta2s6vkeafesgz8yqd,Štefan,Gerec,Stefan,Gerec,Male,Š. Gerec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1992-11-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,15.0,active,yes,NaN,NaN,NaN,NaN
57ieklwt78roetp55kcgiczu2,Alexander,Mojžiš,Alexander,Mojzis,Male,A. Mojžiš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-01-02,Krupina,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,82.0,2.0,active,yes,NaN,NaN,NaN,NaN
5dl5nz5hp5lazq2pnru8slnh0,David,Jackuliak,David,Jackuliak,Male,D. Jackuliak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-08-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,86.0,13.0,active,no,NaN,NaN,NaN,NaN
5nq8a77t1enm36la314v0h5ka,Oliver,Luterán,Oliver,Luterán,Male,O. Luterán,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-09-06,Kendice,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,73.0,4.0,active,yes,right,NaN,NaN,NaN
5nrmy96rd53lt1lob9q0zaynd,Marián,Chobot,Marián,Chobot,Male,M. Chobot,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-08-31,Topoľčany,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,20.0,active,yes,left,NaN,NaN,NaN
5on7xtjzijxmmc9lgld14wsx6,Timotej,Múdry,Timotej,Múdry,Male,T. Múdry,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-04-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
5vr2kfap08lirtdgw0vh6mpsk,Tomáš,Frühwald,Tomáš,Frühwald,Male,T. Frühwald,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-09-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,88.0,34.0,active,no,NaN,NaN,NaN,NaN
71k9g56fz19856bnyyy3hg7bo,Máté,Szolgai,Máté,Szolgai,Male,M. Szolgai,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-07-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,NaN,24.0,active,yes,NaN,NaN,NaN,NaN
71wijkzueuulwshsw7z5cmb8q,Matúš,Malý,Matús,Maly,Male,M. Malý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2001-07-11,Dunajská Streda,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,87.0,32.0,active,yes,NaN,NaN,NaN,NaN
7zp84rnke5blo9z4rkug0m5ed,Martin,Chrien,Martin,Chrien,Male,M. Chrien,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1995-09-08,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,80.0,30.0,active,yes,right,NaN,NaN,NaN
88m1d6wwdft7cxtbg0fn77w15,Matej,Madleňák,Matej,Madlenák,Male,M. Madleňák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-02-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,75.0,23.0,active,yes,NaN,NaN,NaN,NaN
8i6qvsnql164tc432z7q0445w,Dominik,Ťapaj,Dominik,Tapaj,Male,D. Ťapaj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-05-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,85.0,1.0,active,yes,NaN,NaN,NaN,NaN
8qo2ay0eobs7lyol641ljiv2t,Daniel,Köstl,Daniel,Köstl,Male,D. Köstl,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-05-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,81.0,16.0,active,yes,NaN,NaN,NaN,NaN
948hkubnsmkrwesqk0ylmvkr9,Ondřej,Smetana,Ondrej,Smetana,Male,O. Smetana,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1982-09-04,Ostrava - Vítkovice,Czechia,5md5tpwr2nmqao528prx43jr7,198.0,94.0,NaN,active,yes,NaN,NaN,NaN,NaN
9mt84o1omv64u5kd94hsrxazt,Martin,Boďa,Martin,Boda,Male,M. Boďa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1997-02-02,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,194.0,84.0,18.0,active,yes,NaN,NaN,NaN,NaN
9n54ox1i7fskj6esi9h8xvfqi,Alexander,Selecký,Alexander,Selecký,Male,A. Selecký,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-10-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,71.0,28.0,active,yes,NaN,NaN,NaN,NaN
9nr7jmaqe7rroput1dx013v1l,Samuel,Šefčík,Samuel,Sefcík,Male,S. Šefčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-11-04,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,73.0,10.0,active,no,NaN,NaN,NaN,NaN
aepfg6oyeyfxw5pyq62zfo0a2,Adam,Tučný,Adam,Tucny,Male,A. Tučný,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2002-05-21,Dunajská Streda,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,72.0,17.0,active,yes,NaN,NaN,NaN,NaN
ah86hq477gjurowqpaulhft3o,Kevin,Švehla,Kevin,Svehla,Male,K. Švehla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-07-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
an42om3qvdrdni1fte93q4zx1,Peter,Tomko,Peter,Tomko,Male,P. Tomko,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,1984-05-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,188.0,85.0,NaN,active,yes,NaN,NaN,NaN,NaN
bqxwqho31gkp20ghh33956x3o,Jakub,Luka,Jakub,Luka,Male,J. Luka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-08-18,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,NaN,NaN,active,no,right,NaN,NaN,NaN
byyv7bl9m3sh4on62lvuc11bd,Jan,Hladík,Jan,Hladík,Male,J. Hladík,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1993-09-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,14.0,active,yes,NaN,NaN,NaN,NaN
c62viv3wvtsmc6m8yh64byj8p,Marko,Kelemen,Marko,Kelemen,Male,M. Kelemen,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2000-04-29,Rožňava,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,75.0,26.0,active,yes,NaN,NaN,NaN,NaN
ce4u3ot9a2z4i7bsuf0ir61yi,Martin,Gomola,Martin,Gomola,Male,M. Gomola,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2002-01-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
cq2siabqa0z8pwuoweciwgdwq,Šimon,Gabriel,Simon,Gabriel,Male,Š. Gabriel,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-05-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,88.0,22.0,active,yes,right,NaN,NaN,NaN
ea0kw1uq8vipof4wb8xlrsnh1,Ján,Maslo,Ján,Maslo,Male,J. Maslo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1986-02-05,Dolný Kubín,Slovakia,7dybe8679n9bgyrcxi383pq3y,199.0,97.0,3.0,active,yes,right,NaN,NaN,NaN
ellfertz7z7nftuv5pl4ukh9m,Kristóf,Domonkos,Kristóf,Domonkos,Male,K. Domonkos,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-08-17,Galanta,Slovakia,7dybe8679n9bgyrcxi383pq3y,173.0,73.0,8.0,active,yes,NaN,NaN,NaN,NaN
1b2m4zad7wyzenhffh69krpbd,David,Oulehla,NaN,NaN,Male,D. Oulehla,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1983-09-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
1c2chlc4b6b98wmjqmfwul711,Martin,Nagy,NaN,NaN,Male,M. Nagy,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1990-09-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,18.0,active,yes,NaN,NaN,NaN,NaN
1xq8r9g0n0zp1augg3wrihlg5,Martin,Junas,NaN,NaN,Male,M. Junas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1996-03-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,84.0,39.0,active,yes,right,NaN,NaN,NaN
218jan56ksky7oqrakbci8962,Adam,Gaži,Adam,Gazi,Male,A. Gaži,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-03-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,NaN,25.0,active,yes,NaN,NaN,NaN,NaN
2ngonbhh12w5z33vqpn8t10k4,Sheun,Emmanuel,NaN,NaN,Male,S. Emmanuel,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-09-23,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,15.0,active,yes,NaN,NaN,NaN,NaN
33bi7y8jn984bxktox4xmmw44,Davi Esteves,de Freitas Alves,NaN,NaN,Male,Davi Alves,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2001-06-12,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
417pgu52k0kpuqk56tp11wzu2,Martin,Mášík,NaN,NaN,Male,M. Mášík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-01-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,72.0,19.0,active,yes,NaN,NaN,NaN,NaN
43ssius9znhjpkfvc93go6wa1,Adam,Krčík,NaN,NaN,Male,A. Krčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-03-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,37.0,active,yes,NaN,NaN,NaN,NaN
4i7dd05oy00jxibiziqxkc9d6,Lukáš,Leginus,Lukás,Leginus,Male,L. Leginus,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2000-04-24,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,71.0,active,yes,NaN,NaN,NaN,NaN
53wk65c7o2wgykzq7q2e4n4h6,Mário,Hollý,NaN,NaN,Male,M. Hollý,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-04-25,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,22.0,active,yes,NaN,NaN,NaN,NaN
6sdt0s0rs32ng3ohq67krgx04,Adam,Ravas,NaN,NaN,Male,A. Ravas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-11-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,active,yes,right,NaN,NaN,NaN
9n6cczdnnmgfvhgxk6wqfob11,Michal,Ranko,NaN,NaN,Male,M. Ranko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-02-19,Trenčín,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,76.0,5.0,active,yes,NaN,NaN,NaN,NaN
a2hptjjaufyagci1guclx68d1,Ján,Vlasko,NaN,NaN,Male,J. Vlasko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1990-01-11,Bojnice,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,74.0,10.0,active,yes,left,NaN,NaN,NaN
alnhvswa0mkn6ls9x2fomlexh,Adam,Morong,Adam,Morong,Male,A. Morong,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-06-16,Galanta,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,9.0,active,yes,NaN,NaN,NaN,NaN
as9w12k4pcyxfkpuvtld9skph,Martin,Černek,NaN,NaN,Male,M. Černek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-12-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN
b0mehh1xcp7wkpb0u9oefyr4l,Oliver,Podhorín,NaN,NaN,Male,O. Podhorín,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1992-07-06,Michalovciach,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,73.0,20.0,active,yes,NaN,NaN,NaN,NaN
byr9qyjrfu4d2apghzmtgje5m,Taofiq,Jibril,Taofiq,Jibril,Male,T. Jibril,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-04-23,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,14.0,active,yes,NaN,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc
cajlkem80tfpzbn2sny7ek8kq,Yann Michael,Yao,NaN,NaN,Male,Y. Yao,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,1997-06-20,Dabou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,7.0,active,yes,left,NaN,NaN,NaN
ch6on1y60ysoeet0u3tgowafp,Lukáš,Hroššo,Lukás,Hrosso,Male,L. Hroššo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1987-04-19,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,196.0,91.0,31.0,active,yes,both,NaN,NaN,NaN
co9v1d3g1wkq4mcs6uiscaxn9,Pavol,Majerník,NaN,NaN,Male,P. Majerník,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1978-12-31,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,76.0,NaN,active,no,right,NaN,NaN,NaN
cpawfyedpl2gtjl8mj7gdh2xg,Kauã,Silva Figueiredo Moura,NaN,NaN,Male,Kauã Moura,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2004-01-05,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN
eh68vlclvqqtjt3it7sk0y8rt,Marek,Fábry,Marek,Fábry,Male,M. Fábry,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1998-08-07,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,86.0,11.0,active,yes,right,NaN,NaN,NaN
ei9498o3r9c79f6g1l2ukaoes,Ali,Lutfi,NaN,NaN,Male,A. Lutfi,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-09-09,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,active,yes,NaN,NaN,Sudan,62wa0a1wwukxladeo5kqhrpen
eic5aqr8l99rhm9udams7dlg5,Matej,Hrádecký,Matej,Hrádecky,Male,M. Hrádecký,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-17,Turku,Finland,2u07e54v5dprsugdvddpq5ync,193.0,76.0,4.0,active,yes,NaN,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y
elzmfhikf7pi2pofuu2zd933d,Adam,Kopas,Adam,Kopas,Male,A. Kopas,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-08-16,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,78.0,33.0,active,yes,NaN,NaN,NaN,NaN
j71l4z2mfwicz99tib9b71zp,Róbert,Matějov,NaN,NaN,Male,R. Matějov,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1988-07-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,75.0,16.0,active,yes,NaN,NaN,NaN,NaN
2c82zo4uxt5hsojmq5eoxbytw,Dávid,Petrík,Dávid,Petrík,Male,D. Petrík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-06-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,19.0,active,yes,NaN,NaN,NaN,NaN
2epom5c0lfo6kxj7pqvz8m6zt,Abdul Musa,Zubairu,Abdul,Zubairu,Male,A. Zubairu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1998-10-03,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,162.0,62.0,4.0,active,yes,NaN,NaN,NaN,NaN
2tim10de6mjduagwk6r8dcrca,Lukáš,Šimko,NaN,NaN,Male,L. Šimko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-06-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN
3l9tawvteu62tvyy8ontwyln8,Adam,Žulevič,NaN,NaN,Male,A. Žulevič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2007-09-14,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,97.0,active,yes,NaN,NaN,NaN,NaN
3s6h7ah3aw6x091rky1zu3tka,Samuel Antonio,Ramos Linares,Samuel,Ramos,Male,Samuel Ramos,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-08-18,Santa Cruz de Tenerife,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,NaN,21.0,active,yes,left,NaN,NaN,NaN
3y1hr2kxzhzcmv1dllixjbo5w,Artúr,Musák,NaN,NaN,Male,A. Musák,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,2005-10-17,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,182.0,NaN,55.0,active,yes,NaN,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61
463e49o3i91ihutgy2q4zsd79,Matúš,Marcin,NaN,NaN,Male,M. Marcin,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1994-04-06,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,77.0,9.0,active,yes,both,NaN,NaN,NaN
4n1s49nvjwknaqepz9nk6okyc,Henry Franck,Bahi,NaN,NaN,Male,F. Bahi,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,1999-12-20,NaN,Guinea,4i9sg55wigitrfx7290f59ceo,180.0,NaN,12.0,active,yes,NaN,NaN,NaN,NaN
54vrwxfvshcftu7ffssh1reac,Luka,Lemishko,NaN,NaN,Male,L. Lemishko,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,2006-08-20,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
6af32dsaqietkepdi4sblamp6,Enzo Mauro,Arevalo Acosta,NaN,NaN,Male,E. Arevalo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Midfielder,player,1997-04-15,NaN,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,NaN,NaN,29.0,active,yes,NaN,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c
7fjouk68ko4vy0qcz6fs0wl0q,Denys,Taraduda,Denys,Taraduda,Male,D. Taraduda,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,2000-08-17,Boikivske,Ukraine,315w6fk6umfzf4qvba3t55u61,186.0,78.0,3.0,active,yes,NaN,NaN,NaN,NaN
7zmtrgppv7pv6kbxz7tff31n8,Yushi,Shimamura,NaN,NaN,Male,Y. Shimamura,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1999-12-20,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,8.0,active,yes,NaN,NaN,NaN,NaN
82l95d7jh9f8em7w6dn7smgpg,Polydefkis,Volanakis,NaN,NaN,Male,P. Volanakis,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2003-04-25,NaN,Greece,6lpgd60z890no2v46zdecrcss,189.0,79.0,5.0,active,yes,left,NaN,NaN,NaN
82lo0di4kinipycvz4zhl7ld5,Martin,Bednár,Martin,Bednar,Male,M. Bednár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-04-22,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,79.0,66.0,active,yes,right,NaN,NaN,NaN
86iv7jtj1e50c7vnvopoph6mt,Stanislav,Danko,NaN,NaN,Male,S. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-03-17,Michalovce,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,73.0,51.0,active,yes,NaN,NaN,NaN,NaN
