id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,secondNationality,secondNationalityId,weight,knownName
ddfwtazsntda1pah2l454py3t,Jay,Gorter,Jay,Gorter,J. Gorter,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2000-05-30,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,right,12.0,active,yes,NaN,NaN,79.0,NaN
dlgqk5qe96gaxeq8vu4dozyms,Gabriel,Osei Misehouy,Gabriel,Misehouy,G. Misehouy,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-07-18,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,50.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
dxmulnxbs11kpi1goq5hl9cve,Anass,Salah-Eddine,Anass,Salah-Eddine,A. Salah-Eddine,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-01-18,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,left,17.0,active,no,Morocco,2xdcc39z1k79pnjbtn9x31wdh,66.0,NaN
e9u7cmvaem5p7x9px3yq9f179,Borna,Sosa,Borna,Sosa,B. Sosa,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1998-01-21,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,left,25.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,79.0,NaN
elakgkn99i1aig691q1hl8ay2,Sivert,Heggheim Mannsverk,Sivert,Mannsverk,S. Mannsverk,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2002-05-08,Øvre Årdal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,right,16.0,active,yes,NaN,NaN,77.0,NaN
f2ibn3ej2doay3b4u8ezeix62,Diant,Ramaj,Diant,Ramaj,D. Ramaj,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-09-19,Stuttgart,Germany,36min0qztu8eydwvpv8t1is0m,189.0,both,40.0,active,yes,Kosovo,86u6edbqifdjsn49mbp2anw7p,81.0,NaN
8wi4r7j0q8ydhoar2zpj0bizt,Pascal,Jansen,Pascal,Jansen,P. Jansen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1973-01-27,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN
f593mnttzie8gicqlig2zvzvu,Amourricho Jahvairo Déshauntino,van Axel Dongen,Amourricho,van Axel Dongen,A. van Axel Dongen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-09-29,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,27.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,70.0,NaN
i2nzkd9jxs9mxaati81gcmi1,Jakov,Medić,Jakov,Medic,J. Medić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1998-09-07,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,193.0,right,18.0,active,yes,NaN,NaN,91.0,NaN
p7vw4thx5wzo49h6hfabcq5m,Mohammed,Kudus,Mohammed,Kudus,M. Kudus,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2000-08-02,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,177.0,left,20.0,active,no,NaN,NaN,70.0,NaN
19wuvqpmewphgvsfzi4yjl756,Iman,Griffith,Iman,Griffith,I. Griffith,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2001-12-02,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,right,39.0,active,no,NaN,NaN,65.0,NaN
1hmy5uxiyr8g915tngl9l8twq,Myron,van Brederode,Myron,van Brederode,M. van Brederode,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-07-06,Hoofddorp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,right,19.0,active,yes,NaN,NaN,60.0,NaN
1t7nph4960rjzu7rgi47sf8ix,Jens,Odgaard,Jens,Odgaard,J. Odgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-03-31,Hillerød,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,left,7.0,active,no,NaN,NaN,83.0,NaN
2p6h6ivyzp1fzsayw7r2xn2dx,Hobie,Verhulst,Hobie,Verhulst,H. Verhulst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1993-04-02,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,left,12.0,active,yes,NaN,NaN,92.0,NaN
31bs2qi2aa9in77z0iftbkk8a,David,Møller Wolfe,David,Møller Wolfe,D. Møller Wolfe,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-04-23,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,left,18.0,active,yes,NaN,NaN,78.0,NaN
33yauarx84sam5u05vgyqxfxl,Karl Jesper,Karlsson,Jesper,Karlsson,J. Karlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1998-07-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,171.0,right,11.0,active,no,NaN,NaN,70.0,NaN
37d95b3fxv76fm0b6n4tomm8k,Jan,Sierksma,Jan,Sierksma,J. Sierksma,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1984-06-24,Dokkum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
3kjxnvfmwd4hij1gnjc3xdhck,Enoch,Mayele Kiemba Mastoras,Enoch,Mastoras,E. Mastoras,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-05-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,62.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,65.0,NaN
3u0yfnfs6jqx0xv2epsynesd0,Tristan,Kuijsten,Tristan,Kuijsten,T. Kuijsten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2005-01-16,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,53.0,active,yes,NaN,NaN,83.0,NaN
3uq3lrjyj4mnvq6162b0jyhnt,Mees Jacobus Wilhelmus,de Wit,Mees,de Wit,M. de Wit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-04-17,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,left,34.0,active,yes,NaN,NaN,80.0,Mees de Wit
3wlfck1h1p0ead0ead6csc5ey,Kenneth,Goudmijn,Kenneth,Goudmijn,K. Goudmijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1970-12-04,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
4cegvsj3s6t0o1l5xap6jypuy,Mayckel,Lahdo,Mayckel,Lahdo,M. Lahdo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2002-12-30,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,171.0,right,23.0,active,yes,NaN,NaN,76.0,NaN
51f3vubki4or5vaft5tromn3e,Yusuf,Barası,Yusuf,Barasi,Y. Barası,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,2003-03-31,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,17.0,active,no,NaN,NaN,72.0,NaN
619vlbweueymdkq1vu3jm2mwa,Ibrahim,Sadiq,Ibrahim,Sadiq,I. Sadiq,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-07,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,167.0,right,11.0,active,yes,NaN,NaN,68.0,NaN
685wka5xc8na423mirotcu238,Jayden,Osei Addai,Jayden,Addai,J. Addai,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-08-26,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,left,17.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,74.0,NaN
6zzcoo9k4ebqtlux49rbb5fro,Maxim,Dekker,Maxim,Dekker,M. Dekker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-04-21,Rijsenhout,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,left,22.0,active,yes,NaN,NaN,80.0,NaN
74c15mfi1h4zrry5fo2q94ul1,Riechedly,Bazoer,Riechedly,Bazoer,R. Bazoer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-10-12,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,25.0,active,yes,Curaçao,5im58ram567ao2fbnz39sm8vk,74.0,NaN
792zq4joba1qgt0lusvrjantg,Lequincio,Zeefuik,Lequincio,Zeefuik,L. Zeefuik,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-11-26,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,197.0,right,28.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,80.0,NaN
7jgtmmk4b2bgn0syidj6ve7kl,Jordy,Clasie,Jordy,Clasie,J. Clasie,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1991-06-27,Haarlem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,169.0,right,8.0,active,yes,NaN,NaN,68.0,NaN
7jpreaads35pnnfqbn7hmrmy,Sven,Mijnans,Sven,Mijnans,S. Mijnans,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-03-09,Spijkenisse,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,left,16.0,active,yes,NaN,NaN,70.0,NaN
7s2zxbtepa7dgr8yl0s48afpw,Finn,Stam,Finn,Stam,F. Stam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-04-13,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,36.0,active,yes,NaN,NaN,82.0,NaN
7sd87ylfbtgwgpb70hf68cel1,Vangelis,Pavlidis,Vangelis,Pavlidis,V. Pavlidis,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,1998-11-21,Thessaloniki,Greece,6lpgd60z890no2v46zdecrcss,186.0,both,9.0,active,yes,NaN,NaN,82.0,NaN
7udphhcokm6vralyz5gkovxsl,Mathew David,Ryan,Mathew,Ryan,M. Ryan,Australia,u5ieemi69z72c3bgczyy68lo,Goalkeeper,player,1992-04-08,Plumpton,Australia,u5ieemi69z72c3bgczyy68lo,184.0,right,1.0,active,yes,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,83.0,NaN
7ug3a0z74dj7qlq4jbtn1kutw,Daniël Virginio,Deen,Daniël,Deen,D. Deen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-02-13,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,31.0,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,72.0,NaN
7wrulbqqdeecd5vegsbb1905w,Rome-Jayden,Owusu-Oduro,Rome-Jayden,Owusu-Oduro,R. Owusu-Oduro,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-07-02,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,right,20.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,82.0,NaN
7yyqv2db9tzlinc8991xb0kd0,Kiyani,Zeggen Lieuw Kie Song,Kiyani,Zeggen,K. Zeggen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2006-10-15,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,left,99.0,active,yes,NaN,NaN,NaN,NaN
89mr3li2k2f01r75sz0sn1zsa,Gonçalo,do Lago Pontes Esteves,Gonçalo,do Lago Pontes Esteves,Gonçalo Esteves,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2004-02-27,Arcos de Valdevez,Portugal,1nbm5i9a0403zzvltn17lxinc,171.0,right,27.0,active,yes,NaN,NaN,73.0,Gonçalo Esteves
8u19xeh9ugvh8f1mh7jnbbhuc,Kees,Smit,Kees,Smit,K. Smit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-01-20,Heiloo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,45.0,active,yes,NaN,NaN,66.0,NaN
8ymqihdfqc7esda7y407lebx1,Dani,de Wit,Dani,de Wit,D. de Wit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1998-01-28,Hoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,10.0,active,yes,NaN,NaN,76.0,Dani de Wit
9bgq1tfyfzc3wg9pfr8q510k4,Dave,Kwakman,Dave,Kwakman,D. Kwakman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-08-07,Volendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,44.0,active,yes,NaN,NaN,79.0,NaN
9lixevzo8exxiia17altfw8ic,Wouter,Goes,Wouter,Goes,W. Goes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-06-10,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,3.0,active,yes,NaN,NaN,75.0,NaN
a46irqckxabod18j2c0qfixre,Kenzo,Goudmijn,Kenzo,Goudmijn,K. Goudmijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-12-18,Hoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,28.0,active,no,Suriname,31vay1njxmbs7vtbfp1wo2dx1,58.0,NaN
a93cs6sqqb6hj95qayyq2ib1m,Tiago Filipe,Oliveira Dantas,Tiago Filipe,Oliveira Dantas,Tiago Dantas,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2000-12-24,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,170.0,right,6.0,active,yes,NaN,NaN,58.0,Tiago Dantas
ab17bik4y8ilv3ahe50a81ixg,Mexx,Meerdink,Mexx,Meerdink,M. Meerdink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-07-24,Winterswijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,29.0,active,no,NaN,NaN,69.0,NaN
ad2qplv0aa66l11ipq6yh0hd5,Yukinari,Sugawara,Yukinari,Sugawara,Y. Sugawara,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2000-06-28,Toyokawa,Japan,lxyibh89lpdc0bfian1nx0xq,179.0,right,2.0,active,yes,NaN,NaN,69.0,NaN
ad4wk3pirfydouf5exiz5m4fd,Kristijan,Belić,Kristijan,Belic,K. Belić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2001-03-25,Sint-Truiden,Belgium,4wbzjcclyefma1ourvjsu4q2j,177.0,right,14.0,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN
avv12sgcucblnbfb790xovf8,Ruben,van Bommel,Ruben,van Bommel,R. van Bommel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-08-03,Meerssen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,15.0,active,yes,NaN,NaN,83.0,NaN
ayqy2vql1oumokqly9ahfrnx1,Pantelis,Hatzidiakos,Pantelis,Hatzidiakos,P. Hatzidiakos,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1997-01-18,Rhodes,Greece,6lpgd60z890no2v46zdecrcss,185.0,right,NaN,active,no,NaN,NaN,74.0,NaN
b7owk879trwk2tu8ud574xq3u,Sem,Westerveld,Sem,Westerveld,S. Westerveld,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2002-07-18,San Sebastián,Spain,49ih1pwv3ahshdf8uzrimi54c,190.0,both,13.0,active,yes,NaN,NaN,74.0,NaN
b8vbhw29ucubzzmgv0nge1omh,Djordje Aleksandar,Mihailović,Djordje,Mihailovic,D. Mihailović,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-11-10,Jacksonville,USA,7hr2f89v44y65dyu9k92vprwn,178.0,right,14.0,active,no,NaN,NaN,70.0,NaN
b94d67jluhh4076wp2se5fqsq,Denso,Kasius,Denso,Kasius,D. Kasius,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-10-06,Delft,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,30.0,active,yes,NaN,NaN,74.0,NaN
bhx9yphk2ansoj51v3dtybr9x,Maarten,Martens,Maarten,Martens,M. Martens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1984-07-02,Eeklo,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,left,NaN,active,yes,NaN,NaN,NaN,NaN
byirjks50zw1eefkcy8p4hd5h,Rolando Maximiliano,Martins Indi,Bruno,Martins Indi,B. Martins Indi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1992-02-08,Barreiro,Portugal,1nbm5i9a0403zzvltn17lxinc,185.0,left,4.0,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,76.0,NaN
cdlnfuy9piyga0wud4nrucvtg,Ernest,Poku,Ernest,Poku,E. Poku,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-01-28,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,21.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,63.0,NaN
ck3l6a262hves3v6nywarx9pm,Alexandre Manuel,Penetra Correia,Alexandre Manuel,Penetra Correia,Alexandre Penetra,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2001-09-09,Sátão,Portugal,1nbm5i9a0403zzvltn17lxinc,186.0,right,5.0,active,yes,NaN,NaN,73.0,Alexandre Penetra
cs49ec8y6cubrlo5nmu3j3jtg,Lewis,Schouten,Lewis,Schouten,L. Schouten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-02-04,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,24.0,active,yes,NaN,NaN,80.0,NaN
ev7kknmpjq9uzwd5xw1h95k6i,Robert,Franssen,Robert,Franssen,R. Franssen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1986-11-15,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
f1jk2tqumutelh2ym21v5beuh,Jelle,Duin,Jelle,Duin,J. Duin,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1999-01-27,Heemstede,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,left,NaN,active,no,NaN,NaN,80.0,NaN
124bbojic7k5medlvgvxmcm39,Manel,Royo Castell,Manel,Royo,Manel Royo,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1994-02-28,Alcanar,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,left,23.0,active,no,NaN,NaN,80.0,NaN
14csdlb8p0tnj6zqrs148ct1w,Jochem,Ritmeester van de Kamp,Jochem,Ritmeester van de Kamp,J. Ritmeester van de Kamp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-11-02,Laren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,right,39.0,active,yes,NaN,NaN,73.0,NaN
1kuswan9lk455u02x1ff389re,Christopher Emanuel,Mamengi,Christopher,Mamengi,C. Mamengi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-04-03,Amersfoort,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,25.0,active,yes,Angola,3k53bkrjx5zsxchc6e3mcd834,78.0,NaN
2tc8y9du64tjno62zll2jhy7e,Yoann,Cathline,Yoann,Cathline,Y. Cathline,France,7gww28djs405rfga69smki84o,Attacker,player,2002-07-22,Champigny-sur-Marne,France,7gww28djs405rfga69smki84o,176.0,right,19.0,active,yes,NaN,NaN,68.0,NaN
2ylw573o2rkvuczi9nm5t7hed,Rajiv,van La Parra,Rajiv,van La Parra,R. van La Parra,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1991-06-04,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,27.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,72.0,NaN
3dx91sb6ktg8z1xmoti25kru,Peer,Koopmeiners,Peer,Koopmeiners,P. Koopmeiners,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-05-04,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,15.0,active,yes,NaN,NaN,79.0,NaN
3hgvz4if17suodevp5jubb8fe,Faïz,Mattoir,Faïz,Mattoir,F. Mattoir,Comoros,40fy8dkxp9lwfufwmbnctzlz6,Attacker,player,2000-07-12,Mamoudzou,France,7gww28djs405rfga69smki84o,164.0,right,24.0,active,yes,France,7gww28djs405rfga69smki84o,62.0,NaN
48sqqhgtmfmpqb3602iirspd6,Kornelius,Normann Hansen,Kornelius,Hansen,K. Hansen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2001-05-06,Larvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,right,17.0,active,yes,NaN,NaN,70.0,NaN
4phgw75cred5p93hjq8hiou6t,Sherel Constancio,Floranus,Sherel,Floranus,S. Floranus,Curaçao,5im58ram567ao2fbnz39sm8vk,Defender,player,1998-08-23,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,74.0,NaN
52cqyvn8cfh83i5zwm3181pbe,Tyrese,Noslin,Tyrese,Noslin,T. Noslin,Curaçao,5im58ram567ao2fbnz39sm8vk,Defender,player,2002-09-11,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,33.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN
5b7rnpnnllz8qdc6fx2c5mzje,Marcelencio,Esajas,Marcelencio,Esajas,M. Esajas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-06-10,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,right,36.0,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,66.0,NaN
5leej1ji11foystzd1xj4q961,Adi,Nalić,Adi,Nalic,A. Nalić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,1997-12-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,both,16.0,active,yes,Sweden,1z6l2c33w2kyz9rdefs1d68nb,71.0,NaN
673zq55hik8gvoj5ednuemg2x,Milan,Corryn,Milan,Corryn,M. Corryn,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1999-04-04,Brussels,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,right,21.0,active,yes,NaN,NaN,80.0,NaN
6q72mpmc478hlf4f7ths9ez56,Nordin,Bakker,Nordin,Bakker,N. Bakker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1997-10-31,Oostknollendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,196.0,right,1.0,active,yes,NaN,NaN,85.0,NaN
6ylzm57bvpufg3cenadtv7qhh,Damian,van Bruggen,Damian,van Bruggen,D. van Bruggen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-03-18,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,right,4.0,active,yes,NaN,NaN,79.0,NaN
7clxo8giuja0f0hw9jbto3mjt,Loïc Junior,Mbe Soh,Loïc,Mbe Soh,L. Mbe Soh,France,7gww28djs405rfga69smki84o,Defender,player,2001-06-13,Souza Gare,Cameroon,4eb9feio6u267dd1jcwaf38mt,186.0,right,5.0,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,81.0,NaN
7nmav1w0b0o0nxcc24215p9ed,Jeffrey,Talan,Jeffrey,Talan,J. Talan,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1971-09-29,Katwijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
7uwe0kxpzg271d8ocms7l2kno,Jason,van Duiven,Jason,van Duiven,J. van Duiven,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-02-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,7.0,active,yes,NaN,NaN,65.0,NaN
811jhcg73gxcrkuq7pkkn4dlh,Samuel,Şahin-Radlinger,Samuel,Sahin-Radlinger,S. Şahin-Radlinger,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1992-11-07,Ried im Innkreis,Austria,hcs1bd49qliqqity6o268jyt,198.0,right,18.0,active,yes,NaN,NaN,94.0,NaN
88lo5dznd63i444uqhlez78bt,Yann,Kitala,Yann,Kitala,Y. Kitala,France,7gww28djs405rfga69smki84o,Attacker,player,1998-04-09,Paris,France,7gww28djs405rfga69smki84o,186.0,left,11.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,80.0,NaN
9jofs3271wn4cwlkj9hfay7vu,Théo,Barbet,Théo,Barbet,T. Barbet,France,7gww28djs405rfga69smki84o,Defender,player,2001-03-06,Mâcon,France,7gww28djs405rfga69smki84o,184.0,left,22.0,active,yes,NaN,NaN,78.0,NaN
9vu68zcajmrqmkkchmpdrebu2,Stijn,Keller,Stijn,Keller,S. Keller,Switzerland,3bh70jgvc5mn58x0byjkuda17,Goalkeeper,player,2000-04-10,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,right,26.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,85.0,NaN
a49001euf7xwpx5wodembjbo5,Álvaro,Peña Herrero,Álvaro,Peña,Álvaro Peña,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1991-10-24,Bilbao,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,right,6.0,active,yes,NaN,NaN,69.0,NaN
aezsthpdk47cjjaw8pputex91,Alex,Pastoor,Alex,Pastoor,A. Pastoor,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1966-10-26,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,NaN,active,yes,NaN,NaN,NaN,NaN
afj7sge7l1kswibiadd8wj2s5,Anoush,Dastgir,Anoush,Dastgir,Anoush Dastgir,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,assistant coach,1989-11-27,Kabul,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN
bd4rr8l425ard803x39ju1ppm,Jeffry Germain,Puriël,Jeffry,Puriël,J. Puriël,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-11-16,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,195.0,right,32.0,active,yes,NaN,NaN,NaN,NaN
