id,firstName,lastName,shortFirstName,shortLastName,gender,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active
76pewf0m3ujozkvcsrtkybff9,José Antonio,Martínez Gil,José,Martínez,Male,NaN,José Martínez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Defender,player,1993-02-12,La Palma del Condado,Spain,49ih1pwv3ahshdf8uzrimi54c,189.0,84.0,left,3.0,active,no
7scex1k4y0ctz3600075tmhud,Sebastien Uchechukwu,Ibeagha,Sebastien,Ibeagha,Male,NaN,S. Ibeagha,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,1992-01-21,Warri,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,85.0,NaN,25.0,active,yes
7shrs6664saem601vmahjw7h1,Sebastian Francisco,Lletget,Sebastian,Lletget,Male,NaN,S. Lletget,USA,7hr2f89v44y65dyu9k92vprwn,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,1992-09-03,San Francisco,USA,7hr2f89v44y65dyu9k92vprwn,178.0,69.0,left,12.0,active,yes
8tukt8jsmzkblxxs5w85x4dii,Dante Isiah,Sealy,Dante,Sealy,Male,NaN,D. Sealy,USA,7hr2f89v44y65dyu9k92vprwn,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Attacker,player,2003-04-17,New York City,USA,7hr2f89v44y65dyu9k92vprwn,178.0,80.0,left,11.0,active,yes
8yvzbk1lcuigqmjc20a9zhjo5,Javier Antonio,Cabello Rubio,Javier,Cabello,Male,NaN,Javier Cabello,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,assistant coach,1974-07-20,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,active,no
939wjlo1zcnhfu6jy2px0zmui,Isaiah,Parker,Isaiah,Parker,Male,NaN,I. Parker,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-09-01,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,no
93o28ydbvwtnx57fivsejpi0a,Jesús,Jiménez Núñez,Jesús,Jiménez,Male,NaN,Jesús Jiménez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,1993-11-05,Leganés,Spain,49ih1pwv3ahshdf8uzrimi54c,183.0,82.0,right,9.0,active,no
9aozq6tkkb4ufscam4o1q0kb9,James,Maurer,Jimmy,Maurer,Male,NaN,J. Maurer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1988-10-14,Lawrenceville,USA,7hr2f89v44y65dyu9k92vprwn,188.0,87.0,NaN,1.0,active,yes
9kjmp5eg60q8bt1na23vs67ai,Nkosi Tafari,Burgess,Nkosi Tafari,Burgess,Male,Nkosi Tafari,N. Tafari,USA,7hr2f89v44y65dyu9k92vprwn,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,Defender,player,1997-03-23,Manhattan,USA,7hr2f89v44y65dyu9k92vprwn,193.0,87.0,NaN,17.0,active,yes
9nl0k91lrjonu0z2irbs01oiy,Amet Ylber,Korça,Amet,Korça,Male,NaN,A. Korça,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-09-16,NaN,USA,7hr2f89v44y65dyu9k92vprwn,191.0,NaN,NaN,24.0,active,yes
9xjixcn3jhf7m75dl49u0qe7e,Collin Samuel,Smith,Collin,Smith,Male,NaN,C. Smith,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-12-04,Jacksonville,USA,7hr2f89v44y65dyu9k92vprwn,180.0,78.0,right,23.0,active,no
9zp60lqhm9pbqhuem9izpcpre,José Daniel,Mulato Palacios,José,Mulato,Male,NaN,J. Mulato,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,2003-01-09,Cali,Colombia,6kby8rq1p01fg5ds38ckkrcs5,180.0,75.0,NaN,21.0,active,no
cvreewt4n2vf855qhcns30vyt,José,de Jesús Vera,Jesús,Vera,Male,NaN,J. Vera,Venezuela,1er0616j12s9yghuzvsx76d5v,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1969-02-09,NaN,Venezuela,1er0616j12s9yghuzvsx76d5v,181.0,NaN,right,NaN,active,yes
dn1xzedh61k9dcrvd9rg6aove,Emmanuel,Kapo Twumasi,Ema,Twumasi,Male,NaN,E. Twumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,1997-05-18,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,76.0,NaN,22.0,active,yes
dpvvvm0cip5j7j4i8nq4bb089,Jáder Rafael,Obrian Arias,Jáder,Obrian,Male,NaN,J. Obrian,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,1995-05-18,María La Baja,Colombia,6kby8rq1p01fg5ds38ckkrcs5,165.0,62.0,right,8.0,active,no
dtj5zjdur2d1of2ip3ar4r88a,Edwin Javier,Cerrillo,Edwin,Cerrillo,Male,NaN,E. Cerrillo,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,2000-10-03,Waco,USA,7hr2f89v44y65dyu9k92vprwn,175.0,79.0,NaN,6.0,active,no
dunp2ilud32z4lf3f8vvwjca1,Maarten Vincent,Paes,Maarten,Paes,Male,NaN,M. Paes,Indonesia,1zi2c00k6skx48tn692uem0n6,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1998-05-14,Nijmegen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,82.0,right,30.0,active,yes
e7ffe87ktr8x5z1c725omm4gk,Michael Alexander,Webber,Michael,Webber,Male,NaN,M. Webber,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,Goalkeeper,player,2000-09-17,Cork,Republic of Ireland,63nepb66un7juhglo2g6rezcl,191.0,82.0,NaN,44.0,active,no
lvbnk881mde943xx8nrr1nmd,Eugene,Ansah,Eugene,Ansah,Male,NaN,E. Ansah,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,1994-12-16,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,NaN,right,31.0,active,yes
rtca480n5ehey5ffvt8nudck,Herbert,Endeley,Herbert,Endeley,Male,NaN,H. Endeley,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-10-09,Blaine,USA,7hr2f89v44y65dyu9k92vprwn,178.0,69.0,NaN,27.0,active,yes
14vaaznanx198j577pjs74dlh,Héctor Miguel,Herrera López,Héctor,Herrera,Male,NaN,H. Herrera,Mexico,5trdr3jf42i20zj1hnkvcytr6,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1990-04-19,Tijuana,Mexico,5trdr3jf42i20zj1hnkvcytr6,185.0,80.0,right,16.0,active,yes
1d43ue54zl1o9rvnwz5zfotm,Omar,Grey,Omar,Grey,Male,NaN,O. Grey,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-01-15,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,no
1e8v2xaqa6v181ryoqids2zmx,Andrew Gifford,Tarbell,Andrew,Tarbell,Male,NaN,A. Tarbell,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1993-10-07,Mandeville,USA,7hr2f89v44y65dyu9k92vprwn,191.0,86.0,NaN,13.0,active,yes
1y25f0qsrctfq6wjckzzrl1m2,Griffin Lawrence,Dorsey,Griffin,Dorsey,Male,NaN,G. Dorsey,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1999-03-05,Evergreen,USA,7hr2f89v44y65dyu9k92vprwn,182.0,72.0,right,25.0,active,yes
1zt4jb3cd9yqr3sr9mlajdnth,Daniel Howard,Steres,Daniel,Steres,Male,NaN,D. Steres,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1990-11-11,Burbank,USA,7hr2f89v44y65dyu9k92vprwn,183.0,78.0,right,5.0,active,yes
2064tn0xmtvyqn799kddgrnpx,Steven Thomas,Clark,Steve,Clark,Male,NaN,S. Clark,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1986-04-14,Mason,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,right,12.0,active,yes
2ctkm3ssl539vgyslmxbidjl6,Þorleifur,Úlfarsson,Thorleifur,Úlfarsson,Male,NaN,Þ. Úlfarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Attacker,player,2000-12-27,Kópavogur,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,34.0,active,no
35fvjkn05x6cr2kx3yiif1jop,José Artur,de Lima Junior,José Artur,de Lima Júnior,Male,Artur,Artur,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-03-11,Brumado,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,181.0,68.0,right,6.0,active,yes
39vckcm04e4nn9x9tz3b2ygic,Nelson Giovanny,Quiñónes Iturre,Nelson,Quiñónes,Male,NaN,N. Quiñónes,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,2002-08-20,Túmaco,Colombia,6kby8rq1p01fg5ds38ckkrcs5,175.0,67.0,right,21.0,active,yes
3acyax22zfwdjw0cpgg4x7dre,Jathan,Juarez,Jathan,Juarez,Male,NaN,J. Juarez,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-12-24,Atascosa,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,41.0,active,no
3c1xz4vpfoum0jbq6bmtdrtux,Ifunanyachi,Achara,Ifunanyachi,Achara,Male,NaN,I. Achara,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,1997-09-28,Enugu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,178.0,73.0,left,23.0,active,no
43p1gt8nq7p1xf3y3xqmznqh,Chase Blair,Gasper,Chase,Gasper,Male,NaN,C. Gasper,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1996-01-25,Alexandria,USA,7hr2f89v44y65dyu9k92vprwn,183.0,83.0,NaN,30.0,active,no
4e4c7mr0ljxxmt53k0wsqg4r8,Charles,Auguste,Charles,Auguste,Male,NaN,C. Auguste,Haiti,5mp58o38d0mr5qt8g4o6l7efg,NaN,NaN,Midfielder,player,1999-11-25,Montreal,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,NaN,right,19.0,active,no
4uuq2zuhmlbg7kh85v5l8723u,Diego,Gonzalez,Diego,Gonzalez,Male,NaN,D. Gonzalez,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2002-10-16,Houston,USA,7hr2f89v44y65dyu9k92vprwn,170.0,69.0,NaN,NaN,active,yes
52zm1dgc5jge02cdhzptghq3u,Mujeeb,Murana,Mujeeb,Murana,Male,NaN,M. Murana,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2000-09-23,Ibandan,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,86.0,NaN,24.0,active,no
5iegbcu89n3fv2deuig645hxw,Micael,dos Santos Silva,Micael,dos Santos Silva,Male,Micael,Micael,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,2000-08-12,Presidente Prudente,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,82.0,left,57.0,active,yes
5tz98dy8lh2p8a7mq3x9uagnp,Franco Nicolás,Escobar,Franco,Escobar,Male,NaN,F. Escobar,Argentina,2vovxa97k7v7ofa85dah2xktb,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-02-21,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,175.0,72.0,right,2.0,active,yes
62gy76vhmyxy2hfuql8cu7kdl,Carlos Sebastián,Ferreira Vidal,Sebastián,Ferreira,Male,NaN,S. Ferreira,Paraguay,4snnlul02xmgkkb024q2bqyn9,NaN,NaN,Attacker,player,1998-02-13,Asunción,Paraguay,4snnlul02xmgkkb024q2bqyn9,181.0,70.0,right,9.0,active,no
6knzu4ywl5yag1h8ij16g2rqh,Adalberto Eliécer,Carrasquilla Alcázar,Adalberto,Carrasquilla,Male,NaN,A. Carrasquilla,Panama,5nhk7v9jq6dqmfbn4hiihhofv,NaN,NaN,Midfielder,player,1998-11-28,Ciudad de Panamá,Panama,5nhk7v9jq6dqmfbn4hiihhofv,170.0,65.0,right,20.0,active,yes
6lyedmu2vuf7jig3jmhz9b4ve,Djevencio,Djovairo van der Kust,Djevencio,van der Kust,Male,NaN,D. van der Kust,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-04-30,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,NaN,left,15.0,active,no
6oia90bi52zwmgdlvcvfnj1pm,Jacob Alexander,Evans,Jacob,Evans,Male,NaN,J. Evans,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Midfielder,player,1997-12-12,NaN,England,1fk5l4hkqk12i7zske6mcqju6,180.0,NaN,NaN,40.0,active,no
77kab5634937x4txa891wg2s4,Brooklyn Sigel Randolph,Raines,Brooklyn,Raines,Male,NaN,B. Raines,USA,7hr2f89v44y65dyu9k92vprwn,Liberia,78fh41lat89a3xaqjqcdzb4ul,Midfielder,player,2005-03-11,Monrovia,Liberia,78fh41lat89a3xaqjqcdzb4ul,173.0,63.0,NaN,35.0,active,yes
7gmf2omch4d84vwb55m2apt9m,Juan Andrés,Castilla Lozano,Juan,Castilla,Male,NaN,J. Castilla,Colombia,6kby8rq1p01fg5ds38ckkrcs5,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-07-27,Cali,Colombia,6kby8rq1p01fg5ds38ckkrcs5,177.0,69.0,NaN,32.0,active,no
7iqdugp3e3dtq2dcp0ufzbsnp,Brendan,Burke,Brendan,Burke,Male,NaN,B. Burke,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1982-11-12,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,no
7wm373zusaqqi6mwcmvfhmep5,Ethan Andrew,Bartlow,Ethan,Bartlow,Male,NaN,E. Bartlow,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-02-02,Woodinville,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,NaN,4.0,active,yes
824vros32oq1ufkbws8aiu0a,Ibrahim,Aliyu,Ibrahim,Aliyu,Male,NaN,I. Aliyu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2002-01-16,Kano,Nigeria,63pvdwrsiq5b07mzi8igqei9p,184.0,77.0,NaN,18.0,active,yes
8ge9cveyv8y8ezzod0x5nf88a,Michael,Nelson,Michael,Nelson,Male,NaN,M. Nelson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1995-02-10,Katy,USA,7hr2f89v44y65dyu9k92vprwn,193.0,82.0,NaN,NaN,active,no
8qgdg40qe62yreujy7rueil0p,Andrew Josef,Pannenberg,Andrew,Pannenberg,Male,NaN,A. Pannenberg,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1998-09-21,NaN,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,NaN,NaN,active,no
90ij057q6p0us957s28gx1905,Bradley Shaun,Smith,Brad,Smith,Male,NaN,B. Smith,Australia,u5ieemi69z72c3bgczyy68lo,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1994-04-09,Penrith,Australia,u5ieemi69z72c3bgczyy68lo,177.0,70.0,left,3.0,active,yes
9ec4ump12btlgb7tkc3sqwfvu,Paolo Santiago,Ríos Vargas,Paolo,Ríos,Male,NaN,P. Ríos,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN,Midfielder,player,2000-02-14,Ciudad de México,Mexico,5trdr3jf42i20zj1hnkvcytr6,177.0,61.0,NaN,43.0,active,no
9imj5ig0i01uljnd3gd2cz1m,Jon-Talen,Maples,Talen,Maples,Male,NaN,T. Maples,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1998-11-20,NaN,USA,7hr2f89v44y65dyu9k92vprwn,183.0,88.0,NaN,NaN,active,no
9qf3vz7n2kvtjmeh5c07808vd,Matías Gabriel,Vera,Matías,Vera,Male,NaN,M. Vera,Argentina,2vovxa97k7v7ofa85dah2xktb,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-11-20,Merlo,Argentina,2vovxa97k7v7ofa85dah2xktb,168.0,65.0,right,22.0,active,no
9x2ziz4f86fzgxmywq5ytl5n9,Erik,Sviatchenko,Erik,Sviatchenko,Male,NaN,E. Sviatchenko,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1991-10-04,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,82.0,right,28.0,active,yes
aohyxqt4xlzg7hzcdfyk70odm,Joyner Alejandro,Castillo Mejia,Joyner,Castillo,Male,NaN,J. Castillo,Honduras,56ftnqeq3x3j77uone8qm5ow6,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-01-21,Puerto Cortes,Honduras,56ftnqeq3x3j77uone8qm5ow6,170.0,NaN,right,NaN,active,no
azzpjrq2pndxuz0waw25p7r6y,Isaiah,Reid,Isaiah,Reid,Male,NaN,I. Reid,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2001-04-22,Rock Hill,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,no
b9zkshp98io442nwo3elw3ht5,Luís Alberto,Caicedo Mosquera,Luís,Caicedo,Male,NaN,L. Caicedo,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Midfielder,player,1996-05-18,Apartadó,Colombia,6kby8rq1p01fg5ds38ckkrcs5,172.0,67.0,right,27.0,active,no
bi8r4u9lcwsdv044kkxr1fbh1,Corey Jacob,Baird,Corey,Baird,Male,NaN,C. Baird,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1996-01-30,Escondido,USA,7hr2f89v44y65dyu9k92vprwn,178.0,73.0,NaN,11.0,active,no
bj6gvru3cmdhvnnxiy79j1gix,Amine,Bassi,Amine,Bassi,Male,NaN,A. Bassi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,France,7gww28djs405rfga69smki84o,Midfielder,player,1997-11-27,Bezons,France,7gww28djs405rfga69smki84o,173.0,72.0,right,8.0,active,yes
bp80805lbr82c9acpasjz4kq1,Teenage,Lingani Hadebe,Teenage,Hadebe,Male,NaN,T. Hadebe,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,NaN,NaN,Defender,player,1995-09-17,Bulawayo,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,180.0,74.0,left,17.0,active,no
ck9v5tgscw65gsjfo00u9p0q1,Tate Matthew,Schmitt,Tate,Schmitt,Male,NaN,T. Schmitt,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1997-05-28,Phoenix,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,left,22.0,active,yes
cqmvrx028gh19yh8qh7w01y0a,Roberto,Avila,Roberto,Avila,Male,NaN,R. Avila,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2000-10-16,Austin,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,NaN,14.0,active,no
dgrqyrhb6nyp5primfoltapuy,Cristian Yair,González,Yair,González,Male,Yair González,Y. González,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,2002-03-21,José León Suárez,Argentina,2vovxa97k7v7ofa85dah2xktb,171.0,68.0,right,NaN,active,no
e4vvdd1cn5ezrocpequewmwic,Ifeanyi,Udanoh,Iffy,Udanoh,Male,NaN,I. Udanoh,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-09-09,Harford,USA,7hr2f89v44y65dyu9k92vprwn,194.0,NaN,right,NaN,active,no
e81zc97bmfjgwo978gplrx46i,Xavier William,Valdez Derrig,Xavier,Valdez,Male,NaN,X. Valdez,Dominican Republic,za9wn9847gulllfsey917tmk,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2003-11-23,New York,USA,7hr2f89v44y65dyu9k92vprwn,195.0,72.0,left,38.0,active,yes
eehmjxbl4xwc3mz1geibnszkk,Papa,Ndoye,Papa,Ndoye,Male,NaN,P. Ndoye,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,1999-05-30,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,NaN,NaN,active,no
erwor15ez2ech6aoyxoeyix62,Isaiah Konrad,McNeil LeFlore,Isaiah,LeFlore,Male,NaN,I. LeFlore,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-12-11,NaN,USA,7hr2f89v44y65dyu9k92vprwn,173.0,72.0,NaN,NaN,active,no
eoxsyfrsq1x9xa2zxvw8ui0ru,Stipe,Biuk,Stipe,Biuk,Male,NaN,S. Biuk,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Attacker,player,2002-12-26,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,7.0,active,no
eufd1e6kmjwwmu46mgqyzwiui,Iván René,Franco Díaz,Iván,Franco,Male,NaN,I. Franco,Paraguay,4snnlul02xmgkkb024q2bqyn9,NaN,NaN,Midfielder,player,2000-04-16,Ybycuí,Paraguay,4snnlul02xmgkkb024q2bqyn9,173.0,74.0,NaN,7.0,active,no
ez84r8y62t475bx8h9ymhhlnt,Sebastian Oskar,Kowalczyk,Sebastian,Kowalczyk,Male,NaN,S. Kowalczyk,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Midfielder,player,1998-08-22,Szczecin,Poland,27baqb7359ywdvsxxklx1kn11,169.0,54.0,right,32.0,active,yes
gzgb6fx219sofa2u198gfavp,Benjamin Robert,Olsen,Ben,Olsen,Male,NaN,B. Olsen,USA,7hr2f89v44y65dyu9k92vprwn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1977-05-03,"Harrisburg, Pennsylvania",USA,7hr2f89v44y65dyu9k92vprwn,173.0,71.0,NaN,NaN,active,yes
ivu1bdboxreczq5fgi0v7emt,Omid Hamid,Namazi Zadeh,Omid,Namazi,Male,NaN,O. Namazi,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1965-12-08,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,no
1k3vd2f0e8r92fqkg5981y66t,Michael David,Barrios Puerta,Michael,Barrios,Male,NaN,M. Barrios,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,1991-04-21,Barranquilla,Colombia,6kby8rq1p01fg5ds38ckkrcs5,163.0,61.0,right,12.0,active,no
1kl9112b8rcbr3k1s5hs353x0,Aaron,Banind Bibout,Aaron,Bibout,Male,NaN,A. Bibout,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Attacker,player,2004-09-03,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,NaN,73.0,active,no
2dbik29e0m9bil2ofn2yhrget,José Antonio,Alfaro Vázquez,Tony,Alfaro,Male,NaN,T. Alfaro,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1993-06-15,Michoacán,Mexico,5trdr3jf42i20zj1hnkvcytr6,187.0,82.0,left,93.0,active,no
2mmciwk6gllcf11plcch710yc,Simon,Jillson,Simon,Jillson,Male,NaN,S. Jillson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1999-10-11,Chicago,USA,7hr2f89v44y65dyu9k92vprwn,193.0,NaN,NaN,12.0,active,no
2obg72y50zdf473u28eie0yj9,Gastón,Brugman Duarte,Gastón,Brugman,Male,NaN,G. Brugman,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1992-09-07,Rosario,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,178.0,75.0,right,5.0,active,yes
37zynr7fwzqg4c9w5ydefywyy,Adrián,González Mendoza,Adrián,González,Male,NaN,A. González,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-06-23,NaN,USA,7hr2f89v44y65dyu9k92vprwn,168.0,63.0,NaN,45.0,active,no
3hha4o7giozmt7zpcnc83icfe,Julián Ezequiel,Aude Bernardi,Julián,Aude,Male,NaN,J. Aude,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2003-03-24,Lanús,Argentina,2vovxa97k7v7ofa85dah2xktb,180.0,71.0,left,3.0,active,yes
3i4sy9l1lwawjm73tv9o4ugut,Jonathan Henry,Bond,Jonathan,Bond,Male,NaN,J. Bond,England,1fk5l4hkqk12i7zske6mcqju6,Wales,26ilvvgth36hmq6lgq8cy5cb5,Goalkeeper,player,1993-05-19,Hemel Hempstead,England,1fk5l4hkqk12i7zske6mcqju6,196.0,85.0,right,1.0,active,no
43p1gt8nq7p1xf3y3xqmznqh,Chase Blair,Gasper,Chase,Gasper,Male,NaN,C. Gasper,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1996-01-25,Alexandria,USA,7hr2f89v44y65dyu9k92vprwn,183.0,83.0,NaN,77.0,active,no
45vy8s9kzx0k094lg2cicj1zp,Eriq Anthony,Zavaleta Vanney,Eriq,Zavaleta,Male,NaN,E. Zavaleta,El Salvador,6jovhn8du7uhbedi92voitt3k,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-08-02,Westfield,USA,7hr2f89v44y65dyu9k92vprwn,185.0,84.0,right,15.0,active,yes
4bj1nesnaio5e7gsyf9yrcdzp,Gregory Dean,Vanney,Greg,Vanney,Male,NaN,G. Vanney,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1974-06-11,South Boston,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes
4fvtwbl1hrxgs9lg957rxladx,Maya,Yoshida,Maya,Yoshida,Male,NaN,M. Yoshida,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1988-08-24,Nagasaki,Japan,lxyibh89lpdc0bfian1nx0xq,189.0,78.0,right,4.0,active,yes
5iy3sz4b3mokizd2qlcskl5d6,Jonathan Alexánder,Pérez Lara,Jonathan,Pérez,Male,NaN,J. Pérez,Mexico,5trdr3jf42i20zj1hnkvcytr6,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-01-18,Pico Rivera,USA,7hr2f89v44y65dyu9k92vprwn,168.0,72.0,left,56.0,active,no
