id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,endDate,status,active,height,weight,foot,secondNationality,secondNationalityId,placeOfBirth,knownName,dateOfDeath
c26ssv8g9e3pcmh5ap3fqpp0p,Vegard,Kongsro,Vegard,Kongsro,Male,V. Kongsro,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-08-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2.0,2022-03-20Z,2024-12-31Z,active,no,187.0,81.0,NaN,NaN,NaN,NaN,NaN,NaN
c78cublmvb2gg8gzk999xn9hx,Amin Mimoun,Nouri,Amin,Nouri,Male,A. Nouri,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1990-01-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,27.0,2022-04-16Z,2024-01-01Z,active,no,180.0,77.0,right,NaN,NaN,Oslo,NaN,NaN
caexiv57cxvncu4unzqt3no4p,Lars,Larsson Jendal,Lars,Jendal,Male,L. Jendal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1999-04-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,1.0,2022-01-01Z,2024-01-31Z,active,no,193.0,89.0,right,NaN,NaN,Oslo,NaN,NaN
cl4xl80n4gew1ox03r3ooshrd,Oliver,Kjærgaard,Oliver,Kjærgaard,Male,O. Kjærgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-07-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2023-02-07Z,2024-08-05Z,active,no,184.0,76.0,NaN,NaN,NaN,NaN,NaN,NaN
dd53d1radlkv7y24724vkol49,Brynjar Ingi,Bjarnason,Brynjar Ingi,Bjarnason,Male,B. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-12-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2023-03-02Z,2025-07-23Z,active,no,194.0,88.0,right,NaN,NaN,Akureyri,NaN,NaN
iuf92spli9o5l8r9ftooufah,Moses,Dramwi Mawa,Moses,Mawa,Male,M. Mawa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-08-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,10.0,2023-08-03Z,NaN,active,yes,185.0,75.0,right,NaN,NaN,Oslo,NaN,NaN
kpn8n1j5cb7nmqzlein67t2h,Lars,Brotangen,Lars,Brotangen,Male,L. Brotangen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1991-09-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,29.0,2023-04-01Z,2023-12-31Z,active,no,185.0,80.0,right,NaN,NaN,NaN,NaN,NaN
ulls2wjopphktpxvtf6vtudw,Jonas,Dobloug Rasen,Jonas,Rasen,Male,J. Rasen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-08-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,25.0,2022-01-01Z,2024-05-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18paxu0ihqdu4kbd2ddi5z1t5,Martin Ove,Roseth,Martin,Roseth,Male,M. Roseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-07-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,3.0,2023-01-01Z,2025-02-18Z,active,no,188.0,NaN,left,NaN,NaN,NaN,NaN,NaN
18u8gekz80ego4y3pcvxv7axg,Oliver,Odde Henriksrud,Oliver,Henriksrud,Male,O. Henriksrud,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-08-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,35.0,2022-07-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1gnpoxdene6ohs2rrl1apd9zp,Lunan Ruben,Gabrielsen,Ruben,Gabrielsen,Male,R. Gabrielsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1992-03-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,28.0,2023-01-08Z,NaN,active,yes,186.0,87.0,right,NaN,NaN,Gjøvik,NaN,NaN
1gwemllvgcore4shqy79qu82y,Vetle,Skjærvik,Vetle,Skjærvik,Male,V. Skjærvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-09-15,Norway,7f16iy4w8u8ogyn6pfooqwv5z,20.0,2023-01-30Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1pglutzkqe36d5pta1ca24d90,Leandro,Elvestad Neto,Leandro,Neto,Male,L. Neto,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2005-02-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,37.0,2021-12-09Z,2025-05-02Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20i5y3j4afmbelygcf1hbnu2,Lars,Mogstad Ranger,Lars,Ranger,Male,L. Ranger,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-03-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2.0,2020-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21lt8xhb86s3zdkk45ztvy2vo,Theo,Nikolaisen,NaN,NaN,Male,T. Nikolaisen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-09-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-05-31Z,2023-07-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2dx94phqrljak98vkh5rywxrd,Kristoffer,Tønnessen,Kristoffer,Tønnessen,Male,K. Tønnessen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-10-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,19.0,2023-01-08Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3qjm9ada1em0wt6ti5l352q96,Frederik,Elkær,Frederik,Elkær,Male,F. Elkær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-12-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2023-08-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43anppywo7v1ydan12sq816ac,Uba Charles,Nwokoma,Uba,Charles,Male,U. Charles,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-10-10,Nigeria,63pvdwrsiq5b07mzi8igqei9p,16.0,2023-01-01Z,2025-03-15Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43rb01lv7300xhsj32twxctex,Knut-André,Søyland Skjærstein,Knut-André,Skjærstein,Male,K. Skjærstein,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1995-07-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,1.0,2021-08-11Z,2023-08-23Z,active,no,190.0,87.0,NaN,NaN,NaN,NaN,NaN,NaN
45stt0xeohn9ti5cozz7vqhhw,Eskil,Smidesang Edh,Eskil,Edh,Male,E. Edh,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-08-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,25.0,2020-07-01Z,2024-03-15Z,active,no,181.0,71.0,right,NaN,NaN,Lillestrøm,NaN,NaN
50fskywnssv4vf83sh6wwk48a,Philip Alexander,Kolberg Slørdahl,Philip,Slørdahl,Male,P. Slørdahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2000-11-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,22.0,2023-01-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51wrvgnamem23vf9scuk4ezt,Ylldren,Ibrahimaj,Ylldren,Ibrahimaj,Male,Y. Ibrahimaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,1995-12-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,7.0,2022-02-07Z,2025-01-28Z,active,no,178.0,70.0,left,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Arendal,NaN,NaN
5lc81sbctf8okncyam1di568l,Thomas,Lehne Olsen,Thomas,Lehne Olsen,Male,T. Lehne Olsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1991-06-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,10.0,2022-08-22Z,NaN,active,yes,187.0,78.0,right,NaN,NaN,Hamar,NaN,NaN
5s5h28z546bnqvn3e6tfmjutx,Mathis,Gazoa Kippersund Bolly,Mathis,Bolly,Male,M. Bolly,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1990-11-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,14.0,2023-09-06Z,2024-12-31Z,active,no,185.0,77.0,both,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Oslo,NaN,NaN
5wwomuez6o9rkzra1psvt2itx,Marius,Lundemo,Marius,Lundemo,Male,M. Lundemo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-04-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,8.0,2022-08-01Z,2024-12-31Z,active,no,189.0,82.0,right,NaN,NaN,Bærum,NaN,NaN
5x9y6oeb6oj64p9xzu4ws1a8k,Jonathan,Weiberg Sture,Jonathan,Weiberg Sture,Male,J. Weiberg Sture,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-01-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,43.0,2023-01-01Z,2023-08-18Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67l0o9f3qvblr4k70fpkytr6x,Mads,Hedenstad Christiansen,Mads,Hedenstad,Male,M. Hedenstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2000-10-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,12.0,2017-06-17Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6b3dgqjwmv3bb7slc7amcrgx6,Kosi Trevor David,Thompson,Kosi,Thompson,Male,K. Thompson,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2003-01-27,Canada,1iaoypzp6syf32cz9l15pzp7e,15.0,2023-08-29Z,2023-12-31Z,active,no,178.0,79.0,NaN,NaN,NaN,North York,NaN,NaN
6mf11pv0pfvyl9vom1i1pi0yy,Akor Jerome,Adams,Akor,Adams,Male,A. Adams,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2000-01-29,Nigeria,63pvdwrsiq5b07mzi8igqei9p,9.0,2022-01-01Z,2023-08-07Z,active,no,190.0,92.0,right,NaN,NaN,Kogi,NaN,NaN
6u94pxq9neh7qn0fr8uxz6o0k,Petter,Myhre,Peter,Myhre,Male,P. Myhre,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1972-02-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2022-11-06Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7m68sk6x5j4izvmi83h2e6kbu,Magnus,Nordengen Knudsen,Magnus,Knudsen,Male,M. Knudsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2001-06-15,Norway,7f16iy4w8u8ogyn6pfooqwv5z,14.0,2022-03-22Z,2023-06-30Z,active,no,186.0,75.0,right,NaN,NaN,Oslo,NaN,NaN
84spg74mx1jq0qu00hq6nevis,Daniel Johan,Skaarud,Daniel,Skaarud,Male,D. Skaarud,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2007-09-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,32.0,2022-09-29Z,2024-07-10Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88vk8wped3a2gg0gh0oh5vemt,Andreas,Aalen Vindheim,Andreas,Vindheim,Male,A. Vindheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1995-08-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,21.0,2023-02-21Z,2023-06-30Z,active,no,184.0,79.0,right,NaN,NaN,Bergen,NaN,NaN
8qwi3kh86b31w5orft10m0rft,Tobias,Hammer Svendsen,Tobias,Svendsen,Male,T. Svendsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-08-31,Norway,7f16iy4w8u8ogyn6pfooqwv5z,24.0,2023-01-08Z,2023-08-25Z,active,no,172.0,66.0,right,NaN,NaN,Molde,NaN,NaN
95u4j4kg3w5wfpk8ilcimhfdg,Henrik,Langaas Skogvold,Henrik,Skogvold,Male,H. Skogvold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-07-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,33.0,2023-06-03Z,2024-08-14Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9kje5itaq7ey60tiy1v5nbahh,Gjermund,Åsen,Gjermund,Åsen,Male,G. Åsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1991-05-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,23.0,2022-01-01Z,NaN,active,yes,182.0,71.0,left,NaN,NaN,Trondheim,NaN,NaN
9pfiqb3htuhy058brlhgioui2,Elias Sebastian,Solberg,Elias,Solberg,Male,E. Solberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-03-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,17.0,2022-08-31Z,2025-04-12Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a361dia5odsmumhg1lgac989g,Hans Kristian Jr.,Heier,Hans,Heier,Male,H. Heier,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-04-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-01-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
af5c75y7ktto4vbe3cvgv5qtw,Victor,Ferner Bergersen,Victor,Ferner Bergersen,Male,V. Ferner Bergersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-01-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,41.0,2023-01-01Z,2023-08-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
afu2y5wckk2g0zygxbmsjgout,Eirik,Bakke,Eirik,Bakke,Male,E. Bakke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1977-09-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-08-11Z,2023-12-21Z,active,no,188.0,80.0,right,NaN,NaN,NaN,NaN,NaN
aojrff0lrdwjyyvsbpd39h7f9,Vetle,Winger Dragsnes,Vetle,Dragsnes,Male,V. Dragsnes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-02-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,5.0,2021-01-15Z,2023-08-31Z,active,no,187.0,82.0,left,NaN,NaN,Rælingen,NaN,NaN
bba6ee27a6ydtapqmx8u4lh5g,El Schaddai,Furaha,El,Furaha,Male,E. Furaha,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-11-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,44.0,2023-10-01Z,2024-07-29Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bvge4go6le5olm1wq9ooogedx,Vebjørn,Alvestad Hoff,Vebjørn,Hoff,Male,V. Hoff,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-02-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,6.0,2023-03-22Z,NaN,active,yes,181.0,74.0,right,NaN,NaN,Ålesund,NaN,NaN
bx5qa3vn26qdi3mr2ckt1wmw9,Samual Jarard,Rogers,Sam,Rogers,Male,S. Rogers,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-05-17,USA,7hr2f89v44y65dyu9k92vprwn,5.0,2023-08-31Z,2024-04-03Z,active,no,193.0,86.0,NaN,NaN,NaN,Seattle,NaN,NaN
ci03av62jyhh0exyu81njl3x0,Andreas,Nygård,Andreas,Nygård,Male,A. Nygård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2004-01-17,Norway,7f16iy4w8u8ogyn6pfooqwv5z,40.0,2022-07-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d6gkub4l880cstpxj2oh347is,Simon,Mesfin,Simon,Mesfin,Male,S. Mesfin,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1980-06-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-07-12Z,2023-08-14Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dg8g9ml1e0kwq0e6m1rpj2sph,Espen,Bjørnsen Garnås,Espen,Garnås,Male,E. Garnås,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-12-31,Norway,7f16iy4w8u8ogyn6pfooqwv5z,4.0,2020-09-08Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ecfrgo0d9knqliow67e1diq6s,Even,Rogne,Even,Rogne,Male,E. Rogne,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-08-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,42.0,2023-01-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ehhqc1u9ri8tl1dz2mhhtjs44,Maximilian,Mortensen Balatoni,Maximilian,Balatoni,Male,M. Balatoni,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-03-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,34.0,2022-07-01Z,2023-06-30Z,active,no,196.0,NaN,right,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,NaN
gxy9kqw7tcq8qathculd7kk5,Geir,Bakke,Geir,Bakke,Male,G. Bakke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1969-10-23,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2020-01-01Z,2023-07-12Z,active,no,NaN,NaN,NaN,NaN,NaN,Oslo,NaN,NaN
x7zvjcgns95ip0gfb7y8ul1w,Jørgen,Sveinhaug,Jørgen,Sveinhaug,Male,J. Sveinhaug,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2003-07-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,29.0,2023-08-18Z,2024-04-02Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1fa7jrmfyw2tmkhxt3xg4a95,Birk,Risa,Birk,Risa,Male,B. Risa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-02-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,3.0,2020-10-06Z,2023-07-17Z,active,no,188.0,79.0,left,NaN,NaN,Stavanger,NaN,NaN
231ztw19x6jhv5i1hcqf7whzo,Filip,Heggdal Kristoffersen,Filip,Heggdal Kristoffersen,Male,F. Kristoffersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-03-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2023-11-29Z,2024-06-13Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2hwemaa18hwlq3c4i208lbbo5,Kristian,Eriksen,Kristian,Eriksen,Male,K. Eriksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-07-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,20.0,2022-08-02Z,NaN,active,yes,177.0,74.0,right,NaN,NaN,Løten,NaN,NaN
2y89r1uyyagwssn9m67ihdo7p,Jacob,Karlstrøm,Jacob,Karlstrøm,Male,J. Karlstrøm,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-01-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,1.0,2022-01-08Z,2024-08-02Z,active,no,200.0,90.0,right,NaN,NaN,NaN,NaN,NaN
3heip59j9g8dsrvlb02tulct0,Peder,Hoel Lervik,Peder,Lervik,Male,P. Lervik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-04-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,34.0,2021-06-11Z,2024-02-21Z,active,no,189.0,88.0,NaN,NaN,NaN,NaN,NaN,NaN
3m81rmpqzm0j40978dmjig38q,Mathias Johan,Fjørtoft Løvik,Mathias,Løvik,Male,M. Løvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-12-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,31.0,2021-07-21Z,2025-01-08Z,active,no,183.0,78.0,left,NaN,NaN,NaN,NaN,NaN
3y08h3oqdou5o9q31dpuh5uxh,Magnus Retsius,Grødem,Magnus,Grødem,Male,M. Grødem,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-08-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,22.0,2021-05-06Z,2024-01-18Z,active,no,193.0,84.0,right,NaN,NaN,Bryne,NaN,NaN
4348ovvnom9gdbun5vjntlg5,Martin,Bjørnbak,Martin,Bjørnbak,Male,M. Bjørnbak,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1992-03-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2.0,2019-01-17Z,NaN,active,yes,193.0,90.0,right,NaN,NaN,Moi Rana,NaN,NaN
46tv7jm1v4sm99c8bt5agdono,Leon-Robin,Juberg-Hovland,Leon-Robin,Juberg-Hovland,Male,L. Juberg-Hovland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-05-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,37.0,2023-11-01Z,2024-08-30Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4c2mdlh11i6cwmdslo4bpkfvu,Oliver,Petersen,Oliver,Petersen,Male,O. Petersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2001-09-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,26.0,2022-01-01Z,2024-09-02Z,active,no,190.0,85.0,NaN,NaN,NaN,NaN,NaN,NaN
4v1zs5vyf4m4bbeop3n2msgve,Casper,Øyvann,Casper,Øyvann,Male,C. Øyvann,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-12-07,Norway,7f16iy4w8u8ogyn6pfooqwv5z,3.0,2023-08-23Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4zpydvaonu3oxdlc1fcln4lih,Eric,Bugale Kitolano,Eric,Kitolano,Male,E. Kitolano,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-09-02,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,10.0,2023-01-08Z,2024-02-27Z,active,no,175.0,70.0,right,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Uvira,NaN,NaN
5p8387bgyjiuekkccl4j6kamt,Eirik,Hestad,Eirik,Hestad,Male,E. Hestad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1995-06-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,5.0,2023-07-07Z,NaN,active,yes,183.0,75.0,left,NaN,NaN,Molde,NaN,NaN
5xgx325eede1ap2sipgqdpyzu,Johan,Johanessen Bakke,Johan,Bakke,Male,J. Bakke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-05-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,24.0,2022-01-24Z,2025-07-11Z,active,no,186.0,71.0,NaN,NaN,NaN,NaN,NaN,NaN
617qfwb824ko8xrulrp6b86ad,Veton,Berisha,Veton,Berisha,Male,V. Berisha,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1994-04-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,9.0,2023-01-24Z,2025-08-05Z,active,no,175.0,75.0,right,NaN,NaN,Egersund,NaN,NaN
6hfh81884cw22q8ekjmiezq39,Kristoffer,Haugen,Kristoffer,Haugen,Male,K. Haugen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-02-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,28.0,2018-01-12Z,2025-07-12Z,active,no,188.0,77.0,left,NaN,NaN,Stavanger,Kristoffer Haugen,NaN
7ctf2925tg7mc3a05unhxsd1w,Harun Mohammed,Ademnur Ibrahim,Harun,Ibrahim,Male,H. Ibrahim,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2003-02-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,2023-12-01Z,2024-01-08Z,active,no,185.0,70.0,right,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,Gothenburg,NaN,NaN
7ctsofo6904i5ysgpfh2sdv1m,Christian,Jaeger Cappis,Christian,Cappis,Male,C. Cappis,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-08-13,USA,7hr2f89v44y65dyu9k92vprwn,4.0,2023-09-01Z,2023-12-31Z,active,no,185.0,72.0,both,NaN,NaN,Katy,NaN,NaN
7feby4tx82pahycsmtiz9jzs9,Anders Laurits,Hagelskjær,Anders,Hagelskjær,Male,A. Hagelskjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-02-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,25.0,2023-02-21Z,2025-01-09Z,active,no,192.0,84.0,left,NaN,NaN,Herning,NaN,NaN
7j3hhgvymdeok9oi3z44gicq1,Erling,Hagset Moe,Erling,Moe,Male,E. Moe,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1970-07-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2018-12-19Z,2025-01-08Z,active,no,NaN,NaN,NaN,NaN,NaN,Molde,NaN,NaN
7m4f590x3kc3935gpg72xhg45,Magnus,Wolff Eikrem,Magnus,Eikrem,Male,M. Eikrem,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1990-08-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,7.0,2018-07-25Z,NaN,active,yes,173.0,69.0,right,NaN,NaN,Molde,NaN,NaN
82aw6tri00q0g2f01lw4mto9g,Trond,Strande,Trond,Strande,Male,T. Strande,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1970-10-24,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,2015-07-01Z,NaN,active,yes,178.0,NaN,NaN,NaN,NaN,Molde,NaN,NaN
864mk13xqt9p7s22wdsdhnpat,Martin,Linnes,Martin,Linnes,Male,M. Linnes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1991-09-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,21.0,2021-08-17Z,NaN,active,yes,177.0,72.0,right,NaN,NaN,Kongsvinger,NaN,NaN
