id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,shortFirstName,shortLastName,height,foot,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
2x6rzkgkneb1a49ypejuyk296,Frederik,Normann Hedegaard Jørgensen,Male,F. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-07-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2025-07-01Z,active,yes,Frederik,Jorgensen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
33sxiwcjeqcop3ukuok86ujmd,Marc,Dal Hende,Male,M. Dal Hende,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-11-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2025-07-01Z,active,yes,Marc,Dal Hende,181.0,left,Dragør,75.0,NaN,NaN,NaN,NaN
3r9olrefhgs3ykciqrvab26wa,Nicholas,Christoffersen,Male,N. Christoffersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-06-05,Canada,1iaoypzp6syf32cz9l15pzp7e,99.0,2025-01-01Z,active,yes,Nicholas,Christoffersen,183.0,NaN,NaN,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN
3te4t8ugona5lrrdbnac7ob9w,Noah,Onjukka Maale,Male,N. Maale,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-08-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,45.0,2024-08-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48uqngihbphe6ttv7v9xfpal1,Daniel Alexander,Pedersen,Male,D. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-07-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2023-07-06Z,active,yes,Daniel,Pedersen,183.0,right,NaN,84.0,NaN,NaN,NaN,NaN
4m23g10w898skztiwfiedqcd0,Marco,Vesterholm,Male,M. Vesterholm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-07-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,22.0,2025-08-02Z,active,yes,NaN,NaN,177.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4nembuvq6py2e5y91wntbgmqc,Christian,Wagner Bonderup Larsen,Male,C. Wagner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-02-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-07-01Z,active,no,Christian,Wagner,186.0,right,NaN,NaN,NaN,NaN,2025-07-30Z,NaN
5crdnyx54gw8u104sjprb7das,Noah,Engell Christensen,Male,N. Engell,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-10-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,7.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5hwih2cuf4y8sb3iq26lzbuhg,Noah,Danboe Poulsen,Male,N. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,39.0,2024-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5iizc6makgt9rxoz8un3hjv1l,Ægir Jarl,Jónasson,Male,Æ. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1998-03-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2024-07-11Z,active,yes,Ægir,Jónasson,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN
6hms8o682fsh33l3hp4qo39ey,Casper Dirch,Hagel Grening,Male,C. Grening,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-09-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6uqmq47w8uxthdbeuflckd9n8,Osama,Murshed,Male,O. Murshed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-04-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,24.0,2025-07-30Z,active,yes,NaN,NaN,NaN,both,NaN,NaN,NaN,NaN,NaN,NaN
6zthm4sl1t3xfqlmdr9fksh78,Alfred Peter,Horup,Male,A. Horup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-03-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,30.0,2025-07-26Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN
7nacz1bf7bia38sabipx3dlp0,Tobias,Hageltorn,Male,T. Hageltorn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-02-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,41.0,2024-08-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7pdl6jqfaq1x1trdi5k30wsus,O’Vonte,Mullings,Male,O. Mullings,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,2000-10-09,Canada,1iaoypzp6syf32cz9l15pzp7e,88.0,2024-02-29Z,active,yes,O'Vonte,Mullings,178.0,NaN,NaN,74.0,NaN,NaN,NaN,NaN
8ii8snymcafyrv1x9srwkrtka,Søren Ulrik,Ilsøe,Male,S. Ilsøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,15.0,2023-01-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9w52ax67eqw1qmetl81mie6i2,Mikkel,Brund,Male,M. Brund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-03-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,34.0,2024-02-06Z,active,yes,Mikkel,Brund,NaN,NaN,Hadsten,NaN,NaN,NaN,NaN,NaN
afr71rcay1uq4ngti10fvr9xw,Marcus,Immersen,Male,M. Immersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-01-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,20.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bhkhbgvophyis9bm3pv92nfmd,Jóhannes Karl,Guðjónsson,Male,J. Guðjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1980-05-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2024-05-15Z,active,yes,Johannes Karl,Gudjonsson,173.0,NaN,Akranes,72.0,NaN,NaN,NaN,NaN
cee9j3wylha4lk95rykziz88a,Steven,Bala,Male,S. Bala,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2003-11-19,Albania,17zsm8shejejls2on1ffil3op,17.0,2025-07-01Z,active,yes,Steven,Bala,176.0,right,NaN,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN
clf3fgzelbfqh8sya98k5pdlg,Frederik,Lindgaard,Male,F. Lindgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-04-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,37.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cnfkqyunacrm7mli650a3l3ze,Adam Ingi,Benediktsson,Male,A. Benediktsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2002-10-28,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,54.0,2025-07-01Z,active,yes,Adam,Benediktsson,196.0,left,NaN,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN
cyast97jr969kqwdltszg1p0p,Marcus,Bobjerg Jakobsen,Male,M. Bobjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1998-01-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2024-06-15Z,active,yes,Marcus,Bobjerg,188.0,right,NaN,76.0,NaN,NaN,NaN,NaN
dec4c6i2zwhwv0v3mvp8ckhnu,Adrien,Koudelka,Male,A. Koudelka,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-05-23,Germany,36min0qztu8eydwvpv8t1is0m,4.0,2023-01-13Z,active,yes,Adrien,Koudelka,NaN,NaN,NaN,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN
elheowoqzb5jq07fpw19g85bd,Jeppe,Spliid Gertsen,Male,J. Gertsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2025-07-01Z,active,yes,Jeppe,Gertsen,190.0,NaN,Aarhus,82.0,NaN,NaN,NaN,NaN
ernnq3ugpx34joskjyj373lgq,Tobias,Damtoft Andersen,Male,T. Damtoft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-01-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,23.0,2025-07-28Z,active,yes,Tobias Damtoft,Andersen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hbxv7695c6m2028kgy3kzbpw,Onesime,Tembe,Male,O. Tembe,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Attacker,player,2004-09-14,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,2026-01-01Z,active,no,Onesime,Tembe,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
zpl7lyln792rt0b2oedamvbo,Jonathan,Mathys,Male,J. Mathys,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,19.0,2025-07-29Z,active,yes,NaN,NaN,185.0,right,NaN,NaN,NaN,NaN,NaN,NaN
1xq8e8gyi85o44yvcj7lpoges,Søren,Freund Jensen,Male,S. Freund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2021-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35og29e19w0ykeqcvudhpgr8,Nichlas,Monefeldt Vesterbæk,Male,N. Vesterbæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,14.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3on1e43m8me5bspoiy3qfcmxg,Magnus,Bødtker Christensen,Male,M. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-11-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,21.0,2021-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3znge8eti0pz9wbp3ystq28lw,Mathias,Virkelyst-Andersen,Male,M. Virkelyst,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-03-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4q95ixko5i2lckydlaguyq87o,Nicolai Krag,Andersen,Male,N. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4w4ybxjuz53846rzx49ql7ifo,Oliver Greibe,Jensen,Male,O. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,7.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4xpsgbf9y4wuh05nlfks7n310,Nicolai,Hansen,Male,N. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,25.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5kjojoty6y86hkjmdx7nbk9w4,Malthe,Kristensen,Male,M.  Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,12.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5v8apybnjxdicz79b5te86m8k,Oskar,Loft,Male,O. Loft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2024-08-05Z,active,yes,NaN,NaN,177.0,right,NaN,NaN,NaN,NaN,NaN,NaN
6bn70jn6grqfplqqh7cy0vlec,Magnus,Adler Holmstrup,Male,M. Holmstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-08-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6i3nibkbvk0qnijpr1c2e56hg,Lasse,Lyby,Male,L. Lyby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,10.0,2022-08-02Z,active,yes,NaN,NaN,175.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6mtba4zc7qenwmpo8manzryfo,Tobias,Christiansen,Male,T. Christiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-08-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,4.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80erojuza94bvj45r0l16pclw,Jacob,Harlev,Male,J. Harlev,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-08-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2021-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88rk6irof44gkwt4bh11w9el0,Anders,Fleng Nielsen,Male,A. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-03-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,3.0,2024-07-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8jbm0wlms64fijq6zz5ha4yl0,Vilhelm,Groes,Male,V. Groes,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,13.0,2025-08-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a2h36vp8m7dq4wio8ydd90nx0,Gustav,Rossen,Male,G. Rossen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,17.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
arx7nn3atkhyi5a43zwuj5ez8,Holger,Jarlgaard,Male,H. Jarlgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-03-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2022-08-01Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN
b06ioyzsn1xyml9w6sfhiyl90,Niklas,Skou Holm,Male,N. Skou,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-01-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,20.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b0ink27ffm7h29veewe9v9bmc,William,Sonne Kops,Male,W. Kops,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,19.0,2022-08-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bblxea5s356bc5rlv3eupo650,Sebastian,Pitzner-Schmidt,Male,S. Pitzner-Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-10-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bcimdl3uts6elbfep2jcasd0,Oscar,Miller Leonardas Dargis,Male,O. Dargis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2022-08-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch5w8y8ltm5swxh0ukr50fac4,Marcus C. P.,Ytting,Male,M. Ytting,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,1.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cndyust91gdam4qdvcvhekzfu,Oliver,Sylvest Høeg,Male,O. Sylvest,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-02-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,2023-07-01Z,active,yes,Oliver,Sylvest,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d06nnp1ahvrpbkj6193rtki96,Jonathan Hilbert,Eriksen,Male,J. Eriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-10-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2.0,2021-07-01Z,active,yes,Jonathan,Eriksen,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dpl048ztgu06a3pn6gudn05ck,Marcus Chuka,Ratje,Male,M. Ratje,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-09-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dyxk10irli6ipf01643l6y7tg,Laurits,Rasmussen,Male,L. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,22.0,2024-07-01Z,active,yes,NaN,NaN,172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e6r5m5fj4nd2gb4x5m2ilaeqc,Lucas Buhl,Refnov,Male,L. Refnov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,18.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ent9b5lrqt6quph10j0qshx5g,Laurits,Groes Larsen,Male,L. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,23.0,2025-08-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
env7hmatb0xss7n01ag3ga8lw,Conrad Andskov,Thorsen,Male,C. Thorsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,15.0,2024-08-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
etsmn9ue75zck01fqz1tustg4,Dennis,Foss Nielsen,Male,D. Foss,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1964-06-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
n4knkt3stga0yriyxcfov02c,Rasmus Emil,Fremming Wessel Ploug Christensen,Male,R. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,24.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ktfgb68ad6vndxdnbwfkb09g,Casper Liljefeld,Grummesgaard Hansen,Male,C. Grummesgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-10-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,3.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1sem066llpz2sbsini8opdlas,Emil Stanley,Willer-Hansen,Male,E. Willer-Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-09-28,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34mo28mftwqz5ad5pi7v5nn6c,Benjamin,de Miranda Bryggemand,Male,B. de Miranda,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,18.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3glh5xbndeofhsyixcw973jl5,Mads Christoph,Walter,Male,M. Walter,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-04-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-07-01Z,active,yes,NaN,NaN,182.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4q806xbrx34ilcz2b6npho26s,Niclas,Skov-Jensen,Male,N. Skov-Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,17.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52n5ehqbx1rpusp2p8adkiln8,Mads,Sickmann,Male,M. Sickmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5f4cmt9a3ybmt9f2c5cgror8,Tobias,Lerche-Henriksen,Male,T. Lerche-Henriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,5.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5gatzt1yzczpn0lune8nb5ses,August,Bohn Mehr,Male,A. Mehr,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,16.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5zx88k30y60zr2cixkdqpq3o4,Mikkel,Berg Ottesen,Male,M. Ottesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-09-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,6.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63g5v24m2sjz0uxfqi6kkg5xw,Jonas Diego,Flagstad Jørgensen,Male,J. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-07-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-08-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67kjkemfwmimfyhtlehl02gwk,Aleksandar,Spasojevic,Male,A. Spasojevic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-01-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ao46fzrr0d7ktr7qbcfy4lxw,Nicklas,Busk Andreasen,Male,N. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-02-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,4.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6d1l3nqb1b7frm3z4xf7i2i38,Luca,Birkehøj Mattey,Male,L. Mattey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-10-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6mdpgsp8jse6m79ha29a8pduy,Melvin,Yndeheim,Male,M. Yndeheim,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2002-02-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-09Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7hhoth243l9lozb81hqoaa5uc,Simon,Ustrup,Male,S. Ustrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-08-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,20.0,2017-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7zairctyrwzuzow4h8h1dw5qs,William,Kundby,Male,W. Kundby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,24.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8528xjao26ayyqxx39xf0du6s,Jean-Claude,Grandy Agyemang,Male,J. Grandy Agyemang,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,22.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8iuc9k7icwnjf2v2vjwd7v14a,Marco,Balck,Male,M. Balck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-08-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,8.0,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9skyiv4owhpm5tg6hijmtyrro,Modouba,Coker,Male,M. Coker,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2002-05-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,23.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a2f9h2m9vyd4b1culobrpz7kk,Ferdinand Bostofte,Erritzøe,Male,F. Erritzøe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
