id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName
5ujoracvgg00kzd0a8rh8oa1h,Roman,Neustädter,Roman,Neustädter,R. Neustädter,Russia,7kfg68kh6n16fs4ap3xjiudr,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1988-02-18,Dnipro,Ukraine,315w6fk6umfzf4qvba3t55u61,190.0,81.0,right,33.0,active,yes,NaN
5x1a46c52byds4s3q2f0szuqy,Emin,Bayram,Emin,Bayram,E. Bayram,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,Defender,player,2003-04-02,İstanbul,Türkiye,6kd6webenogylfgwt2aa9l6vx,192.0,80.0,right,40.0,active,yes,NaN
5youm62eria6s7sv0a031j9xw,Zyon,Vandekerkhove,Zyon,Vandekerkhove,Z. Vandekerkhove,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,NaN,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,84.0,active,yes,NaN
5zpg8fnqc4luuhlonsn5nbw4q,Muhammed,Gümüşkaya,Muhammed,Gümüskaya,M. Gümüşkaya,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,Midfielder,player,2001-01-01,Istanbul,Türkiye,6kd6webenogylfgwt2aa9l6vx,177.0,64.0,left,11.0,active,no,NaN
6khdubqitu18z03lpx8ruupec,Bakary,Haidara,Bakary,Haidara,B. Haidara,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,2005-06-01,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,190.0,80.0,right,3.0,active,yes,NaN
6n1l5va6m3rbvn6p2huyhp8x6,Adedire Emmanuel,Awokoya-Mebude,Dire,Mebude,D. Mebude,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-05-28,London,England,1fk5l4hkqk12i7zske6mcqju6,189.0,NaN,right,13.0,active,no,NaN
6qlfe04qjldj3rkeeme6gdi39,Sinan,Bolat,Sinan,Bolat,S. Bolat,Türkiye,6kd6webenogylfgwt2aa9l6vx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1988-09-03,Kayseri,Türkiye,6kd6webenogylfgwt2aa9l6vx,186.0,83.0,right,1.0,active,yes,NaN
6uthi96vr24700st7s7m1so6i,Romeo,Vermant,Romeo,Vermant,R. Vermant,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-01-24,Gelsenkirchen,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,74.0,right,17.0,active,yes,NaN
6z1isgjrlx4gbcjp5ekawdi39,Pietro,Perdichizzi,Pietro,Perdichizzi,P. Perdichizzi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1992-12-16,Charleroi,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,74.0,right,2.0,active,yes,NaN
7bieir41rpngwrz6rqqfqkst1,Bart,Goor,Bart,Goor,B. Goor,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1973-04-09,Neerpelt,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,76.0,left,NaN,active,yes,NaN
7q0v538ed6j5xy3wgykh56w2x,Léo Louis,Seydoux,Léo,Seydoux,L. Seydoux,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,Defender,player,1998-03-16,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,174.0,67.0,right,NaN,active,no,NaN
7tiwfwzvlb2pi0ldefbuek3ro,Karol Krzysztof,Borys,Karol,Borys,K. Borys,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Midfielder,player,2006-09-28,Otmuchów,Poland,27baqb7359ywdvsxxklx1kn11,174.0,67.0,left,28.0,active,yes,NaN
7xs1rx9jos4ls85u362y9hqeh,Nicolas Martin,Hautorp Madsen,Nicolas,Madsen,N. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,2000-03-17,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,76.0,right,8.0,active,yes,NaN
814nm9b83hymrcpg8rlhb2uad,Yoni,Buyens,Yoni,Buyens,Y. Buyens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1988-03-10,Duffel,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,75.0,right,NaN,active,yes,NaN
8d52pw246hh32r4ubxbp6cfai,Tuur,Rommens,Tuur,Rommens,T. Rommens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-03-26,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,75.0,left,25.0,active,yes,NaN
8hl43dvm1d57g011yacyoooa1,Mathias Frédéric,Fixelles,Mathias,Fixelles,M. Fixelles,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1996-08-11,Soignies,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,78.0,right,4.0,active,yes,NaN
8ny9dh0x33c2ejy507qyj2cd0,Matija,Frigan,Matija,Frigan,M. Frigan,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Attacker,player,2003-02-11,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,77.0,left,9.0,active,yes,NaN
918cc5b5jwrsquwpkoaiaoic5,Koen,Van Langendonck,Koen,Van Langendonck,K. Van Langendonck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1989-06-09,Neerpelt,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,86.0,right,30.0,active,yes,NaN
91gko2f7wtmztd3pvd5kzsmxg,Wally,Fofana,Wally,Fofana,W. Fofana,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,Attacker,player,2002-05-04,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,NaN,active,no,NaN
94pn9t927oh1qld3bys4m8rth,Serhii,Sydorchuk,Serhii,Sydorchuk,S. Sydorchuk,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Midfielder,player,1991-05-02,Zaporizhzhia,Ukraine,315w6fk6umfzf4qvba3t55u61,188.0,79.0,right,15.0,active,yes,NaN
97jzay8gjxl0dhwhejm03q8kp,Simon,Paulet,Simon,Paulet,S. Paulet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2000-02-15,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,active,no,NaN
9kywhmzih4xhuz5d1rrxjcpd6,Ravil,Tagir,Ravil,Tagir,R. Tagir,Türkiye,6kd6webenogylfgwt2aa9l6vx,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,Defender,player,2003-05-06,Taraz,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,182.0,72.0,left,24.0,active,yes,NaN
9qm1adecprlczxw7ldbpvoi51,Edisson,Lachezarov Jordanov,Edisson,Jordanov,E. Jordanov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-06-08,Rostock,Germany,36min0qztu8eydwvpv8t1is0m,173.0,67.0,right,32.0,active,yes,NaN
a0c7uephm9jijirsv7ho3hjze,Josimar Angelo,Alcócer McCook,Josimar,Alcócer,J. Alcócer,Costa Rica,48emauy3fucokp86skcs5alh8,NaN,NaN,Attacker,player,2004-07-07,San José,Costa Rica,48emauy3fucokp86skcs5alh8,185.0,74.0,right,77.0,active,yes,NaN
ahco728y24hz46rb73yqd2wic,Fernand,Gouré Bi Irié,Fernand,Gouré,F. Gouré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,2002-04-12,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,189.0,77.0,NaN,29.0,active,no,NaN
ao9uw4wjh27fq665reuk4gydw,Candan,Baskale,Candan,Baskale,C. Baskale,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-05-30,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,82.0,active,yes,NaN
auqy1bigw2a1owxg441wojzyt,Lukas,Van Eenoo,Lukas,Van Eenoo,L. Van Eenoo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1991-02-06,Brugge,Belgium,4wbzjcclyefma1ourvjsu4q2j,175.0,67.0,left,7.0,active,no,NaN
3pt9rouyt7k5go1dzy7vwkv10,Noa,Louche,Noa,Louche,N. Louche,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2005-01-18,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,active,yes,NaN
bwxn7o8ved1xo5bmfkfgzekiy,Jordan Jacob,Bos,Jordan,Bos,J. Bos,Australia,u5ieemi69z72c3bgczyy68lo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-10-29,Melbourne,Australia,u5ieemi69z72c3bgczyy68lo,180.0,83.0,left,5.0,active,yes,NaN
bxcrdkrcljgx6l4o0uy4rom3t,Rubin,Seigers,Rubin,Seigers,R. Seigers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1998-01-11,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,88.0,right,23.0,active,no,NaN
cbai2262b47qtezzmkt5ctslw,Arthur,Piedfort,Arthur,Piedfort,A. Piedfort,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-02-01,Herenthals,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,70.0,right,46.0,active,yes,NaN
dd711ekg0nlaosmsy2lz13syy,Thomas,Van den Keybus,Thomas,Van den Keybus,T. Van den Keybus,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2001-04-25,Brugge,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,71.0,left,39.0,active,yes,NaN
e2z19y8is5m24brpa3gzn02qx,Bryan Keith,Reynolds Jr.,Bryan,Reynolds,B. Reynolds,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-06-28,Fort Worth,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,right,22.0,active,yes,NaN
f03fccqnepjczr841h0zqdeui,Yusuke,Matsuo,Yusuke,Matsuo,Y. Matsuo,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Midfielder,player,1997-07-23,Saitama,Japan,lxyibh89lpdc0bfian1nx0xq,170.0,65.0,right,79.0,active,no,NaN
rao8xq2rg3beoc418zv1gzro,Lucas Frédéric,Stassin,Lucas,Stassin,L. Stassin,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-11-29,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,171.0,81.0,right,76.0,active,yes,NaN
1abf0y93zbw1sw183nblqoicp,Ewoud,Pletinckx,Ewoud,Pletinckx,E. Pletinckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-10-10,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,85.0,right,28.0,active,yes,NaN
1fdi6uzonmsod2drzro8bj3rp,Siebe,Schrijvers,Siebe,Schrijvers,S. Schrijvers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1996-07-18,Lommel,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,74.0,right,8.0,active,yes,NaN
1kst4u41rlyirggwoo1m8ovdh,Jón Dagur,Þorsteinsson,Jón,Thorsteinsson,J. Þorsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Attacker,player,1998-11-26,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,177.0,73.0,right,7.0,active,yes,NaN
1novhdut3bdt33dufjo4uwftg,Milan,Taildeman,Milan,Taildeman,M. Taildeman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2001-06-27,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,NaN,left,37.0,active,no,NaN
1omi9flqqcnnagyr7m752x045,Marc,Brys,Marc,Brys,M. Brys,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1962-05-10,Antwerpen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,active,no,NaN
277o13i90bgqej3yrkiw7t0x5,Raz,Shlomo,Raz,Shlomo,R. Shlomo,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN,NaN,Defender,player,1999-08-13,Ashkelon,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,188.0,NaN,NaN,3.0,active,no,NaN
2vmpkyku0hwv0zdbbzunt2xux,Sofian,Kiyine,Sofian,Kiyine,S. Kiyine,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,1997-10-02,Verviers,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,78.0,right,13.0,active,yes,NaN
3a2rv1nv7g4km08nwhw1nr5rd,Jo,Gilis,Jo,Gilis,J. Gilis,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2000-02-05,Geel,Belgium,4wbzjcclyefma1ourvjsu4q2j,173.0,NaN,right,42.0,active,yes,NaN
3e0v7ussxbf74nnkeyuibp7o4,Moyé Christ,Souanga,Christ,Souanga,C. Souanga,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-10-23,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,63.0,active,yes,NaN
3rr29v80s3fpvbquspzrrnofe,Owen,Jochmans,Owen,Jochmans,O. Jochmans,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2003-01-28,Leuven,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,NaN,right,61.0,active,yes,NaN
49vbniwasp2kyt27jw0cv6m6t,Valentin Alexandru,Cojocaru,Valentin,Cojocaru,V. Cojocaru,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1995-10-01,București,Romania,17oj2qrzqlkhdjvazum10sx2i,195.0,80.0,right,12.0,active,no,NaN
4j9ug0ng9dhx6xwhdwx6fafx0,Ezechiel,Banzuzi,Ezechiel,Banzuzi,E. Banzuzi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2005-02-16,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,NaN,right,11.0,active,yes,NaN
4juerzftkeiuzctoiei6dmtp1,Federico,Ricca Rostagnol,Federico,Ricca,F. Ricca,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1994-12-01,Tarariras,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,179.0,73.0,left,14.0,active,yes,NaN
507d5ld0yl1zndk9wqp0w3sut,Florian Jérémie,Miguel,Florian,Miguel,F. Miguel,France,7gww28djs405rfga69smki84o,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1996-09-01,Brugge,France,7gww28djs405rfga69smki84o,179.0,70.0,left,18.0,active,yes,NaN
58b30n3a3qc1s5tpfn8er7tw4,Nachon,Nsingi Nguidi,Nachon,Nsingi,N. Nsingi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2001-04-24,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,NaN,right,43.0,active,yes,NaN
58dyik26pd4vb9biime1mw2y1,Jonatan,Braut Brunes,Jonatan,Braut Brunes,J. Braut Brunes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Attacker,player,2000-08-07,Bryne,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,80.0,left,9.0,active,yes,NaN
58t55r6jzo6bco6uf80pbkk8a,Alexandro,Calut,Alexandro,Calut,A. Calut,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-04-22,Charleroi,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,70.0,left,22.0,active,yes,NaN
5u3nf7qbreypvi8rut8n8smhh,Kento,Misao,Kento,Misao,K. Misao,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Midfielder,player,1996-04-16,Tokyo,Japan,lxyibh89lpdc0bfian1nx0xq,181.0,73.0,right,17.0,active,yes,NaN
6d05w3h1odtki5z4wqojf6z56,Emmanuel,Toku,Emmanuel,Toku,E. Toku,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,2000-07-10,Kumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,NaN,left,30.0,active,no,NaN
6u73l7tuxx0958ij9kvdizjrp,Nordin,Jackers,Nordin,Jackers,N. Jackers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1997-09-05,Veldwezelt,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,82.0,right,29.0,active,no,NaN
6y2s58f539ax7s9np2jao0tn8,Manuel,Osifo,Manuel,Osifo,M. Osifo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-07-31,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,69.0,right,25.0,active,yes,NaN
73pmo92alzawlt2yo2bfartn9,Thibault,Vlietinck,Thibault,Vlietinck,T. Vlietinck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1997-08-19,Knokke,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,62.0,right,77.0,active,yes,NaN
7izhszqmb1a9z5na5e0utnc6i,Takahiro,Akimoto,Takahiro,Akimoto,T. Akimoto,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,1998-01-31,Utsunomiya,Japan,lxyibh89lpdc0bfian1nx0xq,170.0,65.0,left,30.0,active,yes,NaN
7zmgaactx19n77j9fl08pahyi,Tobe,Leysen,Tobe,Leysen,T. Leysen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2002-03-09,Geel,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,83.0,left,1.0,active,yes,NaN
87pnmacw9zfch3btkzaeq1ij8,Davis,Opoku,Davis,Opoku,D. Opoku,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-10-29,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,99.0,active,yes,NaN
8xjlysmwl5vnhcnvsynftjd62,Konan Ignace,Jocelyn N’Dri,Konan,N’Dri,K. N’Dri,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,2000-10-27,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,174.0,73.0,left,15.0,active,yes,NaN
91qd93lqgpe700ps0b6a7ntn9,Kristiyan,Aleksandrov Malinov,Kristiyan,Malinov,K. Malinov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,Midfielder,player,1994-03-30,Kavrakirovo,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,170.0,67.0,right,4.0,active,no,NaN
95euhjta2qmulm7y99jru8u6t,Maxence André,Prévot,Maxence,Prévot,M. Prévot,France,7gww28djs405rfga69smki84o,NaN,NaN,Goalkeeper,player,1997-04-09,Belfort,France,7gww28djs405rfga69smki84o,187.0,81.0,right,16.0,active,yes,NaN
983yy0ez1onytwj2k1nqw61p0,Nathaniel,Opoku Onyina,Nathaniel,Opoku,N. Opoku,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2001-07-22,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,78.0,right,21.0,active,yes,NaN
9fvwcsajeousbo5o0e84cj2sp,Hamza,Mendyl,Hamza,Mendyl,H. Mendyl,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1997-10-21,Casablanca,Morocco,2xdcc39z1k79pnjbtn9x31wdh,179.0,73.0,left,20.0,active,yes,NaN
aln8shv9r2xqyfv8qsvva7pey,Suphanat,Mueanta,Suphanat,Mueanta,S. Mueanta,Thailand,71wqq15l0mvpl4lneayzzh44g,NaN,NaN,Attacker,player,2002-08-02,Sisaket,Thailand,71wqq15l0mvpl4lneayzzh44g,173.0,68.0,right,19.0,active,yes,NaN
amc2rculxvgo2wanilkna8s2c,Richie,Sagrado Sebastiao,Richie,Sagrado,R. Sagrado,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-01-30,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,right,52.0,active,yes,NaN
avubg95m07a6rted50ejdkftg,Joël Marcel,Schingtienne,Joël,Schingtienne,J. Schingtienne,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,2002-08-14,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,NaN,right,23.0,active,yes,NaN
b9diefl1j81p5h12esjifnx1,Manel,Expósito Presseguer,Manel,Exposito Presseguer,Manel Expósito,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,assistant coach,1981-11-29,Sentfores,Spain,49ih1pwv3ahshdf8uzrimi54c,176.0,71.0,NaN,NaN,active,yes,NaN
cjf412x9sg56vos0jkj85k3ys,Lamine Mandela,Keita,Mandela,Keita,M. Keita,Belgium,4wbzjcclyefma1ourvjsu4q2j,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,2002-05-10,Leuven,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,78.0,right,27.0,active,no,NaN
cjtqtr93yjd3ee7tslzi1bd9l,Franco Matías,Russo Panos,Franco,Russo,F. Russo,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1994-10-25,Salta,Argentina,2vovxa97k7v7ofa85dah2xktb,185.0,78.0,right,24.0,active,yes,NaN
cmzhl9b3d44v5mhk3wzjs5ihh,Óscar,García Junyent,Óscar,García,Óscar García,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,coach,1973-04-26,Sabadell,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,active,yes,NaN
cni0rxu9fo9lfqqhggmqrdvpx,Pierre-Yves Raffaella Michel Lucien,Ngawa,Pierre-Yves,Ngawa,P. Ngawa,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1992-02-09,Liège,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,75.0,right,5.0,active,yes,NaN
d1dxvoa3adq8u8idsgy51kt90,Eddy,Vanhemel,Eddy,Vanhemel,E. Vanhemel,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1969-09-30,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,active,no,NaN
d1j29sgb7rmc6dxe3koyyr0et,Raphael,Holzhauser,Raphael,Holzhauser,R. Holzhauser,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Midfielder,player,1993-02-16,Wiener Neustadt,Austria,hcs1bd49qliqqity6o268jyt,192.0,84.0,left,10.0,active,no,NaN
dc3x0cfnih0l1g16ruq8ubbp,Hans,Vander Elst,NaN,NaN,H. Vander Elst,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1972-12-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,active,yes,NaN
dvomh2gx3wd5x5v1dmlnkdpzp,Joren,Dom,Joren,Dom,J. Dom,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1989-11-29,Antwerpen,Belgium,4wbzjcclyefma1ourvjsu4q2j,178.0,63.0,right,6.0,active,yes,NaN
f09fob6aosvvlheynznavew2x,Youssef,Maziz,Youssef,Maziz,Y. Maziz,France,7gww28djs405rfga69smki84o,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,1998-06-24,Thionville,France,7gww28djs405rfga69smki84o,180.0,76.0,right,88.0,active,yes,NaN
f3e9qk9oz4feldhgetdpcd0ph,Mathieu,Maertens,Mathieu,Maertens,M. Maertens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1995-03-27,Leuven,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,71.0,right,33.0,active,yes,NaN
f5kjetb4nb0bj9ms9lxl24zfu,Oregan,Ravet,Oregan,Ravet,O. Ravet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2001-07-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,77.0,right,38.0,active,yes,NaN
13d7ao0j091449ia61cuut87p,Mats,Rits,Mats,Rits,M. Rits,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1993-07-18,Antwerpen,Belgium,4wbzjcclyefma1ourvjsu4q2j,178.0,73.0,right,23.0,active,yes,NaN
143brmwsfow8o0svtdq98tiw9,Amadou,Diawara,Amadou,Diawara,A. Diawara,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,NaN,Midfielder,player,1997-07-17,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,183.0,75.0,right,21.0,active,yes,NaN
191f96bw3vkg1nt8545rvbw4q,Mads,Juhl Kikkenborg,Mads,Kikkenborg,M. Kikkenborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Goalkeeper,player,1999-10-07,Esbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,197.0,93.0,right,16.0,active,yes,NaN
1heix61yhkjiprr8kbu7qy5g4,Tristan,De Greef,Tristan,Degreef,T. De Greef,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-01-19,Leuven,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,right,83.0,active,yes,NaN
1qqhtdvpixhe5zt9mq9omsoh5,Hannes,Delcroix,Hannes,Delcroix,H. Delcroix,Belgium,4wbzjcclyefma1ourvjsu4q2j,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Defender,player,1999-02-28,Grande Hatte,Haiti,5mp58o38d0mr5qt8g4o6l7efg,185.0,78.0,left,3.0,active,no,NaN
2gonj4ylypwritcayysoqj3hm,Mohamed,Bouchouari,Mohamed,Bouchouari,M. Bouchouari,Belgium,4wbzjcclyefma1ourvjsu4q2j,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2000-11-15,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,170.0,61.0,right,34.0,active,yes,NaN
