id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,endDate,placeOfBirth,foot,secondNationality,secondNationalityId,knownName
3dz611s3q1kjhrzt8ixv4jbhl,Eric Alexander Stefan,Nilsson,Alexander,Nilsson,Male,A. Nilsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1997-08-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,30.0,2024-04-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3gbk1gtcjh5k5lvuodfpmi21h,Jakob Saldern,Stein Michelsen,Jakob,Michelsen,Male,J. Michelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1980-09-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2022-01-09Z,active,no,2025-06-24Z,NaN,NaN,NaN,NaN,NaN
424bbibjsasfjrkjoa0jfkhk9,Luc Katja Anne,Mares,Luc,Mares,Male,L. Mares,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1996-10-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,NaN,14.0,2024-02-20Z,active,yes,NaN,Maastricht,right,NaN,NaN,NaN
44gqeji9twbkdtrcr2ias4efo,Mats,Pedersen,Mats,Pedersen,Male,M. Pedersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-04-27,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,26.0,2025-07-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
49lv52k58g3q0j819c5w3id5g,Olav,Dobloug Mengshoel,Olav,Mengshoel,Male,O. Mengshoel,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2008-07-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,179.0,NaN,29.0,2024-07-12Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4m57qe3mtal1r68md5yj8xvc9,Tore André,Hagbø Sørås,Tore André,Sørås,Male,T. Sørås,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-06-18,Norway,7f16iy4w8u8ogyn6pfooqwv5z,190.0,84.0,11.0,2023-01-08Z,active,yes,NaN,NaN,both,NaN,NaN,NaN
5d0mp244b3jo17a7jkes5yuxg,Peter Edache,Sunday,Peter,Sunday,Male,P. Sunday,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2007-01-27,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,36.0,2025-07-11Z,active,yes,2025-12-31Z,Kaduna,NaN,NaN,NaN,NaN
5yhieehol1p5crvzjd55ac8wk,Aksel,Baran Potur,Aksel,Potur,Male,A. Potur,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,2002-05-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,77.0,17.0,2025-01-30Z,active,yes,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
6oburfkyufuksc20ekqydhal1,Thomas Harald,Myhre,Thomas,Myhre,Male,T. Myhre,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1973-10-16,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,84.0,NaN,2025-06-24Z,active,yes,NaN,Sarpsborg,NaN,NaN,NaN,NaN
6r0yq4i1lk788h1euk5ztec5,Viðar Ari,Jónsson,Vidar Ari,Jónsson,Male,V. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-03-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,184.0,75.0,7.0,2023-08-31Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
6uyr4yqazmaixudqi53brehas,Sander,Kaldråstøyl Østraat,Sander,Østraat,Male,S. Østraat,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2005-02-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,1.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6y6xobx7t2qx431s59kv8hk9h,Robert Marcus,Sandberg,Marcus,Sandberg,Male,M. Sandberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1990-11-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,80.0,12.0,2023-01-25Z,active,yes,NaN,Rönnäng,right,NaN,NaN,NaN
6ybcevijvdov8qj1hxcbw3dd6,Alwande Benedict,Roaldsøy,Alwande,Roaldsøy,Male,A. Roaldsøy,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-06-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,6.0,2025-01-31Z,active,no,2025-08-26Z,NaN,NaN,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN
6ygixtbzlkjotkxlq3ns1teqx,Henrik,Udahl,Henrik,Udahl,Male,H. Udahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-01-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,77.0,9.0,2025-07-01Z,active,no,2025-09-02Z,Fredrikstad,right,NaN,NaN,NaN
7yvedslt5qitq2ykng2z715p0,Ola Nikolai,Rye,Ola Nikolai,Rye,Male,O. Rye,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-02-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,27.0,2025-01-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
8nmrvwyosqdqwyqowvdqvahh,Fredrik,Vangstad Sjølstad,Fredrik,Sjølstad,Male,F. Sjølstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1994-03-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,78.0,23.0,2022-01-18Z,active,yes,NaN,Oslo,right,NaN,NaN,NaN
8pzgnj5qdty3jl94lcrxwxgk4,David,de Ornelas de Conno,David,de Ornelas,Male,D. de Ornelas,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2008-06-25,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,NaN,25.0,2025-03-12Z,active,yes,NaN,NaN,right,Venezuela,1er0616j12s9yghuzvsx76d5v,NaN
8y93t5ly9qv0zhtpj54lax1xw,Leo,Haug Utkilen,Leo,Utkilen,Male,L. Utkilen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-04-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,33.0,2025-06-21Z,active,no,2025-08-08Z,NaN,NaN,NaN,NaN,NaN
9nx1q800li3nkst97m2y57c44,Alan,Cocoyo Cole,Alan,Cole,Male,A. Cole,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2008-05-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,28.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9v4rtbzr5f45x65os81wwuqne,Gard,Simenstad,Gard,Simenstad,Male,G. Simenstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-04-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,18.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
a2e6ctespr0x0mmeum27m86qc,Haakon Bleken,Norda,Haakon Bleken,Norda,Male,H. Norda,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2009-04-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,198.0,NaN,31.0,2024-07-18Z,active,no,2025-07-02Z,NaN,NaN,NaN,NaN,NaN
a6t9wtvm00eod9g3ovv60o7x0,Ethan,Amundsen-Day,Ethan,Amundsen-Day,Male,E. Amundsen-Day,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-05-09,England,1fk5l4hkqk12i7zske6mcqju6,189.0,78.0,3.0,2025-08-01Z,active,yes,NaN,Leeds,left,England,1fk5l4hkqk12i7zske6mcqju6,NaN
a9guphf8p0im4it165fsqhud,Pål Alexander,Kirkevold,Pål,Kirkevold,Male,P. Kirkevold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1990-11-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,90.0,16.0,2022-01-30Z,active,yes,NaN,Re,left,NaN,NaN,NaN
bb7inex45spf3wj9dqw8sbqi,Kristian,Strømland Lien,Kristian,Lien,Male,K. Lien,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2001-09-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,80.0,19.0,2025-01-30Z,active,yes,2025-12-31Z,Flekkefjord,right,NaN,NaN,NaN
bop1j9fi00opeyzscvsw6xpn8,Arne,Hopland Ødegård,Arne,Ødegård,Male,A. Ødegård,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-02-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,24.0,2023-02-08Z,active,no,2025-08-06Z,NaN,NaN,NaN,NaN,NaN
c1p51x3fg0dgss14z9vozfqc4,Anton Noah Christian,Ekeroth,Anton,Ekeroth,Male,A. Ekeroth,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-09-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,5.0,2024-08-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
cqp45uxqfxgeit1km2bu79s7o,Mads,Orrhaug Larsen,Mads,Larsen,Male,M. Larsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-04-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,34.0,2025-03-04Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
d9d7ec57xuvrsby6xd45v50r8,William,Osnes-Ringen,William,Osnes-Ringen,Male,W. Osnes-Ringen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-11-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,174.0,NaN,NaN,2025-09-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
dd53d1radlkv7y24724vkol49,Brynjar Ingi,Bjarnason,Brynjar Ingi,Bjarnason,Male,B. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-12-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,194.0,88.0,26.0,2023-03-02Z,active,no,2025-07-23Z,Akureyri,right,NaN,NaN,NaN
ecpvh5w28s3n1vn490fubj8r8,Eron,Gojani,Eron,Gojani,Male,E. Gojani,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-12-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-08-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
iuf92spli9o5l8r9ftooufah,Moses,Dramwi Mawa,Moses,Mawa,Male,M. Mawa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-08-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,75.0,10.0,2023-08-03Z,active,yes,NaN,Oslo,right,NaN,NaN,NaN
1pobxn4eg4l8phk4ug0t56t7u,Ayoub,Aleesami,Ayoub,Aleesami,Male,A. Aleesami,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-02-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,88.0,3.0,2022-08-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
26ro2zdtkq9ia7dzr9ellxkvd,Teodor,Berg Haltvik,Teodor,Haltvik,Male,T. Haltvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-04-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,75.0,17.0,2023-01-31Z,active,yes,NaN,Trondheim,right,NaN,NaN,NaN
2dgff1agcaa5ohb0f4wn64ay2,Håkon,Helland Hoseth,Håkon,Hoseth,Male,H. Hoseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1999-03-19,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,76.0,14.0,2020-01-09Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3hup5rvg21nkou5psia9pe9sk,Joachim,Prent-Eckbo,Joachim,Prent-Eckbo,Male,J. Prent-Eckbo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2007-03-05,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,75.0,26.0,2022-08-31Z,active,no,2025-07-24Z,NaN,NaN,NaN,NaN,NaN
3iolpwrv18gtlyse7ih3nt91w,Bjørn Martin,Kristensen,Bjørn,Kristensen,Male,B. Kristensen,Philippines,2bn52u7dpgfatwqumx224cczx,Attacker,player,2002-05-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,22.0,2025-01-30Z,active,yes,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
3usrzzduezg3zt3usvuayxxm2,Simen,Hestnes,Simen,Hestnes,Male,S. Hestnes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-02-05,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,76.0,8.0,2022-01-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4cx6v1ugc9l5sd0nqep3sxoiy,Johannes Andres,Hummelvoll-Nuñez,Johannes,Nuñez,Male,J. Nuñez,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-12-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,76.0,9.0,2021-08-01Z,active,no,2025-08-18Z,NaN,NaN,NaN,NaN,NaN
4s8lwbyh90phbponlzsdlj0iy,Brage,Skaret,Brage,Skaret,Male,B. Skaret,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-04-28,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,NaN,2025-08-18Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4xhnz1r12n0nvmrde8hf2f8d0,Magnus,Kiperberg Mehl,Magnus,Mehl,Male,M. Mehl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-04-08,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-05-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
58ufmirzy800nq7gucsiz3hg4,Jonas,Lange Hjorth,Jonas,Hjorth,Male,J. Hjorth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2001-01-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,77.0,16.0,2023-01-08Z,active,yes,NaN,NaN,left,NaN,NaN,NaN
5szykye2vk3nx7r5lhzn2ljx0,Daniel,Schneider,Daniel,Schneider,Male,D. Schneider,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-03-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,NaN,2.0,2025-03-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
5u4eoypx0tb3t0brk2dv8sm0a,Fredrik Tobias,Berglie,Fredrik,Berglie,Male,F. Berglie,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-12-28,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,5.0,2025-01-30Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
657z9s0rqlzub9nmdpb7ct82c,Momodou Lion,Njie,Momodou,Njie,Male,Momodou Njie,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2001-12-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,91.0,4.0,2022-01-13Z,active,no,2025-09-02Z,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Momodou Njie
67nybn375tyqdqae4m1yk407o,Mathias,Tønnessen,Mathias,Tønnessen,Male,M. Tønnessen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2003-11-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,70.0,15.0,2022-06-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6ygixtbzlkjotkxlq3ns1teqx,Henrik,Udahl,Henrik,Udahl,Male,H. Udahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-01-12,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,77.0,NaN,2025-09-02Z,active,yes,2025-12-31Z,Fredrikstad,right,NaN,NaN,NaN
7f0drwvw3zquh352luxegqtpl,Emil,Gundelach Ødegaard,Emil,Ødegaard,Male,E. Ødegaard,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1999-04-29,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,1.0,2021-08-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7ka7fuh355172r0uh84n4z7u2,William,Da Rocha,William,Da Rocha,Male,W. Da Rocha,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2002-06-15,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,NaN,13.0,2024-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7yjrb3xvu6xzo23j6d8eu2sfe,Mame Mor,Ndiaye,Mame Mor,Ndiaye,Male,M. Ndiaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1997-05-23,Senegal,6hhqyhr5cwq2pfprlazyposyk,187.0,NaN,28.0,2024-03-29Z,active,yes,NaN,Thies,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
8z66qn1e7rkhwzpm74zv119be,Andreas,Hegdahl Gundersen,Andreas,Gundersen,Male,A. Gundersen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-05-11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,78.0,27.0,2023-01-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9jde60t1ejjo2f2j2jsqoipnu,Bilal,Elmi Njie,Bilal,Njie,Male,B. Njie,Somalia,5f1civs919ytka0t5h6fperc2,Attacker,player,1998-06-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,75.0,NaN,2025-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
9nve6ykit6zzdfg2yqppcil0,Henri,Sørlie,Henri,Sørlie,Male,H. Sørlie,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2007-04-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,31.0,2024-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
aebliukutyz91pczaam39lolx,Moussa Jailani Gaucho,Njie,Moussa,Njie,Male,Moussa Njie,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1995-10-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,75.0,10.0,2022-03-26Z,active,yes,NaN,Oslo,NaN,NaN,NaN,Moussa Njie
ag6ew5q3jt2l62kra8yp9z2tw,Sondre Spieler,Halvorsen,Sondre,Halvorsen,Male,S. Halvorsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-08-03,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,78.0,21.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
biibwjyc33yv901fetordsv84,Niclas,Schjøth Semmen,Niclas,Semmen,Male,N. Semmen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2002-11-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,19.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
c1jlypnkt4c9y9vdnjkvxa85x,Robin,Gravli Rasch,Robin,Rasch,Male,R. Rasch,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-01-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,76.0,7.0,2018-01-12Z,active,yes,NaN,Lørenskog,right,NaN,NaN,NaN
c1n6oxbkdutlfd5f07w45l8bu,Mansour,Sinyan,Mansour,Sinyan,Male,M. Sinyan,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-07-13,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,6.0,2025-01-01Z,active,yes,NaN,NaN,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN
c78cublmvb2gg8gzk999xn9hx,Amin Mimoun,Nouri,Amin,Nouri,Male,A. Nouri,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1990-01-10,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,77.0,33.0,2024-02-02Z,active,yes,NaN,Oslo,right,NaN,NaN,NaN
dvrvgq5j49kb9vfergmluyxyi,David,Hickson Gyedu,David,Hickson,Male,D. Hickson,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-07-09,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,42.0,2024-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
eiaznjejcon11hee8d9ccakiy,Johannes,Moesgaard,Johannes,Moesgaard,Male,J. Moesgaard,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1984-03-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
etz2bmorno30rw9efxkc0ufo,Obilor Denzel,Okeke,Obilor,Okeke,Male,O. Okeke,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2002-07-23,Norway,7f16iy4w8u8ogyn6pfooqwv5z,170.0,70.0,11.0,2023-03-24Z,active,no,2025-08-15Z,NaN,NaN,NaN,NaN,NaN
euc11yjkfscwt6xsiitlorz10,Sverre,Hakami Sandal,Sverre,Sandal,Male,S. Sandal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2003-06-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,193.0,80.0,25.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
15823p8n34f7coivq6wq687is,Wilfred George,Igor,Wilfred,Igor,Male,W. Igor,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-02-20,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,20.0,2023-08-11Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1epsroqvrfkhc7zhexcsl0vtg,Herman Sjåvik,Opsahl,Herman,Opsahl,Male,H. Opsahl,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2008-01-22,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,31.0,2025-03-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
1lz298822pkgdar8bjjk7g1gq,Per Henry Karl,Sletsjøe,Henry,Sletsjøe,Male,H. Sletsjøe,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2000-03-27,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-05Z,active,yes,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
2cpnu3q1tu1afz84wog5rophw,Syver,Skundberg Skeide,Syver,Skeide,Male,S. Skeide,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-08-28,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-08-08Z,active,yes,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
2vkztwfo5zi3rbsnlmwsgfjvu,Marius,Berntsen Olsen,Marius,Olsen,Male,M. Olsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2001-05-14,Norway,7f16iy4w8u8ogyn6pfooqwv5z,190.0,NaN,4.0,2023-03-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
33upoxyyqkh71m6d0b2nsn95g,Mustapha,Isah Ubandoma,Mustapha,Ubandoma,Male,M. Ubandoma,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-07-23,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,65.0,7.0,2025-01-30Z,active,yes,NaN,NaN,right,NaN,NaN,NaN
3sfh0fq729hxtea9rzfke9979,Dan Peter,Ulvestad,Dan,Ulvestad,Male,D. Ulvestad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1989-04-04,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,84.0,5.0,2013-01-01Z,active,yes,NaN,Ålesund,right,NaN,NaN,NaN
43rb01lv7300xhsj32twxctex,Knut-André,Søyland Skjærstein,Knut-André,Skjærstein,Male,K. Skjærstein,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1995-07-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,190.0,87.0,26.0,2025-06-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
45d87fg5d9k6rvgkkoqcdr384,Adrian,Sæther,Adrian,Sæther,Male,A. Sæther,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2001-06-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,197.0,91.0,12.0,2023-07-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4zypjoj5r2y9fqpqxn8cd7o16,Ian Jakob,Hoffmann,Ian,Hoffmann,Male,I. Hoffmann,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-09-08,USA,7hr2f89v44y65dyu9k92vprwn,175.0,61.0,22.0,2025-02-19Z,active,yes,2025-12-31Z,Wilton,right,Germany,36min0qztu8eydwvpv8t1is0m,NaN
5c3ku6vhp7qzynnzcfx2yvbis,Eirik,Erstad Nyland,Eirik,Nyland,Male,E. Nyland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2007-07-15,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2025-04-12Z,active,no,2025-04-30Z,NaN,NaN,NaN,NaN,NaN
5wallvqkubzphc7q0sxieaj11,Serigne Mor,Mbaye,Serigne,Mbaye,Male,M. Mbaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Goalkeeper,player,1996-01-03,Senegal,6hhqyhr5cwq2pfprlazyposyk,190.0,76.0,30.0,2025-01-01Z,active,no,2025-07-19Z,Bargny,NaN,NaN,NaN,NaN
6cu5njaghdntn0z9b1i6yb71m,Igor,Jeličić,Igor,Jelicic,Male,I. Jeličić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2000-02-28,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,21.0,2024-08-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
6hzeyz7yomlqkb0aukl4ms6j8,Mikkel,Rakneberg,Mikkel,Rakneberg,Male,M. Rakneberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2002-02-28,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,78.0,15.0,2022-01-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
