id,firstName,lastName,shortFirstName,shortLastName,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,gender
as5066ocmlp4tub6d3tnabi1g,Cole Christopher,Jensen,Cole,Jensen,NaN,C. Jensen,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2001-01-22,Council Bluffs,USA,7hr2f89v44y65dyu9k92vprwn,195.0,88.0,right,99.0,active,yes,NaN
b8yk8yve4u39s9gjjvedzf6l0,Federico,Redondo Solari,Federico,Redondo,NaN,F. Redondo,Argentina,2vovxa97k7v7ofa85dah2xktb,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2003-01-18,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,188.0,78.0,right,55.0,active,yes,NaN
bmuuex6k6mwfnqmvvq4ai0f10,Yannick,Bright,Yannick,Bright,NaN,Y. Bright,Italy,25f2cmb2r8mk5rj92tzer6kvv,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-09-03,Milano,Italy,25f2cmb2r8mk5rj92tzer6kvv,183.0,NaN,NaN,42.0,active,yes,NaN
bn5ic0uuxaupf6hs2tgqqq0b8,Santiago,Morales,Santiago,Morales,NaN,S. Morales,USA,7hr2f89v44y65dyu9k92vprwn,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2007-02-09,Santa Cruz de Tenerife,Spain,49ih1pwv3ahshdf8uzrimi54c,170.0,67.0,right,81.0,active,yes,NaN
bo9momaa9orr52cbwpt348t90,Ryan Joseph,Sailor,Ryan,Sailor,NaN,R. Sailor,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1998-11-27,Highlands Ranch,USA,7hr2f89v44y65dyu9k92vprwn,193.0,NaN,right,15.0,active,yes,NaN
bqbt9eix8zlp6rxzxofl6rjmc,Diego Alexander,Gómez Amarilla,Diego,Gómez,NaN,D. Gómez,Paraguay,4snnlul02xmgkkb024q2bqyn9,NaN,NaN,Midfielder,player,2003-03-27,San Juan Bautista,Paraguay,4snnlul02xmgkkb024q2bqyn9,183.0,77.0,right,20.0,active,yes,NaN
c1fvknrf94i05q738d5r7vmdw,Tyler Austin,Hall,Tyler,Hall,NaN,T. Hall,USA,7hr2f89v44y65dyu9k92vprwn,Guyana,zpgq0l9kubdo7r4zonkowr1c,Defender,player,2006-02-05,Miramar,USA,7hr2f89v44y65dyu9k92vprwn,178.0,NaN,right,26.0,active,yes,NaN
c5ryhn04g9goikd0blmh83aol,Lionel Andrés,Messi Cuccittini,Lionel,Messi,NaN,L. Messi,Argentina,2vovxa97k7v7ofa85dah2xktb,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1987-06-24,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,170.0,67.0,left,10.0,active,yes,NaN
calrbl0kagr6zgnw2l8k626s5,Sergio,Busquets Burgos,Sergio,Busquets,NaN,Sergio Busquets,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1988-07-16,Badia del Vallès,Spain,49ih1pwv3ahshdf8uzrimi54c,189.0,74.0,right,5.0,active,yes,NaN
cill28qniq1r7s5xy7eli31wq,Leonardo,Campana Romero,Leonardo,Campana,NaN,L. Campana,Ecuador,6pyj2bytt2osbjk69owzfehcg,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-07-24,Guayaquil,Ecuador,6pyj2bytt2osbjk69owzfehcg,188.0,74.0,left,8.0,active,yes,NaN
cjjvy22j5q0piz5omn2tf18us,José,Casas de Abadal,Pep,Casas,NaN,Pep Casas,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,2000-06-20,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,178.0,NaN,NaN,82.0,active,yes,NaN
cliiemf1ih37qhh1wi1olk9ka,Ryan,Carmichael,Ryan,Carmichael,NaN,R. Carmichael,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,NaN,NaN,Attacker,player,2001-08-03,Madden,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,180.0,NaN,left,91.0,active,yes,NaN
d1e82ijf1k8jt10dxrrqfslw5,Julian Emil Kurt,Gressel,Julian,Gressel,NaN,J. Gressel,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-12-16,Neustadt an der Aisch,Germany,36min0qztu8eydwvpv8t1is0m,185.0,84.0,right,24.0,active,yes,NaN
d92yjctlxrjuk1wem4nmq00k5,Luis Alberto,Suárez Díaz,Luis,Suárez,NaN,L. Suárez,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1987-01-24,Salto,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,182.0,72.0,right,9.0,active,yes,NaN
e076q290ab1o6qz9vthl2c0a2,Harvey James,Neville,Harvey,Neville,NaN,H. Neville,Republic of Ireland,63nepb66un7juhglo2g6rezcl,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2002-06-26,Manchester,England,1fk5l4hkqk12i7zske6mcqju6,181.0,NaN,right,0.0,active,no,NaN
ec9fl6fj4s7u0hwdgexrch97t,Marcelo Alexis,Weigandt,Marcelo,Weigandt,NaN,M. Weigandt,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Defender,player,2000-01-11,Avellaneda,Argentina,2vovxa97k7v7ofa85dah2xktb,175.0,74.0,right,57.0,active,yes,NaN
eyks55tzqu6xmvgvhypzhlwr8,Tomás Agustín,Avilés Mancilla,Tomás,Avilés,NaN,T. Avilés,Argentina,2vovxa97k7v7ofa85dah2xktb,Chile,32tb8d7824xg4i0ybxzssczu0,Defender,player,2004-02-03,Río Gallegos,Argentina,2vovxa97k7v7ofa85dah2xktb,186.0,72.0,right,6.0,active,yes,NaN
f3kkvtqfy4bu1w9m1wpnmdfc9,Robert,Robinson Belmar,Robbie,Robinson,NaN,R. Robinson,USA,7hr2f89v44y65dyu9k92vprwn,Chile,32tb8d7824xg4i0ybxzssczu0,Attacker,player,1998-12-17,Camden,USA,7hr2f89v44y65dyu9k92vprwn,185.0,73.0,right,19.0,active,no,NaN
i5t4hnr419aricpisjxigqy2,Facundo Hernán,Farías,Facundo,Farías,NaN,F. Farías,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Midfielder,player,2002-08-28,Santa Fe,Argentina,2vovxa97k7v7ofa85dah2xktb,175.0,69.0,left,11.0,active,yes,NaN
ju24rgwcctj5yizl54o91gfe,Shanyder Antonio,Borgelin,Shanyder,Borgelin,NaN,S. Borgelin,Haiti,5mp58o38d0mr5qt8g4o6l7efg,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-10-19,Margate,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,NaN,49.0,active,yes,NaN
r94pv0sgdazy8t4c52qxpfpx,Robert Thomas,Taylor,Robert,Taylor,NaN,R. Taylor,Finland,2u07e54v5dprsugdvddpq5ync,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1994-10-21,Kuopio,Finland,2u07e54v5dprsugdvddpq5ync,182.0,78.0,right,16.0,active,yes,NaN
206pq3zqgobudaa5dfy93psr9,Ariel Daniel,Lassiter Acuña,Ariel,Lassiter,NaN,A. Lassiter,Costa Rica,48emauy3fucokp86skcs5alh8,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1994-09-27,Turrialba,Costa Rica,48emauy3fucokp86skcs5alh8,178.0,70.0,both,11.0,active,yes,Male
26uulzcbbpgdrvnf5msmqidck,Grayson Patrick,Doody,Grayson,Doody,NaN,G. Doody,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-03-20,Hermosa Beach,USA,7hr2f89v44y65dyu9k92vprwn,178.0,75.0,right,27.0,active,no,Male
3ju0ueq9ldm2cqx8cn3p4ecx5,Gabriele,Corbo,Gabriele,Corbo,NaN,G. Corbo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-01-11,Napoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,NaN,right,25.0,active,yes,Male
43ajx1lb96u9zrhoy7znznw15,Dominik,Ivilin Yankov,Dominik,Yankov,NaN,D. Yankov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2000-07-28,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,176.0,NaN,NaN,8.0,active,yes,Male
4o2odluv4usimcdtryht04zjd,Logan,Ketterer,Logan,Ketterer,NaN,L. Ketterer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1993-11-09,Madison,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,NaN,33.0,active,yes,Male
5hbw303izlf5shd2qt1615bhm,Sunusi,Ibrahim,Sunusi,Ibrahim,NaN,S. Ibrahim,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2002-10-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,14.0,active,yes,Male
6q37ge46z8a2zlsvqvpdjha6t,Samuel,Piette,Samuel,Piette,NaN,S. Piette,Canada,1iaoypzp6syf32cz9l15pzp7e,France,7gww28djs405rfga69smki84o,Midfielder,player,1994-11-12,Le Gardeur,Canada,1iaoypzp6syf32cz9l15pzp7e,171.0,73.0,right,6.0,active,yes,Male
6xt6fnmwrs7btha4d2t7wkktm,Enzo Joaquín,Sosa Romañuk,Joaquín,Sosa,NaN,J. Sosa,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2002-01-10,Fray Bentos,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,189.0,82.0,left,3.0,active,yes,Male
71awudxo6hw3at7ipgqa61d04,Matteo Claudio,Schiavoni,Matteo,Schiavoni,NaN,M. Schiavoni,Canada,1iaoypzp6syf32cz9l15pzp7e,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2005-04-09,Québec,Canada,1iaoypzp6syf32cz9l15pzp7e,177.0,67.0,right,NaN,active,no,Male
771ibrtevbxi05tgsof9r5gmi,Jonathan,Sirois,Jonathan,Sirois,NaN,J. Sirois,Canada,1iaoypzp6syf32cz9l15pzp7e,France,7gww28djs405rfga69smki84o,Goalkeeper,player,2001-06-27,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,183.0,73.0,right,40.0,active,yes,Male
7pcn6i4j0hfmtfet2isnsieax,Lassi Roni Kasperi,Lappalainen,Lassi,Lappalainen,NaN,L. Lappalainen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Midfielder,player,1998-08-24,Espoo,Finland,2u07e54v5dprsugdvddpq5ync,183.0,76.0,right,21.0,active,yes,Male
817ltkyap93lk4mew1u7p8xk9,Raheem Nathaniel Anfernee,Edwards,Raheem,Edwards,NaN,R. Edwards,Canada,1iaoypzp6syf32cz9l15pzp7e,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1995-07-17,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,173.0,68.0,left,44.0,active,yes,Male
8qcl7ywa0ye0tpf7txo4uwuwa,Nathan-Dylan,Saliba,Nathan,Saliba,NaN,N. Saliba,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,2004-02-07,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,173.0,71.0,NaN,19.0,active,yes,Male
90igoprbw0fwai385hcsrxic4,Laurent,Courtois,Laurent,Courtois,NaN,L. Courtois,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,coach,1978-09-11,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,active,yes,Male
9ckixz0zwl0km7laze2rbp2p5,Joel Robert,Waterman,Joel,Waterman,NaN,J. Waterman,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Defender,player,1996-01-24,Langley,Canada,1iaoypzp6syf32cz9l15pzp7e,185.0,78.0,right,16.0,active,yes,Male
9tvviubdnw847lrexh88yue39,Laurent,Ciman,Laurent,Ciman,NaN,L. Ciman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1985-08-05,Farciennes,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,68.0,right,NaN,active,yes,Male
a4628r4lcbkmv2ax3r69q7rpw,Kwadwo,Opoku,Kwadwo,Opoku,NaN,K. Opoku,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2001-07-13,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,70.0,NaN,7.0,active,yes,Male
aae3ewpv5n7djclylr3hmb3vu,Róbert Orri,Þorkelsson,Róbert,Thorkelsson,NaN,R. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Defender,player,2002-04-03,Reykjavík,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,188.0,NaN,left,26.0,active,no,Male
ao4mmwhqc99m6fq3b23lmau3t,Mason Vincent,Toye,Mason,Toye,NaN,M. Toye,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,1998-10-16,South Orange,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,NaN,13.0,active,no,Male
b1evw0rhzdmgcsq0a4enf0wrt,Matías Fernando,Cóccaro Ferreira,Matías,Cóccaro,NaN,M. Cóccaro,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1997-11-15,Pirarajá,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,178.0,73.0,right,9.0,active,yes,Male
b6bxaibppt85so3xkms5fksmh,Sebastian Jean-Baptiste,Breza,Sebastian,Breza,NaN,S. Breza,Canada,1iaoypzp6syf32cz9l15pzp7e,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1998-03-15,Ottawa,Canada,1iaoypzp6syf32cz9l15pzp7e,195.0,98.0,right,1.0,active,yes,Male
b8j82fisdkw2a8e1ufsc81wfe,Rida,Zouhir-Takedam,Rida,Zouhir,NaN,R. Zouhir-Takedam,Canada,1iaoypzp6syf32cz9l15pzp7e,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2003-11-23,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,73.0,NaN,18.0,active,yes,Male
c1e7y2fwgvh1kawh3hhsood7t,Ruan Gregório,Teixeira,Ruan Gregório,Teixeira,Ruan,Ruan,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Defender,player,1995-05-29,Rio de Janeiro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,174.0,65.0,right,22.0,active,yes,Male
c3dtl72eb5ejh6h7ujaspomsq,Bryce Michael,Duke,Bryce,Duke,NaN,B. Duke,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-02-28,Peoria,USA,7hr2f89v44y65dyu9k92vprwn,170.0,66.0,NaN,10.0,active,yes,Male
cjqwtxwyqdy1o1ehr8yrdbnit,Josef Alexander,Martínez Mencia,Josef,Martínez,NaN,Josef Martínez,Venezuela,1er0616j12s9yghuzvsx76d5v,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1993-05-19,Valencia,Venezuela,1er0616j12s9yghuzvsx76d5v,172.0,74.0,right,17.0,active,yes,Male
ckcyp29f4gyjpga6bcpygack4,Dawid,Bugaj,Dawid,Bugaj,NaN,D. Bugaj,Poland,27baqb7359ywdvsxxklx1kn11,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2004-07-09,Sosnowiec,Poland,27baqb7359ywdvsxxklx1kn11,185.0,80.0,right,NaN,active,yes,Male
d9t5ctkicc9ep91kfkiurilwq,Tom Mark,Pearce,Tom,Pearce,NaN,T. Pearce,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Defender,player,1998-04-12,Ormskirk,England,1fk5l4hkqk12i7zske6mcqju6,185.0,79.0,left,NaN,active,yes,Male
dht42dfvrdg7672df9flczxuc,Alessandro Simone,Biello,Alessandro,Biello,NaN,A. Biello,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,2006-04-07,NaN,USA,7hr2f89v44y65dyu9k92vprwn,185.0,NaN,NaN,38.0,active,yes,Male
djau5chcmoyiyq28jt9ypzh4a,Ousman Saikou,Jabang,Ousman,Jabang,NaN,O. Jabang,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-03-29,NaN,USA,7hr2f89v44y65dyu9k92vprwn,187.0,73.0,NaN,23.0,active,no,Male
doty4jwj97b4xew8id7on0cgk,Ilias,Iliadis,Ilias,Iliadis,NaN,I. Iliadis,Greece,6lpgd60z890no2v46zdecrcss,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2001-03-21,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,176.0,NaN,NaN,5.0,active,yes,Male
dsb8azg9lfy7wsri3k7nkfhg4,Jules-Anthony,Vilsaint,Jules-Anthony,Vilsaint,NaN,J. Vilsaint,Canada,1iaoypzp6syf32cz9l15pzp7e,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2003-01-06,Montreal,Canada,1iaoypzp6syf32cz9l15pzp7e,190.0,NaN,NaN,28.0,active,yes,Male
eb5gnc53xeybw4q02lijnamay,Mathieu,Choinière,Mathieu,Choinière,NaN,M. Choinière,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,Midfielder,player,1999-02-07,Saint-Jean-sur-Richelieu,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,68.0,right,29.0,active,yes,Male
ebhq4fl7e2p1zwhwpeu65a4iy,George Hampton,Campbell,George,Campbell,NaN,G. Campbell,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-06-22,Atlanta,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,NaN,24.0,active,yes,Male
f4al3nowwztqiahielosizwq2,Fernando Antonio,Álvarez Amador,Fernando,Álvarez,NaN,F. Álvarez,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,2003-08-24,New York,USA,7hr2f89v44y65dyu9k92vprwn,187.0,85.0,NaN,4.0,active,yes,Male
wb378lycyv8zugufh17uplud,Victor,Mugubi Wanyama,Victor,Wanyama,NaN,V. Wanyama,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,NaN,NaN,Midfielder,player,1991-06-25,Nairobi,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,188.0,80.0,right,2.0,active,yes,Male
1e2rcqui6mxvgyrsha9fr1ai2,Till Jasper,Löffelsend,Jasper,Löffelsend,NaN,J. Löffelsend,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,1997-09-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,NaN,right,21.0,active,yes,Male
1e9pmgwavcrxus1a8yommuolw,Moïse,Bombito Lumpungu,Moïse,Bombito,NaN,M. Bombito,Canada,1iaoypzp6syf32cz9l15pzp7e,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,2000-03-30,Montreal,Canada,1iaoypzp6syf32cz9l15pzp7e,190.0,83.0,right,64.0,active,yes,Male
1keonaeqvrkqhbw9sjaaxsff8,Jackson,Travis,Jackson,Travis,NaN,J. Travis,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2004-02-23,Jackson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,99.0,active,yes,Male
1o5qnb5ktq4u6t11lj3fqntg,Adam James,Beaudry,Adam,Beaudry,NaN,A. Beaudry,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2006-04-18,O'Fallon,USA,7hr2f89v44y65dyu9k92vprwn,188.0,NaN,NaN,31.0,active,yes,Male
1s1fyh1gza8ll4aeenib2vmcp,Jonathan Jeremy,Lewis,Jonathan,Lewis,NaN,J. Lewis,USA,7hr2f89v44y65dyu9k92vprwn,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1997-06-04,Atlanta,USA,7hr2f89v44y65dyu9k92vprwn,170.0,68.0,NaN,7.0,active,yes,Male
1v39pm9r5ela9fe63tlsq3tka,Oliver,Love Larraz,Oliver,Larraz,NaN,O. Larraz,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-09-16,NaN,USA,7hr2f89v44y65dyu9k92vprwn,178.0,63.0,NaN,18.0,active,yes,Male
2unnytu55d7lvws7h3r86yhud,Marko,Ilić,Marko,Ilic,NaN,M. Ilić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1998-02-03,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,81.0,right,1.0,active,no,Male
33l6xyx4nhswaphl9ha38yx9l,Alhassan,Abubakar,Lalas,Abubakar,NaN,L. Abubakar,Ghana,2q2sw72utw5gu9t5y4knckwba,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-12-25,Kumasi,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,82.0,NaN,6.0,active,yes,Male
34wufspo6zerdhewo82hbszmy,Ralph-William Johnson,Priso-Mbongue,Ralph,Priso-Mbongue,NaN,R. Priso,Canada,1iaoypzp6syf32cz9l15pzp7e,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2002-08-02,Toronto,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,80.0,NaN,97.0,active,no,Male
3gzatxlefe9axcrqyllbtrzmc,Ethan,Bandré,Ethan,Bandré,NaN,E. Bandré,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1998-09-14,NaN,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,NaN,41.0,active,yes,Male
4x3md4d2zvyvxlhtqp0ocvmqx,Rémi,Cabral,Rémi,Cabral,NaN,R. Cabral,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1999-07-10,Paris,France,7gww28djs405rfga69smki84o,183.0,79.0,NaN,NaN,active,no,Male
5odgmdtpkte7j2674it4hpqs5,Alexander Joseph,Gersbach,Alex,Gersbach,NaN,A. Gersbach,Australia,u5ieemi69z72c3bgczyy68lo,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1997-05-08,Auburn,Australia,u5ieemi69z72c3bgczyy68lo,183.0,73.0,left,16.0,active,no,Male
5u6h6cptsad9e6n4uv76q0fl5,Samuel Marqus Lloyd,Vines,Sam,Vines,NaN,S. Vines,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1999-05-31,Colorado Springs,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,left,3.0,active,yes,Male
6kfmf44wdx1btf9mwqdmo36z8,Wayne Alix,Frederick II,Wayne,Frederick II,NaN,W. Frederick,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2004-06-13,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,24.0,active,yes,Male
6pgcyaivg3sjcm6jju4nn3omi,Cole John,Bassett,Cole,Bassett,NaN,C. Bassett,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-07-28,NaN,USA,7hr2f89v44y65dyu9k92vprwn,180.0,68.0,both,23.0,active,yes,Male
7yfqbj33r0hi0scz89ckt9bs9,Omir Guadalupe,Fernandez Mosso,Omir,Fernandez,NaN,O. Fernandez,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,1999-02-08,New York,USA,7hr2f89v44y65dyu9k92vprwn,170.0,64.0,NaN,11.0,active,yes,Male
8iak9g0hidtul7s5b298x7wq2,Calvin,Harris,Calvin,Harris,NaN,C. Harris,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,Attacker,player,2000-03-20,Middlesbrough,England,1fk5l4hkqk12i7zske6mcqju6,183.0,73.0,NaN,14.0,active,yes,Male
8p3y7tm4lzwp39tojonnohaay,Nathaniel,Jones,Nate,Jones,NaN,N. Jones,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-08-23,Gig Harbor,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,56.0,active,yes,Male
8qqehla9xvhut6uua4a0zcju2,Sebastian Sun,Anderson,Sebastian,Anderson,NaN,S. Anderson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-08-08,Sacramento,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,right,22.0,active,yes,Male
72upvctajyq3fix38nc9mahre,Keegan Monroe,Hughes,Keegan,Hughes,NaN,K. Hughes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-07-22,Newark,USA,7hr2f89v44y65dyu9k92vprwn,191.0,81.0,NaN,22.0,active,no,Male
8y8pi7ah50adhalt8dl060hyh,Sidnei Wilson,Vieira David Tavares,Sidnei Wilson Vieira David,Tavares,Sidnei Tavares,Sidnei Tavares,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,2001-09-29,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,NaN,NaN,active,no,Male
97i3lzameygmj2stw819k8nsa,Lamine,Diack,Lamine,Diack,NaN,L. Diack,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Midfielder,player,2000-11-15,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,186.0,NaN,right,8.0,active,no,Male
ajrr99t1qsj4sy5zcx0t5ksgk,Kimani Aidan,Stewart-Baynes,Kimani,Stewart-Baynes,NaN,K. Stewart-Baynes,Canada,1iaoypzp6syf32cz9l15pzp7e,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,Attacker,player,2005-01-17,NaN,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,175.0,NaN,right,27.0,active,yes,Male
at9jab3qv8j4azup6qd5ggui2,Daniel Alonso,Chacón Salas,Daniel,Chacón,NaN,D. Chacón,Costa Rica,48emauy3fucokp86skcs5alh8,NaN,NaN,Defender,player,2001-04-11,Turrialba,Costa Rica,48emauy3fucokp86skcs5alh8,183.0,69.0,right,42.0,active,no,Male
b8vbhw29ucubzzmgv0nge1omh,Djordje Aleksandar,Mihailović,Djordje,Mihailovic,NaN,D. Mihailović,USA,7hr2f89v44y65dyu9k92vprwn,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-11-10,Jacksonville,USA,7hr2f89v44y65dyu9k92vprwn,177.0,70.0,right,10.0,active,yes,Male
btqe4tigm004n7dj039au2sfe,Darren Kissy,Yapi,Darren,Yapi,NaN,D. Yapi,USA,7hr2f89v44y65dyu9k92vprwn,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-11-19,Denver,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,NaN,77.0,active,yes,Male
