id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,weight,knownName
a3jetivxcnpp4z36nhboz5ysq,Santeri,Haarala,Santeri,Haarala,Male,S. Haarala,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1999-12-17,Tampere,Finland,2u07e54v5dprsugdvddpq5ync,180.0,NaN,29.0,2024-08-22Z,active,no,2025-08-29Z,NaN,NaN,NaN,NaN
ab3og2sas7q4czd31wbdbnro,Keita,Kosugi,Keita,Kosugi,Male,K. Kosugi,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2006-03-18,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,168.0,NaN,27.0,2024-03-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
acxr2b6ka5618i54tw6aeo55g,Carl,Selfvén,Carl,Selfvén,Male,C. Selfvén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2007-03-30,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,171.0,right,NaN,2025-04-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
aklu4afzffv8ggxwn5wm5wphw,Alexander,Anderson,Alexander,Anderson,Male,A. Anderson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2010-04-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,34.0,2025-05-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
bhaqw4112j43c753dlxhy61ud,Daniel Tom John,Stensson,Daniel,Stensson,Male,D. Stensson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1997-03-24,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,left,13.0,2024-08-13Z,active,yes,NaN,NaN,NaN,76.0,NaN
bv57jiquzqjnzuxzw5r663aad,Adam Mikael Sven,Ståhl,Adam,Ståhl,Male,A. Ståhl,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-10-08,Borås,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,18.0,2024-07-24Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,75.0,NaN
cprmadcy942qhykcpsv02ri1g,Bo Åsulv,Hegland,Bo,Hegland,Male,B. Hegland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-06-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,right,16.0,2025-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
csd7qb9u0a9am2ltse9w31uz8,Theo Andreas,Bergvall,Theo,Bergvall,Male,T. Bergvall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2004-09-21,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,12.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
d5jgrd0clyl4rskqu6j8hcwkp,Filip,Manojlović,Filip,Manojlovic,Male,F. Manojlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1996-04-25,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,197.0,right,45.0,2025-03-25Z,active,yes,NaN,NaN,NaN,82.0,NaN
dkc69jkzi4e9ysgmwldz249as,Arttu Matias,Siltanen,Matias,Siltanen,Male,M. Siltanen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-03-29,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,20.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
dvl8q7nwvz3o6d73220d1ag2d,Tokmac,Chol Nguen,Tokmac,Nguen,Male,T. Nguen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1993-10-20,Kakuma,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,174.0,right,10.0,2024-03-25Z,active,yes,NaN,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,60.0,NaN
e2bwgf3vzvv1rrfz39amdyrit,Malkolm Johan Henrik,Nilsson Säfqvist,Malkolm,Nilsson Säfqvist,Male,M. Nilsson Säfqvist,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1993-08-03,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,193.0,right,30.0,2024-02-01Z,active,yes,NaN,NaN,NaN,84.0,NaN
e5oacvmfe0ig0vfrk0oxaqcq1,Nino,Žugelj,Nino,Zugelj,Male,N. Žugelj,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,2000-05-23,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,188.0,left,23.0,2025-02-05Z,active,yes,NaN,NaN,NaN,77.0,NaN
ebhyx7fm13sy9qjf4vylzg89h,Jacob Hugo,Une Larsson,Jacob,Une Larsson,Male,J. Une Larsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1994-04-08,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,4.0,2023-07-01Z,active,yes,NaN,NaN,NaN,80.0,NaN
1a112nxaob06fjynlat625u96,Kevin Kristoffer,Holmén,Kevin,Holmén,Male,K. Holmén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2001-12-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,NaN,18.0,2025-01-29Z,active,yes,NaN,NaN,NaN,78.0,NaN
1bufat0ubgsc88lkybvxb1bs9,Chovanie Shakur,Amatkarijo,Chovanie,Amatkarijo,Male,C. Amatkarijo,Sint Maarten,gnkn1sv5xekg2ys63m9omyid,Attacker,player,1999-05-20,Den Haag,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,26.0,2023-08-30Z,active,no,2025-07-20Z,Netherlands,6hzi5pltnz67q4la8yli9qfv6,69.0,NaN
1f03ggyn270enrrugwf06eaxh,Kenneth,Gustafsson,Kenneth,Gustafsson,Male,K. Gustafsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,assistant coach,1983-09-15,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,left,NaN,2023-07-23Z,active,yes,NaN,NaN,NaN,84.0,NaN
26r92ir1kuhpz478ptjul5hqs,Mohamed Fathi,Bawa,Mohamed,Bawa,Male,M. Bawa,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-07-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,NaN,27.0,2024-11-09Z,active,no,2025-07-25Z,NaN,NaN,64.0,NaN
3jlmyiedablbgw6gdcy9xh1ck,Elias,Yonan,NaN,NaN,Male,E. Yonan,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2010-01-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,left,NaN,2025-08-19Z,active,no,2025-08-20Z,NaN,NaN,NaN,NaN
3s86186xnukjddv1sqf3pvl9m,Kees Edward,Smids Sims,Kees,Sims,Male,K. Sims,New Zealand,wcq2y28a27syx5do1k2i2nj8,Goalkeeper,player,2003-03-27,NaN,New Zealand,wcq2y28a27syx5do1k2i2nj8,194.0,right,13.0,2024-02-01Z,active,yes,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,82.0,NaN
4nx0njulsjs2hegiee011dxpl,Robin Sixten,Frej,Robin,Frej,Male,R. Frej,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1998-04-07,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,NaN,12.0,2023-02-14Z,active,yes,NaN,NaN,NaN,NaN,NaN
4psxc0t1nm2o7a984utuzwciy,Ibrahim Yalatif,Diabate,Ibrahim,Diabate,Male,I. Diabate,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1999-11-17,Bouaké,Côte d'Ivoire,tin6kf561ywonqan0mettr98,185.0,NaN,19.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
5ijbt4bhic3y1zasavky12311,August Nils Tomas,Wängberg,August,Wängberg,Male,A. Wängberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1993-12-30,Vienna,Austria,hcs1bd49qliqqity6o268jyt,180.0,right,6.0,2017-08-07Z,active,yes,NaN,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN
6dljoel48bfd9nsmmnkck3owl,Erik Lucas,Hedlund,Lucas,Hedlund,Male,L. Hedlund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1998-08-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,NaN,28.0,2024-07-01Z,active,yes,NaN,NaN,NaN,70.0,NaN
6ivuk1j53ybmv5hhzp55ybzzd,Gustav Hans,Lundgren,Gustav,Lundgren,Male,G. Lundgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1995-04-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,left,9.0,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
6nh2bvbggqul1m3t1gv9k7pqs,Anes,Čardaklija,Anes,Cardaklija,Male,A. Čardaklija,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2005-07-05,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,both,22.0,2022-06-17Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,75.0,NaN
7ctf2925tg7mc3a05unhxsd1w,Harun Mohammed,Ademnur Ibrahim,Harun,Ibrahim,Male,H. Ibrahim,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2003-02-26,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,right,32.0,2025-01-31Z,active,no,2025-09-09Z,Ethiopia,5rbnsdndc8mp36d76dwuzd2ow,70.0,NaN
7d9e5tvw9ghew36m4mh2nr23u,William,Milovanovic,William,Milovanovic,Male,W. Milovanovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-05-06,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,8.0,2024-02-01Z,active,yes,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,75.0,NaN
7dmds4lypujpabtrl4aef7sdm,Chisomnazu Chika,Chidi,Chisomnazu,Chidi,Male,C. Chidi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2000-08-24,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,20.0,2025-01-01Z,active,no,2025-07-28Z,NaN,NaN,75.0,NaN
7wesnkwthjcluc9b83s8ab1g4,Oskar Erik,Ågren,Oskar,Ågren,Male,O. Ågren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1998-09-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,NaN,4.0,2025-01-29Z,active,yes,NaN,NaN,NaN,82.0,NaN
84w4t01s1bykvkanduz20q4q2,Victor Keith,Astor,Victor,Astor,Male,V. Astor,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2001-07-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,30.0,2025-02-13Z,active,no,2025-08-14Z,NaN,NaN,NaN,NaN
8avm1vadcnc6nkjhwmok5dyhh,Filip Carl David,Gustafsson,Filip,Gustafsson,Male,F. Gustafsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-03-09,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,NaN,14.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8xzo0zbqjisgiyqdavswqzvmd,Fredrik Jakob,Holmberg,Fredrik,Holmberg,Male,F. Holmberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1979-11-03,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,NaN,NaN,2021-11-20Z,active,yes,NaN,NaN,NaN,77.0,NaN
9shzoahw01069twqf1vu6nb4k,Róbert Frosti,Þorkelsson,Róbert,Thorkelsson,Male,R. Þorkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-08-18,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,17.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
ahr3avkrl0oxk5r7hhsw2tiqc,Shalom,Ekong,Shalom,Ekong,Male,S. Ekong,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-11-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,21.0,2025-08-19Z,active,yes,NaN,NaN,NaN,NaN,Shalom Ekong
av9lz5umeimwlq7v4q4d7twr8,Anton,Kurochkin,Anton,Kurochkin,Male,A. Kurochkin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-07-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,right,27.0,2025-08-29Z,active,yes,2025-12-31Z,Russia,7kfg68kh6n16fs4ap3xjiudr,69.0,NaN
aybt4s09eeonv6pdk2v9c9v6c,Amin,Boudri,Amin,Boudri,Male,A. Boudri,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-09-29,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,176.0,NaN,10.0,2024-02-01Z,active,yes,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,75.0,NaN
b3jbj4ayr4x1x0ynt9dcu5u6s,Filip Ludwig,Beckman,Filip,Beckman,Male,F. Beckman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2003-02-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,198.0,NaN,24.0,2023-01-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
bi57bgog4e5pmkde5tl4bvxg4,Rasmus Patrik,Niklasson Petrovic,Rasmus,Niklasson Petrovic,Male,R. Niklasson Petrovic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-05-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,16.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
bi5afrvo7cv1elj9wxyn5vsut,Jonas Keijo Antti,Lindberg,Jonas,Lindberg,Male,J. Lindberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1989-03-24,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,left,25.0,2021-07-15Z,active,yes,NaN,NaN,NaN,70.0,NaN
bqid9rom7z7zb9kf10ft9ao7o,Per Axel Nils,Henriksson,Axel,Henriksson,Male,A. Henriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-04-16,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,NaN,21.0,2022-03-04Z,active,no,2025-08-06Z,NaN,NaN,NaN,NaN
c8uz8jj2xzomls23oz4rcuiqy,Kent Joackim Håkon,Fagerjord,Joackim,Fagerjord,Male,J. Fagerjord,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-07-22,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,179.0,NaN,7.0,2019-12-11Z,active,yes,NaN,NaN,NaN,NaN,NaN
cohoa4iah4atz17vli0pnytqs,Pierre Erik Simon,Sjöholm,Simon,Sjöholm,Male,S. Sjöholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-04-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,NaN,31.0,2022-06-17Z,active,yes,NaN,NaN,NaN,NaN,NaN
cpamr0c0qq5lf5u6de1cbvgx6,Edvin,Bećirović,Edvin,Becirovic,Male,E. Bećirović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2000-03-29,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,11.0,2024-01-01Z,active,yes,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,76.0,NaN
edatfi2nang3az8b8mf49o1ec,Denis,Krivosic,Denis,Krivosic,Male,D. Krivosic,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2007-01-09,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2024-07-21Z,active,yes,NaN,NaN,NaN,NaN,NaN
eoowzlkwfxz3rxyskl65m4jbp,Nils Daniel,Bengtsson,Daniel,Bengtsson,Male,D. Bengtsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2008-03-01,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,29.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
f10q2mnvhe30a9au85fjnnt3o,Mats Robin,Wendin Thomasson,Robin,Wendin Thomasson,Male,R. Wendin Thomasson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-03-26,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,left,5.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
f1qvh9qszr743tj8zb3kcvaei,Matteo Camillo Paul,de Brienne,Matteo,de Brienne,Male,M. de Brienne,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,2002-05-22,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,170.0,left,2.0,2025-01-29Z,active,yes,NaN,NaN,NaN,69.0,NaN
kod0xzh15xxa52700ufz7kyd,Mërgim,Krasniqi,Mërgim,Krasniqi,Male,M. Krasniqi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1992-08-23,Borås,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,left,1.0,2022-02-04Z,active,yes,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,80.0,NaN
22760086vtvx2xulry32q21hw,Emmanuel Kwaku,Yeboah,Emmanuel,Yeboah,Male,E. Yeboah,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2003-02-25,Sunyani,Ghana,2q2sw72utw5gu9t5y4knckwba,188.0,right,99.0,2025-07-17Z,active,yes,2026-06-30Z,NaN,NaN,60.0,NaN
eyn7izezzer5izneismz7dm8l,Per Samuel,Frick,Per,Frick,Male,P. Frick,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,1992-04-14,Kil,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,17.0,2014-01-01Z,active,yes,NaN,NaN,NaN,81.0,NaN
2iaisohuaaw7ioyox0d9zuvl6,Paweł,Chrupałła,Pawel,Chrupalla,Male,P. Chrupałła,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2003-03-16,Szprotawa,Poland,27baqb7359ywdvsxxklx1kn11,183.0,left,20.0,2025-01-29Z,active,no,2025-08-29Z,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN
2s9ra3bnhkcid5uz7abhdhr6d,Marcus Jonas,Munuhe Olsson,Marcus,Olsson,Male,M. Olsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1988-05-17,Gävle,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,left,21.0,2022-01-28Z,active,yes,NaN,NaN,NaN,68.0,NaN
2trecv075gi4o78mfuyh4xiol,Anton Tim Gösta,Rönning,Tim,Rönning,Male,T. Rönning,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1999-02-15,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,201.0,right,1.0,2024-02-01Z,active,yes,NaN,NaN,NaN,91.0,NaN
2zdo4u2pwmr6azrzsc9uq2h1x,Per,Olsson,Per,Olsson,Male,P. Olsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,assistant coach,1966-08-25,Skutskär,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2021-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN
3xpfng5pdiv25frh985emkl5g,Oliver,Kapsimalis,Oliver,Kapsimalis,Male,O. Kapsimalis,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2007-06-20,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,32.0,2025-05-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
50lgk1ltx6eqz00crmbag4dn8,Vincent Gunnar,Johansson,Vincent,Johansson,Male,V. Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2006-02-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-08-20Z,active,yes,NaN,NaN,NaN,NaN,NaN
5h0by2ot7i2z6daqdqj6nyiqy,André Peder,Boman,André,Boman,Male,A. Boman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-11-15,Varberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,17.0,2025-01-29Z,active,yes,NaN,NaN,NaN,71.0,NaN
7mz7oowup48ck6341iwfoamtw,Johan,Lindholm,Johan,Lindholm,Male,J. Lindholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,coach,1988-03-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2024-08-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
7q001jk9hk2ylv31sv48fv7dg,Nils Albin,Ahlstrand,Albin,Ahlstrand,Male,A. Ahlstrand,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2004-03-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,10.0,2022-01-01Z,active,yes,NaN,NaN,NaN,64.0,NaN
87x84p759ef1d1qyffeghbp3p,Tim Anders Junior,Erlandsson,Tim,Erlandsson,Male,T. Erlandsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1996-12-25,Halmstad,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,right,12.0,2024-02-01Z,active,yes,NaN,NaN,NaN,91.0,NaN
8uzx6yb66zjn0ke2rwqlg7wus,Mel Yannick Joel,Agnero,Yannick,Agnero,Male,Y. Agnero,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2003-02-20,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,184.0,right,9.0,2024-08-01Z,active,no,2025-09-01Z,NaN,NaN,NaN,NaN
9bmo8w8t7slkzbb5owilyoqju,Gustav Martin,Friberg,Gustav,Friberg,Male,G. Friberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2002-09-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,left,15.0,2025-01-01Z,active,yes,NaN,NaN,NaN,69.0,NaN
9hybzhhut4ac2xinqk7kzzpwp,Rami,Kaib,Rami,Kaib,Male,R. Kaib,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Defender,player,1997-05-08,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,left,24.0,2025-07-15Z,active,yes,2025-12-31Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,63.0,NaN
9qebp1745dtdjh5kg5n4wfq7e,Rocco Angelo,Ascone,Rocco,Ascone,Male,R. Ascone,France,7gww28djs405rfga69smki84o,Midfielder,player,2003-09-12,NaN,France,7gww28djs405rfga69smki84o,180.0,left,27.0,2025-08-05Z,active,yes,2025-12-31Z,Italy,25f2cmb2r8mk5rj92tzer6kvv,67.0,NaN
9uumw2ntt4397bee2p3m2qdt6,Gabriel Carl,Wallentin,Gabriel,Wallentin,Male,G. Wallentin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-04-03,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,3.0,2022-12-01Z,active,yes,NaN,NaN,NaN,80.0,NaN
atxo9oz3czimyk1t4xigfrkrt,Villiam John Morgan,Granath,Villiam,Granath,Male,V. Granath,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-09-14,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,11.0,2023-02-01Z,active,yes,NaN,NaN,NaN,78.0,NaN
b248ue8bteo0awvp627dokd0,Bleon,Kurtulus,Bleon,Kurtulus,Male,B. Kurtulus,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2007-06-24,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,right,2.0,2024-02-01Z,active,yes,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,62.0,NaN
bdw87kq6mx8rdkkpb9w5nar1m,Filip Anders Wilhelm,Schyberg,Filip,Schyberg,Male,F. Schyberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-03-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,4.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
bimyg8iqxj6wzuogzhwhokf84,Zackarias,Nilsson,Zackarias,Nilsson,Male,Z. Nilsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,2003-08-08,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,Zackarias Nilsson
boc0fz55mxb7lh244jhs4kdn8,Iddrisu,Moro,Iddrisu,Moro,Male,I. Moro,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,31.0,2025-03-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bpzni5riygngh99pfbcu8f78q,Freddy Aleksander,Damnjanovic Nilsson,Aleksander,Damnjanovic Nilsson,Male,A. Damnjanovic Nilsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2002-09-05,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,25.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
bzm752bvefjt54nj6ruf9tbtg,Erik Ludvig,Arvidsson,Ludvig,Arvidsson,Male,L. Arvidsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2008-05-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,left,29.0,2025-01-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
c36ffo382u9flu5foebt4di39,Pascal,Wiberg Gregor,Pascal,Gregor,Male,P. Gregor,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1994-02-18,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,5.0,2025-01-29Z,active,yes,NaN,NaN,NaN,74.0,NaN
c3jxdm8s5meuohhv6hthhdy0a,Naeem,Mohammed,Naeem,Mohammed,Male,N. Mohammed,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1996-11-11,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,right,18.0,2023-01-01Z,active,yes,NaN,NaN,NaN,77.0,NaN
d4nz5uqb2xsmza0ui0l20sgk,Malte,Persson,Malte,Persson,Male,M. Persson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2006-07-02,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,28.0,2025-05-17Z,active,yes,NaN,NaN,NaN,NaN,NaN
