id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName,dateOfDeath
ejuw5de99fjgrxdn79aulbm96,Chukwubuike Junior,Adamu,Junior,Adamu,Male,J. Adamu,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,2001-06-06,Kano,Nigeria,63pvdwrsiq5b07mzi8igqei9p,183.0,79.0,right,45.0,2023-07-01Z,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2024-06-30Z,NaN,NaN
f2f68n13t1nd3cjwair6jrip6,Maximilian,Rosenfelder,Max,Rosenfelder,Male,M. Rosenfelder,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-02-10,Freiburg im Breisgau,Germany,36min0qztu8eydwvpv8t1is0m,186.0,76.0,right,16.0,2021-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
f4c7tucxnmzerqbq7om07ay5m,Serge Noah,Müller,Serge,Müller,Male,S. Müller,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,2000-09-18,Zürich,Switzerland,3bh70jgvc5mn58x0byjkuda17,186.0,76.0,right,13.0,2023-07-15Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
gz65la7oddxvwztvt87to6p5,Alexander,Lungwitz,Alexander,Lungwitz,Male,A. Lungwitz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-08-04,München,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,left,3.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
jko3tgda9h65vcc014uof42y,Mika Joel,Baur,Mika,Baur,Male,M. Baur,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-07-09,Salem,Germany,36min0qztu8eydwvpv8t1is0m,172.0,62.0,both,22.0,2022-01-14Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
uxzz8l5y93421zfc7zcomjv8,Noah,Wagner,Noah,Wagner,Male,N. Wagner,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-05-05,NaN,Germany,36min0qztu8eydwvpv8t1is0m,185.0,75.0,NaN,43.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
xeybxsihh2ggg35oz4ws6jv8,Bruno Ifechukwu,Ogbus,Bruno,Ogbus,Male,B. Ogbus,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,2005-12-17,Neunkirch,Switzerland,3bh70jgvc5mn58x0byjkuda17,185.0,84.0,right,47.0,2023-11-03Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN
1o58ja394rj5bas3iq0ll1ze2,Ogechika Brian,Heil,Ogechika,Heil,Male,O. Heil,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-11-27,NaN,Germany,36min0qztu8eydwvpv8t1is0m,168.0,72.0,right,17.0,2023-08-31Z,active,no,NaN,NaN,2024-08-16Z,NaN,NaN
28kumfolswne2k2pfapjce1as,Louis,Cordes,Louis,Cordes,Male,L. Cordes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1992-12-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2020-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
2aj6bhz3zr9i4kasqpdynptk9,Thomas Petrus Johannes,Kok,Thomas,Kok,Male,T. Kok,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-05-15,Tilburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,72.0,right,6.0,2022-02-01Z,active,no,NaN,NaN,2025-01-27Z,NaN,NaN
2pr5dhz0lfsy86ka37xoeub8q,Joel,Grodowski,Joel,Grodowski,Male,J. Grodowski,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-11-30,Selm,Germany,36min0qztu8eydwvpv8t1is0m,185.0,80.0,left,9.0,2023-07-01Z,active,no,NaN,NaN,2025-01-28Z,NaN,NaN
3hm99kbt20lmfahh34h6l21re,Roman,Schabbing,Roman,Schabbing,Male,R. Schabbing,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2002-02-06,Ahaus,Germany,36min0qztu8eydwvpv8t1is0m,196.0,87.0,both,31.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
4154vbxaszanoen961roxls2y,Shaibou,Oubeyapwa,Shaibou,Oubeyapwa,Male,S. Oubeyapwa,Togo,3jiuckrqd0zejkm452st5dyq7,Midfielder,player,1993-03-27,Tchamba,Togo,3jiuckrqd0zejkm452st5dyq7,170.0,NaN,both,10.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
45qvnr0m63j9hxex5aexxsoo9,Tom,Müller,Tom,Müller,Male,T. Müller,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1997-11-27,Dessau,Germany,36min0qztu8eydwvpv8t1is0m,190.0,87.0,right,1.0,2022-07-01Z,active,no,NaN,NaN,2023-08-31Z,NaN,NaN
4htuu18g8uolcxs7d882vy4iy,Marvin,Benjamins,Marvin,Benjamins,Male,M. Benjamins,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-09-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,19.0,2023-02-04Z,active,no,NaN,NaN,2024-01-27Z,NaN,NaN
5kyeiwr8vn0payx753044z7it,Gerrit,Wegkamp,Gerrit,Wegkamp,Male,G. Wegkamp,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1993-04-13,Ochtrup,Germany,36min0qztu8eydwvpv8t1is0m,193.0,84.0,right,25.0,2021-01-04Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
5mcf7zkymdldr19tilf3j24iy,Niko,Koulis,Niko,Koulis,Male,N. Koulis,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-05-04,NaN,Germany,36min0qztu8eydwvpv8t1is0m,187.0,82.0,right,24.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
5u465nejdtitc83u1ke830yne,Jakob Benjamin,Korte,Jakob,Korte,Male,J. Korte,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-06-15,Münster,Germany,36min0qztu8eydwvpv8t1is0m,181.0,68.0,right,NaN,2023-03-03Z,active,no,NaN,NaN,2025-01-16Z,NaN,NaN
5w6sxejmlvhqy13mpg2ixfug9,Malik,Batmaz,Malik,Batmaz,Male,M. Batmaz,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-03-17,Bretten,Germany,36min0qztu8eydwvpv8t1is0m,180.0,77.0,right,23.0,2023-07-06Z,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,NaN
668yrof29rgf3srxalhu5qpk9,Dominik Patryk,Steczyk,Dominik,Steczyk,Male,D. Steczyk,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,1999-05-04,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,185.0,75.0,both,28.0,2024-02-03Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
7tfud2gz64xtctxqdls5j5979,Sebastian,Mrowca,Sebastian,Mrowca,Male,S. Mrowca,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1994-01-16,Rosenheim,Germany,36min0qztu8eydwvpv8t1is0m,177.0,79.0,both,26.0,2023-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
7zovpqen1bw4zw5w7emo9gdpm,Luca Juliano,Bazzoli,Luca,Bazzoli,Male,L. Bazzoli,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-11-01,Bad Homburg vor der Höhe,Germany,36min0qztu8eydwvpv8t1is0m,188.0,82.0,both,32.0,2023-07-01Z,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN
8gmdl8lrhpmlkds0yskmbrkr9,Maximilian,Schulze Niehues,Maximilian,Schulze Niehues,Male,M. Schulze Niehues,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1988-11-11,Warendorf,Germany,36min0qztu8eydwvpv8t1is0m,185.0,81.0,right,35.0,2011-08-01Z,retired,no,NaN,NaN,2024-06-30Z,NaN,NaN
8o20ium60v9bsmd4dzmxe6rx1,Marc,Lorenz,Marc,Lorenz,Male,M. Lorenz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1988-07-18,Münster,Germany,36min0qztu8eydwvpv8t1is0m,182.0,75.0,left,18.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
8quosjhcqb2gamfyjrlsmmk0l,Simon,Scherder,Simon,Scherder,Male,S. Scherder,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-04-02,Dreierwalde,Germany,36min0qztu8eydwvpv8t1is0m,189.0,86.0,both,15.0,2012-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
b8bq9h891eydocthfx4yvh0ph,Sascha,Hildmann,Sascha,Hildmann,Male,S. Hildmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1972-04-07,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,2020-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
bg6112j0d8nfvw1q9s97dhch6,Can Mehmet,Pohl,Can,Pohl,Male,C. Pohl,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-07-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,48.0,2023-10-29Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
c1fabiy6f0xh34bn04s7i4out,Dominik Friedrich,Schad,Dominik,Schad,Male,D. Schad,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-04,Aschaffenburg,Germany,36min0qztu8eydwvpv8t1is0m,176.0,70.0,right,22.0,2023-07-05Z,active,yes,NaN,NaN,NaN,NaN,NaN
c2mb081qp95a1prqxraybx08a,Matthias,Bräuer,Matthias,Bräuer,Male,M. Bräuer,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2004-06-15,NaN,Germany,36min0qztu8eydwvpv8t1is0m,193.0,86.0,both,33.0,2024-03-15Z,active,yes,NaN,NaN,NaN,NaN,NaN
cljppnrhvz3k98f1x2ljtvufp,Rico,Preißinger,Rico,Preißinger,Male,R. Preißinger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1996-07-21,Münchberg,Germany,36min0qztu8eydwvpv8t1is0m,185.0,78.0,both,21.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
coy56ei3400qz6r3sjiywxl2h,Yassine,Bouchama,Yassine,Bouchama,Male,Y. Bouchama,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-05-28,Essen,Germany,36min0qztu8eydwvpv8t1is0m,184.0,84.0,both,5.0,2022-07-01Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,NaN
8nav74tiebgar8hfmvgk94pd6,Niclas Tibor,Nadj,Niclas,Nadj,Male,N. Nadj,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-12-24,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,178.0,69.0,right,33.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
csm8qpwis1ov9go2grk7sxfit,Alexander,Hahn,Alexander,Hahn,Male,A. Hahn,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-01-20,Omsk,Russia,7kfg68kh6n16fs4ap3xjiudr,187.0,88.0,right,42.0,2022-07-01Z,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,2024-06-30Z,NaN,NaN
dclviq4dzyfnw1kr62mc3to4q,Darius Dacian,Ghindovean,Darius,Ghindovean,Male,D. Ghindovean,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2001-11-01,Mediaș,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,77.0,both,8.0,2022-01-31Z,active,no,NaN,NaN,2024-06-17Z,NaN,NaN
dfvji53ap80gfup5k0ise57ca,Lukas,Frenkert,Lukas,Frenkert,Male,L. Frenkert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-07-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,191.0,86.0,both,29.0,2022-01-03Z,active,no,NaN,NaN,2023-08-30Z,NaN,NaN
dub9vb67gq5dbx5n0bfretn85,Dennis,Grote,Dennis,Grote,Male,D. Grote,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1986-08-09,Kaiserslautern,Germany,36min0qztu8eydwvpv8t1is0m,183.0,73.0,left,20.0,2022-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
e2c8fxlkmqexeh9b9kx0to9d6,Daniel Kankam,Kyerewaa,Daniel,Kyerewaa,Male,D. Kyerewaa,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-10-05,Dusseldorf,Germany,36min0qztu8eydwvpv8t1is0m,173.0,72.0,right,7.0,2023-07-01Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN
eaieyyz0rr7dwpkvbj66ktzh1,Luca,Steinfeldt,Luca,Steinfeldt,Male,L. Steinfeldt,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1996-09-28,Münster,Germany,36min0qztu8eydwvpv8t1is0m,182.0,78.0,right,45.0,2023-10-07Z,active,yes,NaN,NaN,NaN,NaN,NaN
ed8csmzfjn0vp8bxlovg0dmtx,Andrew,Wooten,Andrew,Wooten,Male,A. Wooten,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1989-09-30,Bamberg,Germany,36min0qztu8eydwvpv8t1is0m,186.0,85.0,right,14.0,2022-07-01Z,active,no,NaN,NaN,2024-02-01Z,NaN,NaN
ky1gnkjil9pog0gg5b2pc4fe,Johannes,Schenk,Johannes,Schenk,Male,J. Schenk,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-01-13,Schweinfurt,Germany,36min0qztu8eydwvpv8t1is0m,191.0,85.0,right,40.0,2023-07-26Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
syqb0v22k030hb7k639ygxqt,Thorben-Johannes,Deters,Thorben,Deters,Male,T. Deters,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-08-20,Meppen,Germany,36min0qztu8eydwvpv8t1is0m,172.0,67.0,right,11.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
tq9adw3zd9lzucm2zq6xdhey,Jano,ter Horst,Jano,ter Horst,Male,J. ter Horst,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-06-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,181.0,79.0,right,27.0,2021-09-09Z,active,yes,NaN,NaN,NaN,NaN,NaN
znji80ok2dk0ohqb6m2ckvvu,Benjamin,Böckle,Benjamin,Böckle,Male,B. Böckle,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,2002-06-17,Dornbirn,Austria,hcs1bd49qliqqity6o268jyt,188.0,85.0,left,3.0,2023-08-30Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1fjlhk506s7dhjmz088c2pmnd,Leon,Bürger,Leon,Bürger,Male,L. Bürger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-11-11,NaN,Germany,36min0qztu8eydwvpv8t1is0m,181.0,71.0,both,8.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
1wf757j0e3v3bdpbc9z2tav3d,Adrian Markus,Fein,Adrian,Fein,Male,A. Fein,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-03-18,München,Germany,36min0qztu8eydwvpv8t1is0m,186.0,97.0,both,14.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
1yg3wo956cq0rbrxsb4roha09,Barne,Pernot,Barne,Pernot,Male,B. Pernot,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-06-11,Todenbüttel,Germany,36min0qztu8eydwvpv8t1is0m,188.0,81.0,right,6.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
27g2uk12uboyi580fuel5z07p,Marcel,Mehlem,Marcel,Mehlem,Male,M. Mehlem,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-03-01,Germersheim,Germany,36min0qztu8eydwvpv8t1is0m,178.0,70.0,both,8.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
2cnlpsx49dpyzfgs16t4ny1d6,Gideon Paul,Guzy,Gideon,Guzy,Male,G. Guzy,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-02-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,175.0,62.0,NaN,20.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
2tlr0ntg9gu1vbgm9si1ske6t,Alexander,Ende,Alexander,Ende,Male,A. Ende,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1979-09-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
2yrjmbzqyzdgs6sw7gqtlmzh0,Marco,Mannhardt,Marco,Mannhardt,Male,M. Mannhardt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-07-04,Trostberg,Germany,36min0qztu8eydwvpv8t1is0m,183.0,67.0,both,22.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
3quwf8qumnqd575zimle6zb3d,Tobias-Mbunjiro,Knost,Tobias-Mbunjiro,Knost,Male,T. Knost,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,Defender,player,2000-05-08,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,178.0,75.0,right,21.0,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN
3usyq1a9v6yngvhwsy1to0h2i,Robin,Friedrich,Robin,Friedrich,Male,R. Friedrich,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2003-03-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,19.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
3y3krzx5g6hxunvllkgn34b8p,Luca,Unbehaun,Luca,Unbehaun,Male,L. Unbehaun,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-02-27,Bochum,Germany,36min0qztu8eydwvpv8t1is0m,185.0,82.0,right,1.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
45qvnr0m63j9hxex5aexxsoo9,Tom,Müller,Tom,Müller,Male,T. Müller,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1997-11-27,Dessau,Germany,36min0qztu8eydwvpv8t1is0m,190.0,87.0,right,25.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
5cwxchoek8ud5wtvnt6zgq3mx,Nick,Otto,Nick,Otto,Male,N. Otto,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-05-27,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,184.0,75.0,NaN,34.0,NaN,active,no,NaN,NaN,NaN,Nick Otto,NaN
63isvya9e21s6kymo3u1qxnca,Willi Theodor,Reincke,NaN,NaN,Male,W. Reincke,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2003-05-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN
6omb83e9k9kgcigl0mehc41k9,Michel Julius,Stöcker,Michel,Stöcker,Male,M. Stöcker,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-04-14,Köln,Germany,36min0qztu8eydwvpv8t1is0m,187.0,78.0,left,24.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
6sw8khen1j7cofljf3n4him09,Marcel,Benger,Marcel,Benger,Male,M. Benger,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-07-02,Krefeld,Germany,36min0qztu8eydwvpv8t1is0m,188.0,73.0,right,23.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7tjguurexixlasgd9vi47auzu,Berkan,Taz,Berkan,Taz,Male,B. Taz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-12-19,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,175.0,72.0,both,9.0,NaN,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,NaN
7wjpl1k2hb8x71cdkof4jspud,Nicolás Marcel,Sessa,Nicolás,Sessa,Male,N. Sessa,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1996-03-23,Stuttgart,Germany,36min0qztu8eydwvpv8t1is0m,172.0,67.0,left,30.0,NaN,active,no,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,NaN
7xy9418g44o51ghiwci25k5at,Sergej,Schmik,Sergej,Schmik,Male,S. Schmik,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1989-11-27,Olgino,Germany,36min0qztu8eydwvpv8t1is0m,179.0,80.0,both,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8gtjbmdgsrf1pwqd4vmtcvcru,Fabio,Gruber,Fabio,Gruber,Male,F. Gruber,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-09-03,Augsburg,Germany,36min0qztu8eydwvpv8t1is0m,188.0,69.0,right,2.0,NaN,active,no,Peru,2uib9hdovpcye4re2l3omr4dl,NaN,NaN,NaN
8xrwbjb27vvhswu3civcbhvro,Ilya,Polyakov,Ilya,Polyakov,Male,I. Polyakov,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-03-20,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,26.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9pccniajj2cqpyxri1ret9hat,Daniel,Mikić,Daniel,Mikic,Male,D. Mikić,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1992-07-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,180.0,78.0,right,4.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
a4crm9qultu9xshpw6x9p9fys,Giulien,Kaps,Giulien,Kaps,Male,G. Kaps,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2001-11-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,left,12.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
a6eqckdoa2jncisc138dslrzd,Yari,Otto,Yari,Otto,Male,Y. Otto,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-05-27,Wolfsburg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,71.0,right,28.0,NaN,active,yes,NaN,NaN,NaN,Yari Otto,NaN
ajx87mriaideq6urhokoikjmy,Fabian,Pekruhl,Fabian,Pekruhl,Male,F. Pekruhl,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-02-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,193.0,NaN,NaN,32.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
b4sgg2lqf1hjv4jl991e0emeh,Hendrik,Mittelstädt,Hendrik,Mittelstädt,Male,H. Mittelstädt,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-12-01,Marburg,Germany,36min0qztu8eydwvpv8t1is0m,188.0,NaN,left,18.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
cbc8ue8bqu2ovajblknkx0yqx,Tom,Baack,Tom,Baack,Male,T. Baack,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1999-03-13,Essen,Germany,36min0qztu8eydwvpv8t1is0m,186.0,79.0,left,5.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
cdc9bh24us1n5691jeseuok8a,Lars,Lokotsch,Lars,Lokotsch,Male,L. Lokotsch,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1996-05-17,Bad Honnef,Germany,36min0qztu8eydwvpv8t1is0m,190.0,80.0,both,13.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
d0m1hu0zqwy5mqecux09znowl,Tim,Wiesner,Tim,Wiesner,Male,T. Wiesner,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-11-21,Dortmund,Germany,36min0qztu8eydwvpv8t1is0m,192.0,87.0,both,38.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
dmmvtfxdbolx1bih0y14xux91,Patrick,Kammerbauer,Patrick,Kammerbauer,Male,P. Kammerbauer,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1997-02-11,Raitenbuch,Germany,36min0qztu8eydwvpv8t1is0m,175.0,74.0,right,10.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
e2t7czlfwcml2cy6njmyc7cvd,Maël Vincent Lawrence,Corboz,Maël,Corboz,Male,M. Corboz,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1994-09-06,Mobile,USA,7hr2f89v44y65dyu9k92vprwn,180.0,76.0,right,27.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
ea29xnsvjd4u37ck0vphbt6fp,Torge,Paetow,Torge,Paetow,Male,T. Paetow,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-08-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,188.0,85.0,both,16.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
eh1sobasut7ex6ghfg0tyykiy,Leon,Nübel,Leon,Nübel,Male,L. Nübel,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2004-04-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,190.0,80.0,right,40.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
eqbo811or1jh9ps1llmrugpux,Oliver,Batista Meier,Oliver,Batista Meier,Male,O. Batista Meier,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-02-16,Kaiserslautern,Germany,36min0qztu8eydwvpv8t1is0m,180.0,74.0,right,17.0,NaN,active,no,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,NaN
hydefi03uwyb6ri5gisb2or9,Maximilian,Wolfram,Maximilian,Wolfram,Male,M. Wolfram,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-02-21,Zwickau,Germany,36min0qztu8eydwvpv8t1is0m,185.0,81.0,right,7.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
ig3qth6mjoq5vz2l5zsqrvje,Joscha,Wosz,Joscha,Wosz,Male,J. Wosz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-07-20,Halle,Germany,36min0qztu8eydwvpv8t1is0m,174.0,68.0,right,29.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
v3zdecrjsj2imtq3pgohblgq,Nico,Ochojski,Nico,Ochojski,Male,N. Ochojski,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-01-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,77.0,right,11.0,NaN,active,no,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN
10ht80i3r9d4suwiuai6v5clw,Matthias,Wetschka,Matthias,Wetschka,Male,M. Wetschka,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,2005-02-08,NaN,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,NaN,32.0,2024-02-22Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
