id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,foot,knownName
bpa4041uf6rhu659hwa08o1lg,Marek,Ujlaky,Marek,Ujlaky,Male,M. Ujlaky,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-12-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,13.0,2021-04-02Z,active,yes,NaN,NaN,NaN,right,NaN
bq1i8z906frmxd7upktyfcgd1,Kristián,Koštrna,Kristián,Kostrna,Male,K. Koštrna,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-12-15,Hlohovec,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,24.0,2021-01-01Z,active,no,NaN,NaN,2024-06-27Z,NaN,NaN
brwqlanf39ex63ux6brkacoru,Adrian,Zeljković,Adrian,Zeljkovic,Male,A. Zeljković,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2002-08-19,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,192.0,87.0,80.0,2023-07-17Z,active,no,NaN,NaN,2025-06-21Z,right,NaN
c8e1213ms9bucpiv6oma0jdd6,Samuel,Benovič,Samuel,Benovic,Male,S. Benovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,NaN,NaN,2024-01-01Z,active,no,NaN,NaN,2024-01-17Z,right,NaN
cxz4zddmoyebzx57afocncvoq,Philip,Azango Elayo,Philip,Azango,Male,P. Azango,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1997-05-21,Jos Plateau,Nigeria,63pvdwrsiq5b07mzi8igqei9p,166.0,75.0,11.0,2023-06-15Z,active,yes,NaN,NaN,NaN,left,NaN
d3ppqv1v0qgjcjrf6q9xlvap5,Dominik,Takáč,Dominik,Takác,Male,D. Takáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1999-01-12,Galanta,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,82.0,71.0,2017-07-01Z,active,no,NaN,NaN,2024-06-30Z,left,NaN
dez9uf8qcs4xpk7xhwxg1dizu,Sebastián,Kóša,Sebastián,Kósa,Male,S. Kóša,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-09-13,Nové Zámky,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,83.0,26.0,2020-07-18Z,active,no,NaN,NaN,2024-08-25Z,right,NaN
di3bykjf3zdw24vb03jx1bhzp,Dobrivoj,Rusov,Dobrivoj,Rusov,Male,D. Rusov,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1993-01-13,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,77.0,31.0,2018-07-01Z,retired,no,NaN,NaN,2025-06-30Z,right,NaN
dy56pvou486pnqejhjl2fxvit,Ľuboš,Kamenár,Lubos,Kamenár,Male,Ľ. Kamenár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1987-06-17,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,94.0,1.0,2023-09-28Z,active,no,NaN,NaN,2024-07-07Z,right,NaN
eim53fbgajnpydps3071jxivp,Jakub,Paur,Jakub,Paur,Male,J. Paur,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1992-07-04,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,75.0,17.0,2022-07-01Z,active,yes,NaN,NaN,NaN,right,NaN
elpc7t9fht0m7sqnllnxi3utx,Milan,Ristovski,Milan,Ristovski,Male,M. Ristovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1998-04-08,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,188.0,77.0,19.0,2021-07-15Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
eqcjn90gfhj319bzxm3d0j7jd,Filip,Bainovič,Filip,Bainovic,Male,F. Bainovič,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1996-06-23,Požarevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,176.0,76.0,25.0,2023-06-15Z,active,no,NaN,NaN,2024-08-24Z,right,NaN
etyqw24tl6zko0qarctyv6ane,Ricardo Allen,Peña Gutiérrez,Ricardo,Peña,Male,R. Peña,Costa Rica,48emauy3fucokp86skcs5alh8,Midfielder,player,2004-07-15,Puerto Limón,Costa Rica,48emauy3fucokp86skcs5alh8,185.0,NaN,14.0,2023-07-19Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
jf5ow5qxswm7urne6c6pnzkl,Michal,Ďuriš,Michal,Duris,Male,M. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-01,Uherské Hradiště,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,57.0,2024-02-15Z,active,yes,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,right,NaN
umdn1ig45tqdo40hv35pxr6d,Nicolás Ezequiel,Gorosito,Nicolás,Gorosito,Male,N. Gorosito,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,1988-08-17,Rafaela,Argentina,2vovxa97k7v7ofa85dah2xktb,186.0,79.0,4.0,2023-07-10Z,active,no,Slovakia,7dybe8679n9bgyrcxi383pq3y,2024-02-21Z,right,NaN
v626lr5c9efa4k4qd2yrhmuh,Tomislav,Krizmanić,Tomislav,Krizmanic,Male,T. Krizmanić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2001-04-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,170.0,NaN,14.0,2024-01-24Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
155qepa0t9r0h2amq1wks9uy1,Jemali-Giorgi,Jinjolava,Jemali-Giorgi,Jinjolava,Male,J. Jinjolava,Georgia,55mqz7j6585f2jhgfhn62lomr,Defender,player,2000-06-28,NaN,Georgia,55mqz7j6585f2jhgfhn62lomr,NaN,NaN,5.0,2024-01-28Z,active,no,NaN,NaN,2024-06-23Z,NaN,NaN
1cp3lyt6i2kmfl11rgz1qsn6y,Richard,Nagy,NaN,NaN,Male,R. Nagy,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-08-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,2023-06-24Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1l1d2s4beqxy6jthm3hqjodn8,Kristian,Kolembus,NaN,NaN,Male,K. Kolembus,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-04-17,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,12.0,2023-08-01Z,active,no,NaN,NaN,2023-12-31Z,NaN,NaN
2gcik2kvmxxneyjz8krgruezu,Miroslav,Gono,Miroslav,Gono,Male,M. Gono,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2000-11-01,Piešťany,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,NaN,6.0,2023-07-01Z,active,no,NaN,NaN,2025-06-30Z,NaN,NaN
2hkon87fb4tum7opwbd1rkhsk,Patrik,Richter,NaN,NaN,Male,P. Richter,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-02-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,33.0,2021-07-31Z,active,yes,NaN,NaN,NaN,NaN,NaN
2oauhtwpdagdbboxn9zylvjd,Levan,Nonikashvili,Levan,Nonikashvili,Male,L. Nonikashvili,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,1995-04-05,NaN,Georgia,55mqz7j6585f2jhgfhn62lomr,175.0,NaN,19.0,2024-01-28Z,active,no,NaN,NaN,2024-06-15Z,NaN,Levan Nonikashvili
2vd1l32utzuzqlnbu4h6toh9m,Roman,Čerepkai,Roman,Cerepkai,Male,R. Čerepkai,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2002-04-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2023-01-23Z,active,no,NaN,NaN,2024-01-03Z,NaN,NaN
33cstktniwxekbel2wnio9lg5,Matúš,Čonka,Matus,Conka,Male,M. Čonka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1990-10-15,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,174.0,79.0,90.0,2020-08-21Z,active,no,NaN,NaN,2024-06-30Z,left,NaN
3a3v4c9vvjvchf0fo2eudgktm,Jakub,Švec,Jakub,Svec,Male,J. Švec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2000-07-23,Žiar nad Hronom,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,NaN,11.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
3c1jbixfsfzjuaj2ti8jj9ihh,Marek,Kuzma,NaN,NaN,Male,M. Kuzma,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,80.0,21.0,2024-01-24Z,active,yes,NaN,NaN,NaN,NaN,NaN
3ntusyirggozgx7sgw0sthv4l,Denis,Duga,NaN,NaN,Male,D. Duga,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1994-09-05,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,NaN,14.0,2018-02-16Z,active,yes,NaN,NaN,NaN,right,NaN
3w87195oobfd8lm5fecd2cq1h,Milan,Knobloch,Milan,Knobloch,Male,M. Knobloch,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1992-08-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,92.0,34.0,2023-10-05Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
3yor6cjqtrs378ivw0rrcmzf9,Karol,Mondek,NaN,NaN,Male,K. Mondek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-06-02,Czechoslovakia,Slovakia,7dybe8679n9bgyrcxi383pq3y,167.0,65.0,16.0,2021-07-16Z,active,yes,NaN,NaN,NaN,NaN,NaN
40nwnpyjv622l29uqgzqu17je,Matúš,Chropovský,NaN,NaN,Male,M. Chropovský,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2002-06-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,18.0,2022-07-01Z,active,no,NaN,NaN,2024-06-26Z,NaN,NaN
4bvk04hinirj2jtk11jiujalm,Gergely,Tumma,Gergely,Tumma,Male,G. Tumma,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-02-10,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,2023-07-13Z,active,no,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,2025-01-06Z,NaN,NaN
4siyn95saaxmv8ooidbl72y8l,Andrija,Balić,Andrija,Balic,Male,A. Balić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1997-08-11,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,180.0,71.0,99.0,2024-01-25Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
5n94upf3h3xide4gi2rz7ch5h,Dušan,Uhrin Jr.,Dusan,Uhrin,Male,D. Uhrin,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1967-10-11,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2024-02-26Z,active,no,NaN,NaN,2024-05-25Z,NaN,NaN
5nj2knre7rml556abf96cxp0p,Soufiane,Dramé,NaN,NaN,Male,S. Dramé,France,7gww28djs405rfga69smki84o,Defender,player,1996-02-27,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,8.0,2024-01-24Z,active,no,Mali,d0v29nncgikdswlxpdq553zz,2024-06-30Z,NaN,NaN
73akea5hi9ygl6lbnd5thp79w,Patrik,Dulay,NaN,NaN,Male,P. Dulay,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-03-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,23.0,2023-05-11Z,active,no,NaN,NaN,2024-07-03Z,NaN,NaN
7lpe0cmrran5r7uqb0vamj3f8,Marek,Švec,Marek,Svec,Male,M. Švec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-12-31,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,9.0,2024-01-01Z,active,no,NaN,NaN,2024-07-03Z,NaN,NaN
7y7jthia0t3dnyj6yltmmri3u,Iuri,Tabatadze,Iuri,Tabatadze,Male,I. Tabatadze,Georgia,55mqz7j6585f2jhgfhn62lomr,Attacker,player,1999-11-29,Kutaisi,Georgia,55mqz7j6585f2jhgfhn62lomr,183.0,77.0,7.0,2024-01-28Z,active,no,NaN,NaN,2024-06-23Z,left,Iuri Tabatadze
951yqczdnsi05hcg07znbe6sp,Milan,Kvocera,Milan,Kvocera,Male,M. Kvocera,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1998-01-01,Považská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,70.0,27.0,2023-07-01Z,active,no,NaN,NaN,2023-12-29Z,NaN,NaN
9df0n3ryqxt7ied3dtm0r0el1,Michal,Hipp,Michal,Hipp,Male,M. Hipp,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1963-03-13,Nitra,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2023-11-13Z,active,no,NaN,NaN,2024-02-21Z,NaN,NaN
9ed1fc32usfs3zhe20daypixg,Robert,Stareček,NaN,NaN,Male,R. Stareček,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2004-05-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,30.0,2022-11-01Z,active,no,NaN,NaN,2024-01-19Z,NaN,NaN
9hasod4qn5dnapqhqh4ybuh1x,Matej,Slávik,Matej,Slávik,Male,M. Slávik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-08-05,Ilava,Slovakia,7dybe8679n9bgyrcxi383pq3y,192.0,NaN,1.0,2023-07-01Z,active,no,NaN,NaN,2023-12-12Z,right,NaN
a1jyvd54pckzind0a9xnsy1n9,Karol,Mészáros,Karol,Mészáros,Male,K. Mészáros,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1993-07-25,Galanta,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,68.0,10.0,2023-12-23Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
aoj5p6ten2mz4jy9l6eklsrt,Vladimír,Majdan,NaN,NaN,Male,V. Majdan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-04-07,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,69.0,2.0,2023-07-01Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
aqlfpajyqfeuzdf0zxwe46ynd,Adam,Brenkus,Adam,Brenkus,Male,A. Brenkus,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-01-08,Dolný Kubín,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,75.0,29.0,2022-07-01Z,active,no,NaN,NaN,2024-07-19Z,right,NaN
azucip6ddp6m5yo01wvuaeod1,James Michael,Weir,James,Weir,Male,J. Weir,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1995-08-04,Preston,England,1fk5l4hkqk12i7zske6mcqju6,177.0,71.0,8.0,2023-07-27Z,active,no,NaN,NaN,2023-12-19Z,right,NaN
bpys25y0d73ir08ccb9p01qwa,Patrik,Mijić,Patrik,Mijic,Male,P. Mijić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1998-11-04,Slavonski Brod,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,NaN,9.0,2023-07-14Z,active,no,NaN,NaN,2023-12-31Z,right,NaN
c4fje8ge7a2h9niwket8nytih,Filip,Balaj,Filip,Balaj,Male,F. Balaj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1997-08-02,Zlaté Moravce,Slovakia,7dybe8679n9bgyrcxi383pq3y,192.0,81.0,45.0,2023-09-01Z,active,no,NaN,NaN,2024-06-30Z,right,NaN
cuyzyls47198yknsfuuvtvhsl,Milan,Ivanka,NaN,NaN,Male,M. Ivanka,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,NaN,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2024-02-23Z,active,yes,NaN,NaN,NaN,NaN,NaN
czxqbpzavamf7vk9tkk05mw2x,Matej,Moško,NaN,NaN,Male,M. Moško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-02-26,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,192.0,83.0,39.0,2023-07-01Z,active,no,NaN,NaN,2024-06-15Z,right,NaN
da7pshxb9iy4edmooaxbebmjt,Branislav,Sluka,Branislav,Sluka,Male,B. Sluka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-01-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,17.0,2023-09-01Z,active,no,NaN,NaN,2024-02-22Z,NaN,NaN
ddw2j83zi5bmet49x7dv8k45w,Samuel,Hodúr,NaN,NaN,Male,S. Hodúr,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-05-31,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,37.0,2023-11-10Z,active,yes,NaN,NaN,NaN,NaN,NaN
dgim6o077wlggrxfw9t8tydat,Patrik,Lukáč,NaN,NaN,Male,P. Lukáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-12-05,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,85.0,1.0,2024-01-24Z,active,no,NaN,NaN,2024-06-15Z,right,NaN
dju1k1rsggcz54bivw0md7m5l,Vladimír,Cifranič,NaN,NaN,Male,V. Cifranič,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1975-10-01,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2023-06-15Z,active,no,NaN,NaN,2023-11-12Z,NaN,NaN
dnzbafthal4rwaudpc54ew5m2,Samuel,Sul'a,NaN,NaN,Male,S. Sul'a,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2000-04-12,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,2022-02-11Z,active,no,NaN,NaN,2025-06-30Z,NaN,NaN
ean6bui439la02a9sn4gm5ck5,Tomáš,Ďubek,Tomás,Dubek,Male,T. Ďubek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1987-01-22,Zvolen,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,83.0,26.0,2018-07-11Z,active,no,NaN,NaN,2024-06-30Z,left,NaN
eb8x7hgrv802sxywlq1wrhlka,Johnson,Nsumoh Kalu,Johnson,Nsumoh,Male,J. Nsumoh,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2001-06-14,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,10.0,2023-07-16Z,active,no,NaN,NaN,2023-12-17Z,NaN,NaN
11jugv1inf3t7js8o4vw8ha8k,Lekan,Okunola,NaN,NaN,Male,L. Okunola,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2003-08-04,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,8.0,2023-09-08Z,active,no,NaN,NaN,2024-06-30Z,NaN,NaN
1lxsyoos06fqbsi6skcm974a2,Adam,Danko,Adam,Danko,Male,A. Danko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2003-06-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,NaN,28.0,2023-07-01Z,active,no,NaN,NaN,2025-07-23Z,NaN,NaN
2h8ono3z5nscm9pngv3mak0oa,Roland,Galčík,Roland,Galcík,Male,R. Galčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-07-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2023-06-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
39fyeup5b7tx2b4p2kx1sllnt,Jozef,Špyrka,NaN,NaN,Male,J. Špyrka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-05-30,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,10.0,2019-01-11Z,active,no,NaN,NaN,2024-01-11Z,NaN,NaN
3bc1w51ucrvl6kice2eoojkes,Ridwan,Sanusi,Ridwan,Sanusi,Male,R. Sanusi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-09-21,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,27.0,2023-06-15Z,active,no,NaN,NaN,2024-12-31Z,NaN,NaN
3c1jbixfsfzjuaj2ti8jj9ihh,Marek,Kuzma,NaN,NaN,Male,M. Kuzma,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-22,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,80.0,29.0,2022-01-06Z,active,no,NaN,NaN,2023-12-31Z,NaN,NaN
4fuzlwry4gqghvvzem4fvxlhw,Aleksa,Marković,Alex,Markovic,Male,A. Marković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-06-10,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,18.0,2024-01-24Z,active,yes,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,NaN
4ulmyxbdy819pi7mnlxs8lrf8,Muhammed,Hydara,NaN,NaN,Male,M. Hydara,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,NaN,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,17.0,2023-10-04Z,active,no,NaN,NaN,2024-07-19Z,NaN,NaN
4wtqt7xl5c6mltvdxjc5oo0k5,Roman,Skuhravý,Roman,Skuhravy,Male,R. Skuhravý,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1975-01-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,81.0,NaN,2021-07-01Z,active,no,NaN,NaN,2024-07-06Z,right,NaN
5eqw9xo4lpkewsehpiauhsui2,Mário,Mrva,Mário,Mrva,Male,M. Mrva,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-02-16,Ružomberok,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,85.0,5.0,2024-02-08Z,active,no,NaN,NaN,2025-01-18Z,NaN,NaN
6a33ylquco39t515pwi5itk2x,Matej,Oravec,Matej,Oravec,Male,M. Oravec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-03-30,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,4.0,2022-07-01Z,active,yes,NaN,NaN,NaN,right,NaN
6csqfvbvn2v9jc3sofpx7qaga,Mikuláš,Bakaľa,Mikulás,Bakala,Male,M. Bakaľa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-01-04,Dolný Kubín,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,79.0,23.0,2018-11-02Z,active,no,NaN,NaN,2024-06-24Z,right,NaN
6fzf142lf0n3l00ctfnad9jze,Alex,Molčan,NaN,NaN,Male,A. Molčan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-03-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,2023-07-01Z,active,no,NaN,NaN,2024-01-04Z,NaN,NaN
6l5nyyhk1f31h85a0lsyb74lw,Šimon,Faško,NaN,NaN,Male,S. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,2022-10-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
6tx2gl3bxb555xzy5w7q42r8q,Martin,Talakov,Martin,Talakov,Male,M. Talakov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2003-03-09,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,19.0,2022-08-26Z,active,no,NaN,NaN,2024-12-31Z,NaN,NaN
71qm1lehurrqnmu0npfmc11m2,Richard,Ludha,NaN,NaN,Male,R. Ludha,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2000-11-08,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,1.0,2018-07-01Z,active,no,NaN,NaN,2024-01-03Z,NaN,NaN
7oycboprr3g5tsfan8lm55nca,Ivan,Rehák,NaN,NaN,Male,I. Rehák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-04-27,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,41.0,2024-01-24Z,active,no,NaN,NaN,2024-06-21Z,NaN,NaN
8fisdnvstq0pks7ppqlfsyr6c,Ousman,Kujabi,NaN,NaN,Male,O. Kujabi,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2005-11-19,Kafuta,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,2024-02-12Z,active,no,NaN,NaN,2024-02-23Z,NaN,NaN
8g66huzw03lik7hmo4tuco5jo,Filip,Mielke,Filip,Mielke,Male,F. Mielke,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-04-09,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,2022-03-11Z,active,yes,NaN,NaN,NaN,NaN,NaN
8oou13mz7ha5tajr50bhcq710,Alex,Lajčiak,NaN,NaN,Male,A. Lajčiak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-12-17,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,2024-04-06Z,active,yes,NaN,NaN,NaN,NaN,NaN
8wny8hakn0dgh86k3gaxdorje,Peter,Kováčik,Peter,Kovácik,Male,P. Kováčik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2001-12-01,Banská Bystrica,Slovakia,7dybe8679n9bgyrcxi383pq3y,174.0,70.0,20.0,2019-09-01Z,active,no,NaN,NaN,2024-06-15Z,right,NaN
92utn03a3kb2ezglbx294behg,Lamin,Sambou,NaN,NaN,Male,L. Sambou,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,2005-03-12,Sifoe,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,NaN,2024-02-16Z,active,no,NaN,NaN,2024-02-27Z,NaN,NaN
9r4kbfepg1z7ja7utufy2385w,Maksym,Khiminets,NaN,NaN,Male,M. Khiminets,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,2006-05-15,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,33.0,2024-01-24Z,active,no,NaN,NaN,2024-07-16Z,NaN,NaN
