id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,secondNationality,secondNationalityId,placeOfBirth,weight,foot,knownName
descft11h7vguts2hhezpkdg4,Veikka,Rättö,Veikka,Ratto,Male,V. Rättö,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2007-05-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
dms080jxz0q591rx2s4oyji6t,Matheus,Alves Leandro,Matheus,Alves Leandro,Male,Matheus Alves,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1993-05-19,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,187.0,9.0,active,no,NaN,NaN,NaN,92.0,NaN,Matheus Alves
dwh29tjtz9mj5mafctp2mszu2,Marin,Ljubić,Marin,Ljubic,Male,M. Ljubić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1997-10-18,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,1.0,active,no,NaN,NaN,Split,79.0,right,NaN
ebx15selv4gzvjns1eawu1yvp,Lauri Loorents,Hertsi,Loorents,Hertsi,Male,L. Hertsi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1992-11-13,Finland,2u07e54v5dprsugdvddpq5ync,169.0,22.0,active,no,NaN,NaN,NaN,66.0,NaN,NaN
eqv51942yom10ijrlqque6nyt,Juho Janne Eemeli,Pirttijoki,Juho,Pirttijoki,Male,J. Pirttijoki,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1996-07-30,Finland,2u07e54v5dprsugdvddpq5ync,195.0,15.0,active,no,NaN,NaN,Toijala,94.0,right,NaN
m5royi6oj5l5r4lygbywjsvd,Mikko,Kuningas,Mikko,Kuningas,Male,M. Kuningas,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1997-07-30,Finland,2u07e54v5dprsugdvddpq5ync,183.0,25.0,active,no,NaN,NaN,NaN,82.0,NaN,NaN
10qxrh1rh7uyhtm3scj8glqs,Niilo,Kujasalo,Niilo,Kujasalo,Male,N. Kujasalo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-03-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,57.0,active,no,NaN,NaN,NaN,NaN,left,NaN
197bjrdxo8qscw0b22je0s9as,Aaro,Toivonen,Aaro,Toivonen,Male,A. Toivonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-04-19,Finland,2u07e54v5dprsugdvddpq5ync,NaN,52.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
19xsgxk4g4gf1ickmbc92uzu,Miska,Ylitolva,Miska,Ylitolva,Male,M. Ylitolva,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-05-23,Finland,2u07e54v5dprsugdvddpq5ync,NaN,28.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
1f6219ifdeqw36jzg7dzt3l04,Francis,Etu Gerrald,Francis,Etu,Male,F. Etu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-04-10,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
20x8ylwcf047i87zjycwngel1,Valtteri,Moren,Valtteri,Moren,Male,V. Moren,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1991-06-15,Finland,2u07e54v5dprsugdvddpq5ync,185.0,16.0,active,no,NaN,NaN,NaN,71.0,NaN,NaN
2e370aazhb7tm3jqgkwc99lh,Përparim,Hetemaj,Përparim,Hetemaj,Male,P. Hetemaj,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1986-12-12,Kosovo,86u6edbqifdjsn49mbp2anw7p,179.0,56.0,active,no,Kosovo,86u6edbqifdjsn49mbp2anw7p,Skënderaj,76.0,right,NaN
2e3yktcpxvr1dxy2z1z1dolxw,Michael,Boamah,Michael,Boamah,Male,M. Boamah,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-04-16,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,97.0,active,no,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN
3900qcbovjanpy0hgputj5o89,Ossi-Pekka Juhani,Virta,Ossi,Virta,Male,O. Virta,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1988-07-09,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
3pfmoo8wtwa7pyzkenc0xj5qt,Niki Emil Antonio,Mäenpää,Niki,Mäenpää,Male,N. Mäenpää,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1985-01-23,Finland,2u07e54v5dprsugdvddpq5ync,191.0,85.0,active,yes,NaN,NaN,Espoo,86.0,right,NaN
4cooeu9zahategmvpj3zdr6xh,Santeri,Hostikka,Santeri,Hostikka,Male,S. Hostikka,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1997-09-30,Finland,2u07e54v5dprsugdvddpq5ync,183.0,7.0,active,yes,NaN,NaN,Järvenpää,NaN,NaN,NaN
4q9qes9db1l7plfu2re8q3v8,Ville,Vuorinen,Ville,Vuorinen,Male,V. Vuorinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-02-21,Finland,2u07e54v5dprsugdvddpq5ync,185.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
4sncb83ujgfmrcbi87ue333s9,Anthony,Olusanya,Anthony,Olusanya,Male,A. Olusanya,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2000-02-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,29.0,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN
520dbk81emwb7u262qivg8wyd,Kristopher,Santos Da Graça,Kristopher,Santos Da Graça,Male,Kristopher Da Graça,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Defender,player,1998-01-16,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,5.0,active,no,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Göteborg,85.0,right,Kristopher Da Graça
526wfcbkyo7f069c1bmg8oe8k,William,Grönblom,William,Grönblom,Male,W. Grönblom,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-01-13,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
52fa2w4uqqoo6pdb93xej7310,Nils,Svensson,Nils,Svensson,Male,N. Svensson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2002-05-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
5jos8v6hr086q8at9iuyhwded,Miro,Tenho,Miro,Tenho,Male,M. Tenho,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1995-04-02,Finland,2u07e54v5dprsugdvddpq5ync,190.0,15.0,active,no,NaN,NaN,Kaarina,NaN,right,NaN
5l991oj3vxvz34ntdzcw06pec,Otto,Hannula,Otto,Hannula,Male,O. Hannula,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-09-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
609lg1o39xyg5tvgfuwxm90id,Antonio,Reguero Chapinal,Antonio,Reguero Chapinal,Male,Antonio Reguero,Spain,49ih1pwv3ahshdf8uzrimi54c,Goalkeeper,player,1982-07-04,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,89.0,active,no,NaN,NaN,Madrid,80.0,NaN,NaN
6658c625f1qoa5k2luvgnqbpx,Toni,Korkeakunnas,Toni,Korkeakunnas,Male,T. Korkeakunnas,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1968-05-15,Finland,2u07e54v5dprsugdvddpq5ync,174.0,NaN,active,no,NaN,NaN,Helsinki,NaN,NaN,NaN
6jpatqcq2c2qniya8o736pwfe,Bojan,Radulović Samouković,Bojan,Radulovic,Male,B. Radulović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1999-12-29,Spain,49ih1pwv3ahshdf8uzrimi54c,191.0,9.0,active,no,NaN,NaN,Lleida,79.0,NaN,NaN
6yreepfqr0qh9o2mlglzkri6t,Roope Vilhelmi,Riski,Roope,Riski,Male,R. Riski,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1991-08-16,Finland,2u07e54v5dprsugdvddpq5ync,180.0,11.0,active,no,NaN,NaN,Askainen,70.0,right,NaN
7198rz1vtgazkeytaltke2noq,Georgios,Kanellopoulos,Georgios,Kanellopoulos,Male,G. Kanellopoulos,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,2000-01-29,Greece,6lpgd60z890no2v46zdecrcss,173.0,24.0,active,yes,NaN,NaN,Tripoli,66.0,right,NaN
72oiz92rfd5sxtpxxnqb7kpre,Oliver,Pettersson,Oliver,Pettersson,Male,O. Pettersson,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-05-13,Finland,2u07e54v5dprsugdvddpq5ync,NaN,46.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
72qulyqarfxjwzbrcqa7tkys4,Kaius,Hardén,Kaius,Hardén,Male,K. Hardén,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2004-06-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
74r7g6wijdghi1dnr994cclp1,Jesse,Öst,Jesse,Öst,Male,J. Öst,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1990-10-23,Finland,2u07e54v5dprsugdvddpq5ync,191.0,1.0,active,yes,NaN,NaN,NaN,73.0,NaN,NaN
7cfvfo7j1hdln0ef4skv57my1,Kevin,Kouassivi-Benissan,Kevin,Kouassivi-Benissan,Male,K. Kouassivi-Benissan,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1999-01-25,Finland,2u07e54v5dprsugdvddpq5ync,NaN,27.0,active,yes,Togo,3jiuckrqd0zejkm452st5dyq7,NaN,NaN,NaN,NaN
7jv2mo9fes84761ebn6437axg,David,Ezeh,David,Ezeh,Male,D. Ezeh,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-02-13,Finland,2u07e54v5dprsugdvddpq5ync,NaN,73.0,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN
7ljghcaztuhry0jka0gx0x72s,Johan Alexander,Lietsa,Johan,Lietsa,Male,J. Lietsa,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-02-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7mn880d3dieg0qb49tlzx1mfp,Lucas,Lingman,Lucas,Lingman,Male,L. Lingman,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1998-01-25,Finland,2u07e54v5dprsugdvddpq5ync,174.0,10.0,active,yes,NaN,NaN,Espoo,NaN,both,NaN
7orfbi07ytn14ir63ji93h79w,Stanislav,Baranov,Stanislav,Baranov,Male,S. Baranov,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-04-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
7pb4hvyrks628c3cbm1m7105w,Alex,Ramula,Alex,Ramula,Male,A. Ramula,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2005-01-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,78.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
828vzps62uuf2n8f6xfh3dy39,Toni,Koskela,Toni,Koskela,Male,T. Koskela,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1983-02-16,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,Helsinki,NaN,NaN,NaN
8qn89v5q0gjb5q5imnhu8ztyi,Topi,Keskinen,Topi,Keskinen,Male,T. Keskinen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-03-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,18.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
8r3xgvgtysw3a026rrhebyxre,Maksim,Stjopin,Maksim,Stjopin,Male,M. Stjopin,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-04-08,Finland,2u07e54v5dprsugdvddpq5ync,178.0,34.0,active,no,Estonia,64smib5liu1qh78iaylufxj99,NaN,NaN,left,NaN
9h6havu7okmm0qk20kgkokmi,Matti,Peltola,Matti,Peltola,Male,M. Peltola,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2002-07-03,Finland,2u07e54v5dprsugdvddpq5ync,185.0,14.0,active,no,NaN,NaN,Espoo,NaN,NaN,NaN
an77jbrily6wipsqhwliubhsl,Aleksi,Paananen,Aleksi,Paananen,Male,A. Paananen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1993-01-25,Finland,2u07e54v5dprsugdvddpq5ync,165.0,19.0,active,no,NaN,NaN,Siilinjärvi,55.0,NaN,Aleksi Paananen
anqhl7ehns6thx9ldto2jp5ud,Jukka,Raitala,Jukka,Raitala,Male,J. Raitala,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1988-09-15,Finland,2u07e54v5dprsugdvddpq5ync,181.0,22.0,active,no,NaN,NaN,Kerava,76.0,left,NaN
axhhc5rewmeuu1favq86r03it,Aapo Ilmari,Halme,Aapo,Halme,Male,A. Halme,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1998-05-22,Finland,2u07e54v5dprsugdvddpq5ync,193.0,6.0,active,yes,NaN,NaN,Helsinki,78.0,right,NaN
b8510xkwvx1o1bb7bszrgiane,Boureima Hassane,Bandé,Hassane,Bandé,Male,H. Bandé,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,1998-10-30,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,178.0,17.0,active,yes,NaN,NaN,Ouagadougou,72.0,right,NaN
beq1o3wl29kdr4qtahdij1m21,Nicholas Antero,Hämäläinen,Niko,Hämäläinen,Male,N. Hämäläinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-03-05,Finland,2u07e54v5dprsugdvddpq5ync,178.0,3.0,active,no,USA,7hr2f89v44y65dyu9k92vprwn,NaN,73.0,left,NaN
bj9su6aafe5hhp6gs8smew76y,Kai,Meriluoto,Kai,Meriluoto,Male,K. Meriluoto,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-01-02,Finland,2u07e54v5dprsugdvddpq5ync,183.0,42.0,active,no,Japan,lxyibh89lpdc0bfian1nx0xq,Pori,72.0,right,NaN
bkg34xhlps5d60dxnmpz1f55h,Pyry Henri,Hidipo Soiri,Pyry,Soiri,Male,P. Soiri,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-09-22,Finland,2u07e54v5dprsugdvddpq5ync,183.0,23.0,active,no,Namibia,5gnafp0jaansh8iqoslamuwdc,Tammisaari,66.0,right,NaN
bl6vj48jfq2s09w7sezntwgt0,Liam,Möller,Liam,Möller,Male,L. Möller,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-12-21,Finland,2u07e54v5dprsugdvddpq5ync,NaN,59.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
c538ewmcaz4z73gcftzedbob9,Atomu,Tanaka,Atomu,Tanaka,Male,A. Tanaka,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1987-10-04,Japan,lxyibh89lpdc0bfian1nx0xq,167.0,37.0,active,yes,NaN,NaN,Niigata,68.0,right,NaN
c5oixwvc8sk4fxliorsk7a311,Joona Marko Aleksi,Toivio,Joona,Toivio,Male,J. Toivio,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1988-03-10,Finland,2u07e54v5dprsugdvddpq5ync,186.0,4.0,active,yes,NaN,NaN,Sipoo,87.0,right,NaN
cn6gncw8nbyds83xx6cxbzrpw,Santeri,Silander,Santeri,Silander,Male,S. Silander,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2004-04-20,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
csob6k80nbaoi0w18kgt3endh,Filip Roberto,Rogić,Filip,Rogic,Male,F. Rogić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1993-06-14,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,8.0,active,no,Croatia,37hlakrwxyuzovaeoo4sezusp,Eskilstuna,73.0,both,NaN
cy6qm33xev5r1z15mjv69rob9,Dejan,Iliev,Dejan,Iliev,Male,D. Iliev,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Goalkeeper,player,1995-02-25,North Macedonia,1lesyxylc5eza0a4z87t9azcc,195.0,25.0,active,no,England,1fk5l4hkqk12i7zske6mcqju6,Strumica,87.0,right,NaN
mwnt0b9a1jftct5ti3honwmh,Tuomas,Ollila,Tuomas,Ollila,Male,T. Ollila,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2000-04-25,Finland,2u07e54v5dprsugdvddpq5ync,175.0,2.0,active,no,NaN,NaN,Helsinki,68.0,left,NaN
1nysj6xb60fhhjhtle8pakbo4,Arvid Axel Alonzo,Lundberg,Arvid,Lundberg,Male,A. Lundberg,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-05-24,Finland,2u07e54v5dprsugdvddpq5ync,NaN,21.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
3ihlmubpjx8k2drbmahgf0gh6,Otto,Hautamo,Otto,Hautamo,Male,O. Hautamo,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-03-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,30.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
3orh0redv58co5v3kmto42dhx,Abdulfattah Tawfiq Jaber,Asiri,Abdulfattah Tawfiq Jaber,Asiri,Male,Abdulfattah Asiri,Saudi Arabia,639nv0r2ixeusx4nzqyzb5iuq,Attacker,player,1994-02-26,Saudi Arabia,639nv0r2ixeusx4nzqyzb5iuq,166.0,45.0,active,no,NaN,NaN,Khamis Mushait,64.0,left,Abdulfattah Asiri
3t52v4yj7lw13mrb7ueg6n651,Jamie Ryan,Hopcutt,Jamie,Hopcutt,Male,J. Hopcutt,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1992-06-23,England,1fk5l4hkqk12i7zske6mcqju6,180.0,25.0,active,no,Sweden,1z6l2c33w2kyz9rdefs1d68nb,York,73.0,right,NaN
3xtbzw2dg5my9jn99xqh5gdpm,Daniel,Enqvist,Daniel,Enqvist,Male,D. Enqvist,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-09-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,4.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
4lbsym9thp3wvi9fnrfch3ip6,Elmo,Henriksson,Elmo,Henriksson,Male,E. Henriksson,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2003-03-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,81.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
4vezxh9bid6rx4z22s9acwu6t,Timi Tapio,Lahti,Timi,Lahti,Male,T. Lahti,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1990-06-28,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
596d6ros8xtxb2hhy2zh7xf6c,Max Thulani,Peterson,Max,Peterson,Male,M. Peterson,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-04-13,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
7ff08unjv9o6r744926poeve2,Kostas,Kotsopoulos,Kostas,Kotsopoulos,Male,K. Kotsopoulos,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1997-02-17,Greece,6lpgd60z890no2v46zdecrcss,177.0,20.0,active,no,NaN,NaN,Veria,NaN,right,NaN
7mtrb2q1po3bwtkfp1w4w2qxh,Jelle,van der Heyden,Jelle,van der Heyden,Male,J. van der Heyden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1995-08-31,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,32.0,active,no,NaN,NaN,Arnhem,80.0,right,NaN
7onne12jg3471w844xoyvjh79,Ariel Thierry,Ngueukam,Ariel,Ngueukam,Male,A. Ngueukam,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,1988-11-15,Cameroon,4eb9feio6u267dd1jcwaf38mt,185.0,11.0,active,no,NaN,NaN,Yaounde,NaN,both,NaN
8tzmahdp1kkbot7nulpirqhh,Jiri,Nissinen,Jiri,Nissinen,Male,J. Nissinen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-05-30,Finland,2u07e54v5dprsugdvddpq5ync,180.0,28.0,active,yes,NaN,NaN,NaN,NaN,right,NaN
8v9ms04dm6d99xb9lt5qdk74k,Leo,Andersson,Leo,Andersson,Male,L. Andersson,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-06-11,Finland,2u07e54v5dprsugdvddpq5ync,NaN,43.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
970sp55ynafv89jbe51qa0w5x,Alan Henrique,Ferreira Bastos Soares,Alan Henrique,Ferreira Bastos Soares,Male,Alan Henrique,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,1991-06-19,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,189.0,15.0,active,no,NaN,NaN,Belo Horizonte,74.0,right,Alan Henrique
9pnfs9u15bzbkx7z8lhy431g4,Hussein Usman,Suleman,Usman,Suleman,Male,U. Suleman,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2002-06-11,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,5.0,active,yes,NaN,NaN,NaN,69.0,NaN,NaN
9vdi394umuumkq4hg5rnj5tzo,Gabriel,Tallblom,Gabriel,Kolodziejczyk,Male,G. Tallblom,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-04-06,Finland,2u07e54v5dprsugdvddpq5ync,NaN,88.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
a2gpde4azx4jk58udklrh6g9h,Marc,Nordqvist,Marc,Nordqvist,Male,M. Nordqvist,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1997-06-01,Finland,2u07e54v5dprsugdvddpq5ync,188.0,97.0,active,yes,NaN,NaN,NaN,76.0,NaN,NaN
a9234jafv17dcvbu54expih91,Eddie Albin Alexander,Granlund,Albin,Granlund,Male,A. Granlund,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1989-09-01,Finland,2u07e54v5dprsugdvddpq5ync,175.0,22.0,active,no,NaN,NaN,Parainen,73.0,right,NaN
aityfrjh6vnvw4d53caqhevze,Cledson,Carvalho da Silva,Cledson,Carvalho da Silva,Male,Dé,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1998-02-06,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,9.0,active,no,NaN,NaN,NaN,NaN,NaN,Dé
b3v91e7r9djyruwjfsh5ncvdh,Jean-Christophe,Coubronne,Jean-Christophe,Coubronne,Male,J. Coubronne,France,7gww28djs405rfga69smki84o,Defender,player,1989-07-30,France,7gww28djs405rfga69smki84o,179.0,13.0,active,no,NaN,NaN,Lyon,68.0,NaN,NaN
bj3hdokfgxfrxo4d5231pj5rd,Oskari,Sallinen,Oskari,Sallinen,Male,O. Sallinen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2001-06-22,Finland,2u07e54v5dprsugdvddpq5ync,NaN,6.0,active,no,NaN,NaN,NaN,NaN,right,NaN
bot5iwz6xukegdxkwxt4nqevp,Aly,Ndom,Aly,Ndom,Male,A. Ndom,France,7gww28djs405rfga69smki84o,Midfielder,player,1996-05-30,France,7gww28djs405rfga69smki84o,191.0,44.0,active,no,Senegal,6hhqyhr5cwq2pfprlazyposyk,Pontoise,90.0,left,NaN
byudescfxvi1kxlpncbv0mymt,Mikko,Sumusalo,Mikko,Sumusalo,Male,M. Sumusalo,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1990-03-12,Finland,2u07e54v5dprsugdvddpq5ync,176.0,23.0,active,no,NaN,NaN,Porvoo,71.0,left,NaN
c1018jlukfgaia6hv08vqgtt5,Thadee Alvaro,Ngamba,Alvaro,Ngamba,Male,A. Ngamba,France,7gww28djs405rfga69smki84o,Midfielder,player,1998-12-15,Cameroon,4eb9feio6u267dd1jcwaf38mt,172.0,8.0,active,no,NaN,NaN,Yaoundé,65.0,NaN,NaN
c3ymf2eb3jw55qog6l4hkql05,Robin,Sid,Robin,Sid,Male,R. Sid,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1994-09-21,Finland,2u07e54v5dprsugdvddpq5ync,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
d3wdrhi68tcosjkrsl8cjrefp,Jimmy,Wargh,Jimmy,Wargh,Male,J. Wargh,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1976-04-09,Finland,2u07e54v5dprsugdvddpq5ync,176.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
db4482ut4wt0c00ed214bno45,Riku,Sjöroos,Riku,Sjöroos,Male,R. Sjöroos,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1995-03-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,7.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
e44b06wsnvq3sjrvwk76dh6nd,Patrik Matias,Raitanen,Patrik,Raitanen,Male,P. Raitanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-06-13,Finland,2u07e54v5dprsugdvddpq5ync,NaN,29.0,active,no,NaN,NaN,Ulvila,NaN,right,NaN
e45figz6iqhooav5b5wscmp5h,Henrik Daniel,Sjölund,Daniel,Sjölund,Male,D. Sjölund,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1983-04-22,Finland,2u07e54v5dprsugdvddpq5ync,179.0,NaN,active,yes,NaN,NaN,Finström,80.0,left,NaN
ed7exc7lu6odinihb0ynu1n11,Daniel,Norrmén,Daniel,Norrmén,Male,D. Norrmén,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1975-02-11,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN
emdm2ibw4b2ctav7n19d92hka,Samuel,Anini Junior,Samuel,Anini,Male,S. Anini,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-09-07,Finland,2u07e54v5dprsugdvddpq5ync,175.0,41.0,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,right,NaN
eyxig53mzy4qlf208vpchs7is,Michael,Fonsell,Michael,Fonsell,Male,M. Fonsell,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-07-26,Finland,2u07e54v5dprsugdvddpq5ync,NaN,14.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
