id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,endDate,status,active,placeOfBirth,secondNationality,secondNationalityId,knownName,foot
ep785v9vg7apxynqbr83sxp90,Joel,Maldonado,Joel,Maldonado,Male,J. Maldonado,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-01-13,USA,7hr2f89v44y65dyu9k92vprwn,173.0,68.0,88.0,2021-05-30Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
y7r1wyj73a5uzihu3521sxnu,Ander,Egiluz Alzola,Ander,Egiluz,Male,Egiluz,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1998-04-27,Spain,49ih1pwv3ahshdf8uzrimi54c,180.0,77.0,14.0,2022-03-04Z,2023-12-31Z,active,no,Getxo,NaN,NaN,NaN,NaN
1wcq33p7w71u1mkdk349gicph,Jorge Luis,Corrales Cordero,Jorge,Corrales,Male,J. Corrales,Cuba,ws166hrbk0nwte3ypn8mm36g,Defender,player,1991-05-20,Cuba,ws166hrbk0nwte3ypn8mm36g,180.0,80.0,13.0,2021-02-04Z,2023-12-31Z,active,no,Pinar del Río,NaN,NaN,NaN,right
1zc6ec25nmwklva8guly6vh1w,Renan,Mendoza,Renan,Mendoza,Male,R. Mendoza,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2008-06-30,USA,7hr2f89v44y65dyu9k92vprwn,178.0,71.0,28.0,2023-03-08Z,2023-12-31Z,active,no,Tulsa,NaN,NaN,NaN,NaN
2m14iyra311o3gmeyqgqx2m8k,Watz Landy,Leazard,Watz,Leazard,Male,W. Leazard,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Attacker,player,2003-06-17,Haiti,5mp58o38d0mr5qt8g4o6l7efg,178.0,79.0,11.0,2023-03-08Z,2023-09-30Z,active,no,NaN,NaN,NaN,NaN,NaN
2o9bq3z17ldnagy3bwclrevis,Angel,Bernal,Angel,Bernal,Male,A. Bernal,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-02-26,USA,7hr2f89v44y65dyu9k92vprwn,175.0,69.0,26.0,2022-09-22Z,2024-12-31Z,active,no,Phoenix,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,right
35bpd9cmuep6cqczngaqpc19m,Phillip Joseph,Goodrum,Phillip,Goodrum,Male,P. Goodrum,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-06-20,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,10.0,2023-05-22Z,2024-08-14Z,active,no,Nashville,NaN,NaN,NaN,left
43upuy8z3t6a3ku24z72q59pm,Abdulkadir,Abdi Haji,Siad,Haji,Male,S. Haji,Somalia,5f1civs919ytka0t5h6fperc2,Attacker,player,1999-12-01,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,173.0,70.0,19.0,2023-01-19Z,2023-12-31Z,active,no,Kakuma,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
45b72f8szmqnv8tz06j7mj1wq,Patrick,Weah,Patrick,Weah,Male,P. Weah,Liberia,78fh41lat89a3xaqjqcdzb4ul,Attacker,player,2003-12-05,Liberia,78fh41lat89a3xaqjqcdzb4ul,185.0,83.0,29.0,2023-06-02Z,2023-12-31Z,active,no,Monrovia,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
4id0nrrejc3n3mmpqf5l910b9,Blair,Gavin,Blair,Gavin,Male,B. Gavin,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1989-01-08,USA,7hr2f89v44y65dyu9k92vprwn,183.0,75.0,NaN,2023-03-08Z,2024-01-07Z,active,no,Louisville,NaN,NaN,NaN,NaN
4t3akio43zpg7pyr3dtmoipnu,Justin,Malou,Justin,Malou,Male,J. Malou,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,1998-06-01,Senegal,6hhqyhr5cwq2pfprlazyposyk,180.0,79.0,3.0,2023-03-08Z,2024-03-07Z,active,no,Kédougou,NaN,NaN,NaN,NaN
54oea7q0kaa11f9m1r7gyw4ix,Roger,Bonet Badía,Roger,Bonet Badía,Male,Ruxi,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1995-04-11,Spain,49ih1pwv3ahshdf8uzrimi54c,180.0,75.0,4.0,2023-02-08Z,2024-02-15Z,active,no,Valls,NaN,NaN,Ruxi,left
58t051kyiko3imm429rqsn5rd,Eric,Bird,Eric,Bird,Male,E. Bird,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1993-04-08,USA,7hr2f89v44y65dyu9k92vprwn,180.0,79.0,48.0,2020-01-01Z,2023-12-31Z,active,no,Virginia Beach,NaN,NaN,NaN,NaN
6dp8o244dh2d06tiaee72ooo9,Blaine,Ferri,Blaine,Ferri,Male,B. Ferri,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-09-29,USA,7hr2f89v44y65dyu9k92vprwn,178.0,76.0,6.0,2022-12-01Z,2024-12-31Z,active,no,Southlake,NaN,NaN,NaN,left
72upvctajyq3fix38nc9mahre,Keegan Monroe,Hughes,Keegan,Hughes,Male,K. Hughes,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-07-22,USA,7hr2f89v44y65dyu9k92vprwn,191.0,81.0,15.0,2023-08-04Z,2023-12-31Z,active,no,Newark,NaN,NaN,NaN,NaN
7v7c25arh4yqd7tz8demrxa6t,Brett,Levis,Brett,Levis,Male,B. Levis,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,1993-03-29,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,76.0,17.0,2023-03-08Z,2023-06-14Z,active,no,Saskatoon,NaN,NaN,NaN,left
8ge9cveyv8y8ezzod0x5nf88a,Michael,Nelson,Michael,Nelson,Male,M. Nelson,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1995-02-10,USA,7hr2f89v44y65dyu9k92vprwn,193.0,82.0,24.0,2023-03-08Z,2023-11-30Z,active,no,Katy,NaN,NaN,NaN,NaN
9elhnfsovx9efu5f92mkkls7o,Christopher Ricardo Junior,Pearson,Christopher,Pearson,Male,C. Pearson,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,2003-01-21,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,188.0,89.0,88.0,2022-07-19Z,2023-08-18Z,active,no,NaN,NaN,NaN,NaN,NaN
bc3saagcea0reyfku6pc4zppl,Bradley,Bourgeois,Bradley,Bourgeois,Male,B. Bourgeois,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-04-13,USA,7hr2f89v44y65dyu9k92vprwn,180.0,84.0,22.0,2020-01-01Z,2024-12-31Z,active,no,Houston,NaN,NaN,NaN,NaN
blzz9pnbehjnxt77cuoxjye0a,Adam Edouard,Armour,Adam,Armour,Male,A. Armour,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-09-27,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,30.0,2023-05-13Z,2023-11-30Z,active,no,Burlington,NaN,NaN,NaN,NaN
bmlit85nr640d79etfmjroqtx,Collin,Fernández Zamora,Collin,Fernández,Male,C. Fernández,Peru,2uib9hdovpcye4re2l3omr4dl,Midfielder,player,1997-02-13,USA,7hr2f89v44y65dyu9k92vprwn,173.0,75.0,8.0,2023-03-08Z,2024-01-31Z,active,no,Downers Grove,USA,7hr2f89v44y65dyu9k92vprwn,NaN,right
bwozu57m3yt2hypmbqe1hlbyt,Moses John,Dyer,Moses,Dyer,Male,M. Dyer,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,1997-03-21,New Zealand,wcq2y28a27syx5do1k2i2nj8,178.0,78.0,77.0,2023-01-01Z,2024-03-20Z,active,no,Auckland,NaN,NaN,NaN,right
c6l26cksqztpgxiu3t5rrl591,Pedro Darío,Suárez Castro,Darío,Suárez,Male,D. Suárez,Cuba,ws166hrbk0nwte3ypn8mm36g,Attacker,player,1992-08-08,Cuba,ws166hrbk0nwte3ypn8mm36g,173.0,63.0,92.0,2020-01-01Z,2023-06-06Z,active,no,La Habana,NaN,NaN,NaN,NaN
c8xn3uvbzfa8l5nr2s2kqaihg,Luca,Sowinski,Luca,Sowinski,Male,L. Sowinski,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-06-05,USA,7hr2f89v44y65dyu9k92vprwn,173.0,61.0,14.0,2022-07-14Z,2023-05-10Z,active,no,NaN,NaN,NaN,NaN,NaN
csx9pmpibyblftludnkd6j36x,Roderick Marcus,Epps,Marcus,Epps,Male,M. Epps,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1995-01-16,USA,7hr2f89v44y65dyu9k92vprwn,185.0,75.0,7.0,2022-07-29Z,2023-12-19Z,active,no,Jackson,NaN,NaN,NaN,NaN
d3m79w9atfjsv3ygf97s67jtg,Austin,Wormell,Austin,Wormell,Male,A. Wormell,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-05-26,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,1.0,2021-03-11Z,2024-02-16Z,active,no,Tulsa,NaN,NaN,NaN,NaN
db1h2huu8z1quj816wol1wgkp,Thomas Martin,McCabe,Tommy,McCabe,Male,T. McCabe,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-04-04,USA,7hr2f89v44y65dyu9k92vprwn,180.0,86.0,5.0,2023-06-06Z,2024-03-06Z,active,no,South Orange,NaN,NaN,NaN,NaN
dg0vj3tk1fqeyuocfy4rmyoh6,Patrick,Seagrist,Patrick,Seagrist,Male,P. Seagrist,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-02-21,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,21.0,2023-08-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dsn9vjjy6irj5xr0gbomracix,Chase,Bromstedt,Chase,Bromstedt,Male,C. Bromstedt,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-05-26,USA,7hr2f89v44y65dyu9k92vprwn,178.0,66.0,23.0,2023-02-28Z,2023-12-31Z,active,no,Sioux City,NaN,NaN,NaN,NaN
dt8wbm1021uvg3q8stbsfptk9,Milo Alazar,Yosef,Milo,Yosef,Male,M. Yosef,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-09-11,Germany,36min0qztu8eydwvpv8t1is0m,191.0,72.0,20.0,2023-03-08Z,2024-12-31Z,active,no,Aachen,Eritrea,76fkjar42okgr6loos2xb6ka1,NaN,right
e13oeez12fwnzyf2qkizwflec,Nathan,Worth,Nathan,Worth,Male,N. Worth,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2007-02-26,USA,7hr2f89v44y65dyu9k92vprwn,173.0,63.0,18.0,2023-03-20Z,2024-05-10Z,active,no,NaN,NaN,NaN,NaN,NaN
ecipfh5r0gqsf0skgvgpu8cbu,Rodrigo,Bandeira da Costa,Rodrigo,Bandeira da Costa,Male,Rodrigo da Costa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1993-12-20,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,183.0,79.0,10.0,2019-03-08Z,2023-05-22Z,active,no,Rio de Janeiro,USA,7hr2f89v44y65dyu9k92vprwn,Rodrigo da Costa,left
es1e5fmh2pzzed3m5jknewcq2,Aimar,Membrila,Aimar,Membrila,Male,A. Membrila,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-10-05,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,NaN,2022-02-16Z,2023-08-01Z,active,no,NaN,NaN,NaN,NaN,NaN
et9j0mgy2w3qgft93z1u6dvxl,Rashid,Tetteh,Rashid,Tetteh,Male,R. Tetteh,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1995-07-14,Ghana,2q2sw72utw5gu9t5y4knckwba,180.0,75.0,12.0,2023-03-09Z,2024-12-31Z,active,no,Accra,NaN,NaN,NaN,NaN
gz9dek1oxgman9jslfku0zmy,Dallas,Odle,Dallas,Odle,Male,D. Odle,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2001-08-05,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,25.0,2022-04-04Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN
12ke1ueatva2n6m6h7qdwca5m,Joseph,Rice,Joe,Rice,Male,J. Rice,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1996-03-06,USA,7hr2f89v44y65dyu9k92vprwn,193.0,86.0,13.0,2023-03-09Z,2023-12-19Z,active,no,Fairfax,NaN,NaN,NaN,NaN
14mioehew12zyrf4ncpzbqe3t,Ashkanov,Apollon,Ashkanov,Apollon,Male,A. Apollon,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Defender,player,1991-03-08,USA,7hr2f89v44y65dyu9k92vprwn,183.0,74.0,14.0,2021-09-25Z,2024-01-31Z,active,no,Boston,USA,7hr2f89v44y65dyu9k92vprwn,NaN,left
217zo9o6uespr711zudr73lgq,Dren,Dobruna,Dren,Dobruna,Male,D. Dobruna,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,2005-07-29,USA,7hr2f89v44y65dyu9k92vprwn,175.0,62.0,40.0,2022-09-22Z,2024-01-31Z,active,no,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
2rwg7tzrs070aqwscajdy1nca,Ali,Taleb,Ali,Taleb,Male,Ali Taleb,Lebanon,x78kryrxd9j9dfj4mtec292b,Attacker,player,2004-04-16,USA,7hr2f89v44y65dyu9k92vprwn,183.0,82.0,NaN,2023-03-27Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN
3ebdkaen0epb09q1cnx4za3ca,Niall,Logue,Niall,Logue,Male,N. Logue,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,Defender,player,1995-08-07,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,193.0,84.0,50.0,2023-03-09Z,2024-01-09Z,active,no,Derry,NaN,NaN,NaN,NaN
3grqr9afv6w18043yx4nrpsa2,Modesto,Méndez Amador,Modesto,Méndez,Male,M. Méndez,Cuba,ws166hrbk0nwte3ypn8mm36g,Defender,player,1998-01-06,Cuba,ws166hrbk0nwte3ypn8mm36g,188.0,78.0,2.0,2023-08-01Z,2023-12-31Z,active,no,Pinar del Río,NaN,NaN,NaN,right
47jduchsp579iqgalko1evs6i,Juan Pablo,Torres,Juan,Torres,Male,J. Torres,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-07-26,USA,7hr2f89v44y65dyu9k92vprwn,173.0,73.0,8.0,2023-04-24Z,2024-01-31Z,active,no,Lilburn,NaN,NaN,Juan Pablo Torres,NaN
4mxglxkq6ss46rishd13fbdw4,Luke,Merrill,Luke,Merrill,Male,L. Merrill,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-05-03,USA,7hr2f89v44y65dyu9k92vprwn,175.0,75.0,19.0,2023-03-09Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN
597hrrj3moomrcd2d95yk12w9,Matthew,Sheldon,Matt,Sheldon,Male,M. Sheldon,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-08-23,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,16.0,2023-03-09Z,2024-01-31Z,active,no,Bellevue,NaN,NaN,NaN,NaN
5fhb206czgy2ul5j0tsqeo7ah,Elvis Takyi,Amoh,Elvis,Amoh,Male,E. Amoh,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1992-02-02,Ghana,2q2sw72utw5gu9t5y4knckwba,191.0,79.0,9.0,2023-03-09Z,2024-01-11Z,active,no,Accra,NaN,NaN,NaN,NaN
5r88subg9jy8zg4y97tzwzxm1,Kyle Lyndon Adonis,Sanchez Edwards,Kyle,Edwards,Male,K. Edwards,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,Attacker,player,1997-01-15,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,175.0,84.0,17.0,2023-03-09Z,NaN,active,yes,Barrouallie,NaN,NaN,NaN,NaN
5tcxhp1keegenchd16hfp0y96,Marvyn,Dorchin,Marvyn,Dorchin,Male,M. Dorchin,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-08-04,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,99.0,2023-09-01Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN
6a6bagymcckyt43w6b31irsvd,Triston Isiah,Hodge,Triston,Hodge,Male,T. Hodge,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,1994-10-09,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,180.0,76.0,5.0,2023-03-09Z,2025-01-31Z,active,no,Arima,NaN,NaN,NaN,left
6nceim2fw842qkracdr57d4ut,Edgardo José,Rito Cuero,Edgardo,Rito,Male,E. Rito,Venezuela,1er0616j12s9yghuzvsx76d5v,Defender,player,1996-02-17,Venezuela,1er0616j12s9yghuzvsx76d5v,173.0,72.0,72.0,2023-06-05Z,2023-12-20Z,active,no,El Vigía,NaN,NaN,NaN,right
76pg2uamr7kuyi28u2przbip6,Kembo,Kibato,Kembo,Kibato,Male,K. Kibato,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2000-09-16,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,71.0,21.0,2023-03-09Z,2024-01-31Z,active,no,North York,NaN,NaN,NaN,right
7dcbl5v0lzlxrcvekgwnsabjd,Robin Dominique Jean,Lapert,Robin,Lapert,Male,R. Lapert,France,7gww28djs405rfga69smki84o,Defender,player,1997-11-29,France,7gww28djs405rfga69smki84o,185.0,82.0,22.0,2022-09-09Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN
8b8g4awlemuvd6po1rxqbeb1m,Daniel,Bloyou,Daniel,Bloyou,Male,D. Bloyou,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-04-18,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,72.0,18.0,2023-08-04Z,2023-09-13Z,active,no,NaN,NaN,NaN,NaN,NaN
8sk0lne7sd5nhjc9ut3wc1z9x,Tabaré,Ramos Ricciardi,Tab,Ramos,Male,T. Ramos,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1966-09-21,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,170.0,68.0,NaN,2022-08-22Z,2023-06-26Z,active,no,Montevideo,NaN,NaN,NaN,NaN
9blzzcpytqe7o9rdte1s6mw6i,Beverly,Makangila,Beverly,Makangila,Male,B. Makangila,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2000-04-11,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,180.0,75.0,6.0,2023-02-01Z,NaN,active,yes,Kinshasa,NaN,NaN,NaN,NaN
9hnukh2rve8lf84pv21rlrecq,Jonathan,Filipe,Jonny,Filipe,Male,J. Filipe,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-01-10,USA,7hr2f89v44y65dyu9k92vprwn,173.0,66.0,20.0,2023-03-09Z,2023-07-21Z,active,no,Danbury,NaN,NaN,NaN,NaN
9irc1xmfpa2395qef78rfyjje,Jeciel Jair,Cedeño Benavides,Jeciel,Cedeño,Male,J. Cedeño,Ecuador,6pyj2bytt2osbjk69owzfehcg,Midfielder,player,2000-03-04,Ecuador,6pyj2bytt2osbjk69owzfehcg,173.0,64.0,11.0,2021-05-26Z,2023-06-08Z,active,no,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN
a3uoyl25330qgi2by44eq4o2d,Andre,Cleveland Lewis,Andre,Lewis,Male,A. Lewis,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,1994-08-12,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,175.0,70.0,77.0,2022-03-11Z,2024-01-31Z,active,no,Spanish Town,NaN,NaN,NaN,NaN
a8q0m9uczyvjyn6cfzkaxkp1x,Daniel Francisco,Barrera,Danny,Barrera,Male,D. Barrera,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1990-01-08,Colombia,6kby8rq1p01fg5ds38ckkrcs5,170.0,67.0,10.0,2019-06-12Z,2025-01-31Z,active,no,Bogotá,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN
ar4x75pt8zphievntxkmh1t2i,Conor,McGlynn,Conor,McGlynn,Male,C. McGlynn,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-11-20,USA,7hr2f89v44y65dyu9k92vprwn,193.0,79.0,28.0,2020-03-22Z,2024-01-31Z,active,no,Navan,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN
cv8u1u1mvnd89t6sqhlheorth,Antoine Laurent,Hoppenot,Antoine,Hoppenot,Male,A. Hoppenot,France,7gww28djs405rfga69smki84o,Attacker,player,1990-11-23,France,7gww28djs405rfga69smki84o,173.0,77.0,29.0,2023-03-09Z,2024-01-31Z,active,no,Paris,NaN,NaN,NaN,NaN
d1xlw5bza316m39f9n82hir1m,Kaveh,Rad,Kaveh,Rad,Male,K. Rad,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-06-13,USA,7hr2f89v44y65dyu9k92vprwn,185.0,84.0,3.0,2023-03-09Z,2023-11-30Z,active,no,Chapel Hill,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN
dl30golj96vcxvwz35t0lvbsa,Abdel Walid,Yacoubou,Walid,Yacoubou,Male,W. Yacoubou,Togo,3jiuckrqd0zejkm452st5dyq7,Defender,player,1997-04-09,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,188.0,87.0,4.0,2021-05-01Z,2023-05-24Z,active,no,Tel Aviv,USA,7hr2f89v44y65dyu9k92vprwn,Tulu,NaN
dxdjux3dtkxlqu6eorxqq74k5,Prince,Saydee,Prince,Saydee,Male,P. Saydee,Liberia,78fh41lat89a3xaqjqcdzb4ul,Attacker,player,1993-02-20,Liberia,78fh41lat89a3xaqjqcdzb4ul,180.0,77.0,7.0,2022-03-11Z,2023-11-30Z,active,no,Monrovia,USA,7hr2f89v44y65dyu9k92vprwn,NaN,left
eb73oy4mkpb27c8qpzv4kmec4,Joel,Quist,Joel,Quist,Male,J. Quist,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-02-22,USA,7hr2f89v44y65dyu9k92vprwn,180.0,82.0,25.0,2023-03-11Z,2023-07-21Z,active,no,New Jersey,NaN,NaN,NaN,NaN
h4nbagq5dsdltn9x62oi0t05,Richard,Sánchez Alcaraz,Richard,Sánchez,Male,R. Sánchez,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1994-04-05,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,1.0,2023-03-09Z,2023-09-25Z,active,no,Dallas,USA,7hr2f89v44y65dyu9k92vprwn,NaN,right
ivu1bdboxreczq5fgi0v7emt,Omid Hamid,Namazi Zadeh,Omid,Namazi,Male,O. Namazi,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1964-12-08,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2023-06-26Z,2024-01-31Z,active,no,NaN,Iran,e53g9hr2d3kasm34uumbg8r4,NaN,NaN
15o19fbppmjn0ms24fpsnmk2c,Cayden,Crawford,Cayden,Crawford,Male,C. Crawford,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2006-09-29,USA,7hr2f89v44y65dyu9k92vprwn,185.0,75.0,46.0,2023-03-01Z,2025-01-31Z,active,no,Columbus,NaN,NaN,NaN,NaN
17ghij2bf3mwglw2wsmn0krmd,Bryam Alberto,Rebellón Sánchez,Bryam,Rebellón,Male,B. Rebellón,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1992-01-22,Colombia,6kby8rq1p01fg5ds38ckkrcs5,178.0,72.0,25.0,2021-12-03Z,2024-01-31Z,active,no,Puerto Gaitán,NaN,NaN,NaN,right
1uqalx264x1ashozpl47udxqs,Charles Grayson,Elmquist,Grayson,Elmquist,Male,G. Elmquist,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-02-09,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2023-05-18Z,2024-01-31Z,active,no,NaN,NaN,NaN,NaN,NaN
250rfwm4hrswrakp9ql5qvh1w,Benjamin,Chavarria III,Benji,Chavarria,Male,B. Chavarria,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-09-07,USA,7hr2f89v44y65dyu9k92vprwn,170.0,59.0,32.0,2023-03-09Z,2025-01-31Z,active,no,Elkhart,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN
28qghssr4jm00k3zrqushn9t6,Timothy,Trilk,Tim,Trilk,Male,T. Trilk,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-08-15,USA,7hr2f89v44y65dyu9k92vprwn,188.0,86.0,1.0,2022-02-17Z,2024-01-31Z,active,no,Rockford,NaN,NaN,NaN,right
2co6fedrz8anjzy9ise76dplh,Jack James,Blake,Jack,Blake,Male,J. Blake,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Midfielder,player,1994-09-22,England,1fk5l4hkqk12i7zske6mcqju6,180.0,70.0,8.0,2023-03-09Z,NaN,active,yes,Nottingham,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN
3ljxfq84ubqzlooixppmpfdd6,Juan David,Tejada Londono,Juan,Tejada,Male,J. Tejada,Panama,5nhk7v9jq6dqmfbn4hiihhofv,Attacker,player,1997-01-14,Panama,5nhk7v9jq6dqmfbn4hiihhofv,170.0,70.0,17.0,2022-07-22Z,2023-06-14Z,active,no,Ciudad de Panamá,NaN,NaN,NaN,NaN
3z82wt4bh638ac6rgbls14auh,Mark,Lowry,Mark,Lowry,Male,M. Lowry,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1985-08-11,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,2021-11-16Z,2024-01-31Z,active,no,Solihull,NaN,NaN,NaN,NaN
484if94uh51v88twrq1ilg45w,Hayden,Vostal,Hayden,Vostal,Male,H. Vostal,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2005-10-18,USA,7hr2f89v44y65dyu9k92vprwn,193.0,84.0,24.0,2023-03-09Z,2024-05-24Z,active,no,Geneva,NaN,NaN,NaN,NaN
27jgtzem31mwk253n88n683kk,Andrew,Hartman,Drew,Hartman,Male,D. Hartman,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2005-06-26,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,53.0,2023-03-15Z,2024-03-06Z,active,no,NaN,NaN,NaN,NaN,NaN
4dw662egycd9yn2e86ae4s7hl,Callum,Chapman-Page,Callum,Chapman-Page,Male,C. Chapman-Page,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-11-06,England,1fk5l4hkqk12i7zske6mcqju6,185.0,88.0,5.0,2023-07-21Z,2025-01-31Z,active,no,Nottingham,NaN,NaN,NaN,NaN
4k08qiemhymifivdn1kwl0yqd,Yannik,Oettl,Yannik,Oettl,Male,Y. Oettl,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-11-19,Germany,36min0qztu8eydwvpv8t1is0m,188.0,91.0,28.0,2023-03-09Z,2025-01-31Z,active,no,München,NaN,NaN,NaN,right
