id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,startDate,status,active,weight,endDate,knownName
cy6qm33xev5r1z15mjv69rob9,Dejan,Iliev,Dejan,Iliev,Male,D. Iliev,North Macedonia,1lesyxylc5eza0a4z87t9azcc,England,1fk5l4hkqk12i7zske6mcqju6,Goalkeeper,player,1995-02-25,Strumica,North Macedonia,1lesyxylc5eza0a4z87t9azcc,195.0,right,1.0,2024-06-18Z,active,yes,87.0,NaN,NaN
d01f9rklfo8h22ujbomsypa09,Benjamin Andre,Van Durmen,Benjamin,Van Durmen,Male,B. Van Durmen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1997-03-20,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,left,30.0,2024-06-18Z,active,yes,NaN,NaN,NaN
daxppf4jh2rji7hir5onmlf8q,Sota,Mino,Sota,Mino,Male,S. Mino,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Midfielder,player,1994-10-20,Osaka,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,5.0,2025-07-15Z,active,yes,NaN,NaN,NaN
eq802rt1v9w8kielxrsqptiol,Ovidiu Marian,Popescu,Ovidiu,Popescu,Male,O. Popescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1994-02-24,Reşiţa,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,right,23.0,2025-06-30Z,active,yes,77.0,NaN,NaN
f1w7g457si4dgxw85mfy1aulm,Marinos,Tzionis,Marinos,Tzionis,Male,M. Tzionis,Cyprus,3om8cj5nhmq1rzzkykubm5icj,NaN,NaN,Attacker,player,2001-07-16,Nicosia,Cyprus,3om8cj5nhmq1rzzkykubm5icj,169.0,right,10.0,2025-02-10Z,active,yes,66.0,NaN,NaN
f4c1ojdx0r74naqo5f2xmusk4,Alexandru Cristian,Hodoșan Olar,Alexandru,Hodosan Olar,Male,A. Hodoșan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2007-09-17,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,24.0,2025-01-25Z,active,yes,NaN,NaN,NaN
u7twvm3u037gv8xpna09de96,Dániel,Zsóri,Dániel,Zsóri,Male,D. Zsóri,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Attacker,player,2000-10-14,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,7.0,2024-09-22Z,active,yes,NaN,NaN,NaN
1a4u7u0wwduz28zuv2adbipk9,Wilhelm Axel,Ulfsson Loeper,Wilhelm,Loeper,Male,W. Loeper,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-03-30,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,left,NaN,2026-01-06Z,active,yes,NaN,NaN,NaN
1b98ul01ib21ahr470rh6dej9,Dávid,Kelemen,Dávid,Kelemen,Male,D. Kelemen,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Defender,player,1992-05-24,Békéscsaba,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,185.0,right,5.0,2020-10-03Z,active,yes,79.0,NaN,NaN
1fx22b1fy3y7j91ushls577dg,Ervin-Raul,Bakoș,Ervin-Raul,Bakos,Male,E. Bakoș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2004-05-27,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,15.0,2023-07-01Z,active,yes,NaN,NaN,NaN
1t3gl0bsoimov02jifpaxwm3t,Răzvan Alin,Trif,Razvan,Trif,Male,R. Trif,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1997-10-09,Jidvei,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,left,NaN,2026-01-09Z,active,yes,NaN,NaN,NaN
206f6i5pjjsmqvl6c8hdao0es,Zsombor,Deáky,Zsombor,Deáky,Male,Z. Deáky,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2007-08-01,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,NaN,NaN,2026-01-01Z,active,yes,NaN,NaN,NaN
229r6rzirx72qifor4jgdh905,János Krisztián,Hegedűs,János,Hegedus,Male,J. Hegedűs,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Defender,player,1996-10-04,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,24.0,2025-07-01Z,active,yes,NaN,NaN,NaN
2gm7groiqccgd6dw5dfhqprmc,Alpar,Gergely,NaN,NaN,Male,A. Gergely,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-10-18,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,99.0,2025-06-17Z,active,yes,NaN,NaN,NaN
2xrzlvjadkoanbxlr0yjsl1w5,Jozef,Dolný,Jozef,Dolny,Male,J. Dolný,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Attacker,player,1992-05-13,Spisska Nova Ves,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,right,9.0,2024-07-01Z,active,yes,79.0,NaN,NaN
30f2iolnrfqddd140h8gw3lrd,Maks Juraj,Čelić,Maks,Celic,Male,M. Čelić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Defender,player,1996-03-08,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,4.0,2025-08-25Z,active,yes,NaN,NaN,NaN
3lv8bz0hwg4ldf8y5omtwkt79,Lóránd,Pászka,Lóránd,Pászka,Male,L. Pászka,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1996-03-22,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,left,6.0,2025-08-04Z,active,yes,NaN,NaN,NaN
3yh3j2i78rmi7ylujgbmcd5gp,Soufiane Jebari,Jebari,Soufiane,Jebari,Male,S. Jebari,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,Midfielder,player,1995-02-24,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,175.0,NaN,10.0,2020-10-05Z,active,yes,70.0,NaN,NaN
4axhzzkxcvuinv0fk4h8phyax,Alexander,Torvund,Alexander,Torvund,Male,A. Torvund,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-08-01,Bærum,Norway,7f16iy4w8u8ogyn6pfooqwv5z,177.0,right,22.0,2024-07-01Z,active,no,NaN,2025-08-29Z,NaN
4b6wu47du2e8m6iucolehhp4a,Attila,Csürös,Attila,Csürös,Male,A. Csürös,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1995-02-15,Miercurea Ciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,13.0,2017-01-01Z,active,yes,NaN,NaN,NaN
4hjy23px9vulx00uogexj6r6c,Lóránd Zsolt,Bencze,Lóránd,Bencze,Male,L. Bencze,Romania,17oj2qrzqlkhdjvazum10sx2i,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Attacker,player,2009-07-04,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,25.0,2025-06-17Z,active,yes,NaN,NaN,NaN
4mij6wb3yhpset245uzimkob8,Efraim Zoltán,Bödő,Efraim,Bödo,Male,E. Bödő,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-02-01,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2024-08-16Z,active,yes,NaN,NaN,NaN
54oeptmprwqf47edihbyuqo2y,Botond,Szondi,Botond,Szondi,Male,B. Szondi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2002-06-26,Miercurea Ciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,53.0,2020-07-01Z,active,yes,NaN,NaN,NaN
63q7620ha8zet1mi00szvcyj9,Barna,Bajko,Barna,Bajko,Male,B. Bajko,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,assistant coach,1984-05-16,Miercurea Ciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-03-20Z,active,yes,NaN,NaN,NaN
6n11gqx1ai116zst767srrv1l,Raul Ioan,Palmeş,Raul,Palmes,Male,R. Palmeş,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1996-08-16,Sibiu,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,NaN,3.0,2024-07-01Z,active,yes,81.0,NaN,NaN
70wbq99e66hb6n06l1c5pmfh1,Robert,Ilyeş,Róbert,Ilyés,Male,R. Ilyeş,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1974-02-04,Miercurea Ciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,NaN,NaN,2023-03-20Z,active,yes,70.0,NaN,NaN
7d8ss4x7cn0kldkp22a57mj9w,Krisztián Szabolcs,Szilágyi,Szabolcs,Szilágyi,Male,S. Szilágyi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2003-09-23,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,90.0,2024-07-19Z,active,yes,NaN,NaN,NaN
7eckjy3dosc99fm33ko1vft91,Eduard Adrian,Pap,Eduard,Pap,Male,E. Pap,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1994-07-01,Jimbolia,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,NaN,94.0,2025-07-01Z,active,yes,79.0,NaN,NaN
7fi2qq7dpt0ogmswt4qeuk3ro,Ramon Elias,Erdei,Ramon,Erdei,Male,R. Erdei,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2008-07-03,Satu Mare,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,96.0,2025-03-26Z,active,yes,NaN,NaN,NaN
7pls3vv3jmqgodbl9tt9bqfze,Mariano,Bettini,Mariano,Bettini,Male,M. Bettini,Argentina,2vovxa97k7v7ofa85dah2xktb,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1996-01-19,Buenos Aires,Argentina,2vovxa97k7v7ofa85dah2xktb,178.0,right,NaN,2026-01-06Z,active,yes,77.0,NaN,NaN
7uac7d8iutyz3du3albxkfm6s,Szabolcs,Dusinszki,Szabolcs,Dusinszki,Male,S. Dusinszki,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-08-06,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,right,18.0,2025-08-11Z,active,yes,NaN,2026-06-30Z,NaN
8u7omcawloigcdvc65pl2is45,Benjamin,Babati,Benjamin,Babati,Male,B. Babati,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Attacker,player,1995-11-29,Zalaegerszeg,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,175.0,NaN,7.0,2023-08-22Z,active,yes,64.0,NaN,NaN
8vs3x9ek1u77qwi75fnpiczro,Márk,Karácsony,Márk,Karácsony,Male,M. Karácsony,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2003-07-07,Miercurea Ciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,1.0,2021-01-01Z,active,yes,NaN,NaN,NaN
96vsdd6u81u74dp4ollp1bqzu,Francisco Anderson,de Jesus dos Santos,Francisco Anderson,de Jesus dos Santos,Male,Anderson Ceará,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Midfielder,player,1999-05-21,Tianguá,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,11.0,2024-02-23Z,active,yes,NaN,NaN,Anderson Ceará
9hmoezkq2oi9lgiz7m6nc3od0,Norbert Gábor,Kaján,Norbert,Kaján,Male,N. Kaján,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Defender,player,2004-09-11,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,55.0,2025-09-03Z,active,yes,NaN,2026-06-30Z,NaN
9mm7q6vfuzc4ne26neudrz8r8,Luca,Novelli,Luca,Novelli,Male,L. Novelli,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2008-02-07,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,14.0,2025-10-01Z,active,yes,NaN,NaN,NaN
9o1bog0qt0m2lim789fhbnqhh,János Patrik,Nagy,János,Nagy,Male,J. Nagy,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Defender,player,1992-08-07,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,23.0,2023-07-05Z,active,yes,NaN,NaN,NaN
au7yoi9nldlwhq5vi7d4dyjmd,Peter,Gál-Andrezly,Peter,Gál-Andrezly,Male,P. Gál-Andrezly,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,1990-05-03,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,170.0,right,77.0,2021-07-05Z,active,yes,63.0,NaN,NaN
byxr5n08op8odcxg0ykp6h6ok,Daniel,Brügger,Daniel,Brugger,Male,D. Brügger,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2008-06-16,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,54.0,2025-12-11Z,active,yes,NaN,NaN,NaN
ceyy9q9v3wuubs4tivlb3j8ix,Arian,Kabashi,Arian,Kabashi,Male,A. Kabashi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,1996-09-26,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,NaN,2026-01-13Z,active,yes,NaN,NaN,NaN
cfcz9o14963toxx4q1wuvjeac,Máté,Simon,Máté,Simon,Male,M. Simon,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2006-07-19,Miercurea Ciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,33.0,2022-01-01Z,active,yes,NaN,NaN,NaN
ci71emqsr6m6dc87s9w3cbhed,Márton,Eppel,Márton,Eppel,Male,M. Eppel,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Attacker,player,1991-10-26,Budapest,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,190.0,right,27.0,2025-07-23Z,active,yes,77.0,NaN,NaN
d0k18c99fhtip8dht8ld5ozfu,Bálint,Szabó,Bálint,Szabó,Male,B. Szabó,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Midfielder,player,2001-01-18,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,80.0,2025-07-01Z,active,yes,NaN,NaN,NaN
e1ncsq0g2s1r71dhtu15irnkk,Előd,Tóth-Pál,Tóth Pál,Elod,Male,E. Tóth-Pál,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,NaN,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,16.0,2025-10-23Z,active,yes,NaN,NaN,NaN
e3ixg9dyd33gqj3guimo9uvo5,János,Ferenczi,János,Ferenczi,Male,J. Ferenczi,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Defender,player,1991-04-03,Debrecen,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,180.0,left,19.0,2025-07-01Z,active,yes,65.0,NaN,NaN
e9zrwaos8gz6j0vtkxvi7j6dw,Botond,Karandi,Botond,Kárándi,Male,B. Karandi,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2006-12-17,Oradea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,66.0,2023-07-01Z,active,no,NaN,2025-07-15Z,NaN
ejiwtatmq872qcb4sokrupses,Bence,Végh,Bence,Végh,Male,B. Végh,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Midfielder,player,1997-05-13,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,97.0,2025-07-01Z,active,yes,NaN,NaN,NaN
elwqxreb3jjdeti709sjtk6c4,Gustavo,dos Santos Cabral,Gustavo,dos Santos Cabral,Male,Gustavinho,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2001-09-12,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,176.0,left,NaN,2026-01-13Z,active,yes,65.0,NaN,Gustavinho
ex56h6vo0wfvu5mzvx4klzn4l,Szilárd,Vereș,Szilárd,Veres,Male,S. Vereș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1996-01-27,Cluj-Napoca,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,NaN,8.0,2022-09-05Z,active,yes,75.0,NaN,NaN
gzx7zfxuye5dhbuouszvg6p5,Erwin Szilard,Bloj,Erwin,Bloj,Male,E. Bloj,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1997-07-24,Deva,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,17.0,2023-09-12Z,active,yes,NaN,NaN,NaN
z84h5rj4kd4s516mn8jogxnu,Szabolcs,Szalay,Szabolcs,Szalay,Male,S. Szalay,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,Attacker,player,2002-02-17,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,79.0,2025-06-20Z,active,yes,NaN,NaN,NaN
13bvnh07j4arslhays0ui8h2i,Ștefan Teodor,Farcaș,Stefan,Farcas,Male,Ș. Farcaș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2003-02-11,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN
1p8d4rkn3waewb4t6w6elv7ro,Daniel,Sandu,Daniel,Sandu,Male,D. Sandu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2007-06-28,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,20.0,2025-06-17Z,active,yes,NaN,NaN,NaN
1q1restw4b2sd5jcqjhr2vh1w,Luan,de Campos Cristiano da Silva,Luan,de Campos Cristiano da Silva,Male,Luan,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2002-03-19,Marília,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,178.0,right,NaN,2026-01-12Z,active,yes,74.0,NaN,Luan
1t3gl0bsoimov02jifpaxwm3t,Răzvan Alin,Trif,Razvan,Trif,Male,R. Trif,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1997-10-09,Jidvei,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,left,29.0,2025-07-01Z,active,no,NaN,2025-08-12Z,NaN
2l9ummqm6d3zth3lqz5iz79ck,Paulo Rafael,Pereira Araújo,Paulo Rafael,Pereira Araújo,Male,Paulinho,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Attacker,player,1999-09-21,Braga,Portugal,1nbm5i9a0403zzvltn17lxinc,186.0,right,77.0,2025-07-14Z,active,no,77.0,2026-01-26Z,Paulinho
35pjbmjxhcq1h859hryi980lw,Dan-Emilian,Neicu,Dan-Emilian,Neicu,Male,D. Neicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2002-09-16,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,16.0,2025-07-12Z,active,yes,NaN,NaN,Dan-Emilian Neicu
3ssptffpq3obob3g6l108680k,Radu,Postelnicu,Radu,Postelnicu,Male,R. Postelnicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2007-12-19,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,19.0,2025-05-15Z,active,yes,NaN,NaN,NaN
3vr8b8q5tv3jphhgqmha3fi6t,Bruno,Lourenço Pinto de Almeida Paz,Bruno,Lourenço Pinto de Almeida Paz,Male,Bruno Paz,Angola,3k53bkrjx5zsxchc6e3mcd834,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1998-04-23,Barreiro,Portugal,1nbm5i9a0403zzvltn17lxinc,182.0,right,NaN,2026-01-13Z,active,yes,81.0,NaN,Bruno Paz
49rvergkb1l4cjgjwko38pqfo,Denis Marian,Bordun,Denis,Bordun,Male,D. Bordun,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2005-09-24,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,24.0,2025-07-01Z,active,yes,NaN,NaN,NaN
4ndnr6oqrl68wh5a87wvrxuqx,João Pedro,Santos Lameira,João Pedro,Santos Lameira,Male,João Lameira,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,1999-04-19,Santa Maria da Feira,Portugal,1nbm5i9a0403zzvltn17lxinc,175.0,right,8.0,2025-07-01Z,active,yes,73.0,NaN,João Lameira
4x9vmtldr4xz9v58z7hgv00oa,Fábio Patrick,dos Reis dos Santos Fernandes,Fábio Patrick,dos Reis dos Santos Fernandes,Male,Patrick Fernandes,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1993-12-13,Praia,Cabo Verde,7235kgq23bu1v4qwk491u58h0,190.0,right,9.0,2025-06-17Z,active,yes,83.0,NaN,Patrick Fernandes
4yo4mpxj9i0z3d8h65173jyl1,Andrei Virgil,Ciobanu,Andrei,Ciobanu,Male,A. Ciobanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1998-01-18,Bârlad,Romania,17oj2qrzqlkhdjvazum10sx2i,174.0,right,17.0,2025-07-01Z,active,yes,NaN,NaN,NaN
5k0n29gebznbdfrxt273dx27e,Gabriel,Ursu,Gabriel,Ursu,Male,G. Ursu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,2002-02-04,Galați,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,22.0,2025-07-01Z,active,yes,NaN,NaN,NaN
5oxdadepbvh2ig9tk01bm8ct1,Diego,Živulić,Diego,Zivulic,Male,D. Živulić,Croatia,37hlakrwxyuzovaeoo4sezusp,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1992-03-23,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,right,31.0,2023-01-17Z,active,yes,NaN,NaN,NaN
5xqmj0zgpgvot92guwvjsnyfo,Silviu Andrei,Rus,Andrei,Rus,Male,A. Rus,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,2002-05-14,Gherla,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,14.0,2021-07-23Z,active,yes,NaN,NaN,NaN
62n20kkyjbwhbq0orc1ucb9w,Mihai Octavian Cristian,Chira,Cristian,Chira,Male,C. Chira,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,2001-11-08,Dej,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,23.0,2024-06-18Z,active,yes,NaN,NaN,NaN
62wiaf9aq81mxp47zfebv66p6,João Paulo,Moreira Fernandes,João Paulo,Moreira Fernandes,Male,João Paulo,Cabo Verde,7235kgq23bu1v4qwk491u58h0,NaN,NaN,Midfielder,player,1998-05-26,Ribeira Grande,Cabo Verde,7235kgq23bu1v4qwk491u58h0,180.0,left,18.0,2025-07-01Z,active,yes,77.0,NaN,João Paulo
6igyc192azq4bdbyr3kzav5qt,László György,Balint,László György,Balint,Male,L. Balint,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,coach,1979-03-29,Brașov,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-03-20Z,active,yes,NaN,NaN,NaN
80eyrotky0f6ustzc7lugsv6d,Cosmin Andrei,Dur-Bozoancă,Cosmin,Dur-Bozoanca,Male,C. Dur-Bozoancă,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1998-02-15,Braşov,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,NaN,1.0,2022-02-03Z,active,yes,NaN,NaN,NaN
81vm8irj6qxs0oavrg9hq5qs5,Iustin Alin,Popescu,Iustin,Popescu,Male,I. Popescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Goalkeeper,player,1993-09-01,Craiova,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,left,32.0,2024-06-18Z,active,yes,78.0,NaN,NaN
85h7c41xx0td5kfc2q9dnau7e,Luca Cristian,Andronache,Luca,Andronache,Male,L. Andronache,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2003-07-26,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-30Z,active,no,NaN,2025-09-30Z,NaN
8jncnpkifnmg84s5qysuk4y96,Manuel Alberto,Cunha Lopes,Manuel Alberto,Cunha Lopes,Male,Né Lopes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Defender,player,2000-05-29,Braga,Portugal,1nbm5i9a0403zzvltn17lxinc,185.0,right,4.0,2025-07-03Z,active,yes,77.0,NaN,Né Lopes
933igop1dhpmqez0b9s5l7pat,Paul Alexandru,Iacob,Paul,Iacob,Male,P. Iacob,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Defender,player,1996-06-21,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,NaN,6.0,2025-08-19Z,active,yes,80.0,NaN,NaN
95wo7kp4z9ab6fz3rbkzqgqnd,Conrado,Buchanelli Holz,Conrado,Buchanelli Holz,Male,Conrado,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-04-03,Ajuricaba,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,176.0,left,97.0,2025-09-07Z,active,yes,76.0,NaN,Conrado
9980n6fnkbmgozagh9h120wk,Dan-Cristian,Neicu,Dan-Cristian,Neicu,Male,D. Neicu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,2004-11-03,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,15.0,2025-07-12Z,active,yes,NaN,NaN,Dan-Cristian Neicu
9lhzme4k2mvccddu67pencul1,Eric Cosmin,Bicfalvi,Eric,Bicfalvi,Male,E. Bicfalvi,Romania,17oj2qrzqlkhdjvazum10sx2i,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Attacker,player,1988-02-05,Carei,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,right,10.0,2025-02-19Z,active,no,79.0,2025-08-05Z,NaN
