id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName,shirtNumber
d8dlbd0v4595gguzgy6xs5jl6,David,van de Riet,David,van de Riet,Male,D. van de Riet,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2002-02-06,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,194.0,82.0,right,2022-01-17Z,active,yes,NaN,NaN,2025-06-30Z,NaN,29.0
dd4szjl9hfi2d67ulqtgbd1xw,Ronald,Boakye,Ronny,Boakye,Male,R. Boakye,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-01-12,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,70.0,left,2024-04-28Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,36.0
dmmaag55yei4xekuiv829r816,Luka,Reischl,Luka,Reischl,Male,L. Reischl,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,2004-01-10,Schwarzach im Pongau,Austria,hcs1bd49qliqqity6o268jyt,184.0,76.0,right,2025-01-14Z,active,no,NaN,NaN,2025-06-15Z,NaN,19.0
dxtg6w2dmsugobe3fj4sutmfp,Alex Adrianus Antonius,Schalk,Alex,Schalk,Male,A. Schalk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1992-08-07,Breda,Netherlands,6hzi5pltnz67q4la8yli9qfv6,171.0,68.0,right,2024-01-12Z,active,yes,NaN,NaN,NaN,NaN,10.0
e14e5lbsmiioak2kn4wipzka2,Steven Ako,van der Sloot,Steven,van der Sloot,Male,S. van der Sloot,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-07-06,Limbe,Cameroon,4eb9feio6u267dd1jcwaf38mt,178.0,67.0,right,2024-07-06Z,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,2.0
e65j4s8uwmjvb8mjj14bvc9hw,Lorenzo,Maasland,Lorenzo,Maasland,Male,L. Maasland,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-02-25,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,70.0,right,2024-08-09Z,active,yes,NaN,NaN,NaN,NaN,35.0
eeevz3hyo2tfwc2fyhkryovrp,Kürşad,Sürmeli,Kürsad,Sürmeli,Male,K. Sürmeli,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1995-08-14,Nijmegen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,88.0,right,2023-07-11Z,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,6.0
eigbuqo40638d4udo3ohj7zf8,Elias,Mohammed,Elias,Mohammed,Male,E. Mohammed,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-05-24,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,right,2024-09-02Z,active,yes,Afghanistan,6xne7xe59eujck02uovziom7p,NaN,NaN,17.0
eyx1wga1fue6lb5a0ak5f32i2,Sékou Oumar,Sylla,Sékou,Sylla,Male,S. Sylla,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,player,1999-01-09,Schiedam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,74.0,left,2024-08-09Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,5.0
1xbg9rp05ldndjh81x7ghqw44,Jayden,Davelaar,Jayden,Davelaar,Male,J. Davelaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-08-09,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,NaN,right,2024-08-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
2760f071guwroy5hy5ttvndas,Dario,Šits,Dario,Sits,Male,D. Šits,Latvia,6s9bglosczqlp9cxh3ze5hdm5,Attacker,player,2004-02-04,Kuldīga,Latvia,6s9bglosczqlp9cxh3ze5hdm5,187.0,71.0,right,2024-07-18Z,active,yes,NaN,NaN,2025-06-30Z,NaN,9.0
2bst5zpaeau9sv5o20z7kdjo5,Robert,Maaskant,Robert,Maaskant,Male,R. Maaskant,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1969-01-10,Schiedam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-02-11Z,active,no,NaN,NaN,2025-05-13Z,NaN,NaN
2wuprdfbbn9mo0paqr5tm7bop,Mohamed,Mallahi,Mohamed,Mallahi,Male,M. Mallahi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2000-02-13,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,74.0,right,2023-08-16Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,14.0
3fzqjtehxr65c2xfyytws30q2,Tom,Hendriks,Tom,Hendriks,Male,T. Hendriks,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2002-05-14,Heerlen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,198.0,77.0,right,2024-08-02Z,active,yes,NaN,NaN,2025-06-30Z,NaN,21.0
46k78w8naot7srar2fwdko1lg,Redouane,Halhal,Redouane,Halhal,Male,R. Halhal,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2003-03-05,Montpellier,France,7gww28djs405rfga69smki84o,187.0,73.0,NaN,2024-08-15Z,active,yes,France,7gww28djs405rfga69smki84o,2025-06-30Z,NaN,4.0
4benjj32h15ffxsrgtmj1gid,Kevin,Hofland,Kevin,Hofland,Male,K. Hofland,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1979-06-07,Heerlen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,73.0,NaN,2024-07-01Z,active,no,NaN,NaN,2025-02-03Z,NaN,NaN
4jvk1ex8dsjj498vqzqhfmqxh,Wouter,van der Steen,Wouter,van der Steen,Male,W. van der Steen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1990-06-03,Vught,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,84.0,right,2023-06-19Z,active,yes,NaN,NaN,NaN,NaN,1.0
4nchc9z4464uhu3vveo0p73f8,Sem,Dekkers,Sem,Dekkers,Male,S. Dekkers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-05-28,Heiloo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,74.0,right,2025-02-04Z,active,yes,NaN,NaN,2025-06-30Z,NaN,41.0
4ywwwitp1buj0mrypxpla8wk5,Tobias Raphael,Pachonik,Tobias,Pachonik,Male,T. Pachonik,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-01-04,Marktoberdorf,Germany,36min0qztu8eydwvpv8t1is0m,185.0,86.0,right,2024-06-27Z,active,yes,NaN,NaN,2025-06-30Z,NaN,2.0
5517jd2zp30rsts1hwz6p71uc,Bryan Albert,Van Hove,Bryan,Van Hove,Male,B. Van Hove,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2000-06-17,Weert,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,74.0,left,2021-07-01Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2025-06-30Z,NaN,17.0
5a9cg63zj9uo3ipuud99bo9p0,Khalid,El Arnouki,Khalid,El Arnouki,Male,K. El Arnouki,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-02-27,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,64.0,right,2024-08-08Z,active,yes,NaN,NaN,NaN,NaN,42.0
5bbi9azzr21njda5ww6biz5sk,Théo,Golliard,Théo,Golliard,Male,T. Golliard,Switzerland,3bh70jgvc5mn58x0byjkuda17,Midfielder,player,2002-09-27,Riaz,Switzerland,3bh70jgvc5mn58x0byjkuda17,174.0,72.0,NaN,2024-08-27Z,active,yes,NaN,NaN,2025-06-30Z,NaN,10.0
648b27cf5to8ay2xb9iuarxuc,Kevin,Aben,Kevin,Aben,Male,K. Aben,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-10-03,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,NaN,NaN,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,23.0
6iiei20y9ikqbukdt8j7m36l0,Tijn,Landheer,Tijn,Landheer,Male,T. Landheer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2007-07-25,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,NaN,left,2024-10-30Z,active,yes,NaN,NaN,NaN,NaN,NaN
6o0hhlp0c4m61qdm6bzlm6dxw,Helgi Fróði,Ingason,Helgi,Ingason,Male,H. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-12-06,Garðabær,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,181.0,65.0,NaN,2024-08-14Z,active,yes,NaN,NaN,NaN,Helgi Ingason,19.0
6sl78exosae7emjcq7bl3v2dx,Anthony Edsel Johannes,van den Hurk,Anthony,van den Hurk,Male,A. van den Hurk,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1993-01-09,Veghel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,87.0,right,2023-08-31Z,active,no,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2025-06-15Z,NaN,39.0
70wv8lov03ci78r295kyyflsk,Alen,Dizdarević,Alen,Dizdarevic,Male,A. Dizdarević,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2004-01-22,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,NaN,right,2024-08-19Z,active,yes,NaN,NaN,NaN,NaN,22.0
74c5xmju2kvausnr3h9kjijh0,Tarik,Essakkati,Tarik,Essakkati,Male,T. Essakkati,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-01-16,Helmond,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,right,2022-03-17Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,32.0
7797kpi7lkhc9dasfxuv9h7f9,Lennerd,Daneels,Lennerd,Daneels,Male,L. Daneels,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1998-04-10,Gierle,Belgium,4wbzjcclyefma1ourvjsu4q2j,172.0,74.0,right,2024-06-27Z,active,yes,NaN,NaN,NaN,NaN,11.0
87abie4ysm81hq2zawmnd9444,Yalen,Meulendijks,Yalen,Meulendijks,Male,Y. Meulendijks,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2007-01-08,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,right,2024-11-21Z,active,yes,NaN,NaN,NaN,NaN,40.0
8crztrg626nwmc7nl26seqmi2,Michel-Simon,Ludwig,Michel-Simon,Ludwig,Male,M. Ludwig,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-08-23,Itzehoe,Germany,36min0qztu8eydwvpv8t1is0m,172.0,NaN,right,2023-06-15Z,active,yes,NaN,NaN,NaN,NaN,6.0
9pjdj1m6y0rb7vdvuz8uen27d,Jonas,Scholz,Jonas,Scholz,Male,J. Scholz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-01-24,Roth,Germany,36min0qztu8eydwvpv8t1is0m,189.0,85.0,left,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,5.0
bf4di2v74k7ul3wy2uckytobu,Enrik,Ostrc,Enrik,Ostrc,Male,E. Ostrc,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2002-06-21,Postojna,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,187.0,73.0,right,2023-09-01Z,active,yes,NaN,NaN,2025-06-30Z,NaN,8.0
br6yosfada4pux8mfxqll4jro,Dayen,Geerts,Dayen,Geerts,Male,D. Geerts,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2007-04-20,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,63.0,right,2025-01-16Z,active,yes,NaN,NaN,NaN,NaN,31.0
crt2eiiv38zq1qc3k69uzc2xh,Adrie,Bogers,Adrie,Bogers,Male,A. Bogers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1965-05-04,Breda,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2025-02-07Z,active,no,NaN,NaN,2025-02-10Z,NaN,NaN
cvbasfoccmz0tijnkxyf57n8q,Mohammed Amin,Doudah,Amin,Doudah,Male,A. Doudah,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2002-09-10,Wilrijk,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,74.0,left,2024-08-03Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,2025-06-30Z,NaN,47.0
d03x2g68210y8houd0zimecr8,Axl,Van Himbeeck,Axl,Van Himbeeck,Male,A. Van Himbeeck,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2005-03-08,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,NaN,right,2024-08-14Z,active,yes,NaN,NaN,2025-06-30Z,NaN,52.0
d4z4gdds9hajylsy2hh5b78q,Justin Shane,Ogenia,Justin,Ogenia,Male,J. Ogenia,Curaçao,5im58ram567ao2fbnz39sm8vk,Defender,player,1999-02-05,Helmond,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,73.0,right,2024-08-29Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,12.0
dineetneurorxpx1yv0v8tega,Amir,Absalem,Amir,Absalem,Male,A. Absalem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1997-06-19,Capelle aan den IJssel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,70.0,left,2024-06-27Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,NaN,27.0
ea30tmia672otle3tbwqok1sk,Aassim,Farah,Aassim,Farah,Male,A. Farah,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-01-03,Helmond,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,66.0,right,2024-08-08Z,active,yes,NaN,NaN,NaN,NaN,NaN
es1ohgwfiwq5f9mx2887zul90,Sam,Bisselink,Sam,Bisselink,Male,S. Bisselink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-09-02,Arnhem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,196.0,81.0,right,2024-09-02Z,active,yes,NaN,NaN,NaN,NaN,7.0
etpc8k38ycdxrq9pox7w6az2s,Julian,Geerts,Julian,Geerts,Male,J. Geerts,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-03-17,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,2022-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
ow5c3kmtevda8z0i2o1ey68k,Onesime,Zimuangana,Onesime,Zimuangana,Male,O. Zimuangana,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-03-05,Helmond,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,NaN,right,2024-06-24Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,29.0
s5mn27oqdiroqcjkwplxs3kk,Lars,Zonneveld,Lars,Zonneveld,Male,L. Zonneveld,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-04-02,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,NaN,right,2024-06-17Z,active,yes,NaN,NaN,NaN,NaN,33.0
zihddqvp0sjni8stcio8bgmh,Flor,Van Den Eynden,Flor,Van den Eynden,Male,F. Van Den Eynden,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2000-07-29,Herentals,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,75.0,right,2022-06-09Z,active,yes,NaN,NaN,NaN,NaN,3.0
1b409f4dv852le376vbcjdmhg,Saul,Penders,Saul,Penders,Male,S. Penders,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-03-29,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,74.0,right,2021-10-08Z,active,yes,NaN,NaN,NaN,NaN,14.0
1c2h09gjlaizrthivoq699c0k,Max,Sangen,Max,Sangen,Male,M. Sangen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-02-12,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,74.0,NaN,2024-03-28Z,active,no,NaN,NaN,2025-06-15Z,NaN,24.0
1qqqigufis9zdf4mdqt6mgfl5,Özgür,Aktaş,Özgür,Aktas,Male,Ö. Aktaş,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1997-01-27,Cuijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,83.0,right,2023-07-14Z,active,no,Türkiye,6kd6webenogylfgwt2aa9l6vx,2025-02-11Z,NaN,3.0
1qxxbwzws9wathh5e2ogq79jo,Rayan,Buifrahi,Rayan,Buifrahi,Male,R. Buifrahi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-03-13,Brussels,Belgium,4wbzjcclyefma1ourvjsu4q2j,173.0,59.0,left,2023-06-13Z,active,no,Morocco,2xdcc39z1k79pnjbtn9x31wdh,2025-06-16Z,NaN,11.0
2oreddy8ble0ovbqebf7h4991,Davy,Heymans,Davy,Heymans,Male,D. Heymans,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,assistant coach,1978-08-07,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
38t4q73mjp7yjhbrd6uu7hy50,Simon,Francis,Simon,Francis,Male,S. Francis,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2005-04-26,Hasselt,Belgium,4wbzjcclyefma1ourvjsu4q2j,185.0,78.0,right,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,20.0
3iqieb9duoh7188tvz9skdyxg,Kanou Alassane,Sy,Kanou,Sy,Male,K. Sy,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2005-07-03,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,NaN,NaN,2023-06-23Z,active,yes,NaN,NaN,NaN,NaN,39.0
3lpt3fz7lrqy243ftejcmluz8,Andréa Giuseppe,Librici,Andréa,Librici,Male,A. Librici,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2004-12-09,Liège,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,70.0,right,2024-01-23Z,active,yes,NaN,NaN,NaN,NaN,16.0
4gp1xvhckum22saaym2ndk00k,Leny Jean,Roland,Leny,Roland,Male,L. Roland,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2006-03-09,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,2024-11-21Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN,23.0
50ecz4x9j0zfudh34l7f2ecr8,Nabil,El Basri,Nabil,El Basri,Male,N. El Basri,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2004-03-26,Liège,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,79.0,right,2022-07-01Z,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,6.0
52ludocji0jek45wo7i1d4hxx,Bryan George Jeffrey,Smeets,Bryan,Smeets,Male,B. Smeets,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1992-11-22,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,82.0,right,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,5.0
579kcjbapkb40d8qtyz14xm38,Adam,Zaian,Adam,Zaian,Male,A. Zaian,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-06-14,Utrecht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,NaN,right,2025-03-13Z,active,yes,Egypt,42vt7mha0thcwd0ihw3p29x5i,NaN,NaN,33.0
59h1ezhia06k1kufgvwk5tlas,Ayman,Kassimi,Ayman,Kassimi,Male,A. Kassimi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2001-10-08,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,70.0,left,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,17.0
5fc4kiiabrfbcw68xqvwfvgus,Ilias,El Hari,Ilias,El Hari,Male,I. El Hari,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,2005-07-06,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,173.0,65.0,left,2024-07-01Z,active,no,Belgium,4wbzjcclyefma1ourvjsu4q2j,2025-06-15Z,NaN,18.0
674rfkzl2j521hfmj48u8cob8,Camil,Mmaee Nwameben,Camil,Mmaee,Male,C. Mmaee,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2004-02-21,Tongeren,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,72.0,NaN,2024-01-30Z,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,7.0
6sf94rs8dnk4d1xw6rt33qyy2,Robyn,Esajas,Robyn,Esajas,Male,R. Esajas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-01-29,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,67.0,left,2024-07-04Z,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,2025-06-30Z,NaN,21.0
6u6n7c9ru7ittdmd6c4gplk6i,Wout,Coomans,Wout,Coomans,Male,W. Coomans,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2001-12-09,Tessenderlo,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,77.0,left,2023-06-30Z,active,yes,NaN,NaN,NaN,NaN,4.0
6w2iggvnz2a9noz1y72joyln8,Ilano,Silva Timas,Ilano,Silva Timas,Male,Ilano Timas,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Midfielder,player,2002-09-29,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,both,2024-07-24Z,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,29.0
7n75ohdnbi436je81n5f8f9m2,Stan,Van Dessel,Stan,Van Dessel,Male,S. Van Dessel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2001-07-24,Diest,Belgium,4wbzjcclyefma1ourvjsu4q2j,162.0,57.0,left,2024-06-25Z,active,yes,NaN,NaN,NaN,NaN,8.0
806n59ufvih8sv9rhio9b1j4k,Joren,Op De Beeck,Joren,Op De Beeck,Male,J. Op De Beeck,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2005-09-20,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,80.0,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
86q9d3y84b0pplcnvrnqavswk,Luca,Foubert,Luca,Foubert,Male,L. Foubert,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-04-25,Kortrijk,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,74.0,left,2024-06-24Z,active,yes,NaN,NaN,NaN,NaN,27.0
88m6s6m8ep0p3fropim4ttcoa,Marko Servatius Ghislaine,Kleinen,Marko,Kleinen,Male,M. Kleinen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-07-27,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,74.0,right,2019-10-10Z,active,yes,NaN,NaN,NaN,NaN,31.0
aasoq3euk6e6zqhh08n0wocet,Robert,Klaasen,Robert,Klaasen,Male,R. Klaasen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1993-09-06,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,74.0,left,2025-01-02Z,active,yes,NaN,NaN,NaN,NaN,38.0
alimpjocr7xtxu21sumg3b2l1,Sven André Marie,Braken,Sven,Braken,Male,S. Braken,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1993-06-12,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,85.0,left,2024-07-25Z,active,yes,NaN,NaN,NaN,NaN,9.0
aw0nqk3b199nacd29z28e5kpg,Djairo,Tehubijuluw,Djairo,Tehubijuluw,Male,D. Tehubijuluw,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-05-26,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,NaN,left,2023-11-25Z,active,yes,NaN,NaN,NaN,NaN,25.0
bk7742h8fac9g6e6wh7nnugkq,Tim,Zeegers,Tim,Zeegers,Male,T. Zeegers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-03-12,Geulle,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,69.0,right,2018-11-29Z,active,yes,NaN,NaN,NaN,NaN,32.0
d6ats7c9km72aoc0tund3apec,Milan,Hofland,Milan,Hofland,Male,M. Hofland,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-12-17,Gifhorn,Germany,36min0qztu8eydwvpv8t1is0m,183.0,75.0,right,2023-07-01Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,26.0
eog43l8hrs7pbza9bmwu0p2sq,Thijs,Lambrix,Thijs,Lambrix,Male,T. Lambrix,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2001-07-27,Reims,France,7gww28djs405rfga69smki84o,189.0,78.0,NaN,2022-06-16Z,active,yes,NaN,NaN,NaN,NaN,1.0
gmu8p51rp6bjzs0bss5jupzo,Lars,Schenk,Lars,Schenk,Male,L. Schenk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-01-16,Maastricht,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,73.0,left,2022-01-28Z,active,yes,NaN,NaN,NaN,NaN,34.0
p8s2y88ihzvtanhqxtfkhrdh,Edwin,Hermans,Edwin,Hermans,Male,E. Hermans,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,coach,1974-05-23,Goirle,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,70.0,NaN,2024-05-28Z,active,yes,NaN,NaN,NaN,NaN,NaN
qq0wwe94328es4qfmhnb3lec,Amine,Amgar,Amine,Amgar,Male,A. Amgar,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2008-10-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,174.0,NaN,left,2024-07-01Z,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,28.0
rgspixypiwxuenf1yaukrrop,Romain,Matthys,Romain,Matthys,Male,R. Matthys,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1998-07-10,Seraing,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,80.0,right,2022-07-01Z,active,yes,NaN,NaN,2025-06-30Z,NaN,12.0
