id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,endDate,status,active,placeOfBirth,height,weight,knownName
f2nlxmduuyv2rggsp05nzxb84,Stredair,Owusu Appuah,Stredair,Appuah,Male,S. Appuah,France,7gww28djs405rfga69smki84o,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-06-27,France,7gww28djs405rfga69smki84o,left,19.0,2024-08-07Z,2025-01-31Z,active,no,Sarcelles,185.0,NaN,NaN
m7fe173js8on94ag3htziy8l,Giangiacomo,Magnani,Giangiacomo,Magnani,Male,G. Magnani,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1995-10-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,24.0,2025-01-28Z,NaN,active,yes,Correggio,190.0,85.0,NaN
mkbxkwb53rfrryujih010zit,Alessio,Dionisi,Alessio,Dionisi,Male,A. Dionisi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1980-04-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-06-07Z,NaN,active,yes,Abbadia San Salvatore,178.0,74.0,NaN
105javi3olb772ea1ug72ketw,Alessio,Castellini,Alessio,Castellini,Male,A. Castellini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-04-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,27.0,2025-02-03Z,2025-06-30Z,active,yes,NaN,186.0,NaN,NaN
12h5g0lj0ay32vx48nipzxj4k,Tommaso,Ferrari,Tommaso,Ferrari,Male,T. Ferrari,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2006-09-20,Italy,25f2cmb2r8mk5rj92tzer6kvv,both,25.0,2024-10-04Z,NaN,active,yes,Pisa,185.0,NaN,NaN
19xao2zbulnj2ui07q0zc67rp,Arturo,Calabresi,Arturo,Calabresi,Male,A. Calabresi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1996-03-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,33.0,2022-08-11Z,NaN,active,yes,Roma,186.0,75.0,NaN
1o8welj1h4a34d0npu9x77dg,Andrea,Primasso,Andrea,Primasso,Male,A. Primasso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2005-10-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,95.0,2024-07-08Z,2024-08-17Z,active,no,Terni,189.0,NaN,NaN
1u0o8otvx7xxihg65woe8smh,Pietro,Beruatto,Pietro,Beruatto,Male,P. Beruatto,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1998-12-21,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,20.0,2022-07-01Z,2025-01-10Z,active,no,Trieste,190.0,80.0,NaN
1urpfcheyiibrx69k080zmuc4,Lorenzo,Tosi,Lorenzo,Tosi,Male,l. Tosi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2008-03-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,39.0,2024-07-13Z,NaN,active,yes,NaN,175.0,NaN,NaN
22ck04xk148cks27zwby83d1x,Stefano,Moreo,Stefano,Moreo,Male,S. Moreo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1993-06-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,32.0,2023-01-20Z,NaN,active,yes,Milan,191.0,86.0,NaN
28q5zymah4xhfqp9hh2c4mgru,Christian,Sussi,Christian,Sussi,Male,C. Sussi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2001-03-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,13.0,2024-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
2nahf3dgg7jqxmblu4pfzj384,Adrian,Raychev,Adrian,Raychev,Male,A. Raychev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,Attacker,player,2006-04-19,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,right,27.0,2024-02-02Z,2025-01-30Z,active,no,NaN,183.0,NaN,NaN
3i5hiz0lt14kgl7lu9psqw0k5,Ernesto,Torregrossa,Ernesto,Torregrossa,Male,E. Torregrossa,Venezuela,1er0616j12s9yghuzvsx76d5v,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1992-06-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,NaN,2023-01-31Z,2024-08-30Z,active,no,Caltanissetta,184.0,80.0,NaN
3pcf58m2hgktlm15elgdyut3p,Nícolas David,Andrade,Nícolas David,Andrade,Male,Nícolas,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,1988-04-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,right,1.0,2021-07-01Z,NaN,active,yes,Colorado do Oeste,190.0,85.0,Nícolas
3rigqxy1go7iwop4y79uglhp1,Filippo,Inzaghi,Filippo,Inzaghi,Male,F. Inzaghi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1973-08-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-03Z,NaN,active,yes,Piacenza,181.0,74.0,NaN
4hlqwq480qsrt31bx4qtvze1h,Jan,Mlakar,Jan,Mlakar,Male,J. Mlakar,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Attacker,player,1998-10-23,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,right,7.0,2023-08-27Z,2025-01-28Z,active,no,Ljubljana,183.0,78.0,NaN
4tir4q39uy0c71m8zfxvynd9l,Mattéo,Tramoni,Mattéo,Tramoni,Male,M. Tramoni,Italy,25f2cmb2r8mk5rj92tzer6kvv,France,7gww28djs405rfga69smki84o,Attacker,player,2000-01-20,France,7gww28djs405rfga69smki84o,right,11.0,2022-08-18Z,NaN,active,yes,Ajaccio,175.0,72.0,NaN
56ekwofu3616kd4qjlirphdzo,Samuele,Angori,Samuele,Angori,Male,S. Angori,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-10-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2024-08-02Z,NaN,active,yes,NaN,186.0,77.0,NaN
5d6txeello867oroqdv0y5wk4,Henrik,Wendel Meister,Henrik,Meister,Male,H. Meister,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,2003-11-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,right,14.0,2025-01-13Z,2025-12-31Z,active,yes,NaN,192.0,83.0,NaN
5qao7tnriecoq3qtmxzobz6dw,Gabriele,Piccinini,Gabriele,Piccinini,Male,G. Piccinini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2001-04-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,36.0,2023-07-01Z,NaN,active,yes,NaN,184.0,76.0,NaN
5tyedyaxnojij3ktc4w44dsd1,Antonio Aldo,Caracciolo,Antonio,Caracciolo,Male,A. Caracciolo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1990-06-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,4.0,2020-09-02Z,NaN,active,yes,Tempio Pausania,185.0,83.0,NaN
68vmhlgvf9ttaj509fa75g8yy,Žan,Jevšenak,Zan,Jevsenak,Male,Ž. Jevšenak,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Midfielder,player,2003-05-15,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,left,74.0,2024-07-15Z,2025-01-28Z,active,no,Maribor,191.0,80.0,NaN
6rsng7tqda39dmbx9rofjs1lg,Motiejus,Šapola,Motiejus,Sapola,Male,M. Šapola,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,Defender,player,2006-04-19,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,right,NaN,2024-07-01Z,NaN,active,yes,NaN,193.0,NaN,NaN
6u6mobmk6lpvwebo76ddxr3s9,Mehdi Pascal,Marcel Léris,Mehdi,Léris,Male,M. Léris,Algeria,1ayprcriqhb8iv10ch70clppu,France,7gww28djs405rfga69smki84o,Midfielder,player,1998-05-23,France,7gww28djs405rfga69smki84o,right,37.0,2024-08-13Z,NaN,active,yes,Mont de Marsan,186.0,83.0,NaN
7dejruzkh60ztcio9mhommn6d,Maxime Jean Roberto,Leverbe,Maxime,Leverbe,Male,M. Leverbe,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1997-02-15,France,7gww28djs405rfga69smki84o,right,NaN,2023-07-01Z,2024-08-20Z,active,no,Villepinte,188.0,82.0,NaN
7rlfwlj8t8o3535r5xbcwnwus,Lorenzo,Pucci,Lorenzo,Pucci,Male,L. Pucci,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2007-11-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-09-23Z,NaN,active,yes,NaN,NaN,NaN,NaN
8trp1348qs14phwpsx4a9beuh,Idrissa,Touré,Idrissa,Touré,Male,I. Touré,Germany,36min0qztu8eydwvpv8t1is0m,Guinea,4i9sg55wigitrfx7290f59ceo,Midfielder,player,1998-04-29,Germany,36min0qztu8eydwvpv8t1is0m,right,15.0,2021-07-15Z,NaN,active,yes,Berlin,188.0,76.0,NaN
913rgsi93o890wc2cbuwlbqp5,Leonardo,Sernicola,Leonardo,Sernicola,Male,L. Sernicola,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1997-07-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,66.0,2025-01-23Z,2025-06-30Z,active,yes,Civita Castellana,188.0,78.0,NaN
93cnkzi86q36c8n86mo35q5t5,Marius Mihai,Marin,Marius,Marin,Male,M. Marin,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1998-08-30,Romania,17oj2qrzqlkhdjvazum10sx2i,right,6.0,2019-08-01Z,NaN,active,yes,Timișoara,180.0,72.0,NaN
9594w5xycu2gkfn3p50f18pnt,Adrian,Rus,Adrian,Rus,Male,A. Rus,Romania,17oj2qrzqlkhdjvazum10sx2i,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Defender,player,1996-03-18,Romania,17oj2qrzqlkhdjvazum10sx2i,right,17.0,2024-07-01Z,NaN,active,yes,Satu Mare,188.0,82.0,NaN
97zr3xlmcz5j2wycwjdcc8416,Alessandro,Arena,Alessandro,Arena,Male,A. Arena,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-08-03,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,30.0,2023-07-17Z,NaN,active,yes,Marina di Ragusa,171.0,58.0,NaN
a4r5c1sgdp10q8g3lfddvptsk,Riccardo,Bassanini,Riccardo,Bassanini,Male,R. Bassanini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2006-10-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,23.0,2024-08-26Z,2025-01-29Z,active,no,Fiorenzuola d'Arda,173.0,NaN,NaN
adsi9ujuxymp417agrqszvj84,Mattia,Leoncini,Mattia,Leoncini,Male,M. Leoncini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2004-11-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,70.0,2024-07-01Z,2025-01-03Z,active,no,Firenze,172.0,NaN,NaN
apj8n0e2b1o4vfgfb8vrylafo,Louis Thomas,Buffon,Louis,Buffon,Male,L. Buffon,Czechia,5md5tpwr2nmqao528prx43jr7,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2007-12-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,16.0,2025-02-15Z,NaN,active,yes,Torino,NaN,NaN,NaN
auqjshgkv3xgp0abk0rdnie0a,Nicholas,Bonfanti,Nicholas,Bonfanti,Male,N. Bonfanti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2002-03-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2024-01-12Z,2025-01-22Z,active,no,NaN,178.0,68.0,NaN
b89cc1q5ztn1pz43ladq7mr8q,Tomás,do Lago Pontes Esteves,Tomás,do Lago Pontes Esteves,Male,Tomás Esteves,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Defender,player,2002-04-03,Portugal,1nbm5i9a0403zzvltn17lxinc,right,19.0,2023-08-03Z,NaN,active,yes,Arcos de Valdevez,180.0,72.0,Tomás Esteves
bxqbdvs3o73d2ck83wstwpg8a,Simone,Canestrelli,Simone,Canestrelli,Male,S. Canestrelli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-09-11,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,5.0,2023-07-01Z,NaN,active,yes,Montepulciano,192.0,85.0,NaN
cugmerpydsw8kqbo2rle9npm2,Alexander Lucas,Lind Rasmussen,Alexander,Lind,Male,A. Lind,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,2002-06-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,right,45.0,2024-08-12Z,NaN,active,yes,Hørning,185.0,85.0,NaN
d6vg86aml1ttoyks4vvvk0smh,Emanuel,Vignato,Emanuel,Vignato,Male,E. Vignato,Italy,25f2cmb2r8mk5rj92tzer6kvv,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2000-08-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,10.0,2024-07-01Z,NaN,active,yes,Negrar,175.0,70.0,NaN
dbcf18wcgmdrf2qb7zpbynn1m,Maurizio,D'Angelo,Maurizio,D'Angelo,Male,M. D'Angelo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1969-09-29,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2024-07-03Z,NaN,active,yes,Napoli,182.0,NaN,NaN
dnyndiiuuwxittgjyagyq5zh1,Hjörtur,Hermannsson,Hjörtur,Hermannsson,Male,H. Hermannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Defender,player,1995-02-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,right,NaN,2021-07-16Z,2024-08-31Z,active,no,Reykjavík,190.0,85.0,NaN
e06t5951411ljlkpbdq3vwzdg,Miha,Trdan,Miha,Trdan,Male,M. Trdan,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Midfielder,player,2005-04-12,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,right,24.0,2022-08-05Z,2024-08-30Z,active,no,Ljubljana,186.0,NaN,NaN
e0zs1haap6flgi9x1qqzo1h49,Leonardo,Loria,Leonardo,Loria,Male,L. Loria,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1999-03-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,22.0,2023-07-01Z,NaN,active,yes,Custonaci,195.0,75.0,NaN
ewhxpafqa4wvkv8945hhgrehg,Giovanni,Bonfanti,Giovanni,Bonfanti,Male,G. Bonfanti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-01-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,94.0,2024-08-09Z,2025-06-30Z,active,yes,Milano,187.0,83.0,NaN
eyq4y2syfou2qo5a795rmjhpm,Markus,Solbakken,Markus,Solbakken,Male,M. Solbakken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,2000-07-25,Norway,7f16iy4w8u8ogyn6pfooqwv5z,right,21.0,2025-01-22Z,2025-06-30Z,active,yes,NaN,182.0,70.0,NaN
eyx42tgneccybvhk8bfhtcaqy,Malthe,Højholt,Malthe,Højholt,Male,M. Højholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,2001-04-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,right,8.0,2024-08-13Z,NaN,active,yes,Hjørring,182.0,65.0,NaN
kc4qkj63uqu3wnkydxtvmwh5,Oliver,Abildgaard Nielsen,Oliver,Abildgaard,Male,O. Abildgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,1996-06-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,left,28.0,2024-08-31Z,2025-06-30Z,active,yes,Ålborg,192.0,66.0,NaN
lytldf000kafs2h6g92esfrp,Adrian,Šemper,Adrian,Semper,Male,A. Šemper,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,Goalkeeper,player,1998-01-12,Croatia,37hlakrwxyuzovaeoo4sezusp,right,47.0,2024-07-30Z,NaN,active,yes,Zagreb,194.0,89.0,NaN
m4eqpbxgrqgetipvwud6yprd,Olimpiu Vasile,Moruțan,Olimpiu,Morutan,Male,O. Moruțan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Attacker,player,1999-04-25,Romania,17oj2qrzqlkhdjvazum10sx2i,left,80.0,2024-08-31Z,2025-06-30Z,active,yes,Cluj Napoca,173.0,71.0,NaN
228d2op4w20xvcg9pnkahum6t,Guido,Pagliuca,Guido,Pagliuca,Male,G. Pagliuca,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,coach,1976-02-17,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
2gnr0p1xua4baltz0a5f08t0p,Nicola,Mosti,Nicola,Mosti,Male,N. Mosti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1998-02-07,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,98.0,2024-07-01Z,NaN,active,yes,Pietrasanta,178.0,74.0,NaN
2jkmeaa74dhmbbn3yne1aprdh,Alberto,Gerbo,Alberto,Gerbo,Male,A. Gerbo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1989-11-09,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,25.0,2022-09-01Z,NaN,active,yes,Valenza,177.0,73.0,NaN
2m7025ag6kxrl2ddz5ibkc7hl,Fabio,Maistro,Fabio,Maistro,Male,F. Maistro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1998-04-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,37.0,2024-08-07Z,NaN,active,yes,Rovigo,180.0,70.0,NaN
2qf6lyv8h67n0k1im81f6qv6y,Federico,Zuccon,Federico,Zuccon,Male,F. Zuccon,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2003-04-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,7.0,2024-08-23Z,2025-02-03Z,active,no,Genova,188.0,NaN,NaN
3gaukad7et6hlbip8o6dt5dsk,Tommaso,Di Marco,Tommaso,Di Marco,Male,T. Di Marco,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2003-07-30,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,5.0,2024-07-08Z,2025-02-03Z,active,no,NaN,NaN,NaN,NaN
3su6sx5klszvbfoe9jgqjldgq,Mariano,Guarracino,Mariano,Guarracino,Male,M. Guarracino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2002-06-25,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,45.0,2019-12-20Z,2024-08-29Z,active,no,NaN,NaN,NaN,NaN
3ygjbgbs74ymj1svopq5hifo5,Nazzareno,Tarantino,Nazzareno,Tarantino,Male,N. Tarantino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,assistant coach,1979-01-04,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,170.0,65.0,NaN
3zaevht7eq5w1w9bkcyyavfje,Marco,Bellich,Marco,Bellich,Male,M. Bellich,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1999-05-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,6.0,2023-08-25Z,NaN,active,yes,Novara,187.0,73.0,NaN
401a11wmgo5mqadzkrnsqpp90,Cristian,Cirillo,Cristian,Cirillo,Male,C. Cirillo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2006-07-10,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,35.0,2025-05-08Z,NaN,active,yes,NaN,NaN,NaN,NaN
4pbzgzuv1iq0g2461idnfcrqi,Marco,Ruggero,Marco,Ruggero,Male,M. Ruggero,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-06-01,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,4.0,2024-07-28Z,NaN,active,yes,Padova,189.0,83.0,NaN
4vodu8jalzzq7mqblyv6m7y1g,Francesco,Folino,Francesco,Folino,Male,F. Folino,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2002-01-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,23.0,2024-07-06Z,2025-01-24Z,active,no,Ferrara,192.0,NaN,NaN
4ysnuzilclaaafjbkimsau5pm,Christian,Pierobon,Christian,Pierobon,Male,C. Pierobon,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2002-03-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,10.0,2024-07-07Z,NaN,active,yes,Feltre,169.0,60.0,NaN
5bisjhfzp194bxybya5ax8bf9,Edgaras,Dubickas,Edgaras,Dubickas,Male,E. Dubickas,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,NaN,NaN,Attacker,player,1998-07-09,Lithuania,366yd1wf1hzvvjb5u6r59rl1w,right,7.0,2025-02-03Z,2025-06-30Z,active,yes,Marijampole,182.0,73.0,NaN
626mtdoh08pyryf4il54fbf8p,Davide,Buglio,Davide,Buglio,Male,D. Buglio,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,1998-02-26,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,8.0,2023-08-11Z,NaN,active,yes,Pietrasanta,178.0,74.0,NaN
6710kg06aejtq0tq9a7303z6x,Demba,Thiam Ngagne,Demba,Thiam,Male,D. Thiam,Senegal,6hhqyhr5cwq2pfprlazyposyk,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,1998-03-05,Senegal,6hhqyhr5cwq2pfprlazyposyk,right,20.0,2023-07-20Z,2025-06-30Z,active,yes,Dakar,202.0,87.0,NaN
6a3qov7h5k2y3mn2ks7g9vdux,Leonardo,Candellone,Leonardo,Candellone,Male,L. Candellone,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1997-09-15,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,27.0,2023-07-20Z,NaN,active,yes,Torino,186.0,70.0,NaN
799ranakjwav67homcp7z95d6,Riccardo,Spaltro,Riccardo,Spaltro,Male,R. Spaltro,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2000-02-19,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,NaN,2024-08-16Z,2024-08-19Z,active,no,Rome,185.0,80.0,NaN
81lg6p4fa3c0tz8604b8tyfze,Patryk,Peda,Patryk,Peda,Male,P. Peda,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Defender,player,2002-04-16,Poland,27baqb7359ywdvsxxklx1kn11,right,45.0,2025-01-25Z,2025-06-30Z,active,yes,Zalesie Górne,190.0,76.0,NaN
877r201ueuys7mpodshym2tpl,Gregorio,Morachioli,Gregorio,Morachioli,Male,G. Morachioli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-02-27,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,17.0,2024-08-30Z,NaN,active,yes,La Spezia,172.0,60.0,NaN
8793poy2ypaafy5sdec0eg6ei,Marco,Meli,Marco,Meli,Male,M. Meli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Midfielder,player,2000-02-02,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,14.0,2023-09-23Z,NaN,active,yes,NaN,185.0,75.0,NaN
88h83z5awnxmog4c5kxp1th49,Kristjan,Matošević,Kristjan,Matosevic,Male,K. Matošević,Croatia,37hlakrwxyuzovaeoo4sezusp,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Goalkeeper,player,1997-06-05,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,left,1.0,2024-07-11Z,2025-06-30Z,active,yes,Koper,196.0,89.0,NaN
8p2uqmp03yasdw4c1pwiij7dg,Alessandro,Louati,Alessandro,Louati,Male,A. Louati,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2003-01-11,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,80.0,2025-02-04Z,2025-06-30Z,active,yes,Torino,191.0,74.0,NaN
90o6q80g2gcqmn0a6lj6iw9ka,Lorenzo,Sgarbi,Lorenzo,Sgarbi,Male,L. Sgarbi,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2001-03-24,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,18.0,2025-01-08Z,2025-06-30Z,active,yes,Bolzano,189.0,82.0,NaN
9hfbk0ol2ljrqyoxpbwlyz3hm,Kevin,Piscopo,Kevin,Piscopo,Male,K. Piscopo,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,1998-02-06,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,11.0,2023-07-19Z,NaN,active,yes,Vercelli,181.0,75.0,NaN
9rcc7cita4rtj5swg96d7zpck,Yuri,Rocchetti,Yuri,Rocchetti,Male,Y. Rocchetti,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,2003-06-15,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,3.0,2024-07-06Z,2025-06-30Z,active,yes,NaN,182.0,72.0,NaN
a4b6ypd1g9771iiy4s7hckt7t,Danilo,Quaranta,Danilo,Quaranta,Male,D. Quaranta,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Defender,player,1997-03-23,Italy,25f2cmb2r8mk5rj92tzer6kvv,left,2.0,2025-01-17Z,NaN,active,yes,Teramo,192.0,79.0,NaN
aq0khnntgrdztmu2keqiee7ai,Andrea,Adorante,Andrea,Adorante,Male,A. Adorante,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Attacker,player,2000-02-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,right,9.0,2024-07-01Z,NaN,active,yes,Parma,184.0,71.0,NaN
bdxl8hcolxej39ibespsvgjkk,Alessandro,Signorini,Alessandro,Signorini,Male,A. Signorini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,Goalkeeper,player,1999-08-16,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,16.0,2023-08-31Z,NaN,active,yes,Portoferraio,182.0,75.0,NaN
