id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,startDate,status,active,secondNationality,secondNationalityId,position,shirtNumber,height,weight,foot,endDate,knownName
dkwde8hdwt3vt5n4u8hvcsis4,Josué,Mwimba Isala,Josué,Isala,Male,J. Isala,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,player,2003-01-26,Kinshasa,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2024-07-15Z,active,no,NaN,NaN,Defender,20.0,187.0,78.0,right,2025-09-12Z,NaN
e6se9kft2lf9hs92rof2pnn6c,Axel,Camblan,Axel,Camblan,Male,A. Camblan,France,7gww28djs405rfga69smki84o,player,2003-08-30,Brest,France,7gww28djs405rfga69smki84o,2025-09-01Z,active,yes,NaN,NaN,Midfielder,7.0,168.0,60.0,right,2026-06-30Z,NaN
e8mzkqj69o0h9gw8s5stf5a8k,Ousmane,Diop,Ousmane,Diop,Male,O. Diop,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2005-06-10,Pikine,Senegal,6hhqyhr5cwq2pfprlazyposyk,2024-08-19Z,active,yes,NaN,NaN,Attacker,17.0,177.0,72.0,right,NaN,NaN
e8v7fouj6su5opms3sc9esqac,Joan,Raynaud,Joan,Raynaud,Male,J. Raynaud,France,7gww28djs405rfga69smki84o,player,2007-02-01,NaN,France,7gww28djs405rfga69smki84o,2025-08-29Z,active,yes,NaN,NaN,Goalkeeper,60.0,NaN,NaN,NaN,NaN,NaN
emz4y0v1b17lbupes1qzjhlhw,Massamba,N'Diaye,Massamba,Ndiaye,Male,M. N'Diaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2001-10-08,Thiès,Senegal,6hhqyhr5cwq2pfprlazyposyk,2023-08-03Z,active,yes,NaN,NaN,Goalkeeper,16.0,202.0,88.0,right,NaN,NaN
eznhm6o1jymvzaucjlngbaad,Yoann,Salmier,Yoann,Salmier,Male,Y. Salmier,French Guiana,7hfpv914wxvnf77qk026ze0bh,player,1992-11-21,Villiers-le-Bel,France,7gww28djs405rfga69smki84o,2025-02-03Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,21.0,188.0,85.0,right,NaN,NaN
f3c5u3v9fehl16ztid18lbl5h,Henri Grégoire,Saivet,Henri,Saivet,Male,H. Saivet,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,1990-10-26,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,2024-07-01Z,active,yes,France,7gww28djs405rfga69smki84o,Midfielder,10.0,175.0,73.0,right,NaN,NaN
krnp6c4hgyhfizfa3yz0hixg,Théo,Ramousse,Théo,Ramousse,Male,T. Ramousse,France,7gww28djs405rfga69smki84o,player,2005-02-06,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,NaN,NaN,Goalkeeper,50.0,NaN,NaN,NaN,NaN,NaN
vr0fwyf41zvpkf2h69rrbuhg,Marouane,Admar,Marouane,Admar,Male,M. Admar,France,7gww28djs405rfga69smki84o,player,2006-05-03,NaN,France,7gww28djs405rfga69smki84o,2025-11-06Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,33.0,168.0,57.0,right,NaN,NaN
1b8xyu9m906cwz5bykypdzn55,Darly,N'Landu Lufuilu,Darly,N'Landu,Male,D. N'Landu,France,7gww28djs405rfga69smki84o,player,2000-07-14,Creil,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,6.0,173.0,NaN,left,NaN,NaN
27rvy5c5l3x2a9lqv0l87e4et,Louis Didace,Mafouta,Louis,Mafouta,Male,L. Mafouta,Central African Republic,4grlavjd5jd86praiug1voxmd,player,1994-07-02,Beaumont-sur-Oise,France,7gww28djs405rfga69smki84o,2025-08-05Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,9.0,181.0,76.0,right,NaN,NaN
2p4xui63bmfm5t748tq932ve2,Albin,Demouchy,Albin,Demouchy,Male,A. Demouchy,France,7gww28djs405rfga69smki84o,player,2002-05-31,NaN,France,7gww28djs405rfga69smki84o,2024-11-15Z,active,yes,NaN,NaN,Defender,36.0,186.0,68.0,right,NaN,NaN
2tksa0z1leb78clkbmwtavh1w,Stanislas Maxime Tom,Kielt,Stanislas,Kielt,Male,S. Kielt,France,7gww28djs405rfga69smki84o,player,2001-11-27,NaN,France,7gww28djs405rfga69smki84o,2025-08-27Z,active,yes,NaN,NaN,Midfielder,27.0,NaN,NaN,NaN,NaN,NaN
3c09k31z3zkiu88vy4ls9jh1w,Idriss,Planeix,Idriss,Planeix,Male,I. Planeix,France,7gww28djs405rfga69smki84o,player,2007-01-15,NaN,France,7gww28djs405rfga69smki84o,2024-02-01Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,Defender,38.0,186.0,73.0,right,NaN,NaN
3cy6mfbd2vlj9fa1xz2ow3949,Teddy Henry Guy,Bartouche-Selbonne,Teddy,Bartouche-Selbonne,Male,T. Bartouche-Selbonne,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,player,1997-06-05,Lagny-sur-Marne,France,7gww28djs405rfga69smki84o,2023-08-01Z,active,yes,France,7gww28djs405rfga69smki84o,Goalkeeper,1.0,178.0,70.0,right,NaN,NaN
3j98qy9mwishco3dflrw9otuc,Brice,Seymour,Brice,Seymour,Male,B. Seymour,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,player,2004-10-16,NaN,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,2025-08-15Z,active,yes,NaN,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN
4serrd1jtt4g5mof66mqxnbv9,Dylan,Louiserre,Dylan,Louiserre,Male,D. Louiserre,France,7gww28djs405rfga69smki84o,player,1995-02-02,Saint-Aubin,France,7gww28djs405rfga69smki84o,2022-07-01Z,active,yes,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Midfielder,4.0,172.0,63.0,right,NaN,NaN
4xrbeeor9cpim77p93xtrn1g4,Youssef,N'Joya N'Gapout,Youssef,N'Joya,Male,Y. N'Joya,France,7gww28djs405rfga69smki84o,player,2004-04-18,NaN,France,7gww28djs405rfga69smki84o,2025-06-30Z,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,34.0,179.0,NaN,NaN,NaN,NaN
5191qsj5e382c4rrijlullgyc,Tanguy,Ahile,Tanguy,Ahile,Male,T. Ahile,France,7gww28djs405rfga69smki84o,player,2004-09-07,NaN,France,7gww28djs405rfga69smki84o,2025-02-04Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,39.0,NaN,NaN,NaN,NaN,NaN
5mi7tfw92j72ztsmfdxewack4,Drahgo Gnatoa Dylan,Ourega,Dylan,Ourega,Male,D. Ourega,France,7gww28djs405rfga69smki84o,player,2004-10-06,NaN,France,7gww28djs405rfga69smki84o,2024-10-17Z,active,no,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,31.0,183.0,72.0,left,2026-01-21Z,NaN
5so1hcxftbnbvgqyxpzw6nomi,Sohaib,Nair,Sohaib,Nair,Male,S. Nair,Algeria,1ayprcriqhb8iv10ch70clppu,player,2002-04-23,Saint-Denis,France,7gww28djs405rfga69smki84o,2023-07-18Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,18.0,183.0,75.0,right,NaN,NaN
5zoyho5f04r3izr0ppte95qfo,Eden,Gassama,Eden,Gassama,Male,E. Gassama,Mali,d0v29nncgikdswlxpdq553zz,player,2005-07-26,NaN,France,7gww28djs405rfga69smki84o,2025-04-11Z,active,yes,France,7gww28djs405rfga69smki84o,Midfielder,33.0,188.0,NaN,NaN,NaN,NaN
67u9o1u5orlun8j3fkfzdv8k4,Ilias,Miraoui,Ilias,Miraoui,Male,I. Miraoui,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,2005-03-31,NaN,France,7gww28djs405rfga69smki84o,2025-12-18Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,NaN,NaN,NaN,NaN,NaN,NaN
6a1ia8dedmztrjfv4ycwhe8a2,Gautier Roland Gérard,Ott,Gauthier,Ott,Male,G. Ott,France,7gww28djs405rfga69smki84o,player,2002-01-07,Strasbourg,France,7gww28djs405rfga69smki84o,2025-08-08Z,active,yes,NaN,NaN,Attacker,24.0,175.0,67.0,both,NaN,NaN
72vds34yvtypmonjthu1wrxg4,Jérémie,Matumona Makanga,Jérémie,Matumona,Male,J. Matumona,France,7gww28djs405rfga69smki84o,player,2006-06-03,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,3.0,NaN,NaN,NaN,NaN,NaN
7uf7r4xe1fejs09t0ydcny590,Gaspard,Messobo,Gaspard,Messobo,Male,G. Messobo,Cameroon,4eb9feio6u267dd1jcwaf38mt,player,2006-01-05,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,2025-07-01Z,active,yes,NaN,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN
87okivj1wxajnpvm65ubd90yc,Ibrahima,Diakité,Ibrahima,Diakité,Male,I. Diakité,France,7gww28djs405rfga69smki84o,player,2007-06-03,NaN,France,7gww28djs405rfga69smki84o,2025-12-18Z,active,yes,NaN,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN
8dr05wfnnuqz08r83nrvammeh,Donatien,Gomis,Donatien,Gomis,Male,D. Gomis,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,1994-11-07,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,2022-07-01Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,7.0,188.0,85.0,right,NaN,NaN
8metisv48850pb3twuhtl4t90,Amadou,Samoura,Amadou,Samoura,Male,A. Samoura,France,7gww28djs405rfga69smki84o,player,2003-11-21,Montivilliers,France,7gww28djs405rfga69smki84o,2026-01-13Z,active,yes,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,19.0,NaN,NaN,NaN,NaN,NaN
8ric1hzo1jrky3ab12vizknvt,Kalidou,Sidibé,Kalidou,Sidibé,Male,K. Sidibé,Mali,d0v29nncgikdswlxpdq553zz,player,1999-01-28,NaN,France,7gww28djs405rfga69smki84o,2023-08-21Z,active,yes,France,7gww28djs405rfga69smki84o,Midfielder,8.0,200.0,90.0,right,NaN,NaN
8vcs481qd9hcixg1d4kot5hqs,Joel,Matondo,Joël,Matondo,Male,J. Matondo,France,7gww28djs405rfga69smki84o,player,2005-01-27,NaN,France,7gww28djs405rfga69smki84o,2025-12-18Z,active,yes,NaN,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN
98lf64kqitabmn5rdy5ms1rmc,Noah,Marec,Noah,Marec,Male,N. Marec,France,7gww28djs405rfga69smki84o,player,2004-08-25,Brest,France,7gww28djs405rfga69smki84o,2023-07-01Z,active,yes,NaN,NaN,Goalkeeper,40.0,193.0,76.0,right,NaN,NaN
9cdrrni3pkc6n30pf1g87nrah,Nelson Alpha,Sissoko,Alpha,Sissoko,Male,A. Sissoko,France,7gww28djs405rfga69smki84o,player,1997-03-07,Bondy,France,7gww28djs405rfga69smki84o,2024-07-02Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,Defender,22.0,178.0,72.0,right,NaN,NaN
9ec9amj2q0xf4rtrz0c7aihux,Amine,Hemia,Amine,Hemia,Male,A. Hemia,France,7gww28djs405rfga69smki84o,player,1998-01-22,NaN,France,7gww28djs405rfga69smki84o,2024-07-01Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,10.0,178.0,68.0,right,NaN,NaN
9r62za5c8wuxzvj6u81jjdgyc,Freddy,Situmona Mbemba,Freddy,Mbemba,Male,F. Mbemba,France,7gww28djs405rfga69smki84o,player,2002-12-16,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2025-09-01Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,17.0,NaN,NaN,NaN,2026-06-30Z,NaN
9v3gt784gfqzhlv1lie1tx7f9,Erwin,Koffi,Erwin,Koffi,Male,E. Koffi,France,7gww28djs405rfga69smki84o,player,1995-01-10,Paris,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,2.0,174.0,68.0,right,NaN,NaN
aa1jdrtg1sjjl4z79jmv53fje,Jacques-Julien,Siwe,Jacques,Siwe,Male,J. Siwe,France,7gww28djs405rfga69smki84o,player,2001-07-29,Saint-Maurice,France,7gww28djs405rfga69smki84o,2022-12-23Z,active,no,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,NaN,183.0,68.0,right,2025-09-11Z,NaN
ad6l4doivurtgr5p44rhigul1,Sylvain,Ripoll,Sylvain,Ripoll,Male,S. Ripoll,France,7gww28djs405rfga69smki84o,coach,1971-08-15,Rennes,France,7gww28djs405rfga69smki84o,2024-05-29Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ag1ohvfkfys8mxfmjpeorh9n8,Brown,Irabor,Brown,Irabor,Male,B. Irabor,France,7gww28djs405rfga69smki84o,player,2004-03-30,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,37.0,NaN,NaN,NaN,2025-09-10Z,NaN
bm1u3j4bbobuxszwze6j7zgfd,Abdel Akim,Abdallah,Akim,Abdallah,Male,A. Abdallah,Comoros,40fy8dkxp9lwfufwmbnctzlz6,player,1997-08-18,Troyes,France,7gww28djs405rfga69smki84o,2025-07-29Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,29.0,170.0,68.0,left,NaN,NaN
c7ez27bni8wxdggup15uw5fkk,Jérémy,Hatchi,Jérémy,Hatchi,Male,J. Hatchi,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,player,2005-06-13,NaN,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,2025-08-07Z,active,yes,NaN,NaN,Attacker,20.0,178.0,NaN,right,2026-06-30Z,NaN
cvahs5qczy90sg3wjpi1asx5h,Yohan,Demoncy,Yohan,Demoncy,Male,Y. Demoncy,France,7gww28djs405rfga69smki84o,player,1996-04-07,Gonesse,France,7gww28djs405rfga69smki84o,2026-01-01Z,active,yes,NaN,NaN,Midfielder,21.0,181.0,75.0,right,2026-06-30Z,NaN
d9di1onr7adgs9votwk1sdlh,Adrián,Ortolá Vañó,Adrián,Ortolá,Male,Adrián Ortolá,Spain,49ih1pwv3ahshdf8uzrimi54c,player,1993-08-20,Javea,Spain,49ih1pwv3ahshdf8uzrimi54c,2025-07-08Z,active,yes,NaN,NaN,Goalkeeper,16.0,187.0,74.0,left,NaN,NaN
dt97y5xnm45fh9wf0w9h4sxuy,Amadou,Sagna,Amadou,Sagna,Male,A. Sagna,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,1999-06-10,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,2023-07-06Z,active,yes,NaN,NaN,Midfielder,11.0,172.0,71.0,right,NaN,NaN
p8ose1xn5abd92ngb701m4q2,Trésor,Matondo,Trésor,Matondo,Male,T. Matondo,France,7gww28djs405rfga69smki84o,player,2003-07-24,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,2026-01-29Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,37.0,NaN,NaN,NaN,NaN,NaN
1ltj05souwyv4firjpkv6j5sk,Noah,Donkor Znamensky,Noah,Donkor,Male,N. Donkor,France,7gww28djs405rfga69smki84o,player,2006-11-25,NaN,France,7gww28djs405rfga69smki84o,2025-11-02Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,31.0,NaN,NaN,NaN,NaN,NaN
1nqq8ozzt541w68fiy098pyc4,Tom,Akpakoun,Tom,Akpakoun,Male,T. Akpakoun,France,7gww28djs405rfga69smki84o,player,2005-04-22,Nîmes,France,7gww28djs405rfga69smki84o,2024-05-02Z,active,yes,Benin,3o5wco7tkqgfmys9exmt5fo2h,Defender,37.0,174.0,NaN,right,NaN,NaN
2eqe1r2cu6yugm8vpnezceas4,Fred,Ondoa Onambele,Fred,Onambele,Male,F. Ondoa Onambele,France,7gww28djs405rfga69smki84o,player,2007-06-26,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,2025-12-19Z,active,yes,NaN,NaN,Defender,NaN,183.0,NaN,left,NaN,NaN
2fa3vmp34mwrthdiehnaxnnqh,Mounaïm,El Idrissy,Mounaïm,El Idrissy,Male,M. El Idrissy,France,7gww28djs405rfga69smki84o,player,1999-02-10,NaN,France,7gww28djs405rfga69smki84o,2025-02-03Z,active,yes,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,9.0,181.0,72.0,right,NaN,NaN
37zvqmyd52nj302q18liurwbu,Alexandre,Phliponeau,Alexandre,Phliponeau,Male,A. Phliponeau,France,7gww28djs405rfga69smki84o,player,2000-01-26,Marseille,France,7gww28djs405rfga69smki84o,2025-01-02Z,active,yes,NaN,NaN,Midfielder,26.0,180.0,65.0,right,NaN,NaN
3b70vgtx1f8i5ewjjrmmxksgk,Amadou,Diakité,Amadou,Diakité,Male,A. Diakité,France,7gww28djs405rfga69smki84o,player,2005-05-31,NaN,France,7gww28djs405rfga69smki84o,2025-06-26Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,Attacker,36.0,NaN,NaN,NaN,NaN,NaN
3ih7n50myozctwpaj8dtfgs9g,Preston,Zenga,Preston,Zenga,Male,P. Zenga,France,7gww28djs405rfga69smki84o,player,2007-03-13,NaN,France,7gww28djs405rfga69smki84o,2025-12-19Z,active,yes,NaN,NaN,Defender,NaN,190.0,NaN,right,NaN,NaN
3o4mzwkvy4uao3z61jvjdm3v8,Marc Anthony,Nkoumouck,Marc,Nkoumouck,Male,M. Nkoumouck,France,7gww28djs405rfga69smki84o,player,2006-04-30,NaN,France,7gww28djs405rfga69smki84o,2026-02-15Z,active,yes,NaN,NaN,Goalkeeper,33.0,NaN,NaN,NaN,NaN,NaN
3r0zrk71q71wjv2fqiu7qq2ok,Kouadou Jaurès,Assoumou,Kouadou,Assoumou,Male,J. Assoumou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,2002-10-17,Dabou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,2023-07-19Z,active,no,Mali,d0v29nncgikdswlxpdq553zz,Attacker,15.0,182.0,NaN,right,2026-01-22Z,NaN
3vs3f8vdnyfkmtwc3h0z920wk,Sankhoun,Bocoum Diawara,Sankhoun,Diawara,Male,S. Diawara,France,7gww28djs405rfga69smki84o,player,2006-01-13,Paris,France,7gww28djs405rfga69smki84o,2024-05-02Z,active,yes,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,38.0,188.0,NaN,left,NaN,NaN
4flkjaqzm2oqc51xn8sstjg9g,Mathis,Hamdi,Mathis,Hamdi,Male,M. Hamdi,France,7gww28djs405rfga69smki84o,player,2003-10-18,Créteil,France,7gww28djs405rfga69smki84o,2022-03-11Z,active,no,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,22.0,180.0,67.0,left,2026-01-14Z,NaN
4fn5icqfdse8vw6snrbweqg6i,Tawfik,Bentayeb,Tawfik,Bentayeb,Male,T. Bentayeb,Morocco,2xdcc39z1k79pnjbtn9x31wdh,player,2002-01-14,Casablanca,Morocco,2xdcc39z1k79pnjbtn9x31wdh,2025-08-30Z,active,yes,NaN,NaN,Attacker,21.0,180.0,73.0,right,2026-06-30Z,NaN
4hns4p7a45kno60qqzlniycmi,Thierno,Baldé,Thierno,Baldé,Male,T. Baldé,France,7gww28djs405rfga69smki84o,player,2002-06-10,Villeneuve-Saint-Georges,France,7gww28djs405rfga69smki84o,2022-08-09Z,active,yes,Guinea,4i9sg55wigitrfx7290f59ceo,Defender,18.0,182.0,68.0,right,NaN,NaN
4sy3fb9yyqzk1jn2xjqiiu9lg,Ibrahim,Traoré,Ibrahim,Traoré,Male,I. Traoré,France,7gww28djs405rfga69smki84o,player,2006-03-12,Paris,France,7gww28djs405rfga69smki84o,2024-02-11Z,active,yes,Mali,d0v29nncgikdswlxpdq553zz,Attacker,34.0,NaN,NaN,right,NaN,NaN
5523b49b4imyws8tl696ag9hw,Elijah Olaniyi,Odede,Elijah,Odede,Male,E. Odede,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,2007-01-12,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2025-09-01Z,active,yes,NaN,NaN,Attacker,12.0,NaN,NaN,NaN,NaN,NaN
577j49ffrxuurraco9chy388a,Yasser,Larouci,Yasser,Larouci,Male,Y. Larouci,Algeria,1ayprcriqhb8iv10ch70clppu,player,2001-01-01,El Oued,Algeria,1ayprcriqhb8iv10ch70clppu,2025-07-01Z,active,no,France,7gww28djs405rfga69smki84o,Defender,NaN,176.0,68.0,left,2025-09-12Z,NaN
5n5m2klemflla0lpq970adrf8,Arthylio,Nade,Arthylio,Nade,Male,A. Nade,France,7gww28djs405rfga69smki84o,player,2007-03-19,NaN,France,7gww28djs405rfga69smki84o,2025-08-08Z,active,yes,NaN,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN
6o7jjvhvhefum5maxyhk7us4p,Nicolas,Lemaître,Nicolas,Lemaître,Male,N. Lemaître,France,7gww28djs405rfga69smki84o,player,1997-01-12,Reims,France,7gww28djs405rfga69smki84o,2023-07-03Z,active,yes,NaN,NaN,Goalkeeper,16.0,189.0,83.0,right,NaN,NaN
6yq32i8cut1g6djespulm3bbo,Roman,Murcy,Roman,Murcy,Male,R. Murcy,France,7gww28djs405rfga69smki84o,player,2006-02-23,Esbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-08Z,active,yes,Réunion,6spv9c500ltz9ri5ssphj8fih,Midfielder,35.0,NaN,NaN,NaN,NaN,NaN
7ic04akz8gtf9vb74wlnph13p,Ludovic Zacharie,Boucher,Zacharie,Boucher,Male,Z. Boucher,France,7gww28djs405rfga69smki84o,player,1992-03-07,Saint-Pierre,Réunion,6spv9c500ltz9ri5ssphj8fih,2024-07-01Z,active,yes,Réunion,6spv9c500ltz9ri5ssphj8fih,Goalkeeper,1.0,181.0,78.0,right,NaN,NaN
82bfm1r8r2qzi99dx2tagd79,Hillel-Yored Amilcar Tony,Konaté,Hillel,Konaté,Male,H. Konaté,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,player,1994-12-28,Poitiers,France,7gww28djs405rfga69smki84o,2025-07-07Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Goalkeeper,40.0,182.0,77.0,right,NaN,NaN
87gvtfqgn555sywr78abximsp,Jackson Gabriel,Porozo Vernaza,Jackson,Porozo,Male,J. Porozo,Ecuador,6pyj2bytt2osbjk69owzfehcg,player,2000-08-04,San Lorenzo,Ecuador,6pyj2bytt2osbjk69owzfehcg,2026-01-01Z,active,no,NaN,NaN,Defender,NaN,192.0,82.0,right,2026-01-09Z,NaN
8bksz6c74dci1fvznxledrwiy,Kandet,Diawara,Kandet,Diawara,Male,K. Diawara,Guinea,4i9sg55wigitrfx7290f59ceo,player,2000-02-10,Lille,France,7gww28djs405rfga69smki84o,2026-02-02Z,active,yes,France,7gww28djs405rfga69smki84o,Attacker,29.0,180.0,75.0,right,NaN,NaN
8oi2f8vvytlvm1fx50q0l11ey,Antoine,Mille,Antoine,Mille,Male,A. Mille,France,7gww28djs405rfga69smki84o,player,1997-08-14,NaN,France,7gww28djs405rfga69smki84o,2025-07-30Z,active,yes,NaN,NaN,Midfielder,17.0,181.0,71.0,left,NaN,NaN
8y3eslj8a5bm2rj0aoaluf7kk,Mouhamed,Diop,Mouhamed,Diop,Male,M. Diop,Senegal,6hhqyhr5cwq2pfprlazyposyk,player,2000-09-30,Thiaroye,Senegal,6hhqyhr5cwq2pfprlazyposyk,2023-07-25Z,active,yes,NaN,NaN,Midfielder,8.0,182.0,NaN,right,NaN,NaN
9c649h97duf864wx0k6e3yn6d,Adrien-Mehdi,Monfray,Adrien,Monfray,Male,A. Monfray,France,7gww28djs405rfga69smki84o,player,1990-12-20,Nice,France,7gww28djs405rfga69smki84o,2024-07-01Z,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,6.0,185.0,76.0,right,NaN,NaN
9k8zmlixgthv1pw9hyitzpt6,Lucas,Maronnier,Lucas,Maronnier,Male,L. Maronnier,France,7gww28djs405rfga69smki84o,player,2000-03-09,NaN,France,7gww28djs405rfga69smki84o,2025-07-01Z,active,yes,NaN,NaN,Defender,2.0,172.0,64.0,right,NaN,NaN
9nhlgi0k783bq8a2704bu6n6d,Xavier,Chavalerin,Xavier,Chavalerin,Male,X. Chavalerin,France,7gww28djs405rfga69smki84o,player,1991-03-07,Villeurbanne,France,7gww28djs405rfga69smki84o,2021-08-29Z,active,yes,NaN,NaN,Midfielder,7.0,179.0,69.0,left,NaN,NaN
a7rdypucykxo0a9xmcuqzabpx,Renaud,Ripart,Renaud,Ripart,Male,R. Ripart,France,7gww28djs405rfga69smki84o,player,1993-03-14,Nîmes,France,7gww28djs405rfga69smki84o,2025-09-21Z,active,yes,NaN,NaN,Attacker,20.0,181.0,73.0,right,NaN,NaN
ah9zaomwrfnpaxqsztkkehy39,Mohamed,Bradja,Mohamed,Bradja,Male,M. Bradja,Algeria,1ayprcriqhb8iv10ch70clppu,assistant coach,1969-11-16,Troyes,France,7gww28djs405rfga69smki84o,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,175.0,NaN,NaN,NaN,NaN
ar4a4mr7495etl8d8ha4mkd90,Mathys,Detourbet,Mathys,Detourbet,Male,M. Detourbet,France,7gww28djs405rfga69smki84o,player,2007-04-29,NaN,France,7gww28djs405rfga69smki84o,2024-12-19Z,active,yes,NaN,NaN,Attacker,11.0,NaN,NaN,NaN,NaN,NaN
b9lw54bptxk1sqfeklxav6ej8,Christ Brunel Neyjunior,Batola,Christ,Batola,Male,C. Batola,France,7gww28djs405rfga69smki84o,player,2009-06-03,NaN,France,7gww28djs405rfga69smki84o,2025-12-19Z,active,yes,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Attacker,NaN,187.0,NaN,NaN,NaN,NaN
c51pu7nuihrg0l44had8hdpsl,Stéphane,Dumont,Stéphane,Dumont,Male,S. Dumont,France,7gww28djs405rfga69smki84o,coach,1982-09-06,Seclin,France,7gww28djs405rfga69smki84o,2024-08-12Z,active,yes,NaN,NaN,NaN,NaN,183.0,80.0,NaN,NaN,NaN
ccwyimilwb8xsw1l4nwwcxogk,Tom,Chupin,Tom,Chupin,Male,T. Chupin,France,7gww28djs405rfga69smki84o,player,2006-01-04,NaN,France,7gww28djs405rfga69smki84o,2025-11-14Z,active,yes,NaN,NaN,Defender,NaN,NaN,NaN,left,NaN,NaN
cthycm0hbxkrqaa579akqesmi,Hugo,Gambor,Hugo,Gambor,Male,H. Gambor,Central African Republic,4grlavjd5jd86praiug1voxmd,player,2002-12-30,Blois,France,7gww28djs405rfga69smki84o,2025-08-27Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,23.0,186.0,77.0,right,2026-06-30Z,NaN
d9pacjyllv546b9qe0arx2nvu,Ismaël Ben,Boura,Ismaël,Boura,Male,I. Boura,Comoros,40fy8dkxp9lwfufwmbnctzlz6,player,2000-08-14,Bandrele,Mayotte,2ei35jfxyya3wohqi6x3wqpuh,2023-07-01Z,active,yes,France,7gww28djs405rfga69smki84o,Defender,14.0,173.0,68.0,left,NaN,NaN
