id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,status,active,shortFirstName,shortLastName,placeOfBirth,foot,endDate,secondNationality,secondNationalityId,knownName
a0eof0c5ifjrxf1nbyfropdjp,Erik,Daniel,Male,E. Daniel,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1992-02-04,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,23.0,2022-07-22Z,active,no,Erik,Daniel,Bratislava,right,2025-08-26Z,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN
a9d6193fiy29cm1ldun2mow0k,Patrik,Vasiľ,Male,P. Vasiľ,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-12-05,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,41.0,2024-11-15Z,active,yes,Patrik,Vasil,NaN,NaN,NaN,NaN,NaN,NaN
bkwvqabu13v1d8kt207rvc00k,Patrick,Karhan,Male,P. Karhan,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-06-19,Germany,36min0qztu8eydwvpv8t1is0m,185.0,NaN,21.0,2024-07-01Z,active,yes,Patrick,Karhan,Wolfsburg,right,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN
bpa4041uf6rhu659hwa08o1lg,Marek,Ujlaky,Male,M. Ujlaky,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-12-03,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,NaN,13.0,2021-04-02Z,active,yes,Marek,Ujlaky,NaN,right,NaN,NaN,NaN,NaN
bq1i8z906frmxd7upktyfcgd1,Kristián,Koštrna,Male,K. Koštrna,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1993-12-15,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,71.0,24.0,2025-06-28Z,active,yes,Kristián,Kostrna,Hlohovec,NaN,NaN,NaN,NaN,NaN
cm7ceie86tfwjhbqk76pvic4p,Libor,Holík,Male,L. Holík,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-05-12,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,72.0,4.0,2024-06-19Z,active,yes,Libor,Holík,NaN,right,NaN,NaN,NaN,NaN
cxz4zddmoyebzx57afocncvoq,Philip,Azango Elayo,Male,P. Azango,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,1997-05-21,Nigeria,63pvdwrsiq5b07mzi8igqei9p,166.0,75.0,11.0,2023-06-15Z,active,yes,Philip,Azango,Jos Plateau,left,NaN,NaN,NaN,NaN
d9hdipnzq4k4cgojv6akpcyxh,Erik,Sabo,Male,E. Sabo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-11-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,74.0,52.0,2024-08-06Z,active,yes,Erik,Sabo,Šúrovce,right,NaN,NaN,NaN,NaN
dtkyk7u6a1zbyjo0xh01xeead,Filip,Twardzik,Male,F. Twardzik,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1993-02-10,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,78.0,33.0,2024-07-01Z,active,yes,Filip,Twardzik,Trinec,left,NaN,NaN,NaN,NaN
eim53fbgajnpydps3071jxivp,Jakub,Paur,Male,J. Paur,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1992-07-04,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,75.0,17.0,2022-07-01Z,active,yes,Jakub,Paur,Žilina,right,NaN,NaN,NaN,NaN
jf5ow5qxswm7urne6c6pnzkl,Michal,Ďuriš,Male,M. Ďuriš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1988-06-01,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,75.0,57.0,2024-02-15Z,active,yes,Michal,Duris,Uherské Hradiště,right,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN
k5zoj6nv60whksh42eztymsp,Žiga,Frelih,Male,Ž. Frelih,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Goalkeeper,player,1998-02-06,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,197.0,90.0,1.0,2024-06-16Z,active,yes,Ziga,Frelih,Ljubljana,NaN,NaN,NaN,NaN,NaN
2h8ono3z5nscm9pngv3mak0oa,Roland,Galčík,Male,R. Galčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-07-30,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2023-06-22Z,active,yes,Roland,Galcík,NaN,NaN,NaN,NaN,NaN,NaN
30i2mfkxpg4921ir9cu2uavx0,Alin,Lérint,Male,A. Lérint,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2008-05-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,97.0,2025-06-15Z,active,yes,NaN,NaN,Nitra,NaN,NaN,NaN,NaN,NaN
3bc1w51ucrvl6kice2eoojkes,Ridwan,Sanusi,Male,R. Sanusi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-09-21,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,2025-08-29Z,active,yes,Ridwan,Sanusi,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
3ubz0dppyj2t7x0j4fk9lt7v8,Adrian,Petic,Male,A. Petic,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-10-11,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,6.0,2025-09-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3wvogcbnz0t7ce4qhpegjn3tg,Mohammed,Sallah,Male,M. Sallah,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,2006-02-17,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,20.0,2025-02-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3yvh2wn1zvnzdl0y1d6n3x7th,Samuel,Štefánik,Male,S. Štefánik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1991-11-16,Slovakia,7dybe8679n9bgyrcxi383pq3y,177.0,74.0,26.0,2024-07-16Z,active,yes,Samuel,Stefánik,Bánovce nad Bebravou,right,NaN,NaN,NaN,NaN
463e49o3i91ihutgy2q4zsd79,Matúš,Marcin,Male,M. Marcin,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1994-04-06,Slovakia,7dybe8679n9bgyrcxi383pq3y,178.0,77.0,11.0,2025-07-01Z,active,yes,NaN,NaN,Prešov,both,NaN,NaN,NaN,NaN
4b31zehtdej8twqlvax4na39w,Davit,Hakobyan,Male,D. Hakobyan,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,2005-08-09,Armenia,687vx665s4d88stgnq72a84k6,NaN,NaN,45.0,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4fuzlwry4gqghvvzem4fvxlhw,Aleksa,Marković,Male,A. Marković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2002-06-10,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,18.0,2024-01-24Z,active,yes,Alex,Markovic,NaN,NaN,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN
4kyzzckx6o34dt4ioy3cdr02c,Radek,Šiler,Male,R. Šiler,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2004-09-10,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,10.0,2025-06-20Z,active,yes,Radek,Siler,NaN,NaN,NaN,NaN,NaN,NaN
5gdbr6ptqv207ytova45dlox6,Štefan,Markulík,Male,Š. Markulík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1991-10-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2024-09-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5i4hanhs1igx4grc5rt6cj4oa,Kevor,Palumets,Male,K. Palumets,Estonia,64smib5liu1qh78iaylufxj99,Midfielder,player,2002-11-21,Estonia,64smib5liu1qh78iaylufxj99,187.0,76.0,80.0,2025-01-25Z,active,yes,Kevor,Palumets,Tallinn,left,NaN,NaN,NaN,NaN
60iemdthu3bvr788oqg37455g,Jorge,Velasco Argenta,Male,Jorge Velasco,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2003-05-25,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,2025-07-01Z,active,no,NaN,NaN,Soto del Real,right,2025-08-25Z,NaN,NaN,NaN
6a33ylquco39t515pwi5itk2x,Matej,Oravec,Male,M. Oravec,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-03-30,Slovakia,7dybe8679n9bgyrcxi383pq3y,185.0,74.0,4.0,2022-07-01Z,active,yes,Matej,Oravec,Trnava,right,NaN,NaN,NaN,NaN
6l5nyyhk1f31h85a0lsyb74lw,Šimon,Faško,Male,S. Faško,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,25.0,2022-10-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7d652ns7jnbtq16jpq06qml1w,Daniel,Smékal,Male,D. Smékal,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2001-12-08,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,9.0,2024-06-16Z,active,no,Daniel,Smékal,NaN,NaN,2025-09-08Z,NaN,NaN,NaN
7oycboprr3g5tsfan8lm55nca,Ivan,Rehák,Male,I. Rehák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-04-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,41.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83vlbn8rh51qh9jw871x8sx2i,Andrii,Havrylenko,Male,A. Havrylenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,2000-08-17,Ukraine,315w6fk6umfzf4qvba3t55u61,184.0,66.0,44.0,2025-07-01Z,active,yes,NaN,NaN,NaN,left,NaN,NaN,NaN,NaN
860mu6vq14s22tbtnh2mtcwk5,Branislav,Ňinaj,Male,B. Ňinaj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-05-17,Slovakia,7dybe8679n9bgyrcxi383pq3y,191.0,85.0,88.0,2025-07-01Z,active,yes,Branislav,Ninaj,Bratislava,right,NaN,NaN,NaN,NaN
8fisdnvstq0pks7ppqlfsyr6c,Ousman,Kujabi,Male,O. Kujabi,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2005-11-19,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,19.0,2025-07-01Z,active,yes,NaN,NaN,Kafuta,NaN,NaN,NaN,NaN,NaN
8g66huzw03lik7hmo4tuco5jo,Filip,Mielke,Male,F. Mielke,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-04-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,2022-03-11Z,active,yes,Filip,Mielke,NaN,NaN,NaN,NaN,NaN,NaN
8oou13mz7ha5tajr50bhcq710,Alex,Lajčiak,Male,A. Lajčiak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-12-17,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,22.0,2024-04-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8zyzglz2boculk7mx8zz3vaj8,Muhammed,Dumbuya,Male,M. Dumbuya,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2007-03-19,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,30.0,2025-07-01Z,active,yes,NaN,NaN,Banjul,NaN,NaN,NaN,NaN,NaN
a406dhm1zp3wfqgzy16f0g7is,Samuel,Šubert,Male,S. Šubert,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2007-03-26,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2024-10-15Z,active,no,NaN,NaN,NaN,NaN,2025-08-29Z,NaN,NaN,NaN
aowrrokdvc3kfxqjfz1gdj0gk,Séverin,Tatolna,Male,S. Tatolna,Central African Republic,4grlavjd5jd86praiug1voxmd,Defender,player,2002-01-10,Central African Republic,4grlavjd5jd86praiug1voxmd,185.0,76.0,17.0,2025-07-01Z,active,yes,Séverin,Tatolna,NaN,NaN,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
bist0b8gg6qi30rdd8qx423h0,Ondřej,Deml,Male,O. Deml,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2005-01-20,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,8.0,2025-07-01Z,active,yes,Ondrej,Deml,NaN,NaN,NaN,NaN,NaN,NaN
bqxwqho31gkp20ghh33956x3o,Jakub,Luka,Male,J. Luka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2003-08-18,Slovakia,7dybe8679n9bgyrcxi383pq3y,193.0,NaN,37.0,2025-01-25Z,active,yes,Jakub,Luka,NaN,right,NaN,NaN,NaN,NaN
bs25e89htou4kucgz3c9thej9,René,Paraj,Male,R. Paraj,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1992-08-14,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,2019-01-11Z,active,yes,NaN,NaN,Žiar nad Hronom,NaN,NaN,NaN,NaN,NaN
dyne11pf74cddy5qm9q0cbqc4,Vincent,Chyla,Male,V. Chyla,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-01-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,13.0,2024-01-24Z,active,yes,Vincent,Chyla,NaN,NaN,NaN,NaN,NaN,NaN
ed9p2pk5x1c6cg0kh3h28rllg,Jakub,Rehak,Male,J. Rehak,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2007-03-15,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,2025-09-05Z,active,yes,Jakub,Rehak,NaN,NaN,NaN,NaN,NaN,NaN
ef3rhuo7yei01o8o2pdpyenkl,Taras,Bondarenko,Male,T. Bondarenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1992-09-23,Ukraine,315w6fk6umfzf4qvba3t55u61,183.0,67.0,NaN,2026-01-01Z,active,no,Taras,Bondarenko,NaN,NaN,NaN,NaN,NaN,NaN
l48q4t0ucy9dq43rnz8fk1zo,Matej,Jurička,Male,M. Jurička,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-08-11,Slovakia,7dybe8679n9bgyrcxi383pq3y,202.0,75.0,95.0,2025-01-25Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN
175c3vqpypkfz0of6hf2kdtxx,Šimon,Šmehyl,Male,Š. Šmehyl,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-02-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,175.0,NaN,8.0,2021-07-01Z,active,yes,NaN,NaN,Topoľčany,NaN,NaN,NaN,NaN,NaN
18rnr89ksw4jhunbs92i73ch5,Benjamín,Száraz,Male,B. Száraz,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1998-03-09,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,84.0,13.0,2025-01-29Z,active,yes,Benjamin,Szaraz,Veľký Kýr,right,NaN,NaN,NaN,NaN
1gcf2zgdh5zd1690gx9vmv9xw,Máté,Pákozdi,Male,M. Pákozdi,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-04-01,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1p2ugub44nhzuqv0p19ri8wt0,Martin,Mišovič,Male,M. Mišovič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-01-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,77.0,2025-07-21Z,active,yes,Martin,Misovic,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
2t84zvt3d2gfe9l7bltmsa0gl,Martin,Gamboš,Male,M. Gamboš,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-01-23,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,77.0,NaN,2025-08-29Z,active,yes,Martin,Gambos,Žilina,both,NaN,NaN,NaN,NaN
2w26npeupk3omj37triq7exyi,Erik Zoltán,Gyurákovics,Male,E. Gyurákovics,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Goalkeeper,player,1999-07-21,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,NaN,26.0,2025-07-22Z,active,yes,Erik,Gyurákovics,Bratislava,right,NaN,NaN,NaN,NaN
43ssius9znhjpkfvc93go6wa1,Adam,Krčík,Male,A. Krčík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1996-03-16,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,37.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
47b72vxpquq1a5sbncfp2c72t,Róbert,Pillár,Male,R. Pillár,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1991-05-27,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,82.0,21.0,2024-06-18Z,active,yes,Róbert,Pillár,Bardejov,NaN,NaN,NaN,NaN,NaN
497cva6ygshr07y7n2y4v1p79,Martin,Šimko,Male,M. Šimko,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1998-05-24,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,3.0,2020-07-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4engbki50a50mv8wi568zb95g,Zoran,Ivanics,Male,Z. Ivanics,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2005-09-06,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,87.0,2025-07-14Z,active,yes,Zoran,Ivanics,NaN,NaN,NaN,NaN,NaN,NaN
52d3qyuyqu3pbvucsvqxib5ec,Bálint,Csóka,Male,B. Csóka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2003-03-20,Slovakia,7dybe8679n9bgyrcxi383pq3y,176.0,NaN,19.0,2025-07-19Z,active,yes,Bálint,Csóka,NaN,NaN,NaN,NaN,NaN,NaN
5g2asbwn7z9xomfm9sz5knrv9,Mikuláš,Radványi,Male,M. Radványi,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1968-11-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2021-07-01Z,active,yes,NaN,NaN,Dunajská Streda,NaN,NaN,NaN,NaN,NaN
5mbnxzg2xpqiylwiwogb1s8b8,Jakub,Palán,Male,J. Palán,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2006-07-08,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,18.0,2025-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5zqj5ku1wjsng69lrfrgsy3je,Christian Emmanuel,Nguidjol Bayemi,Male,C. Bayemi,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,1998-12-25,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,17.0,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
60hb2iku0p4coba4zext3t53o,Dominik,Žák,Male,D. Žák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-04-30,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,12.0,2025-07-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66yrr8le38s34bbh7ga38cmsq,Nándor Károly,Tamás,Male,N. Tamás,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,2000-10-24,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,22.0,2024-06-15Z,active,yes,Nándor,Tamás,NaN,NaN,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN
6c0v2gywrmolnaj26uebsqbro,Timotej,Cagáň,Male,T. Cagáň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-12-08,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2023-07-13Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94jds6clsdbzzxlr6fn5e50yc,Dávid,Kmeťo,Male,D. Kmeťo,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2004-04-23,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,15.0,2025-07-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9hmybq66cujgggy5pamd220gl,Jozef,Pastorek,Male,J. Pastorek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-09-26,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,7.0,2021-07-19Z,active,yes,Jozef,Pastorek,NaN,NaN,NaN,NaN,NaN,NaN
9jd3voo6k9idhimulhfsn46sq,Filip,Dlubáč,Male,F. Dlubáč,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2001-02-15,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,1.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9jfn80efrwcbqvky609xxravp,Filip,Kiss,Male,F. Kiss,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1990-10-13,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,89.0,14.0,2025-07-01Z,active,yes,Filip,Kiss,Dunajská Streda,both,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN
9mt84o1omv64u5kd94hsrxazt,Martin,Boďa,Male,M. Boďa,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,1997-02-02,Slovakia,7dybe8679n9bgyrcxi383pq3y,194.0,84.0,9.0,2025-06-25Z,active,yes,Martin,Boda,NaN,NaN,2026-06-30Z,NaN,NaN,NaN
9sx1lk7tzcdqeoje9ix93hiw9,Dan,Ožvolda,Male,D. Ožvolda,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1996-10-11,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,70.0,6.0,2023-01-20Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN
9zl45bh349e2cgbqlekbus4q1,Tamás,Németh,Male,T. Németh,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1999-02-13,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,10.0,2021-07-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bpbzcyqri0bsz95bwn6113hl,Dominik,Špiriak,Male,D. Špiriak,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-03-22,Slovakia,7dybe8679n9bgyrcxi383pq3y,181.0,NaN,5.0,2022-07-01Z,active,yes,Dominik,Spiriak,Bratislava,right,NaN,NaN,NaN,NaN
bvo8hf08p2eno9oldufqfbgtl,Ganbayar,Ganbold,Male,G. Ganbold,Mongolia,19cw8kmvywtowb9zfnfswhko8,Midfielder,player,2000-09-03,Mongolia,19cw8kmvywtowb9zfnfswhko8,NaN,NaN,73.0,2022-07-01Z,active,yes,Ganbayar,Ganbold,NaN,NaN,NaN,NaN,NaN,NaN
c83ms1i1lpmx77fl1ojbhs1qt,Elvis,Sukisa Mashike,Male,E. Mashike,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,1994-06-06,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,186.0,80.0,99.0,2025-07-04Z,active,yes,Elvis,Mashike,NaN,NaN,NaN,NaN,NaN,NaN
cafcvazgjd76q9on53l81fe38,Tobias,Fuka,Male,T. Fuka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2005-12-14,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-07-23Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
czmsa802giz2p7gkmnj0c37ro,Zsombor,Mitring,Male,Z. Mitring,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Attacker,player,2004-04-16,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,178.0,NaN,NaN,2025-08-15Z,active,yes,Zsombor,Mitring,NaN,NaN,NaN,NaN,NaN,NaN
dgf37odryk6lwsqs8og9qymtw,Tibor,Tóth,Male,T. Tóth,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2003-09-16,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2022-04-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mo16pn32yf5nyghy8un8jkh6,Ondřej,Rudzan,Male,O. Rudzan,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-07-25,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,24.0,2024-07-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
z91a2umckceyag4vm1ry4yl0,Zsolt Barnabás,Hogenbuch,Male,Z. Hogenbuch,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2006-09-25,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,2025-07-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17wb7qv8x70tkgmug9ngw0zys,Branislav,Sokol,Male,B. Sokol,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2004-09-15,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,35.0,2023-04-01Z,active,yes,Branislav,Sokol,NaN,NaN,NaN,NaN,NaN,NaN
1kb5noquewdka7zi5v6mvup9m,Vojtěch,Novák,Male,V. Novák,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-01-20,Czechia,5md5tpwr2nmqao528prx43jr7,155.0,43.0,11.0,2025-07-01Z,active,yes,Vojtech,Novák,NaN,left,NaN,NaN,NaN,NaN
21iixtvt80wpzqad9x3qghlux,David,Huf,Male,D. Huf,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1999-01-23,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,9.0,2024-09-04Z,active,no,David,Huf,NaN,NaN,2025-09-05Z,NaN,NaN,NaN
3h9lw0y2c1ccj9xcy1u8ht9g4,Daniel,Prekop,Male,D. Prekop,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-20,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,31.0,2025-07-01Z,active,no,Daniel,Prekop,NaN,NaN,2025-08-21Z,NaN,NaN,NaN
