id,firstName,lastName,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,status,active,shirtNumber,dateOfBirth,height,foot,shortFirstName,shortLastName,weight,knownName,placeOfBirth,secondNationality,secondNationalityId
ea6ksgiguzcd7svkd6hpyjehg,Kevin,Førsterling Cederkrantz,K. Cederkrantz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,1995-05-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ecj8byj3d8yarc5rqyg5n52c4,Nicolai,Ruch Padovan,N. Padovan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
erppnwpk7znjzxghmsqfz0qok,David,Chernet,D. Chernet,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,1998-06-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xq9ls64etq2s6jh9iysm8ydw,Patrick,Bielefeldt Pedersen,P. Bielefeldt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1998-10-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1n10rxdhxqjs6td7egs5aygic,Nicolai,Benthien Frederiksen,N. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,1998-01-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2l8mae3y8wmz5spf9lueczh05,Andreas,Bechter,A. Bechter,Austria,hcs1bd49qliqqity6o268jyt,NaN,coach,Austria,hcs1bd49qliqqity6o268jyt,active,yes,NaN,1987-11-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2qpjiigkntaiq5zjwku1t48pg,Niclas,Henriksen,N. Henriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38nlwsqyw1pka8yopcca2fyfo,Christian,Kjer Berthelsen,C. Berthelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,2001-11-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3ictopyzo4v4cslyj7a0ah0d0,Hussein,Rabiey,H. Rabiey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3jsv55bmdtgvh2br1fjptlvys,Ali,Al-Rabiey,A. Al-Rabiey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1999-11-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3k2ic41c6gpccqj1abyozexn9,Emil,Fynsk Thomsen,E. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,1991-07-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4pwq77dbixm3ayh92cajs3bpw,Eirik,Stedje,E. Stedje,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,active,yes,4.0,1999-03-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52aznpc14o8le36sfr6om68es,Daniel,Winther Alenbæk,D. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,1996-07-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6gri6ugxqjme3z11re8pczkyd,Izunna,Uzochukwu,I. Uzochukwu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,Nigeria,63pvdwrsiq5b07mzi8igqei9p,active,yes,12.0,1990-04-11,171.0,right,Izunna,Uzochukwu,70.0,NaN,NaN,NaN,NaN
6wqmrgtmqby3g98lc88fhs1zo,Isa,El-Enazi,I. El-Enazi,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8kqq6ib56j75jelwr8pj2krh0,Visar,Aliti,V. Aliti,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,Kosovo,86u6edbqifdjsn49mbp2anw7p,active,yes,3.0,1999-03-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8sldjzarrenwdl01uvmg50cus,Erik,Ingemann Andersen,E. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,2000-02-27,NaN,left,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9f27qsjtaz7weh5p4dgu0mwic,Jonas,Guldbrandsen Lund,J. Lund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1994-01-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
akn25feza2ap119jabpsdlk44,Burana,Saenkham,B. Saenkham,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,1993-04-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
axr5hbu13sms3qoyxgdy25ic4,Mohamad,Amin,M. Amin,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1999-04-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bfpmrwh3x5xlfl8h4izzokgt0,Magnus,Rahbek,M. Rahbek,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,1999-10-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bvja84xx14pq93n5ixgnpl5w4,Sami Ahmed,Abou Chawk,S. Abou Chawk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dhbz9qupvutwan3s6ysr3tz4k,Svenne,Myrthu Andersen,S. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2000-01-06,199.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
doy4iqqmns0qkx1l9bi2hmdck,Mass,Modou Sise,M. Sise,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,15.0,2003-09-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
duckuc15awavo72qdnbytk3ys,Bekir,Demirovic,B. Demirovic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,2000-09-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dzpyo43y3i9oyoz03ca88ffv8,Jakob,Bödker Tonnesen,J. Tonnesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,1994-06-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eep6ggdzmi4wmkazehc5golck,Jakob,Fechtenburg Henriksen,J. Henriksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,1997-04-30,194.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
s1bf4of1rikweb2536gk6rro,Victor,Gjesse Bove-Qvistgaard,V. Bove-Qvistgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2003-09-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ncr23robufs9ebrg6rqxwjys,David,Hansen,D. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2j72kl7sxt3eeqxjwc59zkmj8,Gustav Kjær,Raffenberg,G. Raffenberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3ia6ivqbfrh94qgdsoow9wgt0,Mathias,Anker Kure,M. Anker Kure,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5s67fog98yfbgafk4epp39kb8,Joachim,Gram,J. Gram,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6fwtg1b56w8njh5p3fxf9j8d0,Jeremias,Friis,J. Friis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71zxy7ni0bhr567e1axopcsus,Patrick,Kirkegaard,P. Kirkegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8iu02cq4k0wbgaoc9cgkuwftg,Samuel Daniel,Leinum,S. Leinum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9fq49dsl9ytxw0hfo6o8wu8es,Christian,Brandt Larsen,C. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a902eas0c2q4wdkf3h30bd89g,Daniel,Munch,D. Munch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ankjfsixi82tvl013kwxvph5g,Martin,Hansen Carl,M. Hansen Carl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ayev7e3hn35wenm4b38szc1lg,Tobias,Have Thorngreen,T. Have Thorngreen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bhxjkfdgtlei5syxslzdy7wgk,Samuel Muldbjerg,Christensen,S. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
blv0e4sxj574jx7dp31j85a1g,Samuel,Kjøller-Hansen,S. Kjøller-Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,1991-01-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c3f66boslviue38gbagxgjris,Rasmus,Thomsen,R. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cu3an9gl2vr2iitn8czkx1fkk,Jonas Montilla,Due Windfeld,J. Due Windfeld,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d4kkrxgwlnovzgyreussbq80k,Jonathan Daniel,Leinum,J. Leinum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d8qerpcom4l5v4zz0plx0v02c,Kenneth,Hansen,K. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dnxdmqqsz8p1vljw025z9kwes,Jacob,Ullemose Pedersen,J. Ullemose Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dxp7ng9ezuwr1ljanbzwi71n8,Silas Daniel,Leinum,S. Leinum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2002-09-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
esxoh3xti94u16yljpx6mg9ka,Sebastian,Johansen,S. Johansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,1996-08-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ev1ds1fogczuqckxkqp4svnro,Frederik,Stølen,F. Stølen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f24d9zrgzt4h7vgr0h30jlm38,Daniel,Skov,D. Skov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1998-03-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hf5xw9dc8pijtucbku4rabys,Mads,Kragh,M. Kragh,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,NaN,185.0,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2dlt0ck6vad3byclgvr29ofmc,Carl,Ernstsen,C. Ernstsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2xmgn875zwo308du7lp25zv9w,Anders,Juul,A. Juul,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2y65avu2ghuntguat0y8giwpg,Tunahan,Turan,T. Turan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3s0h0r2wbp7gekvp70fy5fbpw,Ole,Pedersen,O. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1975-01-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3sczauyurwdytwyxfm6w08zkk,Sebastian,Mortensen Segall,S. Segall,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,2000-11-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
43xw2w4o8dm3zjbtxh8n9vsb8,Aymen,Lamlil,A. Lamlil,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1996-07-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4indifv9zvhvgwykp4qd4wqhg,Jeppe,Orbe,J. Orbe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,2001-11-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5j0hfjn8gm8ltc4y4s2q0jdd6,Lucas Rejnhold,Steen,L. Steen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,2000-06-13,178.0,left,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626hzjrxdonbtlr40db0p2yvo,Mudabar,Qadir,M. Qadir,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ij8iblf37p1nnm8w06d90aju,Ahmed Mosa,Alswafi,A. Alswafi,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,13.0,1999-11-10,179.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6nbfocgmh7rtvbyynwscusr2s,Ruben André,Pedersen,R. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1998-06-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73790qn3bycl5xbvfk26t6exg,Cedric,Junior Bediang Atsoko,C. Bediang,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,2000-01-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7548wp08g8k6evfbkkm0y2txw,Tobias,Søderstrøm,T. Søderstrøm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76f4i2d8qzkmgszonuit12q6s,Marcus,Weiss,M. Weiss,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,1999-06-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7e8iuxsvj73fz4hfnbzdjg4bt,Boris,Saric,B. Saric,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1997-01-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7s2madtf5l6yvrsf9wbi7h2j8,Jonas,Apuada Nielsen,J. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,2001-04-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80ig3w6sji7h5ebg2zx1jekgk,Emil Kilde,Corfitzen,E. Corfitzen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,2004-12-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9f7ga87opn7c3sbgexis069lg,Dagur,Arnason,D. Arnason,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9neczkp55vhfgejgx3wjm8g7o,Nadeem,Al Shemary,N. Al Shemary,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,20.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9nhf3l3m2a6bcspdsn3tct3bo,Bertram,Borch Gjelfort,B. Gjelfort,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,22.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a2h36vp8m7dq4wio8ydd90nx0,Gustav,Rossen,G. Rossen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,2002-03-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b9aq9yx55mzsxytagdlvudbmc,Lauge Frederik,Persson,L. Persson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,21.0,2000-02-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bbimbakz6pq26r1nvfxpsbpjo,Mehieddine,Djafer-Bey,M. Djafer-Bey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,2001-06-21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c4dohdxqihznde0h0pifbl04,Aiham,Al Nasser,A. Nasser,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch5w8y8ltm5swxh0ukr50fac4,Marcus,Ytting,M. Ytting,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d403y34yy5gcp5akbamoe9fro,Nicklas Sami,Bondo Andersen,N. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,23.0,1995-08-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dayvlomuzfzanlntakrryqz56,Mattheo Vincent,Tarnow Cliford,M. Cliford,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,2001-03-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eytqtx5j09131yva0orga3kt0,Sebastian,Koldin,S. Koldin,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eyubkmgjda0shv2fucdx8hyqc,Mathias,Piel Christensen,M. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,1995-10-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f2lcb876faz8us78olimixous,Ato Junior,Smith,A. Smith,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2002-08-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
hpz6m5eyc19a9clee8tdjoyc,Andreas,Schou,A. Schou,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
x8ss8fwj5z4fllhvwmrcps2y,Mustafa,Atici,M. Atici,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,24.0,2000-09-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1dy0207jxgg8gvuygsd95wdn8,David,Kjær Kruse,D. Kruse,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,23.0,2002-05-15,185.0,right,David,Kruse,80.0,NaN,NaN,NaN,NaN
1pburqlek8mrltnblrvucehw4,Mathias,Frederiksen,M. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1vvyuyj2q6w73vf9uhbldti7e,Edmilson,Gomes dos Santos,Edmílson dos Santos,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Midfielder,player,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,active,no,16.0,2000-03-20,177.0,right,Edmilson,Gomes dos Santos,NaN,Edmilson dos Santos,Bissau,NaN,NaN
23qknnqc6885diyi50phjss7p,Albert,Ejupi,A. Ejupi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,no,8.0,1992-08-28,191.0,NaN,Albert,Ejupi,85.0,NaN,Stockholm,NaN,NaN
266me3mc2giq9nnwn7ymkmymt,Aron,Sigurðarson,A. Sigurðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,active,no,11.0,1993-10-08,177.0,right,Aron,Sigurdarson,70.0,NaN,Reykjavík,NaN,NaN
