id,firstName,lastName,shortFirstName,shortLastName,gender,knownName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,foot,height,weight,placeOfBirth,endDate,secondNationality,secondNationalityId
6swftmu97i7gl9klctswzzhg4,Ingimar,Torbjørnsson Støle,Ingimar,Støle,Male,NaN,I. Støle,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-05-16,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z
77zozbltxse3ywhz8pl0aw2y1,Jakob Snær,Árnason,Jakob,Árnason,Male,Jakob Árnason,J. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1997-07-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2021-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7omt89p24e3g7ps4vxl1vfk0k,Mikael Breki,Þórðarson,Mikael,Thórdarson,Male,NaN,M. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2007-02-20,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2022-05-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7predrc434lbpkqstn96cpdsk,Gabriel Lukas Freitas,Meira,Gabriel,Meira,Male,NaN,G. Meira,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-07-31,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-08-15Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7upgxx5pkwolebhl5ulg1w50q,Birgir,Baldvinsson,Birgir,Baldvinsson,Male,NaN,B. Baldvinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-01-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2022-10-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8hrz5n98vfll0bcqma6rcxses,Sigurður Nói,Jóhannsson,Sigurdur,Jóhannsson,Male,NaN,S. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2010-04-20,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2025-06-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8ryvjrt82qdrlk249wizk12vp,Ásgeir,Sigurgeirsson,Ásgeir,Sigurgeirsson,Male,NaN,Á. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1996-12-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2016-03-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8wqqjup58fxp994da30p9bq50,Markús Máni,Pétursson,Markús,Pétursson,Male,NaN,M. Pétursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-05-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2025-01-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9p0ss2udgb3us3nnzcxoys72t,Viðar Örn,Kjartansson,Vidar,Kjartansson,Male,NaN,V. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1990-03-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2024-03-29Z,active,yes,right,187.0,86.0,Selfoss,NaN,NaN,NaN
aini4vl9ne9db3fec9bzenhzp,Rodrigo,Gómez Mateo,Rodrigo,Gómez Mateo,Male,Rodri,Rodri,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1989-02-09,Spain,49ih1pwv3ahshdf8uzrimi54c,4.0,2020-02-22Z,active,yes,NaN,NaN,NaN,Orihuela,NaN,NaN,NaN
b7lfjjmdtaq9fd2dxfig6b8b9,Hrannar Björn,Steingrímsson,Hrannar,Steingrímsson,Male,Hrannar Steingrímsson,Hrannar Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1992-06-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2014-02-21Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bd6v0zvpshxanjumvot2c1h49,Dagur Ingi,Valsson,Dagur,Valsson,Male,NaN,D. Valsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-09-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2024-08-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bgk8lqv11jhwxo5m1rjlfdz4k,William Ansgar,Smith Tønning,William,Tønning,Male,NaN,W. Tønning,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1999-05-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,12.0,2025-03-25Z,active,yes,right,188.0,NaN,Slagelse,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e
bxu5dr1iczfweuxfupwtje7kl,Hallgrímur Mar,Steingrímsson,Hallgrímur,Steingrímsson,Male,Hallgrímur Steingrímsson,Hallgrímur Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1990-10-02,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2016-02-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d2gabd3340rs5oz5kfvrunrpw,Jóhann Mikael,Ingólfsson,Jóhann,Ingólfsson,Male,NaN,J. Ingólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2007-03-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,99.0,2023-04-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d7nx940m1bs3895u6vnu8ah1x,Birnir Snær,Ingason,Birnir,Ingason,Male,NaN,B. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-12-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-07-18Z,active,yes,right,186.0,78.0,NaN,NaN,NaN,NaN
dzaqu4a0ruhe32nuwtfoyj52i,Bjarni,Aðalsteinsson,Bjarni,Adalsteinsson,Male,NaN,B. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-09-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,2025-03-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dzh7uv6408uf6zkkyy4yv6dt6,Guðjón Ernir,Hrafnkelsson,Gudjón,Hrafnkelsson,Male,NaN,G. Hrafnkelsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-08-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
knscr9cua55q0dnioeihas5w,Kári,Gautason,Kári,Gautason,Male,NaN,K. Gautason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2003-12-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2024-02-03Z,active,no,NaN,NaN,NaN,NaN,2025-08-04Z,NaN,NaN
13nfbso78aicjh821y5h6se7d,Atli Hrafn,Andrason,Atli,Andrason,Male,NaN,A. Andrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-01-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2025-02-05Z,active,yes,right,180.0,NaN,Reykjavík,NaN,NaN,NaN
1i8k7uoh7y1j73o0tatk35gb9,Óskar Hrafn,Þorvaldsson,Óskar,Thorvaldsson,Male,NaN,Ó. Þorvaldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1973-10-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2024-08-16Z,active,yes,NaN,181.0,NaN,NaN,NaN,NaN,NaN
1m50a598kkw0yrk3a0aujchyh,Guðmundur Andri,Tryggvason,Gudmundur,Tryggvason,Male,NaN,G. Tryggvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-11-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2024-08-09Z,active,yes,right,182.0,NaN,Tromsø,NaN,NaN,NaN
1qy1fe9abj8m4y69ug10tdh3p,Atli,Sigurjónsson,Atli,Sigurjónsson,Male,NaN,A. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1991-07-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2018-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
266me3mc2giq9nnwn7ymkmymt,Aron,Sigurðarson,Aron,Sigurdarson,Male,Aron Sigurdarson,Aron Sigurðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1993-10-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2024-02-01Z,active,yes,right,177.0,70.0,Reykjavík,NaN,NaN,NaN
2ebmq7lsmgpld94c0qdbezotm,Finnur Tómas,Pálmason,Finnur,Pálmason,Male,Finnur Pálmason,F. Pálmason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2001-02-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2022-02-17Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2i129fm9zifmc0eov0lxhrklw,Alexander Rafn,Pálmason,Alexander,Pálmason,Male,Alexander Pálmason,A. Pálmason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2010-04-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2024-07-20Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2q6sb58hub7xdy96endeu5v1m,Jóhannes Kristinn,Bjarnason,Jóhannes,Bjarnason,Male,NaN,J. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2005-02-24,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2023-02-14Z,active,no,right,NaN,NaN,NaN,2025-07-30Z,NaN,NaN
3rur2g28dh69tfwjzcbi6q9k9,Óliver Dagur,Thorlacius,Óliver,Thorlacius,Male,NaN,Ó. Thorlacius,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1999-03-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3v6rg2p0hqkl6kd7135z9rklw,Júlíus Mar,Júlíusson,Júlíus,Júlíusson,Male,NaN,J. Júlíusson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-06-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4c364dz84t0qukqgyksphcsx6,Gyrðir Hrafn,Guðbrandsson,Gyrdir,Gudbrandsson,Male,NaN,G. Guðbrandsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-03-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2024-08-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4e3ph3igta7s2siz5yeukzyms,Amin,Cosic,Amin,Cosic,Male,NaN,A. Cosic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2005-10-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-07-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4p902ll1xs2sm01d2q2ak08b8,Tristan Gauti,Línberg Arnórsson,Tristan,Arnórsson,Male,NaN,T. Arnórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2025-05-28Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5hf2b4r2wwx5xeij7se7e7rhl,Hjalti,Sigurðsson,Hjalti,Sigurdsson,Male,NaN,H. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2000-09-19,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5ntsqcs21hp1aqq0gm6kqkp3o,Auðunn,Gunnarsson,Audunn,Gunnarsson,Male,NaN,A. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2008-01-15,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,37.0,2024-10-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
654obqy73ov2t5800r2woo6w9,Michael,Osei Akoto,Michael,Akoto,Male,NaN,M. Akoto,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-10-03,Ghana,2q2sw72utw5gu9t5y4knckwba,4.0,2025-08-12Z,active,yes,right,188.0,72.0,Accra,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba
6rogc92mr2cwdmiuee82q0d79,Alexander Helgi,Sigurðarson,Alexander Helgi,Sigurdarson,Male,Alexander Sigurdarson,Alexander Sigurðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-04-08,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wl9x60uqcaqmkqjykwclt1m2,Luke Morgan Conrad,Rae,Luke,Rae,Male,NaN,L. Rae,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2000-12-27,England,1fk5l4hkqk12i7zske6mcqju6,17.0,2023-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zkf8tic6nro08uaklod19t61,Stefán Árni,Geirsson,Stefán,Geirsson,Male,NaN,S. Geirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2000-11-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2019-10-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71blmimt1xkib6l1oerimsefo,Jón Arnar,Sigurðsson,Jón,Sigurdsson,Male,NaN,J. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2007-05-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-07-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7tq66dzc1eqrfzed59s1efso9,Eiður Gauti,Sæbjörnsson,Eidur,Sæbjörnsson,Male,NaN,E. Sæbjörnsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1999-07-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8cujog9nbsn2kafq1yw809rai,Birgir Steinn,Styrmisson,Birgir,Styrmisson,Male,NaN,B. Styrmisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-06-07,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2020-06-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8qrbgek6r15sqt8y3xw43np7u,Gabríel Hrannar,Eyjólfsson,Gabríel,Eyjólfsson,Male,NaN,G. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-09-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8w0dh7ofet61bhphpiuj5mb1m,Orri Hrafn,Kjartansson,Orri,Kjartansson,Male,NaN,O. Kjartansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-02-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a32s2a0rks2nc0ff6y68v1slw,Haukur Logi,Tryggvason,Haukur,Tryggvason,Male,NaN,H. Tryggvason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,90.0,2025-05-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a6mpmftog66aeds71bede5n2s,Skarphéðinn Gauti,Ingimarsson,Skarphédinn,Ingimarsson,Male,NaN,S. Ingimarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2009-03-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,2024-08-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bb5zaeuq0bfz8yw52am8ilpg4,Sigurður Breki,Kárason,Sigurdur,Kárason,Male,NaN,S. Kárason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2009-12-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2025-02-05Z,active,yes,right,155.0,NaN,NaN,NaN,NaN,NaN
bl44861bagjwhll9ku9ui5kru,Sigurpáll Sören,Ingólfsson,Sigurpáll,Ingólfsson,Male,NaN,S. Ingólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2003-03-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2024-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c2x3pewqx6d9q3c5dup0udxw,Ásgeir Galdur,Guðmundsson,Galdur,Gudmundsson,Male,NaN,G. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-04-14,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-11Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cdx5akkzjrm6j7erasu8k4hlg,Halldór Snær,Georgsson,Halldór,Georgsson,Male,NaN,H. Georgsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2004-01-05,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
civvv5ns1omb20m4omsdoiklx,Arnar Freyr,Ólafsson,Arnar,Ólafsson,Male,NaN,A. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,1993-03-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d00nw11kd9t8dg42btdx3ou8k,Hrafn,Tómasson,Hrafn,Tómasson,Male,NaN,H. Tómasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-07-15,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2022-10-17Z,active,no,NaN,NaN,NaN,NaN,2025-07-17Z,NaN,NaN
dgmdkay09a5h8yal86xn6ex2h,Ástbjörn,Þórðarson,Ástbjörn,Thórdarson,Male,NaN,Á. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-07-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2024-08-06Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dogxabm3m7qgp62ur3pwm4e1g,Róbert Elís,Hlynsson,Róbert,Hlynsson,Male,NaN,R. Hlynsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2007-03-21,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,2025-02-05Z,active,yes,right,NaN,NaN,NaN,NaN,NaN,NaN
ds5078chg98mzck9khc4ssnl6,Vicente Rafael,Valor Martínez,Vincente,Valor,Male,NaN,Vicente Valor,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1998-02-03,Spain,49ih1pwv3ahshdf8uzrimi54c,19.0,2025-02-05Z,active,no,left,177.0,NaN,NaN,2025-04-23Z,NaN,NaN
eimq8l9nj12ikbqhrshr5jxex,Kristófer Orri,Pétursson,Kristófer,Pétursson,Male,NaN,K. Pétursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1998-07-10,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2025-02-07Z,active,no,NaN,NaN,NaN,NaN,2025-07-15Z,NaN,NaN
eupf0h6o7w45uhw0wqolrvjrp,Aron Þórður,Albertsson,Aron,Albertsson,Male,NaN,A. Albertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1996-06-27,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2022-05-07Z,active,yes,right,NaN,NaN,NaN,NaN,NaN,NaN
j3w482yhlge6u4b1cju3d17u,Matthias,Præst Nielsen,Matthias,Præst,Male,NaN,M. Præst,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-06-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,16.0,2025-02-05Z,active,yes,right,174.0,NaN,NaN,NaN,NaN,NaN
1ca2gubir05u450pmvh4v3yll,Georg,Bjarnason,Georg,Bjarnason,Male,NaN,G. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1999-10-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2024-05-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1cm571xc0361iwov3qrct3qj8,Róbert Agnar,Daðason,Róbert,Dadason,Male,NaN,R. Daðason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,79.0,2025-06-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29q6xnzs6z0lnt8ntpiber696,Jökull,Andrésson,Jökull,Andrésson,Male,Jökull Andrésson,J. Andrésson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,2001-08-25,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2024-12-06Z,active,yes,left,194.0,82.0,Mosfellsbær,NaN,NaN,NaN
3a0g5dz58ttr0oifq0043ju5m,Elmar Kári,Enesson Cogic,Elmar,Cogic,Male,Elmar Cogic,Elmar Cogic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-01-03,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2020-06-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3x6kbq7zpz0ssbxaylvosvgq2,Andri Freyr,Jónasson,Andri,Jónasson,Male,NaN,A. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1998-02-17,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2023-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
49t766i55oesdq5khuof6h4dm,Bjartur Bjarmi,Barkarson,Bjartur,Barkarson,Male,NaN,B. Barkarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2002-04-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2023-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4w9b22plpgmbpgjlit0tb01ec,Óðinn Már,Guðmundsson,Ódinn,Gudmundsson,Male,NaN,Ó. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-04-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5llr8bmhcexd6mfkjtz5l43ys,Rikharður Smári,Gröndal,Rikhardur,Gröndal,Male,NaN,R. Gröndal,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,2006-05-12,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6q7hmny8w14jiy94rn6tkd7u1,Aron Elí,Sævarsson,Aron,Sævarsson,Male,NaN,A. Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,1997-04-26,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2020-02-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79t23r0ikrthokheas3fljidx,Aron,Jóhannsson,Aron,Jóhannsson,Male,NaN,A. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,1994-01-11,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7u1qkjg546xdrebsfb43299g4,Aron,Jónsson,Aron,Jónsson,Male,NaN,A. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-07-20,Norway,7f16iy4w8u8ogyn6pfooqwv5z,8.0,2024-02-01Z,active,yes,right,185.0,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z
7x12gxx0wco4h7hc0ef888oic,Enes Þór,Enesson Cogic,Enes,Cogic,Male,Enes Cogic,Enes Cogic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2006-01-01,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,2022-05-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81bn1esm8kuwq5yofmyxnnemt,Aketchi Luc-Martin,Kassi,Luc,Kassi,Male,NaN,L. Kassi,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1994-08-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,28.0,2025-07-21Z,active,yes,NaN,179.0,74.0,Abidjan,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98
8n0exy53bx616ukm1wqm9bsic,Jakob,Sævar Johansson,Jakob,Sævar,Male,NaN,J. Sævar,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-08-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ytj26iyw0mayc0yd53m3u5zp,Magnús Már,Einarsson,Magnús Már,Einarsson,Male,NaN,M. Einarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1989-02-13,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2020-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bwdthfmwia9wpxydglr9o6zo4,Sölvi Geir,Hjartarson,NaN,NaN,Male,NaN,S. Hjartarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Unknown,player,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2025-06-19Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c6adahd50sn0cgi3xz53yrff9,Arnór Gauti,Ragnarsson,Arnór,Ragnarsson,Male,NaN,A. Ragnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1997-02-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2023-02-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN
