id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,endDate,knownName
76nqspzculap4o1dvvhdwn2ll,David,Heidenreich,David,Heidenreich,Male,D. Heidenreich,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2000-06-24,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,191.0,72.0,right,NaN,2023-07-11Z,active,yes,NaN,NaN,NaN,NaN
77r4hf2uohwyjw93tfx6sk9gp,František,Čech,NaN,NaN,Male,F. Čech,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1998-06-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,69.0,NaN,25.0,2017-05-01Z,active,yes,NaN,NaN,NaN,NaN
7cgekcpn1trfydj4gqsj4yvx0,Alexandr,Sojka,Alexandr,Sojka,Male,A. Sojka,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-04-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,8.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
8qblbd58f4db62ju72eq9bcpg,Adam,Griger,Adam,Griger,Male,A. Griger,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2004-03-16,Prešov,Slovakia,7dybe8679n9bgyrcxi383pq3y,195.0,81.0,right,38.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
8qw7qzgobz2ojo850qdq0npw,Lukáš,Hruška,NaN,NaN,Male,L. Hruška,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2004-02-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,85.0,NaN,23.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
952n19xag8sh4pozr79qprxbe,Matyáš,Vágner,Matyás,Vágner,Male,M. Vágner,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2003-02-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,20.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
99763os7b0tblnpzclm4bklqs,Martin,Hlaváč,NaN,NaN,Male,M. Hlaváč,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2002-08-22,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,24.0,2023-04-01Z,active,no,NaN,NaN,2025-09-08Z,NaN
a39nidkjopd50d1gk58soo1cl,Mick,van Buren,Mick,van Buren,Male,M. van Buren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1992-08-24,Ridderkerk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,75.0,left,10.0,2025-07-09Z,active,yes,NaN,NaN,NaN,NaN
ac1jv4urgx17jya5ixjaxclt6,Patrik,Vízek,NaN,NaN,Male,P. Vízek,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1993-02-26,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,83.0,NaN,1.0,2019-01-01Z,active,yes,NaN,NaN,NaN,NaN
bptjm5hzs0fiincv8xzwq4m0a,Filip,Čihák,Filip,Cihák,Male,F. Čihák,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1999-07-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,80.0,NaN,5.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
cepzhrnnpa73ogetj5ox3pg45,Lukáš,Čmelík,Lukás,Cmelík,Male,L. Čmelík,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1996-04-13,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,74.0,right,9.0,2023-09-05Z,active,yes,NaN,NaN,NaN,NaN
cg3fk0cm3r2edv5u9ng4ef4yd,Ondřej,Mihálik,Ondrej,Mihálik,Male,O. Mihálik,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1997-04-02,Jablonec nad Nisou,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,74.0,right,17.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
clv5qhdszqe6gjr4szuh4j0q2,Štěpán,Harazim,Stepán,Harazim,Male,Š. Harazim,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2000-07-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,21.0,2021-07-01Z,active,no,NaN,NaN,2025-09-08Z,NaN
dt1jqc35t5c7eg0qxs3qbxm21,Petr,Kodeš,NaN,NaN,Male,P. Kodeš,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1996-01-31,Krupka,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,72.0,NaN,22.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
dvjwntanmbqn589udkr6nub1m,Adam,Zadražil,Adam,Zadrazil,Male,A. Zadražil,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2000-08-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,12.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
es483in85a999fkdrcvubgfmc,Jakub,Hodek,NaN,NaN,Male,J. Hodek,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2001-09-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,14.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
xbp16o2bijkl84w1lklyua51,Samuel,Dancák,Samuel,Dancák,Male,S. Dancák,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1998-03-06,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,11.0,2024-07-10Z,active,yes,NaN,NaN,NaN,NaN
20u1fl1nr2r79lqyonfpewoic,Soliu,Afolabi,NaN,NaN,Male,S. Afolabi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-08-08,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,7.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
24ag393ieajcfwhg66ui2zotm,Ahmad Abubakar,Ghali,Ahmad,Ghali,Male,A. Ghali,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2000-06-23,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,170.0,64.0,NaN,25.0,2022-01-28Z,active,no,NaN,NaN,2025-09-02Z,NaN
2ijin6mf3w7hbzuju1jpmoq8l,Lukáš,Masopust,Lukás,Masopust,Male,L. Masopust,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1993-02-12,Božejov,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,76.0,right,26.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
2q96bh24g7zn9eh6wfyel6mtw,Marek,Icha,Marek,Icha,Male,M. Icha,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2002-03-14,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,8.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
2vg1sywhleeynm8b48nf7pqms,Matěj,Strnad,NaN,NaN,Male,M. Strnad,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2006-05-29,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2026-01-01Z,active,no,NaN,NaN,NaN,NaN
4c3sdzfq5ldgmtqqwcz6qu1p0,Daniel,Rus,Daniel,Rus,Male,D. Rus,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2006-02-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2025-09-08Z,active,yes,NaN,NaN,2026-06-30Z,NaN
4cszkdyzm6678s5f4heode2g9,Ivan,Krajčírik,Ivan,Krajcírik,Male,I. Krajčírik,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,2000-06-15,Handlová,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,83.0,left,1.0,2025-07-03Z,active,yes,NaN,NaN,NaN,NaN
4sxt2tujnxgouj54nsiv6qfe2,Jan,Knapík,Jan,Knapík,Male,J. Knapík,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2000-12-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,79.0,NaN,22.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
598di6w5d4ol92ewfecmwhgb9,Miroslav,Holeňák,NaN,NaN,Male,M. Holeňák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1976-02-10,Zlín,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,74.0,right,NaN,2025-02-15Z,active,yes,NaN,NaN,NaN,NaN
59clzbjr79ql4nsqgoni54uwa,Lukáš,Letenay,NaN,NaN,Male,L. Letenay,Slovakia,7dybe8679n9bgyrcxi383pq3y,Attacker,player,2001-04-19,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,21.0,2024-01-03Z,active,yes,NaN,NaN,NaN,NaN
6aix1hco452fr97ua35arto4q,Qëndrim,Zyba,Qëndrim,Zyba,Male,Q. Zyba,Kosovo,86u6edbqifdjsn49mbp2anw7p,Midfielder,player,2001-02-03,Suharekë,Kosovo,86u6edbqifdjsn49mbp2anw7p,184.0,74.0,right,10.0,2024-07-10Z,active,yes,NaN,NaN,NaN,NaN
6marp4xhjkoal9ax2zx9kap78,Lukáš,Mašek,Lukás,Masek,Male,L. Mašek,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2004-05-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,74.0,NaN,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
71bvjduiimaomxmjznjxwdfys,Caumenan Ange Emmanu,N'Guessan,Ange,N'Guessan,Male,A. N'Guessan,France,7gww28djs405rfga69smki84o,Defender,player,2003-09-01,Paris,France,7gww28djs405rfga69smki84o,188.0,NaN,right,16.0,2025-07-25Z,active,yes,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN
73akea5hi9ygl6lbnd5thp79w,Patrik,Dulay,NaN,NaN,Male,P. Dulay,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,2005-03-03,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,NaN,24.0,2024-07-04Z,active,yes,NaN,NaN,NaN,NaN
7bdvpsz3j3cr38n0ltxqaj5jp,Jan,Mikula,Jan,Mikula,Male,J. Mikula,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1992-01-05,Havlíčkův Brod,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,79.0,right,3.0,2017-07-02Z,active,yes,NaN,NaN,NaN,NaN
7q8yzcaejglf2h1ho7iukqtxw,Aziz Abdu,Kayondo,Aziz,Kayondo,Male,A. Kayondo,Uganda,1j6yonplolalz6goyopv7xd1k,Defender,player,2002-10-06,NaN,Uganda,1j6yonplolalz6goyopv7xd1k,175.0,NaN,NaN,27.0,2024-07-11Z,active,yes,NaN,NaN,NaN,NaN
840353qq4b6ufh0hhm9o0n45x,Tomáš,Koubek,Tomás,Koubek,Male,T. Koubek,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1992-08-26,Hradec Králové,Czechia,5md5tpwr2nmqao528prx43jr7,197.0,98.0,right,40.0,2025-01-11Z,active,yes,NaN,NaN,NaN,NaN
88y4t89nej6ck5ljjjudh2zo4,Benjamin,Nyarko,Benjamin,Nyarko,Male,B. Nyarko,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-01-29,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,180.0,NaN,right,28.0,2024-07-03Z,active,no,NaN,NaN,2025-08-20Z,NaN
8chxkqkwpvs373kg5z576eolw,Martin,Rýzek,Martin,Ryzek,Male,M. Rýzek,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,2005-05-23,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,190.0,NaN,NaN,4.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
8uvwdn4qumwhi0pl5kx9dx3sa,Vojtěch,Stránský,Vojtech,Stránsky,Male,V. Stránský,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-03-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,75.0,NaN,12.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
8zjkoe9nrb4yb6wxfty7ri1ux,Michal,Hlavatý,Michal,Hlavaty,Male,M. Hlavatý,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1998-06-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,19.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
90s6m1gurdxcwvb8fltsdgahg,Jindřich,Musil,NaN,NaN,Male,J. Musil,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2004-07-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,47.0,2024-07-27Z,active,yes,NaN,NaN,NaN,NaN
9lz2kyd7dcq5cggjuc0g1chsk,Petr,Juliš,Petr,Julis,Male,P. Juliš,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-04-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,17.0,2025-07-09Z,active,yes,NaN,NaN,NaN,NaN
9vjskg4knzw94o03xuvwvo8o9,Hugo Jan,Bačkovský,Hugo Jan,Backovsky,Male,H. Bačkovský,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1999-10-10,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,74.0,NaN,31.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
aqnnzqnx55s9iua5ynn4yx7h0,Lukáš,Pešl,Lukás,Pesl,Male,L. Pešl,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2002-04-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,33.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
azph2f84zhlvg4wd8tleydkdm,Raimonds,Krollis,Raimonds,Krollis,Male,R. Krollis,Latvia,6s9bglosczqlp9cxh3ze5hdm5,Attacker,player,2001-10-28,NaN,Latvia,6s9bglosczqlp9cxh3ze5hdm5,186.0,80.0,left,99.0,2025-02-05Z,active,yes,NaN,NaN,NaN,NaN
bn9h81ux7xhbwh56xjmbllmhg,Ermin,Mahmić,Ermin,Mahmic,Male,E. Mahmić,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2005-03-14,Wels,Austria,hcs1bd49qliqqity6o268jyt,175.0,NaN,right,20.0,2025-07-01Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
bnxvk63ieyse1mspakxi4dai2,Radoslav,Kováč,Radoslav,Kovác,Male,R. Kováč,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,coach,1979-11-27,Prague,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,78.0,right,NaN,2024-05-26Z,active,yes,NaN,NaN,NaN,NaN
btp42zqe7lw85hlcyi4ymzutx,Josef,Petrik,NaN,NaN,Male,J. Petrik,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1955-02-03,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
bui3k0lbk3iglpuyngcvvufpw,Filip,Špatenka,Filip,Spatenka,Male,F. Špatenka,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2004-02-22,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,NaN,NaN,11.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
cq2siabqa0z8pwuoweciwgdwq,Šimon,Gabriel,Simon,Gabriel,Male,Š. Gabriel,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2001-05-28,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,88.0,right,32.0,2025-01-27Z,active,yes,NaN,NaN,NaN,NaN
cuzvy5d70w9zbxsu3po6clucp,Dominik,Plechatý,Dominik,Plechaty,Male,D. Plechatý,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1999-04-18,Zvole,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,73.0,NaN,2.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
dbwxbxu6sah8hsb0fp1o0mlg4,Ivan,Varfolomieiev,Ivan,Varfolomieiev,Male,I. Varfolomieiev,Ukraine,315w6fk6umfzf4qvba3t55u61,Midfielder,player,2004-03-24,Simferopol,Ukraine,315w6fk6umfzf4qvba3t55u61,180.0,68.0,NaN,6.0,2022-06-21Z,active,no,NaN,NaN,2025-08-21Z,NaN
dn9eq343mhbkqe90tnsi4fhii,Josef,Koželuh,Josef,Kozeluh,Male,J. Koželuh,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2002-02-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,18.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
eau0au7g5dqxc7zwp8ia40qju,Petr,Hodouš,Petr,Hodous,Male,P. Hodouš,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-12-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,5.0,2025-06-22Z,active,yes,NaN,NaN,NaN,NaN
f0pr9jllied6o876bo544he6s,Olaf,Kok,Olaf,Kok,Male,O. Kok,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-01-16,Hoevelaken,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,NaN,right,NaN,2025-07-01Z,active,no,NaN,NaN,2025-07-31Z,NaN
f0y6zu4oawrisug7rgc98ttec,Toumani,Diakité,Toumani,Diakité,Male,T. Diakité,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2006-01-19,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,NaN,30.0,2025-09-05Z,active,yes,NaN,NaN,NaN,NaN
17e78wivkulu647aezeztkiqd,Marek,Bakoš,Marek,Bakos,Male,M. Bakoš,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,assistant coach,1983-04-15,Nová Baňa,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,76.0,NaN,NaN,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN
1lrnbjvb7xsbbpwlleoxjou8k,Matyáš,Šilhavý,Matyás,Silhavy,Male,M. Šilhavý,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,2007-03-06,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,15.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
2bf28lr218vw4pxri6ovksa5m,Matěj,Valenta,Matej,Valenta,Male,M. Valenta,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-02-09,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,76.0,NaN,32.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
42ybprj1rxbn2fz3ionthzbo,Prince Kwabena,Adu,Prince,Adu,Male,P. Adu,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2003-09-23,Sunyani,Ghana,2q2sw72utw5gu9t5y4knckwba,179.0,NaN,right,80.0,2024-08-28Z,active,yes,NaN,NaN,NaN,NaN
43jy22jv9mtezhrs22lppv3l5,Svetozar,Marković,Svetozar,Markovic,Male,S. Marković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2000-03-23,Bijeljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,76.0,right,3.0,2024-08-30Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
4dnao2yd0v4btv2dlmx6tfsut,Jan,Trousil,Jan,Trousil,Male,J. Trousil,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,assistant coach,1976-04-09,Kutna Hora,Czechia,5md5tpwr2nmqao528prx43jr7,191.0,88.0,NaN,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
4riunfstr4l3lqrrd0lffv7fu,Lukáš,Červ,Lukás,Cerv,Male,L. Červ,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2001-04-10,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,70.0,right,6.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
4wbrkcm2bxeps49cjf747or2s,Tom,Slončík,Tom,Sloncík,Male,T. Slončík,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-12-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,29.0,2025-07-01Z,active,no,NaN,NaN,2025-08-20Z,NaN
58vrddf0ws30ev8rrkjpkkrxm,Pavel,Šulc,Pavel,Sulc,Male,P. Šulc,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2000-12-29,Karlovy Vary,Czechia,5md5tpwr2nmqao528prx43jr7,177.0,76.0,right,31.0,2023-07-01Z,active,no,NaN,NaN,2025-08-04Z,NaN
5nqonu6ea844ish2k3m5le3je,Denis,Višinský,Denis,Visinsky,Male,D. Višinský,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2003-03-21,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,9.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
5qwergu94zpb6wglhk008qbro,Idjessi Yethro,Metsoko,Idjessi,Metsoko,Male,I. Metsoko,Togo,3jiuckrqd0zejkm452st5dyq7,Attacker,player,2002-03-14,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,2026-01-01Z,active,no,France,7gww28djs405rfga69smki84o,NaN,NaN
6enr5slebk8zq5it8xafsgems,James,Bello,James,Bello,Male,J. Bello,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2005-05-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,72.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN
6za3yitvynb3riv1l8y4qup5h,Milan,Havel,Milan,Havel,Male,M. Havel,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1994-08-07,Benešov,Czechia,5md5tpwr2nmqao528prx43jr7,183.0,77.0,right,24.0,2020-01-01Z,active,yes,NaN,NaN,NaN,NaN
7nw2ismkbgv3u53ua2glahbhm,Merchas,Ghazi Salih Doski,Merchas,Ghazi Salih Doski,Male,Merchas Doski,Iraq,1uzblzx1s42jn6zk6hivjzby8,Defender,player,1999-12-07,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,172.0,96.0,left,14.0,2025-01-26Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,Merchas Doski
8972qh4ybyfiq7n5dwy9zgudx,Martin,Jedlička,Martin,Jedlicka,Male,M. Jedlička,Czechia,5md5tpwr2nmqao528prx43jr7,Goalkeeper,player,1998-01-24,Pribram,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,NaN,NaN,23.0,2024-02-09Z,active,yes,NaN,NaN,NaN,NaN
96deivn85excx5vovtoh758no,Amar,Memić,Amar,Memic,Male,A. Memić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2001-01-20,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,99.0,2025-01-26Z,active,yes,NaN,NaN,NaN,NaN
9v54aj9t3bby2nfzcwtr15o2c,Rafiu,Adekunle Durosinmi,Rafiu,Durosinmi,Male,R. Durosinmi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2003-01-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,17.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
a04qi42wyt8iyogd5ybcclqdx,Jan,Kopic,Jan,Kopic,Male,J. Kopic,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1990-06-04,Humpolec,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,80.0,right,10.0,2015-07-01Z,active,yes,NaN,NaN,NaN,NaN
a145j0ygpazk4wq1qo8wiamz9,Matěj,Vydra,Matej,Vydra,Male,M. Vydra,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,1992-05-01,Chotebor,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,71.0,right,11.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN
a3q75g4ni6a5w8ajin85rsacq,Christophe,Kabongo,Christophe,Kabongo,Male,C. Kabongo,Czechia,5md5tpwr2nmqao528prx43jr7,Attacker,player,2003-08-27,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,7.0,2024-06-26Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN
a9l9kaebv2dlo434goqe0z33e,Cheick Oumar,Souaré,Cheick,Souaré,Male,C. Souaré,France,7gww28djs405rfga69smki84o,Midfielder,player,2002-09-03,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,19.0,2024-06-21Z,active,yes,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,NaN
ab470admyu96ui8vuuybym2vo,Karel,Spáčil,Karel,Spácil,Male,K. Spáčil,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2003-05-18,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,5.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
aq0sz764bvc50t7nzc1kyhkwk,Jan,Paluska,Jan,Paluska,Male,J. Paluska,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2005-06-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,22.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
aqa3peejinzqik8uh11l006hh,Marián,Tvrdoň,Marián,Tvrdon,Male,M. Tvrdoň,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1994-08-18,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,194.0,86.0,NaN,13.0,2021-07-14Z,active,yes,NaN,NaN,NaN,NaN
b1aboy0e76o5y6cgtcy4yatjo,Jiří Maxim,Panoš,Jirí,Panos,Male,J. Panoš,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2007-11-15,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,left,20.0,2024-07-02Z,active,yes,NaN,NaN,NaN,NaN
brwqlanf39ex63ux6brkacoru,Adrian,Zeljković,Adrian,Zeljkovic,Male,A. Zeljković,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2002-08-19,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,192.0,87.0,right,85.0,2025-06-21Z,active,yes,NaN,NaN,NaN,NaN
btl07lxy29q5k36jjicd4ht78,Sampson Kazorla,Kargeoh Dweh Jr.,Sampson,Dweh,Male,S. Dweh,Liberia,78fh41lat89a3xaqjqcdzb4ul,Defender,player,2001-10-10,NaN,Liberia,78fh41lat89a3xaqjqcdzb4ul,NaN,NaN,NaN,40.0,2024-06-21Z,active,yes,NaN,NaN,NaN,NaN
