id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName
5onmh5qexnhrveifpx9tfdz4k,Luigi,Mišević,Luigi,Misevic,Male,L. Mišević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-07-08,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,74.0,NaN,NaN,NaN,NaN,NaN,NaN
5tt1b9whd0yy6syvb3nspfcic,Zlatan,Košćević,Zlatan,Koscevic,Male,Z. Košćević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-02-12,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6s27l2biqq3oabzdyqca3oded,Josip,Belamarić,NaN,NaN,Male,J. Belamarić,Croatia,37hlakrwxyuzovaeoo4sezusp,assistant coach,1961-02-24,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6vn0b5xpa6hzcjl3foab2giqx,Ivan,Roca,Ivan,Roca,Male,I. Roca,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-03-31,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,28.0,NaN,NaN,184.0,77.0,NaN,NaN
6wgrf5haut0ua4d155sf9u7f8,Joseph,Iyendjock,Joseph,Iyendjock,Male,J. Iyendjock,Cameroon,4eb9feio6u267dd1jcwaf38mt,player,2003-05-29,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,active,yes,Midfielder,6.0,NaN,NaN,NaN,NaN,NaN,NaN
6xm5m7dczsqxwinh5trlixst0,Carlos,Torres,NaN,NaN,Male,C. Torres,Colombia,6kby8rq1p01fg5ds38ckkrcs5,player,2002-10-20,NaN,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,yes,Attacker,23.0,NaN,NaN,NaN,NaN,NaN,NaN
7xwvdys6c6bo8os3iqa7pzgbu,Ognjen,Bakić,Ognjen,Bakic,Male,O. Bakić,Montenegro,1411jebgwo2ja1erogsq81lg9,player,2003-01-06,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,active,yes,Midfielder,8.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
815isesulwr4563pqj5azbd62,Josip,Gačić,NaN,NaN,Male,J. Gačić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-03-02,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,4.0,NaN,NaN,NaN,NaN,NaN,NaN
8jqlnpyv677e6sjx6qvg63f11,Marko,Kartelo,NaN,NaN,Male,M. Kartelo,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1981-02-16,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,NaN,NaN,NaN,NaN,188.0,79.0,NaN,NaN
8klw2c50cevu3056sxj3zy9zo,Dominik,Čeko,NaN,NaN,Male,D. Čeko,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2004-01-24,Livno,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,no,Defender,31.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
9j0tcqjfbmlei596ngr45isk4,Stipe,Silov,NaN,NaN,Male,S. Silov,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-01-24,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9vw3ptqh7422tggc844720tbe,Jakov-Anton,Vasilj,Jakov-Anton,Vasilj,Male,J. Vasilj,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-06-02,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,92.0,NaN,NaN,NaN,NaN,NaN,NaN
9w3q681elsct1odntvkctt621,Ivan,Božić,Ivan,Bozic,Male,I. Božić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-06-08,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,9.0,NaN,NaN,NaN,NaN,right,NaN
b15d6e6kd0srp3nl1jnlrmot0,Morrison,Agyemang,NaN,NaN,Male,M. Agyemang,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2004-12-21,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,Defender,14.0,NaN,NaN,NaN,NaN,NaN,NaN
cdek5kozj3b41d9ft07vkz55h,Šime,Gržan,Sime,Grzan,Male,Š. Gržan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-04-06,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,43.0,NaN,NaN,NaN,NaN,NaN,NaN
cfo5415dk4tbc7845ogf5uxhw,Kayky,Alves Schtscherbak,Kayky,Alves Schtscherbak,Male,Kayky Alves,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,player,2003-06-02,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,Kayky Alves
cjhdwdgmajac004g4nsr85jis,Marin,Prekodravac,Marin,Prekodravac,Male,M. Prekodravac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-03-03,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,88.0,NaN,NaN,NaN,NaN,NaN,NaN
cnyawkb96gnait98zwp9gbxzp,Denis,Mojstrovič,NaN,NaN,Male,D. Mojstrovič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,assistant coach,1986-10-17,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cyopnr0qxvd5qjo9cyx7dynkl,Josip,Majić,Josip,Majic,Male,J. Majić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-07-05,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,7.0,NaN,NaN,187.0,80.0,NaN,NaN
d1tdlseg3w13wucv8xrwhc55g,Ransford,Appah,NaN,NaN,Male,R. Appah,Ghana,2q2sw72utw5gu9t5y4knckwba,player,2003-01-22,Ashaiman,Ghana,2q2sw72utw5gu9t5y4knckwba,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d918dkp84ny17wzdj5ufjhm,Antonio,Đaković,NaN,NaN,Male,A. Đaković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-06-12,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,1.0,NaN,NaN,190.0,77.0,NaN,NaN
dbmlud83n9r5mq1otkk80u238,Lovre,Kulušić,NaN,NaN,Male,L. Kulušić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-11-15,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,27.0,NaN,NaN,NaN,NaN,NaN,NaN
dja80yb56229l9c6i8cr9tb3e,Bruno,Zdunić,Bruno,Zdunic,Male,B. Zdunić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-02-06,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,30.0,NaN,NaN,NaN,NaN,NaN,NaN
e0i0a2pt7mslz2gsxtqmplas,Ivan,Baković,NaN,NaN,Male,I. Baković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-01-18,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,77.0,NaN,NaN,NaN,NaN,NaN,NaN
e73wxkou6339n86zqou4kn97u,Ivan,Laća,NaN,NaN,Male,I. Laća,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-15,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,11.0,NaN,NaN,NaN,NaN,NaN,NaN
ekz6v26gdjjrx2ys7oh2obpjo,Ante,Kavelj,Ante,Kavelj,Male,A. Kavelj,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-08-26,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,36.0,NaN,NaN,NaN,NaN,NaN,NaN
expwmepvc35rhxd8ldb2v326t,Mario,Carević,NaN,NaN,Male,M. Carević,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1982-03-29,Makarska,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,NaN,NaN,NaN,NaN,186.0,85.0,right,NaN
f3lra0vq08qu1lm1yhym6lp7t,Ivo,Šupe,NaN,NaN,Male,I. Šupe,Croatia,37hlakrwxyuzovaeoo4sezusp,assistant coach,1973-08-05,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
r11ks15ja54xw4380k9odkpg,Bruno,Brajković,Bruno,Brajkovic,Male,B. Brajković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-04-16,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,2.0,NaN,NaN,NaN,NaN,NaN,NaN
u1zjtb4cgomawf6srfm6o2jt,Ivan,Delić,Ivan,Delic,Male,I. Delić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-09-29,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,19.0,NaN,NaN,186.0,83.0,left,NaN
12198ym7w99a8ckjrr6p734t0,Stephane Paul,Keller,Stephane Paul,Keller,Male,S. Keller,Cameroon,4eb9feio6u267dd1jcwaf38mt,player,2001-08-20,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,active,yes,Defender,17.0,NaN,NaN,NaN,NaN,NaN,NaN
1af55z6gocxv178g6ywc8c0lw,Antonio,Maurić,NaN,NaN,Male,A. Maurić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-11-04,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,8.0,NaN,NaN,NaN,NaN,NaN,NaN
224vb7g84v22isj89r7th0bu1,Paolo,Tramezzani,Paolo,Tramezzani,Male,P. Tramezzani,Italy,25f2cmb2r8mk5rj92tzer6kvv,coach,1970-07-30,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2mzdsn9o4g1xiezvhhqchak9g,Noel,Kocijančić,NaN,NaN,Male,N. Kocijančić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-06-09,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,33.0,NaN,NaN,NaN,NaN,NaN,NaN
2uwdb45ouv0xo9lre0mimz5sk,Israel Isaac,Ayuma,NaN,NaN,Male,I. Ayuma,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,2005-08-08,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,active,yes,Midfielder,18.0,NaN,NaN,NaN,NaN,NaN,NaN
31l72oft24b9b1vl0lcwtgmei,Iurie,Iovu,Iurie,Iovu,Male,I. Iovu,Moldova,389mdnq78a55g2gr040a3mmtj,player,2002-07-06,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,active,yes,Defender,20.0,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,NaN
36vtsnz3ifmeyi6m1katae5pm,Moris,Valinčić,NaN,NaN,Male,M. Valinčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-11-17,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,23.0,NaN,NaN,NaN,NaN,NaN,NaN
3zgymvx4m08bts8cmjw0bttcl,Slavko,Blagojević,Slavko,Blagojevic,Male,S. Blagojević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1987-03-21,Otok,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,7.0,NaN,NaN,178.0,74.0,both,NaN
470emj7e89jyufk9ftw4tj9xw,Marin,Žgomba,NaN,NaN,Male,M. Žgomba,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-05-30,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,41.0,NaN,NaN,NaN,NaN,NaN,NaN
4fvgqwfpl4eezh867r1y53zai,Giorgi,Gagua,Giorgi,Gagua,Male,G. Gagua,Georgia,55mqz7j6585f2jhgfhn62lomr,player,2001-10-10,Tiflis,Georgia,55mqz7j6585f2jhgfhn62lomr,active,yes,Attacker,29.0,NaN,NaN,193.0,NaN,NaN,NaN
4oti69sl0d3lj71mn3odxvitw,Luka,Tomić,Luka,Tomic,Male,L. Tomić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-03-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,39.0,NaN,NaN,NaN,NaN,NaN,NaN
4yf5vg3qrpiy5l98ntvg5sj4l,Luka,Bogdan,Luka,Bogdan,Male,L. Bogdan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1996-03-26,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,16.0,NaN,NaN,195.0,76.0,right,NaN
5c5t927jz7ga1tns77u8i0zkk,Elias,Filet,Elias,Filet,Male,E. Filet,France,7gww28djs405rfga69smki84o,player,2002-03-06,Paris,France,7gww28djs405rfga69smki84o,active,yes,Attacker,75.0,Martinique,1eb70pvuqssbbg3yamdba5ie5,NaN,NaN,NaN,NaN
5ol17485ecah0trdmkw3byqne,Ville Aleksi Jukanpoika,Koski,Ville,Koski,Male,V. Koski,Finland,2u07e54v5dprsugdvddpq5ync,player,2002-01-27,NaN,Finland,2u07e54v5dprsugdvddpq5ync,active,yes,Defender,5.0,NaN,NaN,NaN,NaN,NaN,NaN
65aewljrlnaritfgi91zhpnmx,Dario,Marešić,Dario,Maresic,Male,D. Marešić,Austria,hcs1bd49qliqqity6o268jyt,player,1999-09-29,Graz,Austria,hcs1bd49qliqqity6o268jyt,active,yes,Defender,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,183.0,74.0,right,NaN
6d7dv0z12gayrj7ms96wywoic,Dukan,Ahmeti,Dukan,Ahmeti,Male,D. Ahmeti,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-10-26,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,10.0,NaN,NaN,NaN,NaN,NaN,NaN
6h5nb6smul96u3zsfuxdwxdec,Jovan,Ivanisevic,Jovan,Ivanisevic,Male,J. Ivanisevic,Canada,1iaoypzp6syf32cz9l15pzp7e,player,2005-01-19,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,active,yes,Midfielder,15.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
6vxucvj17fyi50b1ce4k43sb8,Salim Fago,Lawal,Salim,Lawal,Male,S. Lawal,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,2003-01-15,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,active,yes,Attacker,70.0,NaN,NaN,171.0,NaN,NaN,NaN
7q7awmtwv66htmei0xy1hzdn9,André Ivan,Biyogo Poko,André,Biyogo Poko,Male,A. Biyogo Poko,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,player,1993-03-07,Bitam,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,active,yes,Midfielder,71.0,NaN,NaN,179.0,70.0,right,NaN
7u3lo51moi6mqep07uya2232s,Irfan,Ramić,Irfan,Ramic,Male,I. Ramić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2004-03-05,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Attacker,36.0,NaN,NaN,NaN,NaN,NaN,NaN
7xcsfz3nobwwefpma0wq0qkiy,Ivan,Ćalušić,Ivan,Calusic,Male,I. Ćalušić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-09-12,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,27.0,NaN,NaN,187.0,82.0,right,NaN
7y16xbee5n8udyyjoxxtn67f8,Albert,Malaj,NaN,NaN,Male,A. Malaj,Albania,17zsm8shejejls2on1ffil3op,player,2006-08-23,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,active,yes,Midfielder,42.0,NaN,NaN,NaN,NaN,NaN,NaN
7zr6hj3p6drolv4lvmrxopnu1,Oleksandr,Petrusenko,Oleksandr,Petrusenko,Male,O. Petrusenko,Ukraine,315w6fk6umfzf4qvba3t55u61,player,1998-03-26,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,active,no,Midfielder,16.0,NaN,NaN,181.0,71.0,NaN,NaN
879meisx6s1o06tfgbc1t3d3o,Eric,Krivičić,NaN,NaN,Male,E. Krivičić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-05-19,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,32.0,NaN,NaN,NaN,NaN,NaN,NaN
8jpi00d2x13qk1x0i7aw8j71m,Matej,Vuk,Matej,Vuk,Male,M. Vuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-06-10,Čakovec,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,22.0,NaN,NaN,182.0,75.0,right,NaN
8ohoe37v8k1wex7gxsacwo2ga,Andrés Enrique,Ferro Peña,Andrés,Ferro,Male,A. Ferro,Venezuela,1er0616j12s9yghuzvsx76d5v,player,2001-08-02,Caracas,Venezuela,1er0616j12s9yghuzvsx76d5v,active,yes,Defender,44.0,NaN,NaN,185.0,76.0,right,NaN
8opxajyzvx2en8oor0biz6jth,Marijan,Ćorić,Marijan,Coric,Male,M. Ćorić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-02-06,Čapljina,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Goalkeeper,1.0,NaN,NaN,204.0,NaN,right,NaN
90wyta6l6mfp2aa0egoqy5nxm,Mateo,Lisica,NaN,NaN,Male,M. Lisica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-07-09,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,11.0,NaN,NaN,NaN,NaN,NaN,NaN
9sn23ki81kwmjual0ubz0bgus,Jan,Paus-Kunšt,Jan,Paus-Kunst,Male,J. Paus-Kunšt,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-08-17,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,40.0,NaN,NaN,NaN,NaN,NaN,NaN
9wq1v55gctxpe1gb89fs5udhx,Advan,Kadušić,Advan,Kadusic,Male,A. Kadušić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1997-10-14,Zenica,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Defender,97.0,NaN,NaN,178.0,NaN,both,NaN
9yswu310jfpqogiznn1vvrjf8,Beyatt,Lekoueiry,Beyatt,Lekoueiry,Male,B. Lekoueiry,Mauritania,fddgtcs6irg28x9oqietkb6x,player,2005-04-11,NaN,Mauritania,fddgtcs6irg28x9oqietkb6x,active,yes,Midfielder,31.0,NaN,NaN,NaN,NaN,NaN,NaN
a7607gv9dvulyvfaj5whbyfl6,Lovro,Majkić,NaN,NaN,Male,L. Majkić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-10-08,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,21.0,NaN,NaN,190.0,NaN,NaN,NaN
bs7437j7ysd09nc7lsl7d2p5h,Marcel,Heister,Marcel,Heister,Male,M. Heister,Germany,36min0qztu8eydwvpv8t1is0m,player,1992-07-29,Albstadt-Ebingen,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Defender,26.0,Croatia,37hlakrwxyuzovaeoo4sezusp,182.0,74.0,left,NaN
cjrlr2xr333xb2j25yy54jzhm,Mario,Čuić,Mario,Cuic,Male,M. Čuić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-04-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,77.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN
d5wx0o2yssqqx5l5891y14aac,Kristijan,Gojani,NaN,NaN,Male,K. Gojani,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-12-15,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,43.0,NaN,NaN,NaN,NaN,NaN,NaN
d62k9thj6pxd560a3cgsfn1g4,Hamza,Jaganjac,Hamza,Jaganjac,Male,H. Jaganjac,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2004-02-27,Sarajevo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Attacker,9.0,NaN,NaN,192.0,NaN,right,NaN
ma3my4q4wln06xyl1z3v9fmy,Terrence John,Douglas,Terrence,Douglas,Male,T. Douglas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,player,2001-09-14,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,no,Defender,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,186.0,72.0,left,NaN
1gjdc0foqnir1vqbf1gmqqsr8,Duje,Biuk,NaN,NaN,Male,D. Biuk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-06-25,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ot2k98clncvef8w6nf7se1as,Luka,Dajčer,Luka,Dajcer,Male,L. Dajčer,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-06-06,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,16.0,NaN,NaN,NaN,NaN,NaN,NaN
1yejqfq11x9qsg4sgurutctn8,Joško,Rendulić,NaN,NaN,Male,J. Rendulić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-12-25,Karlovac,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26psso15p0v72h4lw53865y7e,Gabriel,Groznica,Gabriel,Groznica,Male,G. Groznica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-03-12,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2hrw7annfsep6pwvfmosllyc4,Art,Smakaj,Art,Smakaj,Male,A. Smakaj,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2003-02-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,15.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN
2xwuav1gqfrxiin3rsxk2q6ms,Filip,Markanović,NaN,NaN,Male,F. Markanović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-01-13,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,3.0,NaN,NaN,NaN,NaN,NaN,NaN
322mja6wrn1ddr4v5qp7y5edw,Noel,Đurković,NaN,NaN,Male,N. Đurković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-11-30,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3dlspwk1hmy10sakswrwz7zyt,Robert,Mudražija,Robert,Mudrazija,Male,R. Mudražija,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-05-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,8.0,NaN,NaN,177.0,NaN,NaN,NaN
3qlq5els7fba4s68yv1x7k4x5,Zvonimir,Šubarić,Zvonimir,Subaric,Male,Z. Šubarić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-05-25,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,31.0,NaN,NaN,187.0,79.0,NaN,NaN
3ux0y3sgqoidc6vkct9dzlnqi,Ivan,Krolo,Ivan,Krolo,Male,I. Krolo,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-01-23,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Midfielder,19.0,NaN,NaN,NaN,NaN,NaN,NaN
43zkrend635nitbtab4xekpnt,Silvijo,Čabraja,Silvijo,Cabraja,Male,S. Čabraja,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1968-06-04,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
48fntlw6fwvo4lvin2csoegdm,Marko,Vranjković,Marko,Vranjkovic,Male,M. Vranjković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-02-05,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,27.0,NaN,NaN,NaN,NaN,NaN,NaN
4fbaxgikw7z9sfhuz6vvnfmxh,Gedion,Zelalem,Gedion,Zelalem,Male,G. Zelalem,USA,7hr2f89v44y65dyu9k92vprwn,player,1997-01-26,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Midfielder,29.0,Germany,36min0qztu8eydwvpv8t1is0m,180.0,74.0,right,NaN
4gwn6uusz1t8p21kwhkm0bhn8,Toni,Silić,Toni,Silic,Male,T. Silić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-07,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Goalkeeper,1.0,NaN,NaN,NaN,NaN,NaN,NaN
4t6dsx435tb97l41smmzt7iz9,Marin,Leovac,Marin,Leovac,Male,M. Leovac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1988-08-07,Jajce,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,active,yes,Defender,22.0,Austria,hcs1bd49qliqqity6o268jyt,180.0,71.0,left,NaN
6bv3aso9wybjffk2md4gr026s,Moreno,Živković,Moreno,Zivkovic,Male,M. Živković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-05-22,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Defender,14.0,NaN,NaN,NaN,NaN,NaN,NaN
6x92etecq26qwuk9cmptvndas,Antonio,Baždarić,NaN,NaN,Male,A. Baždarić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-08,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,active,yes,Midfielder,18.0,NaN,NaN,NaN,NaN,NaN,NaN
6xijebzgsvrp9cir9e9sg4xgq,Vinko,Bičanić,Vinko,Bicanic,Male,V. Bičanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-04-16,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN
756ve59maeflzu6rap8hdi784,Lovro,Stanić,NaN,NaN,Male,L. Stanić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-04-06,Slavonski Brod,Croatia,37hlakrwxyuzovaeoo4sezusp,active,yes,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN
