id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,secondNationality,secondNationalityId,knownName
b7nbof8ckwc75ylmvdjhjogkp,Cedric,Harenbrock,Cedric,Harenbrock,Male,C. Harenbrock,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1998-04-19,Wuppertal,Germany,36min0qztu8eydwvpv8t1is0m,180.0,76.0,both,8.0,active,yes,NaN,NaN,NaN
bb6rkmx9rr0iwzguo5ucee5ex,Ahmet Ege,Gürleyen,Ahmet,Gürleyen,Male,A. Gürleyen,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1999-04-26,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,193.0,90.0,right,15.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
c6r50q9phzvhdopol51rtdnqi,Albin,Berisha,Albin,Berisha,Male,A. Berisha,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2001-01-14,Gjinoc,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
cus80u3swdcjcrox90dnply39,Franz,Pfanne,Franz,Pfanne,Male,F. Pfanne,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1994-12-10,Bautzen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,82.0,right,23.0,active,yes,NaN,NaN,NaN
dmkmf1nu3mtotjvzdykez793p,Alexander,Rossipal,Alexander,Rossipal,Male,A. Rossipal,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-06-06,Stuttgart,Germany,36min0qztu8eydwvpv8t1is0m,184.0,78.0,left,21.0,active,yes,NaN,NaN,NaN
e2613xyuzx0fj63ma23y6hhih,Jan,Mejdr,Jan,Mejdr,Male,J. Mejdr,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1995-05-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,78.0,NaN,NaN,active,yes,NaN,NaN,NaN
eky6swx2nfx0vjcujim134qhg,Felix,Ruschke,Felix,Ruschke,Male,F. Ruschke,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-03-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,185.0,75.0,NaN,29.0,active,yes,NaN,NaN,NaN
xctg7y5ks41cjjnerqkia38p,Sveinn Aron,Guðjohnsen,Sveinn,Gudjohnsen,Male,S. Guðjohnsen,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,1998-05-12,Reykjavik,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,190.0,80.0,left,45.0,active,yes,NaN,NaN,NaN
zfb2iqbmwa1ys3zwrny9k1cl,Damian,Roßbach,Damian,Roßbach,Male,D. Roßbach,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1993-02-27,Frankfurt am Main,Germany,36min0qztu8eydwvpv8t1is0m,187.0,83.0,left,4.0,active,yes,NaN,NaN,NaN
1bhi8i53911vvkfhlfa7vaf4k,Max,Plath,Max,Plath,Male,M. Plath,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-07-01,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,13.0,active,yes,NaN,NaN,NaN
1jp5ure85qhx8kkzgivt86t3p,Marcel,Costly,Marcel,Costly,Male,M. Costly,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1995-11-20,Achim,Germany,36min0qztu8eydwvpv8t1is0m,183.0,75.0,right,22.0,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN
1z0txhy6jfagmax2lp6u09qfo,Deniz,Zeitler,Deniz,Zeitler,Male,D. Zeitler,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2006-12-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,38.0,active,yes,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN
22qvx5edglyx1lcfdapgvvz3e,Dennis,Borkowski,Dennis,Borkowski,Male,D. Borkowski,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2002-01-26,Riesa,Germany,36min0qztu8eydwvpv8t1is0m,184.0,74.0,right,7.0,active,yes,NaN,NaN,NaN
2eihzwb50m5wf80cvayh77xwq,Tim,Heike,Tim,Heike,Male,T. Heike,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2000-02-25,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,NaN,right,9.0,active,yes,NaN,NaN,NaN
2qjjed7xil2xo5u73e77v9ch6,Mattis,Hoppe,Mattis,Hoppe,Male,M. Hoppe,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-07-23,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,83.0,NaN,2.0,active,yes,NaN,NaN,NaN
3vue8ujfoba60ah2p7ngz1kru,Sabrina,Wittmann,Sabrina,Wittmann,Female,S. Wittmann,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1991-07-19,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
4wbqmcw2jtpjwy21u1dtimdp1,Maximilian,Dittgen,Max,Dittgen,Male,M. Dittgen,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-03-03,Moers,Germany,36min0qztu8eydwvpv8t1is0m,182.0,77.0,left,10.0,active,yes,NaN,NaN,NaN
4z2afchjsqgk1h5g4fqptr26t,Lukas Thomas,Fröde,Lukas,Fröde,Male,L. Fröde,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-01-23,Fulda,Germany,36min0qztu8eydwvpv8t1is0m,192.0,85.0,right,34.0,active,yes,NaN,NaN,NaN
5ah2j00kx0bb9ubv1fwydma96,Mladen,Cvjetinović,Mladen,Cvjetinovic,Male,M. Cvjetinović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2003-09-18,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,188.0,NaN,right,19.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
6bsh6ypfcv4fybw4o18sxfx1w,Donald,Nduka,Donald,Nduka,Male,D. Nduka,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2003-03-22,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,27.0,active,yes,NaN,NaN,NaN
6s1as3jlv3ho6veougdpwx6cq,Bryang William,Kayo,Bryang,Kayo,Male,B. Kayo,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-07-27,Montgomery,USA,7hr2f89v44y65dyu9k92vprwn,185.0,66.0,NaN,48.0,active,no,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN
7dcl84ahs5b2kjzaipai5ikno,Felix,Keidel,Felix,Keidel,Male,F. Keidel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-06-14,Duisburg,Germany,36min0qztu8eydwvpv8t1is0m,178.0,70.0,left,43.0,active,yes,NaN,NaN,NaN
8bc4njryum7u61or7ecuahzze,Moritz,Seiffert,Moritz,Seiffert,Male,M. Seiffert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2000-11-04,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,23.0,active,yes,NaN,NaN,NaN
8qptkm3c3x4wb327zs4w1d72s,Emre,Gül,Emre,Gül,Male,E. Gül,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,2005-01-09,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
9sy6bx1dolh2qkytmje7z6f3d,Ryan Patrick,Malone,Ryan,Malone,Male,R. Malone,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-08-11,Chicopee,USA,7hr2f89v44y65dyu9k92vprwn,188.0,87.0,right,16.0,active,yes,NaN,NaN,NaN
a79pt0h2b92sa8t8yratxeb4l,Pascal,Testroet,Pascal,Testroet,Male,P. Testroet,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1990-09-26,Bocholt,Germany,36min0qztu8eydwvpv8t1is0m,186.0,86.0,both,37.0,active,yes,NaN,NaN,NaN
aaj4633czmja2mf9edsm61fx1,Yannick,Deichmann,Yannick,Deichmann,Male,Y. Deichmann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1994-08-13,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,79.0,right,20.0,active,yes,NaN,NaN,NaN
bf9d6dvv8ybgurv6o6r6ty4x6,Simon,Simoni,Simon,Simoni,Male,S. Simoni,Albania,17zsm8shejejls2on1ffil3op,Goalkeeper,player,2004-07-14,Lezhë,Albania,17zsm8shejejls2on1ffil3op,192.0,81.0,right,41.0,active,yes,NaN,NaN,NaN
bheem9hre4dokzsv6erwouw44,Maurice,Dehler,Maurice,Dehler,Male,M. Dehler,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2003-09-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,191.0,89.0,right,46.0,active,yes,NaN,NaN,NaN
c3v3fid9i11wvghayplmpn74l,Simon,Lorenz,Simon,Lorenz,Male,S. Lorenz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-03-30,Buchen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,84.0,right,32.0,active,yes,NaN,NaN,NaN
ctqix4otkt9hjbmyevyym60ic,Ognjen,Drakulic,Ognjen,Drakulic,Male,O. Drakulic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2006-03-26,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,30.0,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
cygny7xkgpk25121ald49aor9,Leon,Guwara,Leon,Guwara,Male,L. Guwara,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Defender,player,1996-06-28,Köln,Germany,36min0qztu8eydwvpv8t1is0m,185.0,83.0,left,6.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
dc2r7r9coers481ooq2lx8296,Benjamin,Kanurić,Benjamin,Kanuric,Male,B. Kanurić,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2003-02-26,Enns,Austria,hcs1bd49qliqqity6o268jyt,191.0,78.0,right,8.0,active,yes,NaN,NaN,NaN
dduzpcladd44vohdih3ycidw,Marc Niclas,Dühring,Marc Niclas,Dühring,Male,N. Dühring,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-01-15,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,18.0,active,yes,NaN,NaN,NaN
dn8qd3thtswisleeesyk0oxrd,Sebastian,Grønning Andersen,Sebastian,Grønning,Male,S. Grønning,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-02-03,Aalborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,75.0,right,11.0,active,yes,NaN,NaN,NaN
drrl6k05cmazqudm9hyjbsesp,David Peter,Kopacz,David,Kopacz,Male,D. Kopacz,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1999-05-29,Iserlohn,Germany,36min0qztu8eydwvpv8t1is0m,181.0,70.0,right,29.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
ev73ja3lqg6g947fbb0ux79hx,Marius,Funk,Marius,Funk,Male,M. Funk,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-01-01,Aalen,Germany,36min0qztu8eydwvpv8t1is0m,187.0,88.0,right,1.0,active,yes,NaN,NaN,NaN
167b8kp27z38u2m0ys81w4n6y,Robin,Velasco,Robin,Velasco,Male,R. Velasco,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-06-24,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,11.0,active,yes,NaN,NaN,NaN
2gp52w9k2fhapqeh831p2kmqc,Luca Ramon,de Meester de Tilbourg,Luca,de Meester,Male,L. de Meester,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-01-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,177.0,NaN,right,13.0,active,yes,Philippines,2bn52u7dpgfatwqumx224cczx,NaN
3bqle2f14h0by3sv62h7wyq51,Simon,Handle,Simon,Handle,Male,S. Handle,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-01-25,Trostberg,Germany,36min0qztu8eydwvpv8t1is0m,169.0,68.0,both,7.0,active,yes,NaN,NaN,NaN
3l1mvq8zjomhf2bk3vvbkhi50,Benjamin,Hemcke,Benjamin,Hemcke,Male,B. Hemcke,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-02-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,NaN,right,17.0,active,yes,NaN,NaN,NaN
409f6fios7er8nliinhccnnx1,Markus,Brzenska,Markus,Brzenska,Male,M. Brzenska,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1984-05-25,Lünen,Germany,36min0qztu8eydwvpv8t1is0m,196.0,87.0,right,NaN,active,yes,NaN,NaN,NaN
4wn78h9vlb3x0b2stfyjfjskq,Florian,Engelhardt,Florian,Engelhardt,Male,F. Engelhardt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-06-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,175.0,63.0,both,16.0,active,yes,NaN,NaN,NaN
54p0xfzawta1ny8ustnpplq6t,Patrick,Koronkiewicz,Patrick,Koronkiewicz,Male,P. Koronkiewicz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1991-03-13,Bonn,Germany,36min0qztu8eydwvpv8t1is0m,185.0,66.0,right,28.0,active,yes,NaN,NaN,NaN
54ucgwtzapnpoftpxutgrxr3e,Jonah Benedict,Sticker,Jonah,Sticker,Male,J. Sticker,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-05-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,33.0,active,yes,NaN,NaN,NaN
5jj7ybunxj9w72lia5ftzfbvt,Eduardo,dos Santos Haesler,Eduardo,dos Santos Haesler,Male,Dudu,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-02-10,Duisburg,Germany,36min0qztu8eydwvpv8t1is0m,196.0,89.0,right,1.0,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Dudu
5qgl3y7twdfjqy73fsyg9vxuc,Donny,Bogićević,Donny,Bogicevic,Male,D. Bogićević,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-10-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,8.0,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
6j1mm1tm719lin9at35tqooyy,Lex-Tyger,Lobinger,Lex-Tyger,Lobinger,Male,L. Lobinger,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1999-02-22,Bonn,Germany,36min0qztu8eydwvpv8t1is0m,192.0,85.0,right,9.0,active,yes,NaN,NaN,NaN
7jo5hyybivu2csysje8cxfmui,Enrique,Lofolomo,Enrique,Lofolomo,Male,E. Lofolomo,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-04-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,14.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
7mmrceswo61bbytuxcm7xk251,Lars,Dietz,Lars,Dietz,Male,L. Dietz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-01-07,Soest,Germany,36min0qztu8eydwvpv8t1is0m,190.0,73.0,right,2.0,active,yes,NaN,NaN,NaN
7xrlf8psyf6hiobyhvcc5slih,Kwabenaboye,Appiah Schulz,Kwabenaboye,Schulz,Male,K. Schulz,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-10-06,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,189.0,NaN,left,3.0,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
8646a8s2dvjb5xftup3rbzget,Serhat-Semih,Güler,Serhat-Semih,Güler,Male,S. Güler,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1997-07-12,NaN,Germany,36min0qztu8eydwvpv8t1is0m,181.0,80.0,right,30.0,active,yes,NaN,NaN,NaN
8s2zlyysnpu3ixb7hq4z5fz6x,Albion,Vrenezi,Albion,Vrenezi,Male,A. Vrenezi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,1993-10-04,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,177.0,66.0,both,10.0,active,yes,NaN,NaN,NaN
a3xs1o194bcchmsqkoxz953is,Malek,El Mala,Malek,El Mala,Male,M. El Mala,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2005-04-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,42.0,active,yes,NaN,NaN,Malek El Mala
a81jw25a22o8imrx0wodtktsl,Bryan,Henning,Bryan,Henning,Male,B. Henning,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1995-03-16,Berlin,Germany,36min0qztu8eydwvpv8t1is0m,172.0,73.0,right,6.0,active,yes,NaN,NaN,NaN
aj9z55dy7nqor6fywuz1jmc5,Kevin,Pytlik,Kevin,Pytlik,Male,K. Pytlik,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1997-11-14,NaN,Germany,36min0qztu8eydwvpv8t1is0m,183.0,NaN,both,4.0,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
c076qj0gn2dh33cg3irn38dn8,Oskar Martin,Hill,Oskar,Hill,Male,O. Hill,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2006-05-08,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,36.0,active,yes,NaN,NaN,NaN
c7hp3rwc405jghmzk5p6uu0np,Christoph,Greger,Christoph,Greger,Male,C. Greger,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1997-01-14,München,Germany,36min0qztu8eydwvpv8t1is0m,193.0,91.0,left,15.0,active,yes,NaN,NaN,NaN
d078o2hgm2fkdjz5vagzx9oq2,Sidny,Lopes Cabral,Sidny,Lopes Cabral,Male,Sidny Cabral,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Defender,player,2002-09-18,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,NaN,both,5.0,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Sidny Cabral
d1pnfnumxqhbv4uxjybxq194a,Niklas,May,Niklas,May,Male,N. May,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2002-04-10,Freiberg,Germany,36min0qztu8eydwvpv8t1is0m,182.0,68.0,left,37.0,active,yes,NaN,NaN,NaN
dgbwsni1q4v73sospit4uba50,Thomas,Idel,Thomas,Idel,Male,T. Idel,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-04-05,Köln,Germany,36min0qztu8eydwvpv8t1is0m,178.0,NaN,left,29.0,active,yes,NaN,NaN,NaN
di422t11tuep1fabpvh36iswl,Moritz,Fritz,Moritz,Fritz,Male,M. Fritz,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,1993-07-15,Bielefeld,Germany,36min0qztu8eydwvpv8t1is0m,193.0,83.0,both,23.0,active,yes,NaN,NaN,NaN
e0mwj2zp087snm5zce85zrh1w,Zoumana,Keita,Zoumana,Keita,Male,Z. Keita,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-11-16,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,35.0,active,yes,Mali,d0v29nncgikdswlxpdq553zz,NaN
egy8tpty5e6pjozw5xwyd2dat,Olaf,Janßen,Olaf,Janßen,Male,O. Janßen,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1966-10-08,Krefeld,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
ej0p200u1uobanhk4xqs79dqt,Kevin,Rauhut,Kevin,Rauhut,Male,K. Rauhut,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1989-12-30,Oberhausen,Germany,36min0qztu8eydwvpv8t1is0m,188.0,77.0,right,24.0,active,yes,NaN,NaN,NaN
ekz97oo88fcqhay2w2hrhecyc,Said,El Mala,Said,El Mala,Male,S. El Mala,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2006-08-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,22.0,active,yes,NaN,NaN,Said El Mala
wl7c8p5meoobil5ygelebuqy,Suheyel,Najar,Suheyel,Najar,Male,S. Najar,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1995-10-13,Köln,Germany,36min0qztu8eydwvpv8t1is0m,184.0,70.0,left,21.0,active,yes,Tunisia,2um1icx6ftp1auliaxyw0ou6y,NaN
1grmn4px2aelni0j93buw3x4a,Keanu,Brandt,Keanu,Brandt,Male,K. Brandt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2004-03-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,16.0,active,yes,NaN,NaN,NaN
4sgyiev3xhgnh4gzew4bg6784,Garip,Capin,NaN,NaN,Male,G. Capin,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,1975-07-28,Northeim,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
51bp2t7zutweeyh3q3hwv8jpx,Norman,Quindt,Norman,Quindt,Male,N. Quindt,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-11-02,NaN,Germany,36min0qztu8eydwvpv8t1is0m,184.0,73.0,right,NaN,active,yes,NaN,NaN,NaN
614ch3jav12yt8foiblk47a0a,Luca Joel,Grimpe,Luca,Grimpe,Male,L. Grimpe,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2004-05-18,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,22.0,active,yes,NaN,NaN,NaN
67na3l4rihb0xbf757hquwx78,Leon-Oumar,Wechsel,Leon-Oumar,Wechsel,Male,L. Wechsel,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2005-03-09,Osnabrück,Germany,36min0qztu8eydwvpv8t1is0m,190.0,84.0,right,12.0,active,yes,NaN,NaN,NaN
6tuxx5z4yoa95m83g9t9oyne,Thaddäus-Monju,Momuluh,Monju,Momuluh,Male,M. Momuluh,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2002-02-18,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,181.0,76.0,right,NaN,active,yes,NaN,NaN,NaN
6x8gz7twggdh3ul72wa7r9dzo,Jayson,Videira Pereira,Jayson,Videira,Male,J. Videira,Luxembourg,f2r46apchse9eg3n9c9pupfs,Attacker,player,2005-02-17,NaN,Luxembourg,f2r46apchse9eg3n9c9pupfs,NaN,NaN,NaN,19.0,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN
6zylxaf8xm7mu6dsth1kn1nv8,Tom,Sanne,Tom,Sanne,Male,T. Sanne,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-04-13,NaN,Germany,36min0qztu8eydwvpv8t1is0m,172.0,68.0,both,13.0,active,yes,NaN,NaN,NaN
7kyxgqducke0ulrjk9oiw64us,Lasse,von Bötticher,Lasse,von Bötticher,Male,L. von Bötticher,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2005-12-28,Nienburg/Weser,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,right,10.0,active,yes,NaN,NaN,NaN
7nxngsy7hle2n4fz8xz9dtxpl,Toni,Stahl,Toni,Stahl,Male,T. Stahl,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1999-09-17,NaN,Germany,36min0qztu8eydwvpv8t1is0m,194.0,91.0,right,1.0,active,yes,NaN,NaN,NaN
7wyc3iig60vtfrm7otkny1ca2,Eric,Uhlmann,Eric,Uhlmann,Male,E. Uhlmann,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2003-01-05,Leipzig,Germany,36min0qztu8eydwvpv8t1is0m,181.0,71.0,right,2.0,active,yes,NaN,NaN,NaN
8adbk77u3azdnzz2ts980o00k,Jorden,Winter,Jorden,Winter,Male,J. Winter,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-02-18,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,11.0,active,yes,NaN,NaN,NaN
9mje7rk31pjcchm0yskj5cxlg,Husseyn,Chakroun,Husseyn,Chakroun,Male,H. Chakroun,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,2004-11-10,NaN,Germany,36min0qztu8eydwvpv8t1is0m,174.0,70.0,NaN,NaN,active,yes,Lebanon,x78kryrxd9j9dfj4mtec292b,NaN
9o3efbd3rjh4q509mnfsea162,Mustafa,Abdullatif,Mustafa,Abdullatif,Male,Mustafa Abdullatif,Syria,3tsnzfkszhsktmhsmwar1tvp8,Midfielder,player,2003-12-15,NaN,Syria,3tsnzfkszhsktmhsmwar1tvp8,NaN,NaN,NaN,7.0,active,yes,NaN,NaN,Mustafa Abdullatif
9xi1nxiirm8xkxjskgq898xsk,Jacob,Danquah,Jakob,Danquah,Male,J. Danquah,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2005-02-06,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,21.0,active,yes,NaN,NaN,NaN
9y4rsymsc89nte6d5vtv3imp6,Tim,Walbrecht,Tim,Walbrecht,Male,T. Walbrecht,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-09-18,Celle,Germany,36min0qztu8eydwvpv8t1is0m,186.0,80.0,right,33.0,active,yes,NaN,NaN,NaN
aoauqctq1ix7ba6lqvwe88glw,Lukas,Dominke,Lukas,Dominke,Male,L. Dominke,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2004-01-11,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,5.0,active,yes,NaN,NaN,NaN
b1xdfciw56oixnswvhqwvdwr8,Hayate,Matsuda,Hayate,Matsuda,Male,H. Matsuda,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,2003-10-02,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,NaN,3.0,active,yes,NaN,NaN,NaN
ba9d7whei6dxsu0q0zwzhnx79,Daniel,Stendel,Daniel,Stendel,Male,D. Stendel,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,1974-04-04,NaN,Germany,36min0qztu8eydwvpv8t1is0m,179.0,78.0,NaN,NaN,active,yes,NaN,NaN,NaN
bpeyls434qtw1hk4317c1p4np,Fynn,Arkenberg,Fynn,Arkenberg,Male,F. Arkenberg,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1996-03-04,Neustadt am Rübenberge,Germany,36min0qztu8eydwvpv8t1is0m,188.0,80.0,right,18.0,active,yes,NaN,NaN,NaN
c1pgwc926lt29mmur2hi2lnv8,Timo,Struckmeier,NaN,NaN,Male,T. Struckmeier,Germany,36min0qztu8eydwvpv8t1is0m,NaN,assistant coach,NaN,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
