id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,shirtNumber,startDate,status,active,height,foot,endDate,secondNationality,secondNationalityId,placeOfBirth,knownName,weight
6658c625f1qoa5k2luvgnqbpx,Toni,Korkeakunnas,Toni,Korkeakunnas,Male,T. Korkeakunnas,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1968-05-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-05-20Z,active,no,174.0,NaN,2025-05-04Z,NaN,NaN,Helsinki,NaN,NaN
6zp2un1mqgnx97pvme3lbovtg,Mihailo,Bogićević,Mihailo,Bogicevic,Male,M. Bogićević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1998-05-30,Switzerland,3bh70jgvc5mn58x0byjkuda17,31.0,2025-08-08Z,active,yes,191.0,right,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,Lausanne,NaN,NaN
7089po2kvwvx2r6bh3ht72s5w,Marlo,Hyvönen,Marlo,Hyvönen,Male,M. Hyvönen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-05-02,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-03-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7198rz1vtgazkeytaltke2noq,Georgios,Kanellopoulos,Georgios,Kanellopoulos,Male,G. Kanellopoulos,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,2000-01-29,Greece,6lpgd60z890no2v46zdecrcss,8.0,2023-01-14Z,active,yes,173.0,right,NaN,NaN,NaN,Tripoli,NaN,66.0
74r7g6wijdghi1dnr994cclp1,Jesse Jakob,Öst,Jesse,Öst,Male,J. Öst,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,1990-10-23,Finland,2u07e54v5dprsugdvddpq5ync,1.0,2022-11-04Z,active,yes,191.0,NaN,NaN,NaN,NaN,NaN,NaN,73.0
7cfvfo7j1hdln0ef4skv57my1,Kevin,Daté Kouassivi-Benissan,Kevin,Kouassivi-Benissan,Male,K. Kouassivi-Benissan,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1999-01-25,Finland,2u07e54v5dprsugdvddpq5ync,27.0,2025-07-01Z,active,yes,NaN,NaN,NaN,Togo,3jiuckrqd0zejkm452st5dyq7,NaN,NaN,NaN
7jv2mo9fes84761ebn6437axg,David,Ezeh,David,Ezeh,Male,D. Ezeh,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-02-13,Finland,2u07e54v5dprsugdvddpq5ync,19.0,2025-01-09Z,active,yes,187.0,right,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Helsinki,NaN,82.0
7ljghcaztuhry0jka0gx0x72s,Johan Alexander,Lietsa,Johan,Lietsa,Male,J. Lietsa,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-02-15,Finland,2u07e54v5dprsugdvddpq5ync,98.0,2022-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7mn880d3dieg0qb49tlzx1mfp,Lucas,Lingman,Lucas,Lingman,Male,L. Lingman,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1998-01-25,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2022-08-01Z,active,yes,174.0,both,NaN,NaN,NaN,Espoo,NaN,NaN
7orfbi07ytn14ir63ji93h79w,Stanislav,Baranov,Stanislav,Baranov,Male,S. Baranov,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-04-15,Finland,2u07e54v5dprsugdvddpq5ync,95.0,2025-06-17Z,active,yes,NaN,NaN,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr,NaN,NaN,NaN
7pb4hvyrks628c3cbm1m7105w,Alex,Ramula,Alex,Ramula,Male,A. Ramula,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2005-01-17,Finland,2u07e54v5dprsugdvddpq5ync,30.0,2023-07-07Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8f96kgnuz3ezvopbxokbg3e38,Yukiyoshi,Karashima,Yukiyoshi,Karashima,Male,Y. Karashima,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1997-01-15,Japan,lxyibh89lpdc0bfian1nx0xq,41.0,2025-08-15Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,Fukushima,NaN,NaN
8jb026oewf17pg61vdstcgj4l,Teemu Eino Antero,Pukki,Teemu,Pukki,Male,T. Pukki,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1990-03-29,Finland,2u07e54v5dprsugdvddpq5ync,20.0,2025-02-05Z,active,yes,180.0,right,NaN,NaN,NaN,Kotka,NaN,81.0
8r3o7anvfu6ii3fyf8zfkzod0,Emil,Ingman,Emil,Ingman,Male,E. Ingman,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-07-01,Finland,2u07e54v5dprsugdvddpq5ync,67.0,2024-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95h8ci71qugckn045d3rumlm1,Georgios,Antzoulas,Georgios,Antzoulas,Male,G. Antzoulas,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,2000-02-04,Greece,6lpgd60z890no2v46zdecrcss,3.0,2024-07-18Z,active,yes,183.0,right,NaN,NaN,NaN,Trípoli,NaN,74.0
9777z2rrr68fi8fuem2c0k12i,Cheikh Tidiane,Sidibé,Cheikh,Sidibé,Male,C. Sidibé,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,1999-04-25,Senegal,6hhqyhr5cwq2pfprlazyposyk,12.0,2025-03-07Z,active,no,176.0,left,2025-08-25Z,NaN,NaN,NaN,NaN,NaN
98o50u85xvlpv035iu6xpuyac,Ardit,Tahiri,Ardit,Tahiri,Male,A. Tahiri,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2002-10-06,Kosovo,86u6edbqifdjsn49mbp2anw7p,9.0,2025-08-25Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
9e99gi213xgj9ekx62q7c7w2c,Matias Tapio,Ritari,Matias,Ritari,Male,M. Ritari,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-07-15,Finland,2u07e54v5dprsugdvddpq5ync,14.0,2024-02-25Z,active,no,NaN,NaN,2025-07-09Z,NaN,NaN,NaN,NaN,NaN
9fpgvc2avj64hiii3wd6w74k,Kaius Tito Ilmari,Simojoki,Kaius,Simojoki,Male,K. Simojoki,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2006-03-21,Finland,2u07e54v5dprsugdvddpq5ync,13.0,2024-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b8510xkwvx1o1bb7bszrgiane,Boureima Hassane,Bandé,Hassane,Bandé,Male,H. Bandé,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,1998-10-30,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,17.0,2023-08-11Z,active,no,178.0,right,2025-06-30Z,NaN,NaN,Ouagadougou,NaN,72.0
bas4d4drvf8kefls9tszu0oic,Pyry,Mentu,Pyry,Mentu,Male,P. Mentu,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2006-11-01,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2024-02-26Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bebkfwkikfwbo1u3mxrbj9lw4,Miika,Nuutinen,Miika,Nuutinen,Male,M. Nuutinen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1991-09-10,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-05-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bj9su6aafe5hhp6gs8smew76y,Kai,Meriluoto,Kai,Meriluoto,Male,K. Meriluoto,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2003-01-02,Finland,2u07e54v5dprsugdvddpq5ync,42.0,2025-07-01Z,active,no,183.0,right,2025-08-08Z,Japan,lxyibh89lpdc0bfian1nx0xq,Pori,NaN,72.0
bl6vj48jfq2s09w7sezntwgt0,Liam,Möller,Liam,Möller,Male,L. Möller,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-12-21,Finland,2u07e54v5dprsugdvddpq5ync,22.0,2023-01-25Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c9yprnk5bqte686eqdm42oic5,Daniel Michael,O'Shaughnessy,Daniel,O'Shaughnessy,Male,D. O'Shaughnessy,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1994-09-14,Finland,2u07e54v5dprsugdvddpq5ync,5.0,2024-07-02Z,active,yes,190.0,left,NaN,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Riihimäki,NaN,81.0
cj7aybqox4kzoicnzea7b64t1,Ricardo Henrique,Schuck Friedrich,Ricardo Henrique,Schuck Friedrich,Male,Ricardo Friedrich,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Goalkeeper,player,1993-02-18,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,32.0,2025-08-21Z,active,yes,188.0,right,2025-12-31Z,Germany,36min0qztu8eydwvpv8t1is0m,Candelaria,Ricardo Friedrich,83.0
dej8tywq0npvbm25sfgtqur1m,Ozan Can,Kökçü,Ozan,Kökçü,Male,O. Kökçü,Azerbaijan,52sufqqq7vid3xa6iljx6obcz,Attacker,player,1998-08-18,Netherlands,6hzi5pltnz67q4la8yli9qfv6,23.0,2024-07-31Z,active,no,176.0,both,2025-05-03Z,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Haarlem,NaN,66.0
e0p7anuqsx00gybhm4wnkoesp,Brooklyn,Lyons-Foster,Brooklyn,Lyons-Foster,Male,B. Lyons-Foster,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2000-12-01,England,1fk5l4hkqk12i7zske6mcqju6,2.0,2024-02-14Z,active,yes,NaN,NaN,NaN,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,NaN
ebqj8v33xv3otev2pycc6xomh,Thijmen Joel Sander,Nijhuis,Thijmen,Nijhuis,Male,T. Nijhuis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1998-07-25,Netherlands,6hzi5pltnz67q4la8yli9qfv6,25.0,2024-07-17Z,active,no,197.0,right,2025-08-08Z,NaN,NaN,Wierden,NaN,83.0
eswp4t4r8ktirsnkodz26gyui,Benjamin,Stanley Michel,Benji,Michel,Male,B. Michel,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-10-23,USA,7hr2f89v44y65dyu9k92vprwn,99.0,2025-03-28Z,active,yes,178.0,right,NaN,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Orlando,NaN,78.0
166chk5he9ehkh9col37bw3jd,Oludare Samuel,Araba Olufunwa,Oludare,Olufunwa,Male,O. Olufunwa,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2001-07-29,England,1fk5l4hkqk12i7zske6mcqju6,42.0,2025-04-01Z,active,yes,NaN,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN
16guyyx8581ov8c4hfi8zukgk,Júlio Lucas,Freitas von Hellens,Lucas,von Hellens,Male,L. von Hellens,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2005-03-05,Portugal,1nbm5i9a0403zzvltn17lxinc,5.0,2025-07-03Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19yfn0sushy5fc003vhn0skwl,Evgeni,Bashkirov,Evgeni,Bashkirov,Male,E. Bashkirov,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,player,1991-07-06,Russia,7kfg68kh6n16fs4ap3xjiudr,44.0,2025-01-01Z,active,yes,175.0,both,NaN,NaN,NaN,Sankt-Peterburg,NaN,70.0
2h5u151i11d49on3k9cdtfqqc,Elmer,Vauhkonen,Elmer,Vauhkonen,Male,E. Vauhkonen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2006-01-03,Finland,2u07e54v5dprsugdvddpq5ync,11.0,2025-01-01Z,active,no,NaN,NaN,2025-08-13Z,NaN,NaN,NaN,NaN,NaN
3h1sdp9syj9piv64faevcjdd6,Anicet Alain,Oura,Anicet,Oura,Male,A. Oura,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,1999-12-07,Côte d'Ivoire,tin6kf561ywonqan0mettr98,14.0,2025-08-01Z,active,yes,182.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3m695xuxs4o8lnc6jeav9xw5w,Marcelo,Costa Amaral,Marcelo,Costa Amaral,Male,Marcelo Costa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2001-09-02,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,34.0,2025-01-31Z,active,yes,180.0,NaN,NaN,NaN,NaN,NaN,Marcelo Costa,73.0
3nrf0fvktniv392ytt09npp1w,Artur,Atarah,Artur,Atarah,Male,A. Atarah,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2005-02-06,Finland,2u07e54v5dprsugdvddpq5ync,20.0,2025-03-21Z,active,yes,NaN,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN
455wfzlw9g457wbrz07i0drtg,Joel,Tynkkynen,Joel,Tynkkynen,Male,J. Tynkkynen,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2006-01-25,Finland,2u07e54v5dprsugdvddpq5ync,25.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4a8qjfagq2xr6wqsv875jth0q,Vertti,Hänninen,Vertti,Hänninen,Male,V. Hänninen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-06-01,Finland,2u07e54v5dprsugdvddpq5ync,19.0,2024-02-02Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5lmjm1ulmg8vb7jzv8ojydnh0,Tuomas,Rantanen,Tuomas,Rantanen,Male,T. Rantanen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-08-14Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5rov9d5353qn4to1rokchh250,Elmeri,Lappalainen,Elmeri,Lappalainen,Male,E. Lappalainen,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-06-12,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2025-01-01Z,active,no,NaN,NaN,2025-07-24Z,NaN,NaN,NaN,NaN,NaN
6q0g98fnbdx5sg52lazo2sqac,Pakwo Abdoul Rachide,Gnanou,Pakwo,Gnanou,Male,P. Gnanou,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,2004-11-16,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,24.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72oiz92rfd5sxtpxxnqb7kpre,Oliver,Pettersson,Oliver,Pettersson,Male,O. Pettersson,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-05-13,Finland,2u07e54v5dprsugdvddpq5ync,4.0,2024-07-09Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83ae9yx2jsv1iwrknfxk2mhn9,Petri,Haapimaa,Petri,Haapimaa,Male,P. Haapimaa,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1976-06-18,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2017-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8do2uv6sab8cz1556kk5o1q1g,Didrik,Hafstad,Didrik,Hafstad,Male,D. Hafstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2003-12-26,Norway,7f16iy4w8u8ogyn6pfooqwv5z,9.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8rrtuu7zln69164u0n0litul0,Miguel,Yinkfu Chuye,Miguel,Yinkfu Chuye,Male,M. Yinkfu Chuye,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2010-05-17,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-01-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9e99gi213xgj9ekx62q7c7w2c,Matias Tapio,Ritari,Matias,Ritari,Male,M. Ritari,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-07-15,Finland,2u07e54v5dprsugdvddpq5ync,16.0,2025-07-09Z,active,yes,NaN,NaN,2025-12-31Z,NaN,NaN,NaN,NaN,NaN
9l78gdpk7fx57b8am6to05gfe,Hannes,Woivalin,Hannes,Woivalin,Male,H. Woivalin,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2002-05-18,Finland,2u07e54v5dprsugdvddpq5ync,6.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9ld12r49s2c2zmusktle833tg,Samuel,Heikari,Samuel,Heikari,Male,S. Heikari,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2009-06-01,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-01-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
aj8xkevcwi9hxbz1pg656wwes,Jeff,Selenge,Jeff,Selenge,Male,J. Selenge,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2009-11-07,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-05-01Z,active,yes,180.0,right,NaN,NaN,NaN,NaN,NaN,63.0
anqhl7ehns6thx9ldto2jp5ud,Jukka,Raitala,Jukka,Raitala,Male,J. Raitala,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1988-09-15,Finland,2u07e54v5dprsugdvddpq5ync,22.0,2024-02-06Z,active,yes,181.0,left,NaN,NaN,NaN,Kerava,NaN,76.0
auj7rz9mv1vu4nhkbg8w8yr6c,Eero,Laurila,Eero,Laurila,Male,E. Laurila,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,1982-04-15,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b0wmozayt7xbjz6ihhdiczq0a,Joakim,Latonen,Joakim,Latonen,Male,J. Latonen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1998-02-24,Finland,2u07e54v5dprsugdvddpq5ync,10.0,2023-01-01Z,active,yes,172.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b7x9fczqecsf267ewzcvccmhh,Roman,Eremenko,Roman,Eremenko,Male,R. Eremenko,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1987-03-19,Russia,7kfg68kh6n16fs4ap3xjiudr,26.0,2024-05-01Z,active,yes,186.0,right,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr,Moskva,NaN,80.0
bbdoe533sbua0ikwxa8ldo91x,Armend,Kabashi,Armend,Kabashi,Male,A. Kabashi,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,1995-12-04,Germany,36min0qztu8eydwvpv8t1is0m,28.0,2023-08-19Z,active,yes,182.0,NaN,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,Bad Saulgau,NaN,NaN
bbhlit8e3m7s5ozw080bn9x0q,Jussi,Leppälahti,Jussi,Leppälahti,Male,J. Leppälahti,Finland,2u07e54v5dprsugdvddpq5ync,NaN,coach,1986-08-22,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bl43lr9kdb35de8gxvuk4xgk4,Gabriel Onni Vilho,Europaeus,Gabriel,Europaeus,Male,G. Europaeus,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2005-05-14,Finland,2u07e54v5dprsugdvddpq5ync,15.0,2024-02-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bpjmwp030jnapyjfii8nyqdhx,Juhani Lauri Henrik,Ojala,Juhani,Ojala,Male,J. Ojala,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1989-06-19,Finland,2u07e54v5dprsugdvddpq5ync,40.0,2024-02-02Z,active,yes,193.0,right,NaN,NaN,NaN,Vantaa,NaN,86.0
d32kq5ht12fcf4kvuj5e5yjv8,Kosmo,Launiala,Kosmo,Launiala,Male,K. Launiala,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2010-03-04,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2025-01-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d6muts0aeup4vfihqd9sr7310,Benjamin,Dahlström,Benjamin,Dahlström,Male,B. Dahlström,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2003-08-08,Finland,2u07e54v5dprsugdvddpq5ync,2.0,2025-01-01Z,active,no,NaN,NaN,2025-08-01Z,NaN,NaN,NaN,NaN,NaN
d8t6nh7paunxlvadzlfx69xx,Tim Olavi,Väyrynen,Tim,Väyrynen,Male,T. Väyrynen,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1993-03-30,Finland,2u07e54v5dprsugdvddpq5ync,7.0,2024-07-17Z,active,yes,191.0,both,NaN,NaN,NaN,Espoo,NaN,89.0
df9m624q4gqk35f4y3ohxch04,Marcus,Ryberg,Marcus,Ryberg,Male,M. Ryberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2025-08-22Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dlpw0ifxzwotsw2ttopgispka,Edmund,Arko-Mensah,Edmund,Arko-Mensah,Male,E. Arko-Mensah,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2001-09-09,Ghana,2q2sw72utw5gu9t5y4knckwba,12.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dxbmeigmdpwuz8u0g8iji45ey,Oskar,Lyberopoulos,Oskar,Lyberopoulos,Male,O. Lyberopoulos,Finland,2u07e54v5dprsugdvddpq5ync,Goalkeeper,player,2002-06-26,Finland,2u07e54v5dprsugdvddpq5ync,13.0,2025-01-10Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dxlvcn8a2lhtne6py7w4tbpw5,Alexandro Marco,Craninx Joostens,Álex,Craninx,Male,Á. Craninx,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,1995-10-21,Spain,49ih1pwv3ahshdf8uzrimi54c,1.0,2025-01-01Z,active,yes,197.0,right,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,Málaga,NaN,78.0
e0qu3atjehicdh7iybh99sufo,Mikke,Salonen,Mikke,Salonen,Male,M. Salonen,Finland,2u07e54v5dprsugdvddpq5ync,NaN,assistant coach,NaN,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-02-16Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ecuwplrj6gv5s67cg9lu342ui,Oliver Leo Aurel,Güneş,Oliver,Günes,Male,O. Güneş,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2002-12-24,Finland,2u07e54v5dprsugdvddpq5ync,30.0,2025-03-25Z,active,yes,174.0,right,NaN,Türkiye,6kd6webenogylfgwt2aa9l6vx,Mikkeli,NaN,NaN
nxt066bqaqw7grehjw514d7t,Saku,Heiskanen,Saku,Heiskanen,Male,S. Heiskanen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-09-29,Finland,2u07e54v5dprsugdvddpq5ync,3.0,2024-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10cno5ydqi7fif5ehw91ak26s,Milton,Jansson,Milton,Jansson,Male,M. Jansson,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2007-12-31,Finland,2u07e54v5dprsugdvddpq5ync,26.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10qxrh1rh7uyhtm3scj8glqs,Niilo,Kujasalo,Niilo,Kujasalo,Male,N. Kujasalo,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2004-03-17,Finland,2u07e54v5dprsugdvddpq5ync,6.0,2025-01-01Z,active,yes,NaN,left,NaN,NaN,NaN,NaN,NaN,NaN
1iyf79yql5sm8m6i8nwxntsve,Hugo Alexandre,Santos Cardoso,Hugo,Cardoso,Male,Hugo Cardoso,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,1999-04-11,Portugal,1nbm5i9a0403zzvltn17lxinc,10.0,2024-02-29Z,active,yes,175.0,right,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,Almada,NaN,NaN
1nysj6xb60fhhjhtle8pakbo4,Arvid Axel Alonzo,Lundberg,Arvid,Lundberg,Male,A. Lundberg,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,2006-05-24,Finland,2u07e54v5dprsugdvddpq5ync,21.0,2024-01-24Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
216p5mydc1qi9xbgd3p936r6c,Rasmus,Holmberg,Rasmus,Holmberg,Male,R. Holmberg,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2009-05-31,Finland,2u07e54v5dprsugdvddpq5ync,17.0,2025-05-05Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2gtst67opbwhg72xxwnpzli50,Ola,Melander,Ola,Melander,Male,O. Melander,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2008-02-29,Finland,2u07e54v5dprsugdvddpq5ync,NaN,2024-05-08Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2lsv3xzudv78cddzsvl76zgx6,Pontus Karl Algot,Lindgren,Pontus,Lindgren,Male,P. Lindgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2000-12-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,4.0,2025-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36gi7l0qvkbru5w6v2nym00ve,Emmanuel,Maker Lam Patut,Emmanuel,Patut,Male,E. Patut,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2003-06-19,Finland,2u07e54v5dprsugdvddpq5ync,20.0,2024-02-08Z,active,yes,NaN,NaN,NaN,South Sudan,11zpzpjhf8wr0dcsrhz3suxc7,NaN,NaN,NaN
3xtbzw2dg5my9jn99xqh5gdpm,Daniel,Enqvist,Daniel,Enqvist,Male,D. Enqvist,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,2001-09-17,Finland,2u07e54v5dprsugdvddpq5ync,33.0,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46ums24te70jl5qclztg8xhwp,Korede Yemi,David,Cody,David,Male,C. David,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2000-11-14,Nigeria,63pvdwrsiq5b07mzi8igqei9p,7.0,2025-03-10Z,active,yes,184.0,left,NaN,NaN,NaN,Lagos,NaN,75.0
