id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,status,active,shirtNumber,dateOfBirth,shortFirstName,shortLastName,foot,height,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
9jg9os7rzfl0qnpzmzr5v9bmc,Rino,Frandsen,Male,R. Frandsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b6oszst394wz4nb8xya5zlogk,Mikkel,Konnerup,Male,M. Konnerup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2000-02-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bqnhmui4ng8l08i3yskkk2zv8,Jesper,Gravesen,Male,J. Gravesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cuudu0kufoq3xgmxhe0qd4u1g,Niklas,Johannesen,Male,N. Johannesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,18.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
drbccmo7nmck0t0r6qkghpedw,Jonathan,Stæhr Larsen,Male,J. Stæhr Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,1999-11-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ebad1ez1iom78vh580jfh60pg,Magnus,Olsson,Male,M. Olsson,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eq7ifb1y2dsk8zs390axszod0,Mathias,Jul Sørensen,Male,Mathias Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ex0d4nkiavy8fh3ggexb3a80k,Emil,Schou,Male,E. Schou,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,1990-09-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
xmgv5w2wha8hibm7y6m1mpzo,Frederik,Kofoed,Male,F. Kofoed,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
yrb9tl3eg67tovs61uwp67tg,Mads,Westergaard Pedersen,Male,M. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186mdd3akww1wyxdc9ouw6kno,Frederik,Grube Andersen,Male,F. Grube,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,2000-05-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1os9px9vw8q98xm9usq1gspw4,Casper,Vedel-Birch Andersen,Male,C. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,30.0,1997-07-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1whulxjf9fao70dbjo7ca4pw4,Lasse,Hauge Mortensen,Male,L. Hauge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,21.0,2000-08-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24t4ulsxyeufbmnnht3bru3md,Sebastian,Denius Nielsen,Male,S. Denius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,34.0,1995-06-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3l0wq19mq865qi29ndtb0axn9,Thomas,Friis Mikkelsen,Male,T. Mikkelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,9.0,1990-01-19,Thomas,Mikkelsen,right,188.0,83.0,Bredebro,NaN,NaN,NaN
5bhxlryh066pxnogizbuh67tg,Lukas,Wagner,Male,L. Wagner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,2004-11-19,Lukas,Wagner,right,175.0,NaN,NaN,NaN,NaN,NaN
5h57au6uc1qwdvvgxp3bpzwus,Niclas,Sejrup,Male,N. Sejrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,3.0,NaN,NaN,NaN,left,186.0,NaN,NaN,NaN,NaN,NaN
5o1k2hd9rdooxpjgbnabuh94a,Simon,Bækgård,Male,S. Bækgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,8.0,1999-10-14,Simon,Baekgaard,NaN,179.0,73.0,NaN,NaN,NaN,NaN
5q7msbcrmtsr3b7tykgb6l05w,Magnus,Kirchheiner,Male,Magnus Kirchheiner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,27.0,2001-08-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6yh22sf7jss7huppjtromrkes,Marcus,de Claville Berthelsen,Male,M. Berthelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,14.0,1998-07-30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6ypyc2733tjsqzopqo7qnpl3o,Julius,Fechtenburg,Male,J. Fechtenburg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,7.0,1998-10-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zxcmzp7w6esj54g05tvk7ai1,Kasper,Lunding Jakobsen,Male,K. Lunding,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,11.0,1999-07-17,Kasper,Lunding,left,178.0,69.0,NaN,NaN,NaN,NaN
7zb57r5m7lmvj3xlf9y1ldez8,Marcus,Løvenbalk Kirchheiner,Male,Marcus Kirchheiner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,17.0,1996-09-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8j0kqwkbqy2c6y7t5h7y6rbhl,Sebastian,Buch Jensen,Male,S. Buch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,22.0,1999-01-28,Sebastian,Buch Jensen,right,182.0,NaN,Horsens,NaN,NaN,NaN
8wavc323d6sr7jztkstcc3tw4,Theodor Felix,Hoffmeyer Beck,Male,T. Hoffmeyer Beck,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,23.0,2004-06-06,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN
97v6rwhc110aowyw2scxbqn10,Wilhelm Aksel,Stage Olesen,Male,W. Stage,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,4.0,2003-02-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9zx0qi6gbfnvt6wwpkgprhy50,Benicio Christian,Pená,Male,B. Pená,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,1.0,2003-03-21,NaN,NaN,NaN,NaN,NaN,NaN,El Salvador,6jovhn8du7uhbedi92voitt3k,NaN
a33vqc5uvvaqgarrc4h1r2xp0,Alejandro,Tierno Villafranca,Male,Álex Tierno,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,Spain,49ih1pwv3ahshdf8uzrimi54c,active,yes,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a3beywgmepxfhr5hdyrbycv10,Victor,Msabaha,Male,V. Msabaha,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,26.0,2003-02-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
auanm2iykqvil46syj2c38vtg,Gustav,Junge,Male,G. Junge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,12.0,2004-04-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bs0rfiz5uad86lm21g6r6oc9g,Gabriel,Papian,Male,G. Papian,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,Armenia,687vx665s4d88stgnq72a84k6,active,yes,18.0,2004-04-30,NaN,NaN,NaN,NaN,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
bv78sm66yinm0hdoawecai5g4,Oluwasegun,Oluwatobi Olalere,Male,O. Olalere,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,Nigeria,63pvdwrsiq5b07mzi8igqei9p,active,yes,NaN,1999-12-01,NaN,NaN,left,183.0,NaN,NaN,NaN,NaN,NaN
d8hjmhxbl4uji8y1wjsd8p5w4,Gustav,Callø Carstensen,Male,G. Callø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,20.0,2003-02-26,NaN,NaN,NaN,NaN,NaN,Skødstrup,NaN,NaN,NaN
dc4njigdql3vuvrjnccjqsoh5,Jacob Florin,Torp,Male,J. Torp,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,15.0,1997-08-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dj68p55290zv0euqhihur71g4,Morten,Dahm Kjærgaard,Male,M. Dahm Kjærgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1984-01-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dnf3jb7sy77219i1ayga9ijv8,Daniel Sifa,Amundala,Male,D. Amundala,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,25.0,2006-11-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ecavckbyx6xmni5tglua8o25l,Erik,Nissen,Male,E. Nissen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,1997-02-05,NaN,NaN,NaN,193.0,82.0,NaN,NaN,NaN,NaN
eeggp4a7bkopfi64wwunsrgus,Emil,Hauge Mortensen,Male,E. Hauge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1996-04-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
exz0gdehph8yqa880vf5ciqdw,Emil Waldemar,Junge,Male,E. Junge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,2.0,2002-04-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f5do9kh6590dwx2732iak0edx,Anders,Sølvsten Holvad,Male,A. Holvad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,16.0,1990-06-24,Anders,Holvad,NaN,187.0,74.0,NaN,NaN,NaN,NaN
h5qwvd070ih504ail71c6vpw,Alexander,Klein,Male,A. Klein,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1999-12-14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10lj2qekb1e4c8ful68b1pazt,Tobias,Pajbjerg Anker,Male,T. Anker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2001-03-06,Tobias,Anker,left,194.0,NaN,Herning,NaN,NaN,NaN
1h31bvtbae4q0edlp0u672hn9,Jesper,Hansen,Male,J. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1985-03-31,Jesper,Hansen,right,188.0,78.0,Slangerup,NaN,NaN,NaN
3gemcjqban843su9c9y5l2sk4,Jacob Florentin,Andersen,Male,J. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2004-01-26,Jacob,Andersen,right,186.0,78.0,Galten,NaN,NaN,NaN
3l3v5wj4c7vtqqwu05b526590,Jonas,Jensen-Abbew,Male,J. Jensen-Abbew,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2002-04-20,Jonas,Jensen-Abbew,left,189.0,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
3sadup8mjwu4dc96wz6lmixn9,Patrick,Mortensen,Male,P. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1989-07-13,Patrick,Mortensen,right,188.0,81.0,Kopenhagen,NaN,NaN,NaN
3uytpqx0e0jr6zgbfl1znsm7e,Tobias,Bech Kristensen,Male,T. Bech,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2002-02-19,Tobias,Bech,left,189.0,77.0,NaN,NaN,NaN,NaN
43q9ytkbmtk5y3tgv77v7pmg9,Mads Emil,Møller Madsen,Male,M. Emil Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1998-01-14,Mads Emil,Madsen,left,189.0,84.0,Skanderborg,NaN,NaN,NaN
4vmgmzg2004twoc39sk7zkzqh,Neo Gift,Links,Male,G. Links,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Midfielder,player,South Africa,1kiwby3xmt97m3ejw76qs4i6k,active,yes,NaN,1998-10-02,Gift,Links,left,170.0,60.0,Rustenburg,NaN,NaN,NaN
5f4qlbohzja204gxm9tkiekq2,Leopold,Wahlstedt,Male,L. Wahlstedt,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,NaN,1999-07-04,Leopold,Wahlstedt,right,190.0,80.0,Stockholm,NaN,NaN,NaN
5lssweodhkyifhj333v6f6r6c,Tobias,Bach,Male,T. Bach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2003-06-04,Tobias,Bach,left,193.0,NaN,NaN,NaN,NaN,NaN
5qvy65ckiigykkowpyco05zv9,Mikkel,Duelund Poulsen,Male,M. Duelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1997-06-29,Mikkel,Duelund,both,178.0,74.0,Århus,NaN,NaN,NaN
61sojkdsmaz9hbwaskt4rws15,Mikael Neville,Anderson,Male,M. Anderson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,active,yes,NaN,1998-07-01,Mikael,Anderson,right,180.0,69.0,Reykjavik,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
654obqy73ov2t5800r2woo6w9,Michael,Akoto,Male,M. Akoto,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,NaN,1997-10-03,Michael,Akoto,right,188.0,72.0,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
6jgd09iosfe5mn3tputmjx2ad,Max Mcauley,Power,Male,M. Power,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,1993-07-27,Max,Power,right,181.0,77.0,Birkenhead,NaN,NaN,NaN
6m4anciafmzc24s44xszymbc9,Peter Nicolai,Kruse Bjur,Male,P. Bjur,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,NaN,2000-02-02,Peter,Bjur,left,180.0,77.0,Rødovre,NaN,NaN,NaN
6my7s0ezr6jldotm1w6nk7b9x,Frederik,Beyer Tingager,Male,F. Tingager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1993-02-22,Frederik,Tingager,right,198.0,94.0,Holbæk,NaN,NaN,NaN
8og8nxbkcb63van4llvpkbe8l,Nicolai,Søberg Poulsen,Male,N. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1993-08-15,Nicolai,Poulsen,both,176.0,70.0,Randers,NaN,NaN,NaN
8xrco8qhcvplvc3wmcschoi22,Tobias,Mølgaard Henriksen,Male,T. Mølgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1996-07-22,Tobias,Mølgaard,right,182.0,75.0,NaN,NaN,NaN,NaN
9delpquqv81o7ftrgefb0wpp0,Luka,Callø Carstensen,Male,L. Callø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2006-05-10,Luka,Callø,NaN,NaN,NaN,Skødstrup,NaN,NaN,NaN
9lecsi8eqpy3jj9zvvhahkvmc,Mathias Dahl,Sauer,Male,M. Sauer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,no,NaN,2004-04-02,Mathias,Sauer,left,181.0,73.0,NaN,NaN,NaN,NaN
asfu3i70ss0wqmdenqpx37p7u,Kevin Enkido,Yakob,Male,Kevin Yakob,Iraq,1uzblzx1s42jn6zk6hivjzby8,Midfielder,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,NaN,2000-10-10,Kevin Enkido,Yakob,right,185.0,75.0,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Kevin Yakob
aswmi1pnkzkvkexp8ngief6j9,Felix Olof Allan Nelson,Beijmo,Male,F. Beijmo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,NaN,1998-01-31,Felix,Beijmo,right,185.0,77.0,Stockholm,NaN,NaN,NaN
bxea3tj0tpi7zmf6k5jtut889,Sigurd,Hauso Haugen,Male,S. Haugen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,active,yes,NaN,1997-07-17,Sigurd,Haugen,right,187.0,77.0,Haugesund,NaN,NaN,NaN
c6wip4rfbv5a932cilwjssup6,Jonathan,Jørgensen Hutters,Male,J. Hutters,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2004-02-21,Jonathan,Hutters,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ca1b5707pdpx0ucug40ggnahh,Frederik,Brandhof,Male,F. Brandhof,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1996-07-05,Frederik,Brandhof,right,182.0,72.0,Skive,NaN,NaN,NaN
cgkvw4q8ddcjl0po181upzwx6,Eric Andre,Kahl,Male,E. Kahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,NaN,2001-09-27,Eric,Kahl,left,178.0,69.0,Stockholm,Thailand,71wqq15l0mvpl4lneayzzh44g,NaN
e9lrzsiy94y46h62rnawi3sgl,Henrik,Dalsgaard,Male,H. Dalsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,1989-07-27,Henrik,Dalsgaard,right,192.0,81.0,Viborg,NaN,NaN,NaN
eenms6qw5avbs70mjrmbvldxx,Uwe,Rösler,Male,U. Rösler,Germany,36min0qztu8eydwvpv8t1is0m,NaN,coach,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,NaN,1968-11-15,Uwe,Rösler,NaN,NaN,NaN,Altenburg,NaN,NaN,NaN
efubck8twu1elbhlomltnjjtg,Richmond,Gyamfi,Male,R. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,NaN,2004-09-09,Richmond,Gyamfi,right,NaN,NaN,NaN,NaN,NaN,NaN
em0yawcqyqwf53hbj0zlz4duc,Aksel Emil,Halsgaard,Male,A. Halsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2005-04-30,Aksel,Halsgaard,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14mwsmzsrmev2646t2gg22has,Rasmus,Brodersen,Male,R. Brodersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,5.0,2002-03-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
295tyo3ownixcruaw7bmq00k5,Marco,Harboe Ramkilde,Male,M. Ramkilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,10.0,1998-05-09,Marco,Ramkilde,right,187.0,75.0,Aalborg,NaN,NaN,NaN
2lvkvn7fds2seqd882lv90mc4,Noah,Ibsen,Male,N. Ibsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,43.0,2006-03-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2yt4s3r0aaw8hxbc0s2svmrys,Malte,Haulund Melin,Male,M. Melin,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,20.0,2005-02-13,Malte,Melin,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30jdlk11jgdcosrpoww41anf8,Pachanga Cassoma,Kristensen,Male,P. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,35.0,2006-12-07,NaN,NaN,left,187.0,NaN,NaN,NaN,NaN,NaN
3a8d9rvl7fk85jocn74ec366s,Elias,Arif-Helms,Male,E. Arif-Helms,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,25.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3te4t8ugona5lrrdbnac7ob9w,Noah,Maale,Male,N. Maale,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,45.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3yg5hvzp1wvm0mjdab00a0qy2,Yushi,Yamaya,Male,Y. Yamaya,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,Japan,lxyibh89lpdc0bfian1nx0xq,active,yes,17.0,2000-06-11,Yushi,Yamaya,left,177.0,73.0,Yokosuka,NaN,NaN,NaN
48uqngihbphe6ttv7v9xfpal1,Daniel Alexander,Pedersen,Male,D. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,6.0,1992-07-27,Daniel,Pedersen,right,183.0,84.0,NaN,NaN,NaN,NaN
4brcvdxviy9f03iwcavxll80l,Hørður,Heðinsson Askham,Male,H. Askham,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,active,no,40.0,1994-09-22,Hørdur,Askham,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4nembuvq6py2e5y91wntbgmqc,Christian,Wagner Bonderup Larsen,Male,C. Wagner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,19.0,2003-02-13,Christian,Wagner,right,186.0,NaN,NaN,NaN,NaN,NaN
5hwih2cuf4y8sb3iq26lzbuhg,Noah,Danboe Poulsen,Male,N. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,active,yes,NaN,2006-06-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5iizc6makgt9rxoz8un3hjv1l,Ægir Jarl,Jónasson,Male,Æ. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,active,yes,14.0,1998-03-08,Ægir,Jónasson,right,NaN,NaN,NaN,NaN,NaN,NaN
6puwcwjd6kpnms8zg7s0vg9d6,Flamur,Dzelili,Male,F. Dzelili,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,active,yes,11.0,1999-09-09,Flamur,Dzelili,NaN,183.0,73.0,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN
