id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,startDate,endDate,status,active,shirtNumber,placeOfBirth,height,weight,foot,secondNationality,secondNationalityId,knownName
1jjin4rv03nnpbdgr7qr0gzys,Dušan,Pavlović,Dusan,Pavlovic,Male,D. Pavlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-05-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-01Z,NaN,active,yes,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1xb1gtuwbqluwiqv9gb6l3zai,Simon Alexander,Amin,Simon,Amin,Male,Simon Amin,Syria,3tsnzfkszhsktmhsmwar1tvp8,Midfielder,player,1997-11-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,2025-02-20Z,2025-08-06Z,active,no,19.0,Örebro,183.0,68.0,right,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Simon Amin
21p37y6mra4u9kcg35z5dm4q2,Brian Jephte,Bayeye Kifutu,Brian,Bayeye,Male,B. Bayeye,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2000-06-30,France,7gww28djs405rfga69smki84o,2025-02-07Z,2025-06-30Z,active,no,2.0,Paris,182.0,77.0,right,France,7gww28djs405rfga69smki84o,NaN
22lyznugonky4rfc0wu1vtbyt,Miodrag,Gemović,Miodrag,Gemovic,Male,M. Gemović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1994-12-25,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-18Z,2025-09-08Z,active,no,55.0,Šabac,184.0,NaN,NaN,NaN,NaN,NaN
24t5tc4udc408spgvown23wno,Luka,Izderić,Luka,Izderic,Male,L. Izderić,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,2006-03-13,Austria,hcs1bd49qliqqity6o268jyt,2025-02-10Z,NaN,active,yes,89.0,Novi Pazar,NaN,NaN,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
29pq9t9l8y7vys34sevt854a1,Ibrahim,Tanko,Ibrahim,Tanko,Male,I. Tanko,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1999-04-30,Ghana,2q2sw72utw5gu9t5y4knckwba,2024-08-02Z,2025-06-30Z,active,no,11.0,NaN,186.0,NaN,right,NaN,NaN,NaN
2l1qqd6z9b7dxyyjo73vvpobu,Strahinja,Manojlović,Strahinja,Manojlovic,Male,S. Manojlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2002-08-11,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-08-08Z,NaN,active,yes,98.0,Zvornik,190.0,NaN,right,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
2mruw4js4633dbaxke87kknx0,Mihajlo,Terzić,Mihajlo,Terzic,Male,M. Terzić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-11-02,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-10-25Z,2025-07-08Z,active,no,36.0,Niš,184.0,NaN,right,NaN,NaN,NaN
3f7w2z2uoeh75untf58noqyok,Nikola,Ćuruvija,Nikola,Curuvija,Male,N. Ćuruvija,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,2006-06-05,Austria,hcs1bd49qliqqity6o268jyt,2025-01-30Z,NaN,active,yes,44.0,Wien,190.0,90.0,right,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
3js0c8h0w4wdwhfpz6ch0jpx,Uroš,Vitas,Uros,Vitas,Male,U. Vitas,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1992-07-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-18Z,NaN,active,yes,4.0,Niš,187.0,82.0,NaN,NaN,NaN,NaN
3r7qdrcm6paqretzsl863d1xw,Novak,Kljajić,Novak,Kljajic,Male,N. Kljajić,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2005-08-25,Australia,u5ieemi69z72c3bgczyy68lo,2025-02-10Z,2025-09-10Z,active,no,14.0,NaN,183.0,NaN,right,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
411co2wtciic1m7u5cng9bjvu,Trivante Vincent,Stewart,Trivante,Stewart,Male,T. Stewart,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,2000-03-22,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,2024-07-02Z,2025-07-17Z,active,no,9.0,Spanish Town,192.0,NaN,right,NaN,NaN,NaN
4pz7wpgsgn14qrbme76st8z55,Radivoj,Bosić,Radivoj,Bosic,Male,R. Bosić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2000-12-01,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,NaN,active,yes,7.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5gex4eq7a7e44nva0x8n8zh90,Ignace Thierry,Etongou Amougou,Thierry,Etongou,Male,T. Etongou,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,1999-09-22,Cameroon,4eb9feio6u267dd1jcwaf38mt,2022-08-04Z,2025-07-24Z,active,no,5.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5oslufzp9vn9wlhu53k4zty39,Marko,Petković,Marko,Petkovic,Male,M. Petković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1992-09-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-17Z,NaN,active,yes,33.0,Sremska Mitrovica,185.0,80.0,right,NaN,NaN,NaN
5x7l9mdtemj2hbgu4x12t5jbo,Jin-Ho,Jo,Jin-Ho,Jo,Male,Jo Jin-Ho,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Midfielder,player,2003-07-10,Korea Republic,4vzpxtqkiwx0puygnmayr74di,2024-07-02Z,2025-06-30Z,active,no,6.0,NaN,172.0,NaN,right,NaN,NaN,Jo Jin-Ho
66vds4adxjy0cmirtpg29oewa,Aleksandar,Vojnović,Aleksandar,Vojnovic,Male,A. Vojnović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,1996-10-03,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-01Z,2025-03-13Z,active,no,23.0,NaN,NaN,NaN,right,NaN,NaN,NaN
6j8cdd613itji05w9rpuluyac,Pavle,Ivelja,Pavle,Ivelja,Male,P. Ivelja,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1998-01-20,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,2025-02-27Z,active,no,18.0,Beograd,190.0,NaN,NaN,NaN,NaN,NaN
6je3ih7d8g2nlt1ljd4hiqrys,Mateja,Radonjić,Mateja,Radonjic,Male,M. Radonjić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-09-20,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-18Z,NaN,active,yes,30.0,Niš,NaN,NaN,left,NaN,NaN,NaN
7r3z2s7d0qd1kw8469l3ygw5x,Dejan,Stanivuković,Dejan,Stanivukovic,Male,D. Stanivuković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1994-06-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-06-27Z,NaN,active,yes,94.0,Sremska Mitrovica,186.0,90.0,NaN,NaN,NaN,NaN
7ubr7hwqk6jtnga71if590dpm,Andreja,Stojanović,Andreja,Stojanovic,Male,A. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1998-11-12,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-07-27Z,2025-06-30Z,active,no,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7ugefwtfbk4l379iehb0z2ay,Jovan,Mituljikić,Jovan,Mituljikic,Male,J. Mituljikić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2003-01-20,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-02-20Z,2025-06-30Z,active,no,49.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7uufcg0dvus42emi9yev9i9cl,Nemanja,Belaković,Nemanja,Belakovic,Male,N. Belaković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1997-01-08,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-01-01Z,NaN,active,yes,8.0,Kraljevo,183.0,NaN,left,NaN,NaN,NaN
8cu43zk3sxzh69qwocwi8mrro,Uroš,Dinič,NaN,NaN,Male,U. Dinič,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2006-10-02,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-10-20Z,2024-12-31Z,active,no,NaN,Niš,NaN,NaN,NaN,NaN,NaN,NaN
8mbuu6fafpyywczfhpdcumv2t,Jovan,Nišić,Jovan,Nisic,Male,J. Nišić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-03-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-15Z,NaN,active,yes,45.0,Beograd,177.0,71.0,right,NaN,NaN,NaN
a2da2iz05m34mpdpffipxv93p,Saša,Mrkić,Sasa,Mrkic,Male,S. Mrkić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1967-12-16,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-19Z,NaN,active,yes,NaN,Niš,NaN,NaN,NaN,NaN,NaN,NaN
a325c4ukvsbmm4922x1luphck,Milorad,Stajić,Milorad,Stajic,Male,M. Stajić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2002-02-07,Switzerland,3bh70jgvc5mn58x0byjkuda17,2023-07-01Z,2025-06-30Z,active,no,77.0,NaN,178.0,NaN,both,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN
a4veqocjg64jp1icwjhzjx4wk,Joseph,Osei Opoku,Joseph,Opoku,Male,J. Opoku,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-08-23,Ghana,2q2sw72utw5gu9t5y4knckwba,2025-01-23Z,2025-07-22Z,active,no,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ah3ji16sojh02r195xtn9h6nd,Boris,Pavlov Tyutyukov,Boris,Tyutyukov,Male,B. Tyutyukov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Attacker,player,1997-10-28,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,2025-01-18Z,NaN,active,yes,29.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
am2ecknmoqh5jfgy4c9xtvsdm,Filip,Frei,Filip,Frei,Male,F. Frei,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,2001-01-07,Switzerland,3bh70jgvc5mn58x0byjkuda17,2022-09-14Z,2024-12-31Z,active,no,20.0,NaN,171.0,66.0,right,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
aubouj5h8tbgxhjtoqamxz07p,Vladimir,Đorđević,Vladimir,Dordevic,Male,V. Đorđević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1982-12-25,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2021-09-05Z,NaN,active,yes,NaN,Niš,183.0,80.0,NaN,NaN,NaN,NaN
awli3eae3odvtq7u3g2v4sh78,Mateja,Pantić,NaN,NaN,Male,M. Pantić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2005-08-15,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-01Z,2024-12-31Z,active,no,88.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ayp56wl21jdsgh0iahag2r4dl,Vasilije,Bakić,Vasilije,Bakic,Male,V. Bakić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2000-05-24,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-01Z,2024-07-27Z,active,no,44.0,Beograd,192.0,NaN,NaN,NaN,NaN,NaN
bgxslfjip212xnao4o6vgzsb8,Uroš,Kitanović,Uros,Kitanovic,Male,U. Kitanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-04-11,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-08-15Z,2024-08-09Z,active,no,91.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c3y94teitaujzjgyxyi8i3spg,Dimitrije,Stevanović,Dimitrije,Stevanovic,Male,D. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-08-27,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2020-09-10Z,2024-12-31Z,active,no,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ct8y8yed5iq4tzy1qw2hnfv2s,Nikola,Milenković,NaN,NaN,Male,N. Milenković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2006-11-21,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-10-20Z,2024-12-31Z,active,no,NaN,Leskovac,NaN,NaN,NaN,NaN,NaN,NaN
d0w3krx365sccjpux0i8dabkk,Iddriss,Razak Fuseini,Iddriss,Fuseini,Male,I. Fuseini,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-11-04,Ghana,2q2sw72utw5gu9t5y4knckwba,2024-03-01Z,2024-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ds78ugxk41pfb3hsvz2c7ksus,Stefan,Lazović,NaN,NaN,Male,S. Lazović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2006-08-30,Canada,1iaoypzp6syf32cz9l15pzp7e,2024-07-01Z,2025-02-11Z,active,no,80.0,NaN,NaN,NaN,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN
ejjyjah7kffucgbh8xxdaxnth,Iliya,Yordanov Yurukov,Iliya,Yurukov,Male,I. Yurukov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Attacker,player,1999-09-22,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,2024-07-10Z,2025-06-30Z,active,no,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
euixcfuyahdaqsw4mhopjjhm,David,Petrović,David,Petrovic,Male,D. Petrović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-03-14,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-08-23Z,2024-08-01Z,active,no,4.0,NaN,184.0,NaN,NaN,NaN,NaN,NaN
f4wog6xffwjhrunqnbhk5to7p,Stefan,Čolović,Stefan,Colovic,Male,S. Čolović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1994-04-16,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-17Z,2024-07-30Z,active,no,11.0,Beograd,NaN,NaN,NaN,NaN,NaN,NaN
sftdrq0qyzgq0j7ka8rl7kk5,Đuro,Zec,Duro,Zec,Male,Đ. Zec,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1990-03-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-07-01Z,2024-12-31Z,active,no,16.0,Novi Sad,178.0,72.0,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
yxriuh8decr39mzegj2tiitx,Radomir,Milosavljević,Radomir,Milosavljevic,Male,R. Milosavljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1992-07-28,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-13Z,2025-06-30Z,active,no,22.0,Ćuprija,183.0,73.0,both,NaN,NaN,NaN
12qprc05pecg6qtr66vgqw3px,Miloš,Kruščić,Milos,Kruscic,Male,M. Kruščić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1976-10-03,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-04-09Z,2024-10-27Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21hq4roccrsmvhunu1g92u784,Lucius Chimeremeze,Onwuboro,NaN,NaN,Male,L. Onwuboro,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-05-20,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2024-07-17Z,2024-07-29Z,active,no,80.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2mpnrretzbg6t9tno0m3stb84,Francis Ebuka,Nwokeabia,NaN,NaN,Male,F. Nwokeabia,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-05-16,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2024-05-12Z,NaN,active,yes,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2poeksmkjatj16nttazc0ipd5,Srđan,Šćepanović,NaN,NaN,Male,S. Šćepanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-10-23,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2021-07-01Z,2024-10-09Z,active,no,NaN,Novi Sad,173.0,62.0,NaN,NaN,NaN,NaN
2wbaqv8yy7xdg8lju81w8tr10,Luka,Peić Tukuljac,NaN,NaN,Male,L. Peić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2005-04-20,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-10-25Z,NaN,active,yes,30.0,NaN,182.0,75.0,right,NaN,NaN,NaN
304z9apjuxojqig41wgdq4cgk,Stefan,Tomović,Stefan,Tomovic,Male,S. Tomović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2001-10-14,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-19Z,NaN,active,yes,70.0,Kruševac,183.0,75.0,right,NaN,NaN,NaN
3xvfxe08ntolcprjaetqjj6ga,Luka,Bijelović,Luka,Bijelovic,Male,L. Bijelović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2001-04-11,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-01Z,2025-09-01Z,active,no,10.0,Subotica,188.0,NaN,right,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN
44wmw9shf4ecwjebz0vxxqluc,Aleksa,Trajković,Aleksa,Trajkovic,Male,A. Trajković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2007-01-23,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-11-11Z,NaN,active,yes,42.0,Kruševac,NaN,NaN,NaN,NaN,NaN,NaN
4dedmfo3o7xd6yimmky69dysq,David,Dunđerski,NaN,NaN,Male,D. Dunđerski,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1999-10-28,Italy,25f2cmb2r8mk5rj92tzer6kvv,2023-02-10Z,2025-01-28Z,active,no,18.0,Bergamo,180.0,68.0,right,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
4uirvrv96958ndr1ma9sqa54a,Morice Michael,Abraham,Morice,Abraham,Male,M. Abraham,Tanzania,3rramsla3ovuhxks28wq1kirb,Midfielder,player,2003-08-13,Tanzania,3rramsla3ovuhxks28wq1kirb,2024-07-01Z,2025-06-30Z,active,no,NaN,NaN,165.0,60.0,left,NaN,NaN,NaN
4ybbktuumaf9bd7y88qtl4lwp,Andrej,Todoroski,Andrej,Todoroski,Male,A. Todoroski,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1999-04-19,North Macedonia,1lesyxylc5eza0a4z87t9azcc,2021-07-10Z,2025-02-14Z,active,no,11.0,Prilep,174.0,67.0,left,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN
5lswof3sckkq17ox3naxfvrze,Kwaku,Bonsu Osei,Kwaku,Osei,Male,K. Osei,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-08-17,Ghana,2q2sw72utw5gu9t5y4knckwba,2024-07-01Z,NaN,active,yes,17.0,NaN,168.0,66.0,right,NaN,NaN,NaN
5nsofon88fq5r4op8pmnye39w,Dimitrije,Minić,NaN,NaN,Male,D. Minić,Montenegro,1411jebgwo2ja1erogsq81lg9,Goalkeeper,player,2008-07-08,Montenegro,1411jebgwo2ja1erogsq81lg9,2024-07-17Z,NaN,active,yes,23.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5oicxvwnr7w4ei4fh25s98tm1,Nemanja,Ćalasan,Nemanja,Calasan,Male,N. Ćalasan,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1996-03-17,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-09-11Z,2025-01-11Z,active,no,15.0,NaN,188.0,81.0,NaN,NaN,NaN,NaN
5t6orbh2x1qgn87z8oygao79x,Marko,Mijailović,Marko,Mijailovic,Male,M. Mijailović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1997-08-14,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-02-13Z,2025-07-08Z,active,no,44.0,Užice,185.0,NaN,NaN,NaN,NaN,NaN
66pab0cabfxdql1af27jzdk44,Nikola,Vujović,NaN,NaN,Male,N. Vujović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2006-08-08,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-12-15Z,2025-08-06Z,active,no,91.0,Vrbas,NaN,NaN,NaN,NaN,NaN,NaN
6oyh0c8s2zw50u0ejvpecujje,Nikola,Kuveljić,Nikola,Kuveljic,Male,N. Kuveljić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1997-04-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-01-18Z,NaN,active,yes,33.0,Beograd,194.0,85.0,right,NaN,NaN,NaN
6zp2un1mqgnx97pvme3lbovtg,Mihailo,Bogićević,Mihailo,Bogicevic,Male,M. Bogićević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1998-05-30,Switzerland,3bh70jgvc5mn58x0byjkuda17,2021-07-28Z,2025-08-08Z,active,no,4.0,Lausanne,191.0,NaN,right,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN
71xtsd0gwhrte9nv3l4r9zqad,Vojo,Ubiparip,NaN,NaN,Male,V. Ubiparip,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1988-05-10,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-11-17Z,2025-06-30Z,active,no,14.0,Novi Sad,180.0,72.0,right,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
7mrvj7wz44wdm1y3cm51uj2dx,Miloš,Mijić,Milos,Mijic,Male,M. Mijić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1989-11-22,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2023-06-26Z,2025-06-30Z,active,no,20.0,Beograd,NaN,NaN,NaN,NaN,NaN,NaN
7oxikveh6jew1x07qybqmcrv8,Ljubiša,Dunđerski,NaN,NaN,Male,L. Dunđerski,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1972-05-26,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-04-06Z,2025-06-30Z,active,no,NaN,Doboj,NaN,NaN,NaN,NaN,NaN,NaN
7sssj5zku1p0ojlk2s180ngt1,Nigel Benjamin,Robertha,Nigel,Robertha,Male,N. Robertha,Curaçao,5im58ram567ao2fbnz39sm8vk,Attacker,player,1998-02-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2025-01-18Z,NaN,active,yes,9.0,Dordrecht,184.0,77.0,left,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
7wv68mb8u7v5j602c4wkwdtec,Collins,Atule,Collins,Atule,Male,C. Atule,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2004-05-14,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2023-07-18Z,2025-01-17Z,active,no,19.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8la35pc9akij8zxqjzo9fs9ka,Kayque Luiz,Pereira,Kayque Luiz,Pereira,Male,Kayque,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2000-07-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,2024-08-20Z,2025-08-07Z,active,no,2.0,NaN,175.0,67.0,right,NaN,NaN,Kayque
8pktw4ndtqf3ebw6kbsx4j4lw,Stefan,Simin,Stefan,Simin,Male,S. Simin,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2005-01-19,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-05-18Z,2024-08-12Z,active,no,70.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8yv45yg18w6cujbgt9265905w,Marko,Kerkez,Marko,Kerkez,Male,M. Kerkez,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2000-06-26,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-01-19Z,2024-09-28Z,active,no,24.0,NaN,184.0,NaN,left,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN
8z0ibg5118l9w1xcu0gj5pn56,Leonardo,Antônio,Leonardo,Antonio,Male,Léo Antônio,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1997-06-09,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,2024-07-29Z,NaN,active,yes,27.0,NaN,184.0,82.0,right,NaN,NaN,Leonardo Antonio
9zp60lqhm9pbqhuem9izpcpre,José Daniel,Mulato Palacios,José,Mulato,Male,J. Mulato,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Attacker,player,2003-01-09,Colombia,6kby8rq1p01fg5ds38ckkrcs5,2024-06-27Z,2025-01-27Z,active,no,9.0,Cali,180.0,75.0,NaN,NaN,NaN,NaN
a5s14m2dhgakg8gms3ii3wzdg,Nikola,Puškar,NaN,NaN,Male,N. Puškar,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2006-01-06,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-07-17Z,2025-07-31Z,active,no,77.0,Novi Sad,NaN,NaN,NaN,NaN,NaN,NaN
a8odwlp4s521lsukpo7axo4k4,Marin,Dulić,NaN,NaN,Male,M. Dulić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2004-03-25,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2021-11-20Z,NaN,active,yes,12.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a8p7pol0f7atkl2khywqr834l,Tomislav,Sivić,Tomislav,Sivic,Male,T. Sivić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1966-08-29,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-02-12Z,2025-06-16Z,active,no,NaN,Subotica,NaN,NaN,NaN,NaN,NaN,NaN
auf4297oh4p49gmk2z46qf105,Đorđe,Tutorić,NaN,NaN,Male,Đ. Tutorić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1983-03-05,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2025-02-08Z,NaN,active,yes,NaN,NaN,187.0,86.0,right,NaN,NaN,NaN
b0mn7jtxlvt8qw7znegkiplg,Andjelko,Pavlovic,NaN,NaN,Male,A. Pavlovic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2007-06-16,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2024-10-05Z,NaN,active,yes,99.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
