id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,shirtNumber,status,active,placeOfBirth,knownName,secondNationality,secondNationalityId,weight,foot
9c4tjwya93e5kvkky7bfzdtcl,Alexandru,Tudorie,Alexandru,Tudorie,A. Tudorie,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1996-03-19,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,9.0,active,yes,Galaţi,NaN,NaN,NaN,77.0,right
9myom09gva29cafis8whnaf4k,Rareș Mihai,Pop,Rares,Pop,R. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-06-14,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,55.0,active,yes,Arad,NaN,NaN,NaN,60.0,right
a23v0be6eq4pje3cpae56btw4,Darius Mihai,Iurasciuc,Darius,Iurasciuc,D. Iurasciuc,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2005-12-15,Romania,17oj2qrzqlkhdjvazum10sx2i,175.0,26.0,active,yes,Arad,NaN,NaN,NaN,65.0,NaN
adog7q60p85eot3a7noy2yk7p,Florin,Iacob,Florin,Iacob,F. Iacob,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1993-08-16,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,93.0,active,yes,Brașov,NaN,NaN,NaN,75.0,right
aemyqzp11ok73cs642atbsb2s,Daniel Bruce,Nortey,Daniel,Nortey,B. Nortey,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,2004-02-15,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,15.0,active,no,NaN,NaN,NaN,NaN,66.0,NaN
ahopf2edtcgispl8a25sjyxre,Diogo Miguel,Costa Rodrigues,Diogo Miguel,Costa Rodrigues,Diogo Rodrigues,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1999-08-23,Portugal,1nbm5i9a0403zzvltn17lxinc,183.0,2.0,active,yes,Vendas Novas,Diogo Rodrigues,NaN,NaN,70.0,right
aksyv84aftpijsu05dlsyuqz8,Ahmet Ercan,Ekmekci,Ahmet,Ekmekci,A. Ekmekci,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2004-03-27,Romania,17oj2qrzqlkhdjvazum10sx2i,168.0,99.0,active,no,NaN,NaN,NaN,NaN,60.0,NaN
awto95jltea19radsbt7zyvv9,Kevin,Luckassen,Kevin,Luckassen,K. Luckassen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1993-07-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,42.0,active,yes,Eindhoven,NaN,NaN,NaN,80.0,right
b950jt347chmq9whlkgl6fxpm,Kyvon,Leidsman,Kyvon,Leidsman,K. Leidsman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1998-09-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,39.0,active,no,Amsterdam,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,78.0,right
bf0demlkj2zg0kv6drlxc1lud,Reagy,Baah Ofosu,Reagy,Ofosu,R. Ofosu,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1991-09-20,Germany,36min0qztu8eydwvpv8t1is0m,179.0,11.0,active,no,Hamburg,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,76.0,both
bt5bdnmppwala0wfmhxt91puc,Matheus Isaías,Carvalho Chagas de Oliveira,Matheus Isaías,Carvalho Chagas de Oliveira,Matheus Isaías,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,2001-02-18,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,active,yes,NaN,Matheus Isaías,NaN,NaN,NaN,NaN
cer5yvo93jhrlm1uxt2mm51hx,Marko,Stolnik,Marko,Stolnik,M. Stolnik,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1996-07-08,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,30.0,active,yes,Varaždin,NaN,NaN,NaN,NaN,NaN
cj1atyi67oxqobdvsx2tj55ka,Denis,Lungu Bocean,Denis,Lungu,D. Lungu,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2003-02-28,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,33.0,active,yes,NaN,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN
crj0ztmqn9zfp519yp7pdng4q,Virgiliu,Postolachi,Virgiliu,Postolachi,V. Postolachi,Moldova,389mdnq78a55g2gr040a3mmtj,Attacker,player,2000-03-17,Moldova,389mdnq78a55g2gr040a3mmtj,188.0,17.0,active,no,Edineț,NaN,France,7gww28djs405rfga69smki84o,78.0,right
csb2kuci6lmiivl1uc90qhs2y,Damian Daniel,Isac,Damian,Isac,D. Isac,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2001-01-31,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,31.0,active,no,Caransebeș,NaN,NaN,NaN,NaN,NaN
ctcf8m5r0uqvzgtr0qkfbnc9h,Kemar Michael,Lawrence,Kemar,Lawrence,K. Lawrence,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1992-09-17,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,178.0,92.0,active,yes,Kingston,NaN,NaN,NaN,73.0,left
d3pb6sz89psphlf8m720u4549,Alexandar,Vucenovic,Aleksandar,Vucenovic,A. Vucenovic,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1997-10-10,Austria,hcs1bd49qliqqity6o268jyt,182.0,17.0,active,no,Sankt Pölten,NaN,NaN,NaN,79.0,both
e37iemb8ed4es86d7vac902l0,Cauã,Santos Silva,Cauã,Santos Silva,Cauã,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2003-04-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,active,yes,NaN,Cauã,NaN,NaN,NaN,NaN
ehcmcwjbryomlu2vk99gxgiga,Raul Ovidiu,Șteau,Raul,Steau,R. Șteau,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2001-04-22,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,70.0,active,no,Aiud,NaN,NaN,NaN,NaN,NaN
eizbxvgkgzyu9pfmuk5498xjp,Mircea,Rednic,Mircea,Rednic,M. Rednic,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1962-04-09,Romania,17oj2qrzqlkhdjvazum10sx2i,175.0,NaN,active,yes,Hunedoara,NaN,NaN,NaN,71.0,NaN
13bvnh07j4arslhays0ui8h2i,Ștefan Teodor,Farcaș,Stefan,Farcas,Ș. Farcaș,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2003-02-11,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,18.0,active,yes,Galați,NaN,NaN,NaN,NaN,NaN
21k6neicnvexz7cuggw3tni6t,Iliya,Asenov Dimitrov,Iliya,Dimitrov,I. Dimitrov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Attacker,player,1996-07-10,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,187.0,9.0,active,no,Dupnitsa,NaN,NaN,NaN,NaN,NaN
23s4aisecgbdh98q7yrg867rp,Dragan,Lovrić,Dragan,Lovric,D. Lovrić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1996-01-03,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,25.0,active,yes,Split,NaN,NaN,NaN,NaN,NaN
2apmtlukpp22b9hq5hrf19fpx,Frédéric,Ferreira Maciel,Frédéric,Ferreira Maciel,Frédéric Maciel,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1994-03-15,France,7gww28djs405rfga69smki84o,175.0,67.0,active,yes,Grenoble,Frédéric Maciel,France,7gww28djs405rfga69smki84o,65.0,right
3aevo4t4rcdaql9f0d1kmz0t1,Vasile,Jardan,Vasile,Jardan,V. Jardan,Moldova,389mdnq78a55g2gr040a3mmtj,Midfielder,player,1993-07-20,Moldova,389mdnq78a55g2gr040a3mmtj,178.0,23.0,active,yes,Chișinău,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,74.0,right
3nl6brawjovriztd4dc7ok3x1,Octavian Andrei,Ursu,Octavian,Ursu,O. Ursu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1994-11-15,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,77.0,active,no,Mediaş,NaN,NaN,NaN,70.0,NaN
3vu6rq7j3vy9l7x2nsi9282j9,Kehinde Abdul Feyi,Fatai,Kehinde,Fatai,K. Fatai,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1990-02-19,Nigeria,63pvdwrsiq5b07mzi8igqei9p,180.0,90.0,active,no,Abuja,NaN,NaN,NaN,74.0,right
49rvergkb1l4cjgjwko38pqfo,Denis Marian,Bordun,Denis,Bordun,D. Bordun,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-09-24,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,24.0,active,yes,Galați,NaN,NaN,NaN,NaN,NaN
4gklg11sqrunkabfayp7cevvt,João Pedro,Pereira Serrão,João Pedro,Pereira Serrão,João Serrão,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2000-02-11,Portugal,1nbm5i9a0403zzvltn17lxinc,192.0,4.0,active,no,Matosinhos,João Serrão,NaN,NaN,NaN,NaN
4mwwcjl0g0kw75m4w07x1d5ka,Ariel Ignacio,López Varela,Ariel,López,A. López,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Midfielder,player,1995-05-26,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,181.0,5.0,active,no,Montevideo,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,right
4ndnr6oqrl68wh5a87wvrxuqx,João Pedro,Santos Lameira,João Pedro,Santos Lameira,João Lameira,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1999-04-19,Portugal,1nbm5i9a0403zzvltn17lxinc,175.0,66.0,active,yes,Santa Maria da Feira,João Lameira,NaN,NaN,73.0,right
5frmkufg8wohp3yeswrhls8ut,Juri,Cisotti,Juri,Cisotti,J. Cisotti,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1993-05-05,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,30.0,active,yes,Tolmezzo,NaN,NaN,NaN,64.0,NaN
5k0n29gebznbdfrxt273dx27e,Gabriel,Ursu,Gabriel,Ursu,G. Ursu,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2002-02-04,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,1.0,active,yes,Galați,NaN,NaN,NaN,NaN,NaN
5oxdadepbvh2ig9tk01bm8ct1,Diego,Živulić,Diego,Zivulic,D. Živulić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1992-03-23,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,31.0,active,yes,Rijeka,NaN,NaN,NaN,NaN,right
5xqmj0zgpgvot92guwvjsnyfo,Silviu Andrei,Rus,Andrei,Rus,A. Rus,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2002-05-14,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,14.0,active,yes,Gherla,NaN,NaN,NaN,NaN,NaN
5zw1ei1wg8t11g1knotp0e505,Rosario,Latouchent,Rosario,Latouchent,R. Latouchent,Martinique,1eb70pvuqssbbg3yamdba5ie5,Defender,player,1996-03-21,France,7gww28djs405rfga69smki84o,180.0,95.0,active,no,Caen,NaN,France,7gww28djs405rfga69smki84o,72.0,right
62n20kkyjbwhbq0orc1ucb9w,Mihai Octavian Cristian,Chira,NaN,NaN,C. Chira,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2001-11-08,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Dej,NaN,NaN,NaN,NaN,NaN
69y7sr1101nyt6i7k2ogys6ax,Sorin,Haraga,Sorin,Haraga,S. Haraga,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,assistant coach,1968-04-09,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,yes,Suceava,NaN,NaN,NaN,NaN,NaN
6staivcla0ulebr7wyrv1dcl,Dorinel Ionel,Munteanu,Dorinel,Munteanu,D. Munteanu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1968-06-25,Romania,17oj2qrzqlkhdjvazum10sx2i,170.0,NaN,active,yes,Grădinari,NaN,NaN,NaN,NaN,NaN
6xyjrlxhj7zrhjak5gumprxbe,Răzvan Andrei,Tănasă,Razvan,Tanasa,R. Tănasă,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-04-28,Romania,17oj2qrzqlkhdjvazum10sx2i,172.0,17.0,active,yes,Constanța,NaN,NaN,NaN,59.0,both
7eckjy3dosc99fm33ko1vft91,Eduard Adrian,Pap,Eduard,Pap,E. Pap,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1994-07-01,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,94.0,active,yes,Jimbolia,NaN,NaN,NaN,79.0,NaN
7nvzj6b44qvfobxela5v0tt5h,Pablo Leonel,Gaitán,Pablo,Gaitán,P. Gaitán,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,1992-05-09,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,27.0,active,yes,Capitán Bermúdez,NaN,NaN,NaN,NaN,NaN
80eyrotky0f6ustzc7lugsv6d,Cosmin Andrei,Dur-Bozoancă,Cosmin,Dur-Bozoanca,C. Dur-Bozoancă,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1998-02-15,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,13.0,active,yes,Braşov,NaN,NaN,NaN,NaN,NaN
8mkn08q64h9zwvrf71608ct1w,Claudio Ionuț,Mocanu,Claudio,Mocanu,C. Mocanu,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2004-06-23,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,3.0,active,yes,Țicleni,NaN,NaN,NaN,NaN,NaN
8wozpk92j53d8vvz1hl3w8tsl,Dan Lucian,Panait,Dan,Panait,D. Panait,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1997-02-16,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,22.0,active,yes,Brăila,NaN,NaN,NaN,NaN,NaN
96xzmrpd7e6old15ty0l7j0lx,Miguel Ângelo,Gomes da Silva,Miguel Ângelo,Gomes da Silva,Miguel Silva,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1995-12-20,Portugal,1nbm5i9a0403zzvltn17lxinc,191.0,28.0,active,yes,Santa Maria da Feira,Miguel Silva,NaN,NaN,78.0,left
9eft3zizoxh6e4w6qcpo35psl,Dorin,Toma,Dorin,Toma,D. Toma,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1977-03-04,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,NaN,active,yes,Șomcuta Mare,NaN,NaN,NaN,79.0,NaN
9loa9o012r1e1crnj56ed4dzp,Mihai Andrei,Adăscăliței,Mihai,Adascalitei,M. Adăscăliței,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1994-11-01,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,26.0,active,yes,Titu,NaN,NaN,NaN,71.0,NaN
ac0caiufj66dbzfq94tkp266t,Ionuţ,Neagu,Ionut,Neagu,I. Neagu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,1989-10-26,Romania,17oj2qrzqlkhdjvazum10sx2i,174.0,8.0,active,yes,Galaţi,NaN,NaN,NaN,68.0,NaN
amkgi8kmrswt4suenfwgca19l,Samuel Teles,Pereira Nunes da Silva,Samuel Teles,Pereira Nunes Silva,Samuel Teles,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1997-02-28,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,21.0,active,yes,NaN,Samuel Teles,NaN,NaN,NaN,right
b1vey56580w1o8dpxp9df05wp,Gabriel Ionuț,Nedelea,Gabriel,Nedelea,G. Nedelea,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2000-07-12,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,3.0,active,no,Alexandria,NaN,NaN,NaN,NaN,NaN
btejl6lq2qbkpv5kmowplzrvt,Alexandru Mihai Constantin,Pop,Alex,Pop,A. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2000-02-01,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,11.0,active,yes,San Antonio de Areco,NaN,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN
c6ts3ublv8faw15pednr14ftg,Iustin,Neacşu,Iustin,Neacsu,I. Neacşu,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2004-08-17,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Iași,NaN,NaN,NaN,NaN,left
cjiz479kbq2flxl3aymmravhl,Aly,Mallé,Aly,Mallé,A. Mallé,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,1998-04-03,Mali,d0v29nncgikdswlxpdq553zz,176.0,19.0,active,yes,Bamako,NaN,Mauritania,fddgtcs6irg28x9oqietkb6x,72.0,left
cxe6caf3dxwz84aioiyeiymwa,Aurelian Eusebio,Păun,Aurelian,Paun,A. Păun,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2001-05-05,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,55.0,active,no,Pitești,NaN,NaN,NaN,NaN,NaN
d33p5yxpb780bkywka1jynyt,François,Yabré Tobasegnou,François,Yabré,F. Yabré,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Defender,player,1991-05-10,Côte d'Ivoire,tin6kf561ywonqan0mettr98,180.0,15.0,active,yes,Guitry,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,79.0,right
dlpc64gojc5h103vdqz2ravhl,Anes,Rušević,Anes,Rusevic,A. Rušević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1996-12-02,Serbia,5w4ve503bjdsshwx9ho6jxzx0,181.0,9.0,active,yes,Novi Pazar,NaN,NaN,NaN,78.0,right
edrxqcoq27fa6oc8ui99klr6d,Costin Petruț,Ghiocel,Costin,Ghiocel,C. Ghiocel,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1994-02-07,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,16.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
f068bibtfmp65eoht9cwga0h5,Jonathan,Cissé,Jonathan,Cissé,J. Cissé,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1997-05-18,Côte d'Ivoire,tin6kf561ywonqan0mettr98,192.0,6.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
f3kan9j9zame1m8jz9848h6cq,Ștefan,Bodișteanu,Stefan,Bodisteanu,Ș. Bodișteanu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2003-02-01,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,20.0,active,yes,Chișinău,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,65.0,NaN
f4xq5tv3llgewen8vetwcq191,Relu Marian,Stoian,Relu,Stoian,R. Stoian,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1996-03-01,Romania,17oj2qrzqlkhdjvazum10sx2i,192.0,12.0,active,yes,Voluntari,NaN,NaN,NaN,82.0,right
tnm6oijzjdk3q6p82m1vi3f9,George,Cîrjan,George,Cîrjan,G. Cîrjan,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1988-11-07,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,7.0,active,yes,Galaţi,NaN,NaN,NaN,74.0,NaN
ytwk9cens2p0yruslz72dn85,Milen,Zhivkov Zhelev,Milen,Zhelev,M. Zhelev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Defender,player,1992-07-15,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,2.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
15waxp2s2sccz6nr2fmait3sa,Aldaír,Caputa Ferreira,Aldaír,Caputa Ferreira,Aldaír,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1998-03-26,Angola,3k53bkrjx5zsxchc6e3mcd834,175.0,83.0,active,yes,Luanda,Aldaír,Angola,3k53bkrjx5zsxchc6e3mcd834,68.0,left
1ak3zqqrhj66x5n74nyji961h,Gustavo,Hebling de Aguiar,Gustavo,Hebling de Aguiar,Gustavo Hebling,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1996-04-05,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,173.0,NaN,active,no,Piracicaba,Gustavo Hebling,NaN,NaN,70.0,right
1hj32fm8cia7lgfkxgyhse978,Mario,David,NaN,NaN,M. David,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2008-01-02,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,active,no,Bacău,NaN,NaN,NaN,NaN,NaN
1md9jdc2ozaeurkgbzneyil90,Iulian Codrin Petrișor,Cărăușu,Codrin,Carausu,C. Cărăușu,Romania,17oj2qrzqlkhdjvazum10sx2i,Midfielder,player,2005-07-03,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,80.0,active,yes,Botoșani,NaN,NaN,NaN,NaN,NaN
1nhb2sv4m3s1yyl1h9ruwh9ii,Andrei Fernando,Dragu,Andrei,Dragu,A. Dragu,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,1999-10-07,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,23.0,active,no,Târgu Jiu,NaN,NaN,NaN,NaN,NaN
23o79a82f29qtrjj17ivo1btg,Narcis Cosmin,Ilaș,Narcis,Ilas,N. Ilaș,Romania,17oj2qrzqlkhdjvazum10sx2i,Defender,player,2007-03-27,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,37.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN
25nefghplqc0mfb3wi82ffpat,Antoni,Valeri Ivanov,Antoni,Ivanov,A. Ivanov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Midfielder,player,1995-09-11,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,170.0,NaN,active,no,Sofia,NaN,NaN,NaN,NaN,NaN
2f76fn1cs4dib48jhb5bknvu1,Virgile Jacky Marcel,Pinson,Virgile,Pinson,V. Pinson,France,7gww28djs405rfga69smki84o,Attacker,player,1996-02-22,France,7gww28djs405rfga69smki84o,177.0,93.0,active,no,NaN,NaN,NaN,NaN,NaN,left
2kjb45ecxrof7l589ef1gsp62,Jayson Edra Jamall,Halman,Jayson,Halman,J. Halman,Aruba,612w8wkfhgud56fa4a01fxw04,Attacker,player,1997-11-17,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,90.0,active,no,NaN,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,right
2pcouxpkx09dap0t3nfgo5fbp,Radoslav Bonchev,Dimitrov,Radoslav,Dimitrov,R. Dimitrov,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,Defender,player,1988-08-12,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,175.0,24.0,active,yes,Lovech,NaN,NaN,NaN,71.0,both
2rauk342fm2yqtx3ltgdyf2ll,Sekou,Camara,Sekou,Camara,S. Camara,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,1997-07-20,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,17.0,active,yes,Conakry,NaN,NaN,NaN,NaN,NaN
35yd2ldlbb3sdcc81wr874pre,Jaly,Mouaddib,Jaly,Mouaddib,J. Mouaddib,France,7gww28djs405rfga69smki84o,Attacker,player,2000-11-25,France,7gww28djs405rfga69smki84o,181.0,66.0,active,yes,NaN,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh,NaN,right
3gx5ignwbo7d4q8mzy6i6byeh,Sebastian Árpád,Mailat,Sebastian,Mailat,S. Mailat,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1997-12-12,Romania,17oj2qrzqlkhdjvazum10sx2i,173.0,7.0,active,yes,Timişoara,NaN,NaN,NaN,NaN,right
3phaickpero80gdbg5bxfzhg4,Alin,Ciobanu,Alin,Ciobanu,A. Ciobanu,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2008-02-16,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,13.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
3ui5au30bhssbwzaq1g7wgmax,Cyril Bohui,Zabou,Cyril,Zabou,C. Zabou,France,7gww28djs405rfga69smki84o,Midfielder,player,1996-06-18,France,7gww28djs405rfga69smki84o,NaN,99.0,active,yes,NaN,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN
448byyau7ot6ss6hqin7w5nje,Miroslav,Iličić,Miroslav,Ilicic,M. Iličić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1998-04-17,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,60.0,active,no,Rijeka,NaN,NaN,NaN,81.0,NaN
4dqbhr1ex47205vpa45eeaytx,Dan,Alexa,Dan,Alexa,D. Alexa,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1979-10-28,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,NaN,active,no,Timisoara,NaN,NaN,NaN,79.0,NaN
4xtzb2xky52bw0sv2655k9sve,Răzvan Cristian,Ducan,Razvan,Ducan,R. Ducan,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,2001-02-09,Romania,17oj2qrzqlkhdjvazum10sx2i,192.0,68.0,active,yes,Videle,NaN,NaN,NaN,82.0,NaN
55n6r4atn5ejueiwz68hagaac,Adams,Friday,Adams,Friday,A. Friday,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2002-11-23,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,12.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
58vlioxqr80y2jywn3ys4zgiy,John Charles,Petro,Charles,Petro,C. Petro,Malawi,4u57ibmgq0277hizshm4bfa3n,Midfielder,player,2001-02-08,Malawi,4u57ibmgq0277hizshm4bfa3n,NaN,28.0,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
59yjxsks1zbg91or6k1sme4lx,Luka,Kukić,Luka,Kukic,L. Kukić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1996-05-16,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,189.0,1.0,active,yes,Mostar,NaN,NaN,NaN,NaN,NaN
5r7zxuta7xg6jk3ff55i2u9cl,Cătălin Gheorghiță,Golofca,Catalin,Golofca,C. Golofca,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,player,1990-04-21,Romania,17oj2qrzqlkhdjvazum10sx2i,169.0,38.0,active,no,Suceava,NaN,NaN,NaN,NaN,NaN
