id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,knownName,endDate
ai796gh4k5tzj9plkfo89ygru,Filip,Szymczak,Filip,Szymczak,Male,F. Szymczak,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2002-05-06,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,187.0,76.0,both,17.0,2025-06-19Z,active,no,NaN,NaN,NaN,2025-09-03Z
alhnldqbziirmyn3kj1ona044,Gísli Gottskálk,Þórðarson,Gísli,Thórdarson,Male,G. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-09-12,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,191.0,NaN,NaN,23.0,2025-01-28Z,active,yes,NaN,NaN,NaN,NaN
ayyl59odebgawqdr4pnbjnq0a,Alex Raymond,Douglas,Alex,Douglas,Male,A. Douglas,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-08-17,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,74.0,right,3.0,2024-07-09Z,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
b3eh9tjw2048na1nv7oeyw9ka,Daniel Noel Mikael,Håkans,Daniel,Håkans,Male,D. Håkans,Finland,2u07e54v5dprsugdvddpq5ync,Midfielder,player,2000-10-26,Vaasa,Finland,2u07e54v5dprsugdvddpq5ync,178.0,66.0,right,11.0,2024-08-01Z,active,yes,NaN,NaN,NaN,NaN
bplltn5vbplcpjh26mnh3jqxg,Sammy,Dudek,Sammy,Dudek,Male,S. Dudek,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2008-04-18,Baden-Baden,Germany,36min0qztu8eydwvpv8t1is0m,175.0,NaN,NaN,53.0,2025-01-28Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN
c03kbtbdediv8mi5iuvy8vmz8,Wojciech,Mońka,Wojciech,Monka,Male,W. Mońka,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2007-01-18,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,182.0,75.0,right,27.0,2024-04-27Z,active,yes,NaN,NaN,NaN,NaN
d7wa7x085y3cm8xmi1rbc5obu,Krzysztof Maciej,Bąkowski,Krzysztof,Bakowski,Male,K. Bąkowski,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2003-01-04,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,190.0,75.0,both,31.0,2025-06-19Z,active,yes,NaN,NaN,NaN,NaN
dr2gesp47yww495k4svba94pg,Bartłomiej Paweł,Barański,Bartlomiej,Baranski,Male,B. Barański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2006-10-09,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,178.0,72.0,NaN,21.0,2025-06-19Z,active,yes,NaN,NaN,NaN,NaN
e4zef10cq38ujbj2704zw2y1h,Radosław Paweł,Murawski,Radoslaw,Murawski,Male,R. Murawski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1994-04-22,Gliwice,Poland,27baqb7359ywdvsxxklx1kn11,173.0,68.0,right,22.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
eb91rkg66av8owi9wqfp9hyad,Antonio,Milić,Antonio,Milic,Male,A. Milić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1994-03-10,Splît,Croatia,37hlakrwxyuzovaeoo4sezusp,190.0,81.0,left,16.0,2021-01-10Z,active,yes,NaN,NaN,NaN,NaN
efgmv3qx7gh0mgl4wc3v18kd0,Tymoteusz,Gmur,Tymoteusz,Gmur,Male,T. Gmur,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2008-01-02,Trzcianka,Poland,27baqb7359ywdvsxxklx1kn11,174.0,69.0,both,44.0,2024-07-15Z,active,yes,NaN,NaN,NaN,NaN
gow2nhkf0qhk96frj3j71rtg,Michał,Gurgul,Michal,Gurgul,Male,M. Gurgul,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2006-01-30,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,182.0,70.0,left,15.0,2023-01-23Z,active,yes,NaN,NaN,NaN,NaN
10lohx6pgx6hb99cvc9st4fkl,Joaquim Claude,Gonçalves Araújo,Joaquim Claude,Gonçalves Araújo,Male,Claude Gonçalves,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1994-04-09,Propriano,France,7gww28djs405rfga69smki84o,173.0,62.0,right,5.0,2024-06-15Z,active,yes,France,7gww28djs405rfga69smki84o,Claude Gonçalves,NaN
12vo1l1xngzwi7kndbnyzfbv9,Antonio-Mirko,Čolak,Antonio,Colak,Male,A. Čolak,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1993-09-17,Ludwigsburg,Germany,36min0qztu8eydwvpv8t1is0m,188.0,83.0,both,14.0,2025-09-02Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN
1epue0dc9qfcya7zaoj1emk15,Allan Migouel,Alfarela,Migouel,Alfarela,Male,M. Alfarela,France,7gww28djs405rfga69smki84o,Attacker,player,1997-11-15,Montivilliers,France,7gww28djs405rfga69smki84o,173.0,66.0,right,9.0,2025-06-15Z,active,no,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,2025-09-01Z
24vcbw5vjde4zgnj19e8ah6ok,Jakub,Żewłakow,Jakub,Zewlakow,Male,J. Żewłakow,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2006-12-02,Athína,Greece,6lpgd60z890no2v46zdecrcss,182.0,65.0,right,20.0,2024-06-15Z,active,yes,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN
2es4ydlcwwasm6mu7rmey5r3e,Noah Raphael,Weißhaupt,Noah,Weisshaupt,Male,N. Weißhaupt,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2001-09-20,Rostock,Germany,36min0qztu8eydwvpv8t1is0m,181.0,72.0,right,99.0,2025-09-01Z,active,yes,NaN,NaN,NaN,2026-06-30Z
2vdsve6yhop4tq3hwqsv233hm,Ilya,Shkurin,Ilya,Shkurin,Male,I. Shkurin,Belarus,2vn7xzv9g752y1h5ufjzr27i8,Attacker,player,1999-08-17,Vitebsk,Belarus,2vn7xzv9g752y1h5ufjzr27i8,188.0,80.0,right,17.0,2025-02-20Z,active,yes,NaN,NaN,NaN,NaN
3p7dz4mgjue669tijirm17yay,Marco,Burch,Marco,Burch,Male,M. Burch,Switzerland,3bh70jgvc5mn58x0byjkuda17,Defender,player,2000-10-19,Sarnen,Switzerland,3bh70jgvc5mn58x0byjkuda17,183.0,75.0,right,4.0,2025-06-15Z,active,yes,NaN,NaN,NaN,NaN
3sci5fc9vg9vljxpwns1fl8fd,Juergen Farid,Elitim Sepúlveda,Juergen,Elitim,Male,J. Elitim,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1999-07-13,Cartagena,Colombia,6kby8rq1p01fg5ds38ckkrcs5,173.0,72.0,left,22.0,2023-06-27Z,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN
3u8xi2yflj0fnf3eqz1jm5pzp,Patryk,Kun,Patryk,Kun,Male,P. Kun,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1995-04-20,Giżycko,Poland,27baqb7359ywdvsxxklx1kn11,165.0,54.0,both,23.0,2023-06-15Z,active,no,NaN,NaN,NaN,2025-08-31Z
4c49lyxikhkjl8bkp7eoqbtw4,Henrique Miguel,Sousa Arreiol,Henrique Miguel,Sousa Arreiol,Male,Henrique Arreiol,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,2005-06-21,Santa Cruz,Portugal,1nbm5i9a0403zzvltn17lxinc,187.0,80.0,right,6.0,2025-08-15Z,active,yes,NaN,NaN,Henrique Arreiol,NaN
4nk3po2hbfahzgq57g8k4cg6h,Rúben Gonçalo,da Silva Nascimento Vinagre,Rúben Gonçalo,da Silva Nascimento Vinagre,Male,Rúben Vinagre,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1999-04-09,Charneca de Caparica,Portugal,1nbm5i9a0403zzvltn17lxinc,174.0,71.0,left,19.0,2025-02-06Z,active,yes,NaN,NaN,Rúben Vinagre,NaN
503amz7ooiimglbgylnbeps5x,Edward Marius,Iordănescu,Edward,Iordanescu,Male,E. Iordănescu,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,coach,1978-06-16,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,NaN,2025-06-12Z,active,yes,NaN,NaN,NaN,NaN
51sa6bn3bd6ut8qtqs4ewrglx,Radovan,Pankov,Radovan,Pankov,Male,R. Pankov,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1995-08-05,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,83.0,right,12.0,2023-06-15Z,active,yes,NaN,NaN,NaN,NaN
51uftpwwmctqrlac1jfu8jbhl,Kacper,Chodyna,Kacper,Chodyna,Male,K. Chodyna,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1999-05-24,Drawsko Pomorskie,Poland,27baqb7359ywdvsxxklx1kn11,176.0,68.0,right,11.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN
545o5sllzb34kosvbw3fxhc5x,Arkadiusz,Reca,Arkadiusz,Reca,Male,A. Reca,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1995-06-17,Chojnicach,Poland,27baqb7359ywdvsxxklx1kn11,187.0,81.0,left,13.0,2025-07-18Z,active,yes,NaN,NaN,NaN,NaN
5zwztg5tk72xyjqvsz0do7v9w,Kacper,Tobiasz,Kacper,Tobiasz,Male,K. Tobiasz,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2002-11-04,Płock,Poland,27baqb7359ywdvsxxklx1kn11,191.0,80.0,left,1.0,2022-06-17Z,active,yes,NaN,NaN,NaN,NaN
6anv0lmilcqf4m4916njxtdec,Pascal,Mozie,Pascal,Mozie,Male,P. Mozie,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2008-05-06,NaN,Poland,27baqb7359ywdvsxxklx1kn11,188.0,77.0,left,51.0,2024-08-17Z,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN
6gmjqpz2widy0jfpbpou607o5,Jean-Pierre Junior,Nsame,Jean-Pierre,Nsame,Male,J. Nsame,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,1993-05-01,Douala,Cameroon,4eb9feio6u267dd1jcwaf38mt,188.0,89.0,right,18.0,2025-06-15Z,active,yes,France,7gww28djs405rfga69smki84o,NaN,NaN
6oolptrxbj167recjwi5bbz84,Jan,Ziółkowski,Jan,Ziólkowski,Male,J. Ziółkowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2005-06-05,Warszawa,Poland,27baqb7359ywdvsxxklx1kn11,194.0,76.0,right,24.0,2023-01-26Z,active,no,NaN,NaN,NaN,2025-08-29Z
77xcfn3ncls6jzpum4j2f13vt,Vahan,Bichakhchyan,Vahan,Bichakhchyan,Male,V. Bichakhchyan,Armenia,687vx665s4d88stgnq72a84k6,Midfielder,player,1999-07-09,Gyumri,Armenia,687vx665s4d88stgnq72a84k6,172.0,67.0,left,21.0,2025-01-28Z,active,yes,NaN,NaN,NaN,NaN
86vljyutefh7yr3r9awcghh49,Marc,Gual Huguet,Marc,Gual,Male,Marc Gual,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1996-03-13,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,73.0,right,28.0,2023-06-15Z,active,no,NaN,NaN,NaN,2025-08-09Z
8u07m36pydqgg68citu7pilii,Ryoya,Morishita,Ryoya,Morishita,Male,R. Morishita,Japan,lxyibh89lpdc0bfian1nx0xq,Midfielder,player,1997-04-11,Shizuoka,Japan,lxyibh89lpdc0bfian1nx0xq,170.0,65.0,right,25.0,2025-01-28Z,active,no,NaN,NaN,NaN,2025-08-25Z
91suopiz6irxqevhzv8lx76ne,Mileta,Rajović,Mileta,Rajovic,Male,M. Rajović,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-07-17,Ballerup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,80.0,both,29.0,2025-07-15Z,active,yes,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN
929pe5t0wq4q4rtey9bg7jn1m,Gabriel,Kobylak,Gabriel,Kobylak,Male,G. Kobylak,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2002-02-20,Brzozów,Poland,27baqb7359ywdvsxxklx1kn11,190.0,84.0,both,27.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
9onmrqelh9c9aarob7y9aw991,Paweł Marek,Wszołek,Pawel,Wszolek,Male,P. Wszołek,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1992-04-30,Tczew,Poland,27baqb7359ywdvsxxklx1kn11,186.0,77.0,right,7.0,2022-07-07Z,active,yes,NaN,NaN,NaN,NaN
agnclvg5dt1j9j16kfpypi784,Marcel,Mendes-Dudziński,Marcel,Mendes-Dudzinski,Male,M. Mendes-Dudziński,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2005-05-14,Szczecin,Poland,27baqb7359ywdvsxxklx1kn11,193.0,82.0,right,31.0,2024-07-03Z,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN
agyszanu4n5mffzuen16mu28l,Bartosz,Kapustka,Bartosz,Kapustka,Male,B. Kapustka,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1996-12-23,Tarnów,Poland,27baqb7359ywdvsxxklx1kn11,180.0,72.0,right,67.0,2020-08-13Z,active,yes,NaN,NaN,NaN,NaN
b696z8tm11j8bt8k9e3y5k251,Rafał Sylwester,Augustyniak,Rafal,Augustyniak,Male,R. Augustyniak,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1993-10-14,Zduńska Wola,Poland,27baqb7359ywdvsxxklx1kn11,185.0,82.0,right,8.0,2022-07-30Z,active,yes,NaN,NaN,NaN,NaN
bhh6z1ezmsngsu3isbsur2mp6,Kamil Dawid,Piątkowski,Kamil,Piatkowski,Male,K. Piątkowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2000-06-21,Jasło,Poland,27baqb7359ywdvsxxklx1kn11,191.0,87.0,right,91.0,2025-08-30Z,active,yes,NaN,NaN,NaN,NaN
bhs7n8jkmfp02jz897yom2dck,Wojciech,Banasik,Wojciech,Banasik,Male,W. Banasik,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2006-05-08,NaN,Poland,27baqb7359ywdvsxxklx1kn11,191.0,77.0,right,50.0,2024-01-29Z,active,yes,NaN,NaN,NaN,NaN
c0arcrn5kpsofa1r53m1dhqp6,Steve Nkanu,Kapuadi,Steve,Kapuadi,Male,S. Kapuadi,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1998-04-30,Le Mans,France,7gww28djs405rfga69smki84o,196.0,88.0,left,3.0,2023-08-22Z,active,yes,France,7gww28djs405rfga69smki84o,NaN,NaN
c2dyis8v8w6p8e40n0hmkdtgq,Ermal,Krasniqi,Ermal,Krasniqi,Male,E. Krasniqi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,1998-09-07,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,77.0,2025-08-25Z,active,yes,NaN,NaN,NaN,2026-06-30Z
c3mxgqtx2a7xeb84xpol050k4,Jordan Aleksander,Majchrzak,Jordan,Majchrzak,Male,J. Majchrzak,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2004-10-08,Zawiercie,Poland,27baqb7359ywdvsxxklx1kn11,189.0,72.0,right,99.0,2025-06-15Z,active,no,NaN,NaN,NaN,2025-08-08Z
cdlaj2gkmujqbd8ramh2490d0,Wojciech,Urbański,Wojciech,Urbanski,Male,W. Urbański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2005-01-12,Limanowa,Poland,27baqb7359ywdvsxxklx1kn11,184.0,75.0,right,53.0,2024-01-29Z,active,yes,NaN,NaN,NaN,NaN
d11d1t56qgh1r84ktwpkxuklx,Iñaki,Astiz Ventura,Iñaki,Astiz,Male,Iñaki Astiz,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,assistant coach,1983-11-05,Pampeluna,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,77.0,right,NaN,2021-10-25Z,active,yes,NaN,NaN,NaN,NaN
d9rcjjn5b5tbl2aw9h56ys2l0,Jan,Leszczyński,Jan,Leszczynski,Male,J. Leszczyński,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2007-04-12,Warsaw,Poland,27baqb7359ywdvsxxklx1kn11,184.0,71.0,right,56.0,2024-05-10Z,active,yes,NaN,NaN,NaN,NaN
dmza22ad3iars2svmghrwhfit,Petar,Stojanović,Petar,Stojanovic,Male,P. Stojanović,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1995-10-07,Ljubljana,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,178.0,72.0,both,30.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
eb6spejnycbo7r26az0d8dqs5,Artur Marcin,Jędrzejczyk,Artur,Jedrzejczyk,Male,A. Jędrzejczyk,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1987-11-04,Dębica,Poland,27baqb7359ywdvsxxklx1kn11,189.0,86.0,right,55.0,2017-01-04Z,active,yes,NaN,NaN,NaN,NaN
efow9aip64uaszfwxh1j0l6y2,Kacper,Urbański,Kacper,Urbanski,Male,K. Urbański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-09-07,Gdańsk,Poland,27baqb7359ywdvsxxklx1kn11,183.0,66.0,right,82.0,2025-09-02Z,active,yes,NaN,NaN,NaN,NaN
ia3hjam4mh5lb75luc8mrnbp,Damian Dawid,Szymański,Damian,Szymanski,Male,D. Szymański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1995-06-16,Kraśnik,Poland,27baqb7359ywdvsxxklx1kn11,185.0,81.0,right,44.0,2025-08-14Z,active,yes,NaN,NaN,NaN,NaN
1hcclge98hejb4kgx0q6pyj2s,Dominik Jerzy,Szala,Dominik,Szala,Male,D. Szala,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2006-04-24,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,185.0,NaN,right,27.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
1oxe314bryr19ydg4l7zx9pg4,Maksymilian,Pingot,Maksymilian,Pingot,Male,M. Pingot,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2003-04-01,Konin,Poland,27baqb7359ywdvsxxklx1kn11,188.0,79.0,left,55.0,2025-06-27Z,active,yes,NaN,NaN,NaN,NaN
1pydinjl2lotah04k7jp0uthx,Rafał,Janicki,Rafal,Janicki,Male,R. Janicki,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1992-07-05,Szczecin,Poland,27baqb7359ywdvsxxklx1kn11,188.0,83.0,right,26.0,2021-07-16Z,active,yes,NaN,NaN,NaN,NaN
2258i7v4f2b1oedb38gyocdt5,Theodoros,Tsirigotis,Theodoros,Tsirigotis,Male,T. Tsirigotis,Greece,6lpgd60z890no2v46zdecrcss,Attacker,player,2000-06-23,NaN,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,NaN,74.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
22gy4vqy0up3540es405jc3ys,Natan,Dzięgielewski,Natan,Dziegielewski,Male,N. Dzięgielewski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-10-19,Tychy,Poland,27baqb7359ywdvsxxklx1kn11,180.0,73.0,NaN,19.0,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN
2lg8n364c1g4mj6o01wgo61g5,Paweł Mirosław,Olkowski,Pawel,Olkowski,Male,P. Olkowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1990-02-13,Ozimek,Poland,27baqb7359ywdvsxxklx1kn11,184.0,76.0,right,16.0,2022-06-17Z,active,yes,NaN,NaN,NaN,NaN
2o03jfbkmnkxjefe3wn5yone2,Marcel,Łubik,Marcel,Lubik,Male,M. Łubik,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2004-05-19,Nowogard,Poland,27baqb7359ywdvsxxklx1kn11,188.0,85.0,left,1.0,2025-06-20Z,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN,2026-06-30Z
2yxv0kac2mfdb2d31u6djox5h,Luka,Zahović,Luka,Zahovic,Male,L. Zahović,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,1995-11-15,Guimarães,Portugal,1nbm5i9a0403zzvltn17lxinc,177.0,63.0,right,7.0,2024-06-27Z,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN
32prlqie8jt63ts9krtpkr9t6,Kryspin,Szcześniak,Kryspin,Szczesniak,Male,K. Szcześniak,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2001-01-08,Gorzów Wielkopolski,Poland,27baqb7359ywdvsxxklx1kn11,181.0,74.0,both,5.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
3hrmfeyo1b9lqrl7c6xkpwz1m,Kamil,Lukoszek,Kamil,Lukoszek,Male,K. Lukoszek,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2002-04-04,Opole,Poland,27baqb7359ywdvsxxklx1kn11,177.0,70.0,left,17.0,2023-07-05Z,active,yes,NaN,NaN,NaN,NaN
469tgg7w23cf4iag0mhg6scus,Bastien,Donio,Bastien,Donio,Male,B. Donio,France,7gww28djs405rfga69smki84o,Midfielder,player,2005-09-22,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,28.0,2025-06-20Z,active,yes,NaN,NaN,NaN,NaN
4xfqhlmr91ekmt75motqxetjo,Lukáš,Ambros,Lukás,Ambros,Male,L. Ambros,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-06-05,Dolni Nemci,Czechia,5md5tpwr2nmqao528prx43jr7,182.0,71.0,left,18.0,2024-06-29Z,active,yes,NaN,NaN,NaN,NaN
4y3cnggbwb92ajx8a01p03ydx,José Manuel,Sánchez Guillén,José Manuel,Sánchez Guillén,Male,Josema,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1996-06-06,Lorquí,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,81.0,left,20.0,2024-06-20Z,active,yes,NaN,NaN,Josema,NaN
58exqobwo8r6jlyoqndg6hadx,Michal,Gašparík,Michal,Gasparík,Male,M. Gašparík,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,coach,1981-12-19,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,179.0,69.0,NaN,NaN,2025-06-06Z,active,yes,NaN,NaN,NaN,NaN
5n7xt7tyssfyajkwn7wq4rrop,Patrik,Hellebrand,Patrik,Hellebrand,Male,P. Hellebrand,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,1999-05-16,Opava,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,71.0,NaN,8.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN
5qkrvap53rnhyuujxc4yb597t,Michal,Sáček,Michal,Sácek,Male,M. Sáček,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,1996-09-19,Hustopeče,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,63.0,right,61.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
6jhb608ylhctgevyeknf9pjo5,Erik,Janža,Erik,Janza,Male,E. Janža,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,1993-06-21,Murska Sobota,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,175.0,76.0,left,64.0,2019-06-28Z,active,yes,NaN,NaN,NaN,NaN
7pjqzy7bnx6dw0m9rfi66psk,Piotr,Pietryga,Piotr,Pietryga,Male,P. Pietryga,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2002-10-25,NaN,Poland,27baqb7359ywdvsxxklx1kn11,187.0,82.0,NaN,92.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
7xdo0hswqlsizq8ygdb13wwr9,Łukasz Józef,Podolski,Lukas,Podolski,Male,Ł. Podolski,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1985-06-04,Gliwice,Poland,27baqb7359ywdvsxxklx1kn11,182.0,80.0,left,10.0,2021-07-06Z,active,yes,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN
8trtxfc4766xdxd45bk6p33mc,Marcel Łukasz,Kalemba,Marcel,Kalemba,Male,M. Kalemba,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2005-06-06,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2025-08-29Z,active,no,Germany,36min0qztu8eydwvpv8t1is0m,NaN,2025-08-30Z
8vwuy6oete4o3tiqrekafz3ai,Sondre,Liseth,Sondre,Liseth,Male,S. Liseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-09-30,Ålesund,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,72.0,right,23.0,2025-01-28Z,active,yes,NaN,NaN,NaN,NaN
93btwnx4wioc0z84kwn8sc2z8,Matija,Marsenić,Matija,Marsenic,Male,M. Marsenić,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,2005-01-03,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,80.0,2025-02-06Z,active,no,NaN,NaN,NaN,2025-09-05Z
99w23x9a9lmnrl2lu55fp9dnu,Taofeek,Ajibade Ismaheel,Taofeek,Ismaheel,Male,T. Ismaheel,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2000-07-16,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,172.0,62.0,NaN,11.0,2024-07-17Z,active,no,NaN,NaN,NaN,2025-09-01Z
9l522d50o2l6kcd5p6sc162tx,Jarosław,Kubicki,Jaroslaw,Kubicki,Male,J. Kubicki,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1995-08-07,Lubin,Poland,27baqb7359ywdvsxxklx1kn11,180.0,69.0,right,14.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
9t9czxy5wdds5b2kqc1798xuy,Gabriel,Barbosa Avelino,Gabriel,Barbosa Avelino,Male,Gabriel Barbosa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1999-03-17,Anápolis,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,195.0,88.0,right,9.0,2025-07-01Z,active,yes,NaN,NaN,Gabriel Barbosa,NaN
a463gr98he3o4nbvbcm3mndhw,Antoni,Bałabuch,Antoni,Balabuch,Male,A. Bałabuch,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2007-05-29,NaN,Poland,27baqb7359ywdvsxxklx1kn11,186.0,NaN,right,25.0,2025-06-29Z,active,yes,NaN,NaN,NaN,NaN
