id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,foot,shirtNumber,startDate,status,active,placeOfBirth,height,weight,endDate,knownName
5ro91qe7w0ll19h89xrwoslp1,Denys,Prychynenko,Denys,Prychynenko,Male,D. Prychynenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1992-02-17,Germany,36min0qztu8eydwvpv8t1is0m,right,13.0,2021-07-01Z,active,no,Potsdam,189.0,82.0,2024-12-18Z,NaN
6gq17zkk60fc3eoxbrcli6hn9,William,Dutoit,William,Dutoit,Male,W. Dutoit,France,7gww28djs405rfga69smki84o,NaN,NaN,Goalkeeper,player,1988-09-18,France,7gww28djs405rfga69smki84o,right,28.0,2020-07-01Z,active,yes,Roncq,182.0,74.0,NaN,NaN
6km1fynhup3tpakiycz2iffh0,Rune,Pergoot,Rune,Pergoot,Male,R. Pergoot,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2008-11-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,83.0,2024-11-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
6lrk0f2sec9h1iiyp09i0hyh,Zakaria,Fdaouch,Zakaria,Fdaouch,Male,Z. Fdaouch,France,7gww28djs405rfga69smki84o,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,1997-03-11,France,7gww28djs405rfga69smki84o,NaN,11.0,2024-07-23Z,active,no,Mont-de-Marsan,169.0,60.0,2024-12-18Z,NaN
6rs78wzeqygnd1gj50o7vpp1w,Brian,Spaens,Brian,Spaens,Male,B. Spaens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-07-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,82.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
6x0y3s9rur1gfavahjagh7nys,Gaspard,Chalansonnet,Gaspard,Chalansonnet,Male,G. Chalansonnet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-04-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,79.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
73d7jm0eo0mdkk6ywi0hda4gk,Matti Bram,Van De Gehuchte,Matti,Van De Gehuchte,Male,M. Van De Gehuchte,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-06-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,89.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
7ceiqebaaxkx71s8r4nq2tt2i,Ignacio,Mirás Blanco,Nacho,Mirás,Male,Nacho Mirás,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Goalkeeper,player,1997-07-19,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,31.0,2022-06-24Z,active,no,Úbeda,186.0,75.0,2024-12-31Z,NaN
7tljmelgy111mwiwt4ls2vg0l,Alessio,Staelens,Alessio,Staelens,Male,A. Staelens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1994-07-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,7.0,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN
809p5ayo3mk70kanvfz4lwa95,Jaime,Sierra Mateos,Jaime,Sierra,Male,Jaime Sierra,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,1998-03-18,Spain,49ih1pwv3ahshdf8uzrimi54c,right,4.0,2024-02-01Z,active,no,Madrid,175.0,63.0,2025-01-14Z,NaN
82f2tzwf96r3wvn6tilh6fl2i,Iker,Burgos López,Iker,Burgos,Male,Iker Burgos,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,2001-10-17,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,20.0,2024-07-01Z,active,no,Bilbao,186.0,77.0,2025-01-07Z,NaN
8wklb78ij7tvpiunb2l0z74d1,Kenneth Jan,Schuermans,Kenneth,Schuermans,Male,K. Schuermans,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1991-05-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,23.0,2022-06-15Z,active,yes,Genk,194.0,80.0,NaN,NaN
9knokmhy9zckjq0gv7txx9zsa,Dhoraso Moreo,Klas,Dhoraso,Klas,Male,D. Klas,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-01-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,right,30.0,2024-06-27Z,active,no,Amsterdam,185.0,67.0,2024-12-31Z,NaN
9up3gdem613ij4w2ql59uhu51,Jellert,Van Landschoot,Jellert,Van Landschoot,Male,J. Van Landschoot,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1997-08-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,18.0,2022-08-04Z,active,no,Bruges,183.0,57.0,2024-12-31Z,NaN
alinjhc2ulto652qmjmhh1hxw,Raphaël Mauro,Constant,Raphaël,Constant,Male,R. Constant,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-08-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,76.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
aycr86ku7dqouljmrnd866238,Arnes,Maes,Arnes,Maes,Male,A. Maes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-06-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,67.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
b0a2w14w1tb395mnwkhykbg4q,Reece Belfield,Welch,Reece,Welch,Male,R. Welch,England,1fk5l4hkqk12i7zske6mcqju6,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,2003-09-19,England,1fk5l4hkqk12i7zske6mcqju6,NaN,5.0,2024-09-06Z,active,no,NaN,NaN,NaN,2024-12-10Z,NaN
b4qtctmggj2cbjh8pqw6lecyc,Milan,Dejonckheere,Milan,Dejonckheere,Male,M. Dejonckheere,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2007-05-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,91.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
bbfik88f06qjcgjr7ixu3fhex,Gonzalo Francisco,Almenara Hernández,Gonzalo,Almenara,Male,Gonzalo Almenara,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Defender,player,1997-05-15,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,77.0,2022-07-01Z,active,no,Algeciras,174.0,72.0,2024-12-29Z,NaN
blxyd9jua1a50entscz1kn5qt,Steve Danny Marc,De Ridder,Steve,De Ridder,Male,S. De Ridder,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1987-02-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,6.0,2022-09-10Z,active,yes,Gent,179.0,73.0,NaN,NaN
bvllsjcd3xthrwcvbcg34bpjo,Lucas,Rousseau,Lucas,Rousseau,Male,L. Rousseau,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2004-06-11,France,7gww28djs405rfga69smki84o,NaN,70.0,2024-07-01Z,active,yes,Lyon,NaN,NaN,NaN,NaN
c9epcdpdtf0yd5bxy67lvqj2s,Valerio,Pisani,Valerio,Pisani,Male,V. Pisani,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-02-14,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,74.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
cgkwwkbh0g6l0erxnspqlmyok,Calvin,Gustina,Calvin,Gustina,Male,C. Gustina,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-11-19,Curaçao,5im58ram567ao2fbnz39sm8vk,right,98.0,2024-11-22Z,active,yes,NaN,177.0,NaN,NaN,NaN
cmrivyzfv8ve5l08898boz4d1,Mikhail,Turi,Mikhail,Turi,Male,M. Turi,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,coach,1980-07-10,France,7gww28djs405rfga69smki84o,NaN,NaN,2024-11-23Z,active,yes,Ste-Catherine-les-Arras,NaN,NaN,NaN,NaN
cngalnjef9grrkkc3hrk6fyz9,Thibaut,Van Acker,Thibaut,Van Acker,Male,T. Van Acker,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1991-11-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,21.0,2024-07-01Z,active,no,Merendree,183.0,63.0,2024-12-18Z,NaN
cq8k6y8qhubl4kpu7reujcm50,Dries,Van Aelst,Dries,Van Aelst,Male,D. Van Aelst,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-05-12,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,63.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
crpc9z4hqtugorw0ncahhn9qs,Sacha,Kadi,Sacha,Kadi,Male,S. Kadi,France,7gww28djs405rfga69smki84o,NaN,NaN,Attacker,player,2006-05-26,France,7gww28djs405rfga69smki84o,NaN,86.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
dl484hplllyu01qwpra62k2z8,Yanis,Musuayi,Yanis,Musuayi,Male,Y. Musuayi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-06-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,81.0,2024-07-01Z,active,no,NaN,NaN,NaN,2024-12-31Z,NaN
dnovf1u4bk2fk1b9p5twynt1x,Christophe Arnold,Janssens,Christophe,Janssens,Male,C. Janssens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1998-03-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,16.0,2021-07-01Z,active,no,NaN,182.0,79.0,2024-12-11Z,NaN
dq2tuiusnclxwryw9dd3ufcb8,Kjell,Inslegers,Kjell,Inslegers,Male,K. Inslegers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2006-03-16,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,80.0,2024-11-22Z,active,yes,NaN,NaN,NaN,NaN,NaN
e5icndlb2s0xaz1w4sknugqvo,Andreas,Spegelaere,Andreas,Spegelaere,Male,A. Spegelaere,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-02-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,25.0,2021-07-01Z,active,no,NaN,NaN,NaN,2024-12-18Z,NaN
esuji6spfq3ho5ge0zc31c93o,Dries,Arfaoui,Dries,Arfaoui,Male,D. Arfaoui,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Belgium,4wbzjcclyefma1ourvjsu4q2j,Goalkeeper,player,2004-11-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,2023-03-17Z,active,yes,NaN,NaN,NaN,NaN,NaN
etw7c7lcxybykgw9a9jr29p05,Jannes,Vansteenkiste,Jannes,Vansteenkiste,Male,J. Vansteenkiste,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1993-02-17,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,17.0,2016-07-01Z,active,yes,Lendelede,175.0,68.0,NaN,NaN
ewc4sc4rgf4kle554myke6d5g,Lukas,Vandenbussche,Lukas,Vandenbussche,Male,L. Vandenbussche,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-05-30,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,88.0,2024-11-29Z,active,yes,NaN,168.0,NaN,NaN,NaN
fln2ze0gnjd7z6dpw9la7ok4,Flor,Geldhof,Flor,Geldhof,Male,F. Geldhof,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-05-31,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,64.0,2024-11-29Z,active,yes,NaN,NaN,NaN,NaN,NaN
l80pimazx28czv185obhh990,Nathan,Kabongo Kadima,Nathan,Kabongo,Male,N. Kabongo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-09-09,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,93.0,2024-11-22Z,active,yes,NaN,191.0,NaN,NaN,NaN
11lkzth28raolomw3l3rlvsdm,Arne,Cassaert,Arne,Cassaert,Male,A. Cassaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-11-20,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,32.0,NaN,active,no,Torhout,NaN,NaN,NaN,NaN
1f2fp9l3k9kvm23gst021r9m2,Jarno,Vervaque,Jarno,Vervaque,Male,J. Vervaque,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-09-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,26.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1hmis3hz6tavsla5ra8f3lgk4,Yben,Baert,Yben,Baert,Male,Y. Baert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2005-05-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,39.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
1k6v6y154zpq2ivjembxgzdd6,Samuel,Ntamack,Samuel,Ntamack,Male,S. Ntamack,France,7gww28djs405rfga69smki84o,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2001-04-27,France,7gww28djs405rfga69smki84o,right,19.0,NaN,active,yes,NaN,178.0,74.0,NaN,NaN
2mx9xgoht1ilcopfvxnfj54gl,Olivier,Myny,Oliver,Myny,Male,O. Myny,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1994-11-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,11.0,NaN,active,yes,Zwevegem,178.0,67.0,NaN,NaN
2pjdwst7uv0os05qmud2jy1as,Simon,Vervacke,Simon,Vervacke,Male,S. Vervacke,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-09-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,56.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
301qlnafjcrhlzlezvw1a5x3p,Stijn,Vreven,Stijn,Vreven,Male,S. Vreven,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1973-07-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,active,yes,Hasselt,NaN,NaN,NaN,NaN
3kv77f7xcirm42mhdacmsdyol,Toon,Janssen,Toon,Janssen,Male,T. Janssen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1996-04-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,14.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
3opjz43dwtzpi4v0zhuo1d9ii,Gil,Van Moerzeke,Gil Van,Moerzeke,Male,G. Van Moerzeke,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1998-01-28,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,9.0,NaN,active,yes,Sint-Niklaas,190.0,73.0,NaN,NaN
40g1jre7l8d2efvx9961kyqga,Mats Leentje,Lemmens,Mats,Lemmens,Male,M. Lemmens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-03-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,83.0,NaN,active,no,Genk,186.0,NaN,NaN,NaN
42935tbgedj484bz9d1nf4slx,Jelle,Merckx,Jelle,Merckx,Male,J. Merckx,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1992-01-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,1.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
4ilyw37ebyvszpfjk65mddm38,Massimo Stephane,Decoene,Massimo,Decoene,Male,M. Decoene,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2004-02-11,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,93.0,NaN,active,no,NaN,NaN,NaN,NaN,NaN
59ideyqms5r761k1v9rw6zwno,Djiby,Seck,Djiby,Seck,Male,D. Seck,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,2004-03-07,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,45.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
5gakjh4aprg6ixqdcarc7r3oq,Jeovanni Samuel,Dianganga,Jeovanni,Dianganga,Male,J. Dianganga,Belgium,4wbzjcclyefma1ourvjsu4q2j,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-10-15,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,3.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
5ro91qe7w0ll19h89xrwoslp1,Denys,Prychynenko,Denys,Prychynenko,Male,D. Prychynenko,Ukraine,315w6fk6umfzf4qvba3t55u61,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1992-02-17,Germany,36min0qztu8eydwvpv8t1is0m,right,88.0,NaN,active,yes,Potsdam,189.0,82.0,NaN,NaN
6kc7164s3c8gundfxkhwkq68k,Allan,Tshimanga,Allan,Tshimanga,Male,A. Tshimanga,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2001-09-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,22.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
6owsdu4nhqcy0d0fdxq7fdwix,Sebastiaan,Brebels,Sebastiaan,Brebels,Male,S. Brebels,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1995-05-05,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,6.0,NaN,active,yes,Aalst,NaN,NaN,NaN,NaN
6viy8griy5m0u5zpzlxvvryi2,Zakari Junior,Lambo,Zakari Junior,Lambo,Male,Z. Lambo,Niger,1mhgvne4pkksmt32259xg7vec,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,1999-01-19,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,7.0,NaN,active,yes,NaN,178.0,NaN,NaN,NaN
7c42mdjmm3rfigswnzla367f8,Thiebe,Van Elsuwege,Thiebe,Van Elsuwege,Male,T. Elsuwege,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-04-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,33.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7fbftrkprql5pp3u6dd1h384p,Nicolas Paul Julien,Fontaine,Nicolas,Fontaine,Male,N. Fontaine,Madagascar,4pidpq12frm06h0wij6mzhhdz,France,7gww28djs405rfga69smki84o,Attacker,player,2000-02-07,France,7gww28djs405rfga69smki84o,left,74.0,NaN,active,yes,Ambilly,164.0,60.0,NaN,NaN
82jg6wh4lqd48dssz1i7cihre,Sam,Van Aerschot,Sam,Van Aerschot,Male,S. Van Aerschot,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1995-12-29,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,55.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8xomubp7ld4znauexyx3808vd,Jonas,Vinck,Jonas,Vinck,Male,J. Vinck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1995-10-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,15.0,NaN,active,yes,NaN,179.0,NaN,NaN,NaN
90aqg1wwmak40vdoz0skr0bo4,Bas,Merci,Bas,Merci,Male,B. Merci,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-06-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,99.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
ahgi2qqq70mxwt1k5j7gzivv9,Mohamed,Sy Soumaré,Mohamed,Soumaré,Male,M. Soumaré,Belgium,4wbzjcclyefma1ourvjsu4q2j,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,1996-06-25,Guinea,4i9sg55wigitrfx7290f59ceo,right,10.0,NaN,active,yes,Conakry,175.0,72.0,NaN,NaN
apvfzygbj4g6hfdop4vrbavh1,Soufiane,El Banouhi,Soufiane,El Banouhi,Male,S. El Banouhi,Belgium,4wbzjcclyefma1ourvjsu4q2j,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1992-07-26,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,2.0,NaN,active,yes,Brussels,178.0,NaN,NaN,NaN
awsiaxyma4vmsrpthdyep2ket,Radja,Nainggolan,Radja,Nainggolan,Male,R. Nainggolan,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1988-05-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,44.0,NaN,active,yes,Antwerpen,176.0,65.0,NaN,NaN
b5t0onw40pfg49l85qflidjo,Fousseni,Ouro-Sama,Fousseni,Ouro-Sama,Male,F. Ouro-Sama,Belgium,4wbzjcclyefma1ourvjsu4q2j,Togo,3jiuckrqd0zejkm452st5dyq7,Attacker,player,2003-11-22,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,active,no,NaN,NaN,NaN,NaN,NaN
bdtl2zd3xpjuf2qlooenvj76c,Cederick,Van Daele,Cederick,Van Daele,Male,C. Van Daele,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-08-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,35.0,NaN,active,yes,NaN,177.0,63.0,NaN,NaN
bwk0ralfmstrrsy3lsatedfmy,Daniel Alejandro,Pérez Córdova,Daniel,Pérez,Male,D. Pérez,Venezuela,1er0616j12s9yghuzvsx76d5v,NaN,NaN,Attacker,player,2002-01-17,Venezuela,1er0616j12s9yghuzvsx76d5v,right,30.0,NaN,active,yes,Caracas,190.0,77.0,NaN,NaN
c84u47w1mc6glo4ol6qq22bjd,Brent Georges,Gabriël,Brent,Gabriël,Male,B. Gabriël,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1999-01-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,13.0,NaN,active,yes,Sint-Niklaas,190.0,NaN,NaN,NaN
cddqece8gcqhcdzcxsi1c9n9,Hans,Cornelis,Hans,Cornelis,Male,H. Cornelis,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1982-10-13,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,NaN,NaN,active,no,Eeklo,179.0,72.0,NaN,NaN
cffw0hnu19vpp3hslpbwcsx2i,Naïm,Boujouh,Naim,Boujouh,Male,N. Boujouh,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1996-10-01,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,5.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
d8jnxwfl30abtdkxnqm9uy32s,Robbie Etienne,Van Hauter,Robbie,Van Hauter,Male,R. Van Hauter,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-05-31,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,8.0,NaN,active,yes,NaN,167.0,NaN,NaN,NaN
e5icndlb2s0xaz1w4sknugqvo,Andreas,Spegelaere,Andreas,Spegelaere,Male,A. Spegelaere,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2003-02-02,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,29.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
eegvwvo4p78c496j9h3wfy9zo,Arrindell,Heiner,Arrindell,Heiner,Male,A. Heiner,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,12.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
etq6ej0ef3e6twwfgdub15ap6,Alexis Thierry,Calant,Alexis,Calant,Male,A. Calant,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1997-02-17,France,7gww28djs405rfga69smki84o,NaN,97.0,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
f48jetdaq8dttcdo11mugaxnt,Thomas,Marijnissen,Thomas,Marijnissen,Male,T. Marijnissen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1998-12-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,27.0,NaN,active,yes,Breda,180.0,70.0,NaN,NaN
mzrka1w28qc7vgr5xmcngqg9,Indy,Zeb Boonen,Indy,Boonen,Male,I. Boonen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1999-01-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,left,25.0,NaN,active,yes,Dilsen,177.0,71.0,NaN,NaN
1o71aqpo7k2dqhwpgwvgkxq1g,Maksim,Kireev,Maksim,Kireev,Male,M. Kireev,Belarus,2vn7xzv9g752y1h5ufjzr27i8,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2004-07-09,Belarus,2vn7xzv9g752y1h5ufjzr27i8,NaN,10.0,2023-07-01Z,active,yes,NaN,NaN,NaN,2025-06-30Z,NaN
1otm71j1169bt3ivgo2vlj2tw,Kjell,Peersman,Kjell,Peersman,Male,K. Peersman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2004-05-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,41.0,2024-09-03Z,active,yes,Wilrijk,194.0,NaN,2025-06-30Z,NaN
1s3eozmihytb2dzbkhwf5p4np,Glenn,Claes,Glenn,Claes,Male,G. Claes,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1994-03-08,Belgium,4wbzjcclyefma1ourvjsu4q2j,both,30.0,2023-07-01Z,active,yes,Lier,179.0,62.0,NaN,NaN
1x06lao11mw2wao2qk658mf6y,Emmanuel,Matuta La Nkenda Nosa,Emmanuel,Matuta,Male,E. Matuta,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2002-02-22,Belgium,4wbzjcclyefma1ourvjsu4q2j,both,6.0,2024-07-01Z,active,yes,Mechelen,177.0,78.0,NaN,NaN
231n20vm4zqiki2tx6mkh4ro4,Lukas,De Clerck,Lukas,De Clerck,Male,L. De Clerck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-01-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,right,64.0,2025-03-13Z,active,yes,NaN,194.0,NaN,NaN,NaN
