id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,shirtNumber,startDate,endDate,status,active,dateOfBirth,height,placeOfBirth,weight,foot,knownName,secondNationality,secondNationalityId
pzeu4a7cgm5iklqinm7ls79x,Emil,Ásmundsson,Emil,Ásmundsson,Male,E. Ásmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2023-02-02Z,NaN,active,yes,1995-01-08,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13nfbso78aicjh821y5h6se7d,Atli Hrafn,Andrason,Atli,Andrason,Male,A. Andrason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2023-02-02Z,2024-12-31Z,active,no,1999-01-04,180.0,Reykjavík,NaN,right,NaN,NaN,NaN
15ja1q6ag424a00lwlv0blq3u,Ívar Orri,Gissurarson,Ívar,Gissurarson,Male,Í. Gissurarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,3.0,2020-06-12Z,2023-08-01Z,active,no,2003-07-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166xiuq5kyfcrloue88mirm22,Marciano,Aziz,Marciano,Aziz,Male,M. Aziz,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,Belgium,4wbzjcclyefma1ourvjsu4q2j,11.0,2023-02-14Z,2024-07-16Z,active,no,2001-07-13,172.0,Eupen,NaN,right,NaN,NaN,NaN
1933g3r03hylu5r9crvbkbvv8,Kristján Snær,Frostason,Kristján,Frostason,Male,K. Frostason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2022-05-04Z,NaN,active,yes,2005-06-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1ax36nk137qy4ig6o5oihp68l,Leifur Andri,Leifsson,Leifur,Leifsson,Male,L. Leifsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,2009-05-18Z,NaN,active,yes,1989-10-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23qcsn2ydkdoytx15gtdoy6p6,Sigurbergur Áki,Jörundsson,Sigurbergur,Jörundsson,Male,S. Jörundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,2023-07-31Z,2024-02-02Z,active,no,2004-03-16,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27dgoxmkzlopi4mifbhya5gr8,Ísak Aron,Ómarsson,Ísak,Ómarsson,Male,Í. Ómarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-02-02Z,NaN,active,yes,2004-06-19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2929mm98e23a3v30h9d7z1pg4,Hassan,Jalloh,Hassan,Jalloh,Male,H. Jalloh,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,Australia,u5ieemi69z72c3bgczyy68lo,23.0,2022-04-19Z,2023-12-31Z,active,no,1998-08-29,185.0,NaN,NaN,NaN,NaN,Sierra Leone,7kilikg56sxc0dsd6168dr57b
2jsd8ju9v6l4dv8t1jcq5yjmd,Birkir Valur,Jónsson,Birkir,Jónsson,Male,B. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,2021-01-01Z,2024-12-31Z,active,no,1998-02-11,185.0,Reykjavík,NaN,right,NaN,NaN,NaN
2s3r5i0gq3tmx67y7o029nn6c,Stéfan,Stéfansson,Stéfan,Stéfansson,Male,S. Stéfansson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2023-02-02Z,NaN,active,yes,2004-07-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3e3iornyvm03cbixgyfkvb9xw,Ahmad,Faqa,Ahmad,Faqa,Male,Ahmad Faqa,Syria,3tsnzfkszhsktmhsmwar1tvp8,Defender,player,Syria,3tsnzfkszhsktmhsmwar1tvp8,5.0,2023-03-03Z,2023-12-31Z,active,no,2003-01-10,187.0,Qamishli,83.0,right,Ahmad Faqa,Sweden,1z6l2c33w2kyz9rdefs1d68nb
3v6g1fe8nzsagt0rd0tiqe5n8,Atli Þór,Jónasson,Atli,Jónasson,Male,A. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2023-02-02Z,2025-02-05Z,active,no,2002-08-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4e3ph3igta7s2siz5yeukzyms,Amin,Cosic,Amin,Cosic,Male,A. Cosic,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2022-07-01Z,2024-02-02Z,active,no,2005-10-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4tjcz5bw0uk76w52bs4ithwyc,Andri Már,Harðarson,Andri Már,Hardarson,Male,A. Harðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2023-02-02Z,2024-08-01Z,active,no,2002-08-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5gc4aouty93b7kbin9cpgrdre,Anton,Søjberg Horup,Anton,Søjberg,Male,A. Søjberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,9.0,2023-08-09Z,2023-12-31Z,active,no,2000-12-21,183.0,NaN,80.0,NaN,NaN,NaN,NaN
66u08ddqjpfrb3f49czmb6b55,Oliver,Haurits,Oliver,Haurits,Male,O. Haurits,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,2022-07-27Z,NaN,active,yes,2000-12-12,186.0,NaN,80.0,NaN,NaN,NaN,NaN
6z5wuilw5slt067f8sam1yh91,Viktor Bjarki,Arnarsson,NaN,NaN,Male,V. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2020-06-13Z,NaN,active,yes,1983-01-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73m8ud6v7yby3m8ktp7wuow0k,Birnir Breki,Burknason,Birnir,Burknason,Male,B. Burknason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2023-02-02Z,NaN,active,yes,2006-06-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90ckmxko5ejjliy62mxhcqhg,Tumi,Þorvarsson,Tumi,Thorvarsson,Male,T. Þorvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,2022-06-22Z,NaN,active,yes,2005-02-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92oh0zoo7xl4lg6mu5mjk3jdh,Atli,Arnarson,Atli,Arnarson,Male,A. Arnarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,2019-02-21Z,NaN,active,yes,1993-11-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9p3wbf4jfeqoq8np2uzf96hd6,Teitur,Magnússon,Teitur,Magnússon,Male,T. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,2022-02-17Z,2023-12-31Z,active,no,2001-06-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bq76wwpxv4de72yyzzzew7y7d,Örvar,Eggertsson,Örvar,Eggertsson,Male,Ö. Eggertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2021-02-18Z,2024-01-31Z,active,no,1999-02-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
civvv5ns1omb20m4omsdoiklx,Arnar Freyr,Ólafsson,Arnar,Ólafsson,Male,A. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,2016-02-22Z,NaN,active,yes,1993-03-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cvlnxfcxy57dvuhlo66jsb4a2,Eyþór Aron,Wöhler Lárusson,Eythór,Wöhler,Male,E. Wöhler,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,2023-04-28Z,2023-08-12Z,active,no,2002-01-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
db493bal3xocb3o1aae7c64us,Karl Ágúst,Karlsson,Karl,Karlsson,Male,K. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2022-05-05Z,2023-12-31Z,active,no,2007-05-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dchbnzrrm8g5mrv0e4gwg71be,Brynjar Snær,Pálsson,Brynjar,Pálsson,Male,B. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2023-02-02Z,NaN,active,yes,2001-11-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dplldck8fd2r0gz15cocvjyl1,Ívar Örn,Jónsson,Ívar,Jónsson,Male,Í. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2020-07-01Z,NaN,active,yes,1994-02-02,183.0,NaN,NaN,left,Ívar Jónsson,NaN,NaN
e42g1uivy9sp28kjpg759anyt,Arnþór Ari,Atlason,Arnthor,Atlason,Male,A. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,2019-02-21Z,NaN,active,yes,1993-10-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eg25mhe4j8tx3mjdw9y9wdct0,Benedikt,Briem,Benedikt,Briem,Male,B. Briem,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,2023-09-01Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ejt6y6c028hs6pm39fvldah3o,Hákon Freyr,Jónsson,Hákon,Jónsson,Male,H. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,2022-07-01Z,2023-12-31Z,active,no,2003-11-30,NaN,NaN,NaN,NaN,Hákon Jónsson,NaN,NaN
el8upjgq5zj3bpr6noak51o9g,Ómar Ingi,Guðmundsson,Ómar,Gudmundsson,Male,Ó. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-05-18Z,NaN,active,yes,1986-04-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ou7ou7q8n9qikyt10w83cb2s,Eiður Atli,Rúnarsson,Eidur,Rúnarsson,Male,E. Rúnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2021-01-01Z,2024-04-18Z,active,no,2002-02-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1dlx1f8v5ais84i3i6hru31lh,Hallgrímur,Jónasson,Hallgrímur,Jónasson,Male,H. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-11-01Z,NaN,active,yes,1986-05-04,184.0,Húsavík,80.0,right,NaN,NaN,NaN
1p2okbl0cghwhx0wwpxsw3jdh,Steinþór Freyr,Þórsteinsson,Steinthór,Thórsteinsson,Male,S. Þórsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2017-01-01Z,2024-02-06Z,active,no,1985-07-29,171.0,Kópavogur,68.0,right,NaN,NaN,NaN
1v1v7z7ej6broznjp1anupp90,Steingrímur,Örn Eiðsson,Steingrímur,Örn Eidsson,Male,S. Örn Eiðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-10-13Z,NaN,active,yes,1972-08-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2fes9y2veaugv2v8eue9okf84,Valdimar Logi,Sævarsson,Valdimar,Sævarsson,Male,V. Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,44.0,2022-05-25Z,NaN,active,yes,2006-03-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2v5ix8pwgcdrb3v6tim1tl3is,Kristoffer,Forgaard Paulsen,Kristoffer,Paulsen,Male,K. Paulsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,16.0,2023-02-02Z,2023-08-02Z,retired,no,2004-01-31,192.0,NaN,NaN,NaN,NaN,NaN,NaN
381vrdne8tq32r6gu1hc5dp05,Steinþór Már,Auðunsson,Steinthór,Audunsson,Male,S. Auðunsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,2021-02-18Z,NaN,active,yes,1990-02-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385vnfpb2tpg3rd6yb4v0cout,Andri Fannar,Stefánsson,Andri,Stefánsson,Male,A. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,2019-02-21Z,NaN,active,yes,1991-04-22,176.0,NaN,NaN,right,NaN,NaN,NaN
3dmmttxuri43rqfzaa7rc76j9,Pætur,Joensson Petersen,Paetur,Petersen,Male,P. Petersen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,8.0,2023-03-04Z,2024-01-07Z,active,no,1998-03-29,NaN,NaN,NaN,NaN,Paetur Petersen,NaN,NaN
3h1pue77i6174qhu5o88i5dlg,Breki Hólm,Baldursson,Breki,Baldursson,Male,B. Baldursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,2023-08-16Z,2024-07-26Z,active,no,2005-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4ck18i4d06tuemlgtoex8djop,Daníel,Hafsteinsson,Daníel,Hafsteinsson,Male,D. Hafsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2021-02-18Z,2025-02-04Z,active,no,1999-11-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4e6t70lgpbaagndf7e1h9vjoq,Sveinn Margeir,Hauksson,Sveinn,Hauksson,Male,S. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,2020-02-22Z,2025-02-04Z,active,no,2001-11-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4nrw2ukm5nf6n6a16qdlrb5rd,Ívar Örn,Árnason,Ívar,Árnason,Male,Í. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,2019-07-18Z,NaN,active,yes,1996-04-12,NaN,NaN,NaN,NaN,Ívar Árnason,NaN,NaN
5htxts9xs8fxaz78eb1er4edx,Jóan Símun,Edmundsson,Jóan,Edmundsson,Male,J. Edmundsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,6.0,2023-07-26Z,2024-02-12Z,active,no,1991-07-26,185.0,Toftir,83.0,left,NaN,NaN,NaN
5w4htmknzrbnl4rsyl2aokt7t,Þórri Mar,Þórisson,Thórri,Thórisson,Male,Þ. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,2020-01-01Z,2023-08-14Z,active,no,1999-08-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6oid1zv8qh4b2d7c5aq75gvtg,Hrannar Mar,Steingrímsson,Hrannar,Steingrímsson,Male,H. Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-07-01Z,2023-12-31Z,active,no,1992-06-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6pm05tn2ooqf3oe0e8kt6v578,Sindri,Sigurðarson,Sindri,Sigurdarson,Male,S. Sigurðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-04-18Z,2024-12-31Z,active,no,2005-02-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6swftmu97i7gl9klctswzzhg4,Ingimar,Torbjørnsson Støle,Ingimar,Støle,Male,I. Støle,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,2023-02-18Z,2024-08-14Z,active,no,2004-05-16,NaN,NaN,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z
77zozbltxse3ywhz8pl0aw2y1,Jakob Snær,Árnason,Jakob,Árnason,Male,J. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,2021-08-01Z,NaN,active,yes,1997-07-04,NaN,NaN,NaN,NaN,Jakob Árnason,NaN,NaN
7omt89p24e3g7ps4vxl1vfk0k,Mikael Breki,Þórðarson,Mikael,Thórdarson,Male,M. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,2022-05-25Z,NaN,active,yes,2007-02-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7predrc434lbpkqstn96cpdsk,Gabriel Lukas Freitas,Meira,Gabriel,Meira,Male,G. Meira,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,99.0,2023-08-15Z,NaN,active,yes,2006-07-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7upgxx5pkwolebhl5ulg1w50q,Birgir,Baldvinsson,Birgir,Baldvinsson,Male,B. Baldvinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,2022-10-17Z,NaN,active,yes,2001-01-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8ryvjrt82qdrlk249wizk12vp,Ásgeir,Sigurgeirsson,Ásgeir,Sigurgeirsson,Male,Á. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,2016-03-05Z,NaN,active,yes,1996-12-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9yjo66p00q10dglppyg4yipzo,Sigurður Brynjar,Þórisson,Sigurdur,Thórisson,Male,S. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,2023-04-18Z,2024-03-31Z,active,no,2004-01-13,NaN,NaN,NaN,NaN,Sigurdur Thórisson,NaN,NaN
ab8x9rhl4tef9mqz2uzzg6cix,Harley Bryn,Willard,Harley,Willard,Male,H. Willard,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Midfielder,player,England,1fk5l4hkqk12i7zske6mcqju6,37.0,2023-02-02Z,2025-02-07Z,active,no,1997-09-04,180.0,London,65.0,NaN,NaN,England,1fk5l4hkqk12i7zske6mcqju6
aini4vl9ne9db3fec9bzenhzp,Rodrigo,Gómez Mateo,Rodrigo,Gómez Mateo,Male,Rodri,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,Spain,49ih1pwv3ahshdf8uzrimi54c,4.0,2020-02-22Z,NaN,active,yes,1989-02-09,NaN,Orihuela,NaN,NaN,Rodri,NaN,NaN
b4ffy39rimcfhu66yflwba8t0,Ívar,Arnbro Þórhallsson,Ívar,Thórhallsson,Male,Í. Þórhallsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,2021-04-30Z,2024-02-16Z,active,no,2006-05-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b7lfjjmdtaq9fd2dxfig6b8b9,Hrannar Björn,Steingrímsson,Hrannar,Steingrímsson,Male,Hrannar Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,2014-02-21Z,NaN,active,yes,1992-06-19,NaN,NaN,NaN,NaN,Hrannar Steingrímsson,NaN,NaN
bxu5dr1iczfweuxfupwtje7kl,Hallgrímur Mar,Steingrímsson,Hallgrímur,Steingrímsson,Male,Hallgrímur Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,2016-02-22Z,NaN,active,yes,1990-10-02,NaN,NaN,NaN,NaN,Hallgrímur Steingrímsson,NaN,NaN
crl80qssuv2hd9lw79mr18qok,Björgvin Máni,Bjarnason,Björgvin,Bjarnason,Male,B. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-02-01Z,2024-02-16Z,active,no,2004-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cym3dfnwose81msj6x0dnuoyd,Kristijan,Jajalo,Kristijan,Jajalo,Male,K. Jajalo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,12.0,2019-04-23Z,2025-01-27Z,active,no,1993-03-04,NaN,NaN,NaN,NaN,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp
d2gabd3340rs5oz5kfvrunrpw,Jóhann Mikael,Ingólfsson,Jóhann,Ingólfsson,Male,J. Ingólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-04-06Z,NaN,active,yes,2007-03-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dzaqu4a0ruhe32nuwtfoyj52i,Bjarni,Aðalsteinsson,Bjarni,Adalsteinsson,Male,B. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,2019-06-14Z,2025-02-22Z,active,no,1999-09-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ebo940tm8dxj92toyt4gnkg7o,Árni Veigar,Árnason,Árni,Árnason,Male,Á. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-07-30Z,2024-02-16Z,active,no,2007-02-10,NaN,NaN,NaN,NaN,Árni Árnason,NaN,NaN
u66q1nwy5wrrvtkb6xk2h80l,Elfar Árni,Aðal­steins­son,Elfar,Adalsteinsson,Male,E. Aðal­steins­son,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,2015-02-21Z,2025-02-04Z,active,no,1990-08-12,NaN,NaN,NaN,NaN,Elfar Adalsteinsson,NaN,NaN
w28d5hfi86ynsg35024ssnah,Alex Freyr,Elísson,Alex,Elísson,Male,A. Elísson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,2023-07-14Z,2023-12-31Z,active,no,1997-10-09,NaN,NaN,NaN,right,NaN,NaN,NaN
y7xdxkfg2xgix4kdebwa9psl,Dušan,Brković,Dusan,Brkovic,Male,D. Brković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,Serbia,5w4ve503bjdsshwx9ho6jxzx0,3.0,2021-04-07Z,2023-12-31Z,active,no,1989-01-20,182.0,Užice,80.0,right,NaN,NaN,NaN
19hzpe1n577d6o8ammvronswk,Eiður Baldvin,Baldvinsson,Eidur,Baldvinsson,Male,E. Baldvinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2023-07-01Z,2024-03-13Z,active,no,2004-08-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1qy1fe9abj8m4y69ug10tdh3p,Atli,Sigurjónsson,Atli,Sigurjónsson,Male,A. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,2018-01-01Z,NaN,active,yes,1991-07-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1xqlj7mfn2mmosi4iaaptzo5w,Magnús Valur,Valþórsson,Magnús,Valþórsson,Male,M. Valþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,2022-10-28Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ebmq7lsmgpld94c0qdbezotm,Finnur Tómas,Pálmason,Finnur,Pálmason,Male,F. Pálmason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,2022-02-17Z,NaN,active,yes,2001-02-12,NaN,NaN,NaN,NaN,Finnur Pálmason,NaN,NaN
2hkicgp8zeqz4fif67rdhg2c5,Kristinn,Jónsson,Kristinn,Jónsson,Male,K. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,2018-01-01Z,2023-12-31Z,active,no,1990-08-04,174.0,NaN,74.0,left,Kristinn Jónsson,NaN,NaN
