id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,knownName
5h0by2ot7i2z6daqdqj6nyiqy,André Peder,Boman,André,Boman,Male,A. Boman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2001-11-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,right,17.0,active,yes,71.0,Varberg,NaN
6783feeb923i1nskxs7rjpes4,Erik Einar Alexander,Nielsen,Alexander,Nielsen,Male,A. Nielsen,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2004-05-18,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,30.0,active,yes,77.0,NaN,NaN
7mz7oowup48ck6341iwfoamtw,Johan,Lindholm,Johan,Lindholm,Male,J. Lindholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
7q001jk9hk2ylv31sv48fv7dg,Nils Albin,Ahlstrand,Albin,Ahlstrand,Male,A. Ahlstrand,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2004-03-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,10.0,active,yes,64.0,NaN,NaN
7skwiyuh8kd7mswnwbin2glwp,Lars Villiam Olof,Dahlström,Villiam,Dahlström,Male,V. Dahlström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1997-06-30,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,14.0,active,no,81.0,NaN,NaN
7tsyahwlovx41jov2quanu8lw,Nils Erik Pontus,Carlsson,Pontus,Carlsson,Male,P. Carlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2004-09-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN
7ussl6bmt5g4jfz251wndhlnt,Håkan Rasmus,Wiedesheim-Paul,Rasmus,Wiedesheim-Paul,Male,R. Wiedesheim-Paul,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1999-02-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,19.0,active,yes,77.0,NaN,NaN
87x84p759ef1d1qyffeghbp3p,Tim Anders Junior,Erlandsson,Tim,Erlandsson,Male,T. Erlandsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1996-12-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,194.0,right,12.0,active,yes,91.0,Halmstad,NaN
8uzx6yb66zjn0ke2rwqlg7wus,Mel Yannick Joel,Agnero,Yannick,Agnero,Male,Y. Agnero,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,2003-02-20,Côte d'Ivoire,tin6kf561ywonqan0mettr98,184.0,right,NaN,active,yes,NaN,NaN,NaN
9bmo8w8t7slkzbb5owilyoqju,Gustav Martin,Friberg,Gustav,Friberg,Male,G. Friberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2002-09-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,left,15.0,active,no,69.0,NaN,NaN
9g2ih9necaprsrtqfmul1bumt,Karl Tommy Andreas,Johansson,Andreas,Johansson,Male,A. Johansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1982-03-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,4.0,active,yes,74.0,Halmstad,NaN
9j6wrg04o32zuepsj675m104p,Ola Jonathan,Svedberg,Jonathan,Svedberg,Male,J. Svedberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1999-03-22,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,8.0,active,yes,73.0,NaN,NaN
9nhrbx449xs6memcdvtfsif2t,Jesper Viktor Johannes,Jonasson Westermark,Jesper,Westermark,Male,J. Westermark,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,1993-07-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,NaN,9.0,active,yes,75.0,NaN,NaN
9uumw2ntt4397bee2p3m2qdt6,Gabriel Carl,Wallentin,Gabriel,Wallentin,Male,G. Wallentin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2001-04-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,3.0,active,yes,80.0,NaN,NaN
atxo9oz3czimyk1t4xigfrkrt,Villiam John Morgan,Granath,Villiam,Granath,Male,Villiam Granath,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1998-09-14,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,11.0,active,yes,78.0,NaN,Villiam Granath
b248ue8bteo0awvp627dokd0,Bleon,Kurtulus,Bleon,Kurtulus,Male,B. Kurtulus,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,2007-06-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,right,26.0,active,yes,62.0,NaN,NaN
c3jxdm8s5meuohhv6hthhdy0a,Naeem,Mohammed,Naeem,Mohammed,Male,N. Mohammed,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,1996-11-11,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,right,18.0,active,yes,77.0,NaN,NaN
d7nx940m1bs3895u6vnu8ah1x,Birnir Snær,Ingason,Birnir,Ingason,Male,B. Ingason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,1996-12-04,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,186.0,right,23.0,active,yes,78.0,NaN,NaN
e2a1ocfsgxbeofbyn6ff83ydx,Thomas,Boakye,Thomas,Boakye,Male,T. Boakye,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,1993-05-10,Ghana,2q2sw72utw5gu9t5y4knckwba,172.0,right,2.0,active,yes,74.0,Accra,NaN
e9q5sweea5ymhqqwh5tucuzth,Niilo,Mäenpää,Niilo,Mäenpää,Male,N. Mäenpää,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Midfielder,player,1998-01-14,Finland,2u07e54v5dprsugdvddpq5ync,182.0,right,16.0,active,yes,75.0,Hämeenlinna,NaN
eacqkvqbdrk7h93nzhwk0jff9,Blair Sebastian,Turgott,Blair,Turgott,Male,B. Turgott,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1994-05-22,England,1fk5l4hkqk12i7zske6mcqju6,183.0,right,14.0,active,yes,65.0,London,NaN
edzj7i715cpyuuumcttajkc0l,Joel Emil Martin,Allansson,Joel,Allansson,Male,J. Allansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1992-11-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,right,6.0,active,yes,69.0,Nybro,NaN
eikthetfmpxyeqsisa7vs3hsl,Gísli,Eyjólfsson,Gísli,Eyjólfsson,Male,G. Eyjólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Midfielder,player,1994-05-31,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,180.0,right,13.0,active,yes,77.0,NaN,NaN
elfbsk2iihspx7qz7ouv4stuc,Alex Hjalmar,Hall,Alex,Hall,Male,A. Hall,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2005-10-30,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,22.0,active,no,NaN,NaN,NaN
uw1y94hwwthwor4cohho58gk,Vinícius,Nogueira de Oliveira,Vinícius,Nogueira de Oliveira,Male,Vinícius Nogueira,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2001-12-11,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,180.0,left,27.0,active,yes,72.0,NaN,Vinícius Nogueira
1bcq4ix63ss3i9gj3mwlvipsk,Deniz Daniel,Gül,Deniz,Gül,Male,D. Gül,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,2004-07-02,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,right,19.0,active,no,NaN,NaN,NaN
1ojl4m8rsuzsjufucdotav4es,Erik Hampus,Skoglund,Hampus,Skoglund,Male,H. Skoglund,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2004-03-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,2.0,active,yes,NaN,NaN,NaN
2mk86jc25lu7lqklnvntxmtxw,Marcus Albin John,Rafferty,Marcus,Rafferty,Male,M. Rafferty,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2004-10-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,NaN,16.0,active,no,NaN,NaN,NaN
2rvopmj69lbwtn0eevmn8cn9x,Oscar Nils Per,Johansson Schellhas,Oscar,Johansson Schellhas,Male,O. Johansson Schellhas,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1995-05-06,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,11.0,active,yes,NaN,NaN,NaN
2v1tnyzorjyx7pyf3auj73ytw,Montader Harith,Madjed,Montader Harith,Madjed,Male,Montader Madjed,Iraq,1uzblzx1s42jn6zk6hivjzby8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2005-04-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,left,18.0,active,yes,75.0,Malmö,Montader Madjed
3uj9aygyfvo2sm844e72oeesq,Frederik Franck,Winther,Frederik,Winther,Male,F. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,2001-01-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,left,26.0,active,yes,78.0,NaN,NaN
480r1871kvo9vv3oeo11eimtw,Divine Roosevelt,Teah,Divine,Teah,Male,D. Teah,Liberia,78fh41lat89a3xaqjqcdzb4ul,NaN,NaN,Attacker,player,2006-04-19,Liberia,78fh41lat89a3xaqjqcdzb4ul,179.0,left,29.0,active,yes,NaN,NaN,NaN
4mroygq2ruxkml5c5j4awwted,Tesfaldet Simon,Tekie,Tesfaldet,Tekie,Male,T. Tekie,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Eritrea,76fkjar42okgr6loos2xb6ka1,Midfielder,player,1997-06-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,5.0,active,yes,65.0,Göteborg,NaN
4qyy11gb9nepxkd3i7f9axh0q,Oliver Lukas Dozae,Nnonyelu Dovin,Oliver,Dovin,Male,O. Dovin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,England,1fk5l4hkqk12i7zske6mcqju6,Goalkeeper,player,2002-07-11,England,1fk5l4hkqk12i7zske6mcqju6,188.0,right,1.0,active,no,NaN,NaN,NaN
5ib5990rsa8y9pf2bu4risjqh,Abdelrahman,Boudah,Abdelrahman,Boudah,Male,A. Boudah,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Algeria,1ayprcriqhb8iv10ch70clppu,Attacker,player,1999-08-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,right,23.0,active,no,70.0,NaN,NaN
5msckfem6wvr8h2egmxqgn5zo,Jardell,Kanga,Jardell,Kanga,Male,J. Kanga,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,2005-12-13,Sweden,1z6l2c33w2kyz9rdefs1d68nb,170.0,left,31.0,active,yes,NaN,NaN,NaN
5s647zr10m1nxt4xxpxkpgmw9,Pavle,Vagić,Pavle,Vagic,Male,P. Vagić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2000-01-24,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,right,6.0,active,yes,80.0,NaN,NaN
64wjz8rl45dql3qdc7ynk3ckq,Edvin,Kurtulus,Edvin,Kurtulus,Male,E. Kurtulus,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Kosovo,86u6edbqifdjsn49mbp2anw7p,Defender,player,2000-03-05,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,right,4.0,active,no,NaN,NaN,NaN
6mworg0saiu0e3pfg8sqopo2c,Adrian Adriano,Lahdo,Adrian,Lahdo,Male,A. Lahdo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2007-12-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
77zrjzfkfp7hozuj05ktwhtqt,Mads,Fenger Nielsen,Mads,Fenger,Male,M. Fenger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1990-09-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,13.0,active,yes,82.0,NaN,NaN
7d1yx4r4omxp8q8n5ft2l9fys,Gent,Elezaj,Gent,Elezaj,Male,G. Elezaj,Albania,17zsm8shejejls2on1ffil3op,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-04-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,38.0,active,yes,NaN,NaN,NaN
7eo3ceto09y3x4j4gh9m91kvd,Shaquille Riley Graciano,Pinas,Shaquille,Pinas,Male,S. Pinas,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-03-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,left,30.0,active,yes,71.0,Rotterdam,NaN
88ur5qc3k9zqyj10zb382v97u,Johan Sebastian,Selin,Sebastian,Selin,Male,S. Selin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2003-01-11,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,27.0,active,no,NaN,NaN,NaN
8cdx7aahcxg6be4qiwv9vq39w,Viktor,Đukanović,Viktor,Djukanovic,Male,V. Đukanović,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,Attacker,player,2004-01-29,Montenegro,1411jebgwo2ja1erogsq81lg9,184.0,right,7.0,active,no,NaN,NaN,NaN
8erbr3ewwl0o6ib0q4r7tmp9m,Fredrik Carl Michael,Hammar,Fredrik,Hammar,Male,F. Hammar,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2001-02-26,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,NaN,8.0,active,yes,NaN,NaN,NaN
8fle9xgnd83jth2i2d6vh0k16,Ibrahima,Breze Fofana,Ibrahima,Fofana,Male,I. Fofana,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,NaN,Midfielder,player,2002-08-15,Guinea,4i9sg55wigitrfx7290f59ceo,182.0,right,40.0,active,yes,NaN,Conakry,NaN
8rsdzl4458hk8tju88uq7jbop,Kim Alexander,Hellberg,Kim,Hellberg,Male,K. Hellberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1988-02-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
8vl4hue7ixvxh4dtner52sfrp,Davor,Blažević,Davor,Blazevic,Male,D. Blažević,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1993-02-07,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,right,25.0,active,yes,87.0,NaN,NaN
8wojr77rwwqwqy1t9s46rlroq,Kjell Dennis,Collander,Dennis,Collander,Male,D. Collander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2002-05-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,right,14.0,active,yes,63.0,NaN,NaN
99dbjsnn2lagcp44boyghq9zo,Kingsley,Gyamfi,Kingsley,Gyamfi,Male,K. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Defender,player,2004-03-15,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,24.0,active,no,NaN,NaN,NaN
9s3boszvqn3fzsx0r1xswqyqy,Victor Kim Ludwig,Eriksson,Victor,Eriksson,Male,V. Eriksson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2000-09-17,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,right,4.0,active,yes,NaN,NaN,NaN
as7qhgi67gngq0nb3zmwg8jro,Sebastian,Senna Clemmensen,Sebastian,Clemmensen,Male,S. Clemmensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Togo,3jiuckrqd0zejkm452st5dyq7,Attacker,player,2003-09-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,left,19.0,active,yes,70.0,NaN,NaN
au1cbzehllmo4yyt6s0d16rkk,Jusef,Erabi,Jusef,Erabi,Male,J. Erabi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Afghanistan,6xne7xe59eujck02uovziom7p,Attacker,player,2003-06-08,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,right,9.0,active,yes,NaN,NaN,NaN
b1sztx2xd79amygbbvdia24et,Simon August Love,Strand,Simon,Strand,Male,S. Strand,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1993-05-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,left,21.0,active,yes,70.0,NaN,NaN
bntdkaauxt1thtg6ukfs38g0k,Alper Emre,Demirol,Alper,Demirol,Male,A. Demirol,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2002-10-01,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN
c2p36c1bs0hddw58lf48iy68k,Bazoumana,Touré,Bazoumana,Touré,Male,B. Touré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,2006-03-02,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,left,28.0,active,yes,NaN,NaN,NaN
ch1ehgr9guufs2wmz5dbvmvo5,Warner Lloyd,Hahn,Warner,Hahn,Male,W. Hahn,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1992-06-15,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,1.0,active,yes,88.0,Rotterdam,NaN
chzhwdk4l54t2kf606bkuiaqd,Nahir,Besara,Nahir,Besara,Male,N. Besara,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Syria,3tsnzfkszhsktmhsmwar1tvp8,Midfielder,player,1991-02-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,right,20.0,active,yes,76.0,Södertälje,NaN
ck2bmrzdj19n5faaj47d4io2y,Marc,Llinares Barragán,Marc,Llinares,Male,Marc Llinares,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Defender,player,1999-08-26,Spain,49ih1pwv3ahshdf8uzrimi54c,180.0,left,15.0,active,yes,NaN,Berga,NaN
cyfvxg9z9aqfsoydhz7sr3qxg,Markus Carl Olof,Karlsson,Markus,Karlsson,Male,M. Karlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2004-01-20,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,right,22.0,active,yes,NaN,NaN,NaN
efr3cwm9xs8mg2g2bgfj3oyz8,Emil Eduardo,Reyes Rigö,Emil,Reyes Rigö,Male,E. Reyes Rigö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2008-04-21,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,41.0,active,yes,NaN,NaN,NaN
leanv6m97ukx12n5aggvndud,Anton Sebastian,Kralj,Anton,Kralj,Male,A. Kralj,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1998-03-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,165.0,left,3.0,active,no,59.0,NaN,NaN
17zz0x6tm20e9yfh4q5ehaf9x,Serge-Junior Bertil Nicolas,Martinsson Ngouali,Serge-Junior,Martinsson Ngouali,Male,S. Martinsson Ngouali,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1992-01-23,Sweden,1z6l2c33w2kyz9rdefs1d68nb,175.0,right,5.0,active,yes,75.0,NaN,NaN
1efgpl2ze4u9c474p82uzyas4,Fabian,Mrozek,Fabian,Mrozek,Male,F. Mrozek,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Goalkeeper,player,2003-09-28,Poland,27baqb7359ywdvsxxklx1kn11,192.0,right,12.0,active,yes,NaN,NaN,NaN
1zy10ymkyg5dz4edlg8pdcxcl,Lars Gustav,Sandberg Magnusson,Gustav,Sandberg Magnusson,Male,G. Sandberg Magnusson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1992-02-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,181.0,right,6.0,active,yes,72.0,Stockholm,NaN
253za05jf3mmaqkjndm10d2lm,Hlynur Freyr,Karlsson,Hlynur,Karlsson,Male,H. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,Defender,player,2004-04-06,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,174.0,right,2.0,active,yes,NaN,NaN,NaN
2f49etxdi4l2tsobpmsg5i5pm,Lucas Carl Edvard,Bergström,Lucas,Bergström,Male,L. Bergström,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Goalkeeper,player,2002-09-05,Finland,2u07e54v5dprsugdvddpq5ync,205.0,right,31.0,active,no,82.0,Pargas,NaN
2q8b8wr2yaub4fqlwoo8yoydw,Evans,Botchway,Evans,Botchway,Male,E. Botchway,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2006-02-23,Ghana,2q2sw72utw5gu9t5y4knckwba,173.0,both,29.0,active,yes,NaN,Accra,NaN
39i7r33vx2tcdv1blvyy9vjmc,Linton León,Ulloa Niinivirta,Linton,Ulloa,Male,L. Ulloa,Chile,32tb8d7824xg4i0ybxzssczu0,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,2005-05-01,Chile,32tb8d7824xg4i0ybxzssczu0,185.0,right,NaN,active,no,NaN,NaN,NaN
3bjcqym12w7vgefmo40f3h8us,Charlie David Fabian,Nildén,Charlie,Nildén,Male,C. Nildén,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-12-30,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN
3f6lx3i9xlrvtxldin524nxed,Erik Olof,Mellberg,Olof,Mellberg,Male,O. Mellberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,coach,1977-09-03,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,right,NaN,active,yes,82.0,Amneharad,NaN
3slq45oyri6a8smz52fezhct0,Kamilcan,Sever,Kamilcan,Sever,Male,K. Sever,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2006-09-02,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,32.0,active,yes,NaN,NaN,NaN
41imdq837fapbgvnrkimw6e39,Leonard,Zuta,Leonard,Zuta,Male,L. Zuta,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1992-08-09,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,left,19.0,active,no,72.0,Göteborg,NaN
48ffxxjaqagvfy72i4qvuvdnt,Nikola Karađorđe,Vasić,Nikola,Vasic,Male,N. Vasić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Serbia and Montenegro,84ke4hrpy7uuwxt7o1hwn29qt,Attacker,player,1991-10-04,Sweden,1z6l2c33w2kyz9rdefs1d68nb,196.0,right,9.0,active,yes,93.0,NaN,NaN
4smb0sorl9dms1k26si6tbqzu,Frederik,Ørsøe Christensen,Frederik,Christensen,Male,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,2002-06-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,left,7.0,active,yes,NaN,Ikast,NaN
4w4fnup47fnga68td9bu83sut,Nils Ludvig,Fritzson,Ludvig,Fritzson,Male,L. Fritzson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1995-08-25,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,right,13.0,active,yes,77.0,Mölltorp,NaN
4xxvxyhakfuk1cmax4ljh7v2s,Gustav John Erik,Renman,Gustav,Renman,Male,G. Renman,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-02-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,NaN,NaN,active,no,NaN,NaN,NaN
4yzhx4io71t5wxd461rf2s1sk,Alfons Leo Peter,Lohake,Alfons,Lohake,Male,A. Lohake,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-07-28,Sweden,1z6l2c33w2kyz9rdefs1d68nb,189.0,right,18.0,active,yes,NaN,NaN,NaN
4ztjiy8n0724xy818ophfp4ic,Carl Filip,Sidklev,Filip,Sidklev,Male,F. Sidklev,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2005-03-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,right,20.0,active,no,77.0,Stockholm,NaN
5a2w87fjxvtqoc2evmynbpzbo,Lars Martin Sebastian,Wändin,Sebastian,Wändin,Male,S. Wändin,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-09-06,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,active,no,NaN,NaN,NaN
5c3e3d9nsixn9azc3y7vszms4,Mario,Butros,Mario,Butros,Male,M. Butros,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2003-01-15,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,28.0,active,yes,NaN,Stockholm,NaN
5f34p2vb9nrjl68udpf6emdxw,Viggo,Elfstrom,Viggo,Elfstrom,Male,V. Elfstrom,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,34.0,active,yes,NaN,NaN,NaN
