id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,shirtNumber,status,active,weight,placeOfBirth,secondNationality,secondNationalityId,knownName
bmvcofmie6om4muxij4kdkro4,Ifenna,Dorgu,NaN,NaN,Male,I. Dorgu,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-08-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,27.0,active,yes,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
bnqw3m446pe19tgmnv2jcoatx,Nicklas,Pedersen,Nicklas,Pedersen,Male,N. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1987-10-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,NaN,active,yes,76.0,Køge,NaN,NaN,NaN
d2otdesf6fxo0zjmrenoi074k,Durmuş Efe,Bayrak,NaN,NaN,Male,E. Bayrak,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,2006-12-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,15.0,active,yes,NaN,Køge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
d2ukggo2v5jsw4pctznmaijo4,Alfred,Gøthler,NaN,NaN,Male,A. Gøthler,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,33.0,active,yes,NaN,NaN,NaN,NaN,NaN
dqqswfn9s1tdxjoslts8ks6xg,Berkant,Bayrak,NaN,NaN,Male,B. Bayrak,Türkiye,6kd6webenogylfgwt2aa9l6vx,Goalkeeper,player,2005-01-28,Türkiye,6kd6webenogylfgwt2aa9l6vx,NaN,NaN,1.0,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
e0u730to91qqtvvx16uhajz10,Saman,Jalaei,NaN,NaN,Male,S. Jalaei,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,NaN,30.0,active,yes,NaN,NaN,Iran,e53g9hr2d3kasm34uumbg8r4,NaN
e2aqcawslcbpp88nia8eko2y1,Joachim,Juhl Rothmann,Joachim,Rothmann,Male,J. Rothmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,11.0,active,yes,NaN,NaN,NaN,NaN,NaN
etv86c76faputyvch964nju38,Lukas,Schmidt,NaN,NaN,Male,L. Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
eu574m78nqv6a5638b44oquqc,Javany,Lawrence,NaN,NaN,Male,J. Lawrence,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-07-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,24.0,active,yes,NaN,NaN,NaN,NaN,NaN
k43cten7yb6p59yo0firhb84,Mads Schütt,Rasmussen,NaN,NaN,Male,M. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,32.0,active,yes,NaN,NaN,NaN,NaN,NaN
1fjkjzsei9slx2t4zhsqdkve1,Monday Bassey,Etim,NaN,NaN,Male,M. Etim,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-12-04,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,NaN,9.0,active,yes,74.0,Calabar,NaN,NaN,NaN
1hlx5mvl8th7y82gocnuxacd0,Erouan Donavan Kafo,Bagou,Donavan,Bagou,Male,D. Bagou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-01-13,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,19.0,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
1n4eldqa7h9jvcx1693zqu06i,Tobias,Arndal,Tobias,Arndal,Male,T. Arndal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-09-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,8.0,active,yes,79.0,Odense,NaN,NaN,NaN
2p4mbqt7hvjz5frre6b3nppl,Christian,Lønstrup,Christian,Lonstrup,Male,C. Lønstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1971-04-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,NaN,NaN,active,yes,NaN,Gentofte,NaN,NaN,NaN
2tcdx5rp7vujnlid4oqqxdogk,Marinus,Due Grandt,NaN,NaN,Male,M. Due Grandt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,6.0,active,yes,NaN,NaN,NaN,NaN,NaN
3rok7i8nrt4yzx2melj4qiuqc,Solomon,Opoku,NaN,NaN,Male,S. Opoku,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,14.0,active,yes,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
55qsxtqivxajkxmpdeyccus5w,Anton,Mayland,Anton,Mayland,Male,A. Mayland,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-10-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,26.0,active,yes,NaN,NaN,NaN,NaN,NaN
5dlh0fa9yo6z283w9p58xmnoq,Nicklas Bjerre,Schmidt,NaN,NaN,Male,N. Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-11-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN,NaN
5i6n6yne6fh410vk7p7kkokmi,Gregers,Arndal-Lauritzen,Gregers,Arndal-Lauritzen,Male,G. Arndal-Lauritzen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,left,4.0,active,yes,80.0,NaN,NaN,NaN,NaN
5z7y55t2o577r8ki3i5855as,Jonathan,Witt,NaN,NaN,Male,J. Witt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-12-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN,NaN
74gioldvq6q6xgb3q7k1bv7dg,Benjamin,Asare,Benjamin,Asare,Male,B. Asare,Ghana,2q2sw72utw5gu9t5y4knckwba,Goalkeeper,player,1992-07-13,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7l7f98nn8gohmdacsdb2labkk,Alessio,Alicino,NaN,NaN,Male,A. Alicino,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2001-10-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,both,34.0,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
81gka3mi69fh8gyehyy8xo9as,Cornelius,Allen,NaN,NaN,Male,C. Allen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,3.0,active,yes,NaN,NaN,NaN,NaN,NaN
85a9bmnu6fqvhlff28qm0e0a1,Daniel,Johansen,Daniel,Johansen,Male,D. Johansen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Defender,player,1998-07-09,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,27.0,active,yes,NaN,NaN,NaN,NaN,NaN
8gqvlydur0v4cpmz1ozqkejh0,Marco,Bruhn,NaN,NaN,Male,M. Bruhn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-11-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,11.0,active,yes,NaN,NaN,NaN,NaN,NaN
8mswl5vzza12hylodrrsq3zvu,Adrian,Kappenberger,Adrian,Kappenberger,Male,A. Kappenberger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1996-08-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,right,1.0,active,yes,84.0,NaN,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN
8qz0rnws9m4fya37kzvdnsi6s,Jonatan Marvin,Rindom,NaN,NaN,Male,J. Rindom,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-10-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,70.0,active,no,NaN,NaN,Algeria,1ayprcriqhb8iv10ch70clppu,NaN
9350utk4onh2hv5jznxqpkd7t,Rasmus,Kawiecky Møller,NaN,NaN,Male,R. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,2.0,active,yes,NaN,NaN,NaN,NaN,NaN
9lsylzgf7e3i5zb0fshnxo6xg,Simon Peter,Friis Sharif,NaN,NaN,Male,S. Sharif,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-11-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN
b8tw9d3b8tgnfezy68vadwnx0,Frederik,Karlsen,NaN,NaN,Male,F. Karlsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-11-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,both,22.0,active,yes,NaN,NaN,NaN,NaN,NaN
bop31qof3lon7u6rvmb68ktzp,Markus,Strøm Bay,NaN,NaN,Male,M. Bay,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-02-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,10.0,active,yes,NaN,Brøndby,NaN,NaN,NaN
bpldj4qdzfdm1n739atcadbmc,Berzan,Kücükylidiz,NaN,NaN,Male,B. Kücükylidiz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-10-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,20.0,active,yes,NaN,NaN,NaN,NaN,NaN
elsygne5tjybbxrqgehtovnro,Lucas,Bøje-Larsen,NaN,NaN,Male,L. Bøje-Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,5.0,active,yes,NaN,NaN,NaN,NaN,NaN
khqldwfq14b7giakss24l9t5,Kasper,Enghardt Pedersen,Kasper,Enghardt,Male,K. Enghardt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-05-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,NaN,21.0,active,yes,79.0,NaN,NaN,NaN,NaN
uiyol728wan4mxco2foplknp,Adrian,Rúnason Justinussen,Adrian,Justinussen,Male,A. Justinussen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,1998-07-21,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,17.0,active,yes,NaN,NaN,NaN,NaN,NaN
1f510mbuc4i1mmshqlgim5u6s,Oliver,Harbo Overgaard,NaN,NaN,Male,O. Overgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,24.0,active,yes,NaN,NaN,NaN,NaN,NaN
1xcf8y3egy8j0g2c6xkcx6o6h,Frederik,Mortensen,NaN,NaN,Male,F. Mortensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-10-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,NaN,6.0,active,yes,77.0,NaN,NaN,NaN,NaN
2f0p63eeg2yc4jsyotle88q38,Valdemar Bach,Schmølker,NaN,NaN,Male,V. Schmølker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-01-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,49.0,active,yes,NaN,NaN,NaN,NaN,NaN
4c9cr7oxmbe87rr1yb4dt1p1w,Lukas,Sneftrup Christensen,NaN,NaN,Male,L. Sneftrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-12-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,28.0,active,yes,NaN,NaN,NaN,NaN,NaN
4dmz3u7j1eoz4ofr1o8tbxedw,Oscar,Nørgaard Meedom,Oscar,Meedom,Male,O. Meedom,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-08-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,16.0,active,yes,NaN,NaN,NaN,NaN,NaN
5jyv1dctfxa6335l1mlifwavo,Mikkel,Boye,NaN,NaN,Male,M. Boye,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-04-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,right,40.0,active,yes,NaN,NaN,NaN,NaN,NaN
6bv0j0ezhh9u5u5hqz64p790q,Marius Haudrum,Jacobsen,Marius,Haudrum Jacobsen,Male,M. Jacobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,12.0,active,yes,NaN,NaN,NaN,NaN,NaN
6xhxqcmi0g6h61y2pl9v89xjo,Jonas,Sneftrup Christensen,NaN,NaN,Male,J. Sneftrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-05-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,30.0,active,yes,NaN,NaN,NaN,NaN,NaN
8gdfn7j6xac9p4jh94hk40jdg,Jesper,Cornelius Rasmussen,NaN,NaN,Male,J. Cornelius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-06-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,14.0,active,yes,NaN,NaN,NaN,NaN,NaN
8iodn9a5r7pk47uqcx67i7i8k,Jens Sebastian,Beraque Rasmussen,Sebastian,Rasmussen,Male,S. Beraque,Philippines,2bn52u7dpgfatwqumx224cczx,Attacker,player,2002-06-17,Philippines,2bn52u7dpgfatwqumx224cczx,NaN,NaN,15.0,active,yes,NaN,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
8q8yol44e42o9hwttlopznvh0,Max,Nielsen,NaN,NaN,Male,M. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-10-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,22.0,active,yes,NaN,NaN,NaN,NaN,NaN
8wql45w71t7ifmk62r4zsca38,Rasmus Frank,Johansen,NaN,NaN,Male,R. Johansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-03-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9b89pmcjk6re94bjp0ixeatjo,Frederik Rasmus,Christensen,NaN,NaN,Male,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-01-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,right,9.0,active,yes,NaN,NaN,NaN,NaN,NaN
9yxhg70gpwi3e9s84c8qwg0yx,Jonas,Dakir,Jonas,Dakir,Male,J. Dakir,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1997-04-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,NaN,25.0,active,yes,76.0,Aarhus,NaN,NaN,NaN
ayhdul772mr22qoly04psb3f8,Oliver,Friis Dorph,Oliver,Dorph,Male,O. Dorph,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-01-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,4.0,active,yes,NaN,NaN,NaN,NaN,NaN
az9x5coo3hl4qkt16x24pp5re,Moubarack,Compaoré,Moubarack,Compaoré,Male,M. Compaoré,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,2002-09-24,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,178.0,NaN,20.0,active,yes,NaN,NaN,NaN,NaN,NaN
b0yv1pcxifawqx6r1cfqq3otm,Zander,Hyltoft,Zander,Hyltoft,Male,Z. Hyltoft,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-09-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,17.0,active,yes,NaN,NaN,NaN,NaN,NaN
beu3ypladd5dexnm9x946kjkk,Alexander,Nathan,NaN,NaN,Male,A. Nathan,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,47.0,active,yes,NaN,NaN,NaN,NaN,NaN
bp232fgjrfyok2471ec7u1tcl,Mathias,Laustrup Kristensen,Mathias,Kristensen,Male,M. Kristensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,right,11.0,active,yes,77.0,NaN,NaN,NaN,Mathias Kristensen
bpoqmt2dwwsm57vdfrm9stvro,Laurits,Nørby,NaN,NaN,Male,L. Nørby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,29.0,active,yes,NaN,NaN,NaN,NaN,NaN
cflwegqpzch8y30pb3dhigqnd,Emil,Søgaard Jensen,NaN,NaN,Male,E. Søgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-11-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,18.0,active,yes,NaN,NaN,NaN,NaN,NaN
dwuxps3jv2852642q000wep6,Villads,Rasmussen,NaN,NaN,Male,V. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-11-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,10.0,active,yes,NaN,NaN,NaN,NaN,NaN
dxv40hh07gxq4hn0i6dwb2l4a,Andreas,Søndergaard,Andreas,Söndergaard,Male,A. Søndergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-01-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,right,1.0,active,yes,NaN,NaN,NaN,NaN,NaN
e0rgqk3gxzs005m9ok9hvp1ck,Théo,Puggaard Ekié Hansen,Théo,Hansen,Male,T. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-08-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,26.0,active,yes,NaN,NaN,NaN,NaN,Théo Hansen
e19g5bz7s9wqcvj8mttztxi0a,Oliver Augustus,Sparre Klitten,Oliver,Klitten,Male,O. Klitten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,7.0,active,yes,NaN,NaN,NaN,NaN,NaN
ea2x4o6ufsqoz2zz7tqcnvo16,Lukas,Sparre Klitten,Lukas,Klitten,Male,L. Klitten,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,left,27.0,active,yes,70.0,Aalborg,NaN,NaN,NaN
ebd3uvtt54wkdsahc2127j02c,Frederik,Dietz Nielsen,NaN,NaN,Male,F. Dietz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN,NaN
ebddkdhm6fhar2ir2h7azhslw,Magnus,Rosengreen,NaN,NaN,Male,M. Rosengreen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-09-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,37.0,active,yes,NaN,NaN,NaN,NaN,NaN
ew927mi250fb7j5nf7scu16fp,Martin,Thomsen,NaN,NaN,Male,M. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1982-08-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,NaN,NaN,active,yes,84.0,Hobro,NaN,NaN,NaN
k3qdvvg6cmatp55ivsa9714a,Christian,Brøgger Hørby,Christian,Hørby,Male,C. Hørby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-03-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,NaN,8.0,active,no,NaN,NaN,NaN,NaN,NaN
lu9bber07etravimh00k745x,Jesper,Bøge Pedersen,Jesper,Bøge,Male,J. Bøge,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-02-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,right,3.0,active,yes,70.0,NaN,NaN,NaN,NaN
xd4gm9uiq807dri1gs3ltclw,Joachim,Justsen Andersen,NaN,NaN,Male,J. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-04-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,right,50.0,active,yes,77.0,NaN,NaN,NaN,NaN
1cumsropo1r0msfzxxteml1w,Jeffrey Papayaw,Adjei-Broni,Jeffrey,Adjei-Broni,Male,J. Adjei-Broni,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-04-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,16.0,active,yes,NaN,Rødovre,NaN,NaN,NaN
21i8eq6dgpzydeyrame6xp05w,Mathias,Andreasen,Mathias,Andreasen,Male,M. Andreasen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-10-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,right,27.0,active,yes,NaN,NaN,NaN,NaN,NaN
37rzipex1y0nhv8o2dr7h2bys,Benjamin,Martens Meibom,Benjamin,Meibom,Male,B. Meibom,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-02-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,left,21.0,active,yes,NaN,NaN,NaN,NaN,NaN
3ejggtt1du1cui3wc1f8oqx62,Lirim,Qamili,Lirim,Qamili,Male,L. Qamili,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,1998-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,left,7.0,active,no,74.0,Glostrup,Albania,17zsm8shejejls2on1ffil3op,NaN
3njsc9nturnshsiofmiy19gr8,Emil,Borella Jensen,NaN,NaN,Male,E. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-02-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
3pk6hii2s8tbv2zux8mvbapec,Nicolaj,Jungvig,Nicolaj,Jungvig,Male,N. Jungvig,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-12-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,28.0,active,yes,NaN,NaN,NaN,NaN,NaN
3th83n9qum31wu53g68j5iwic,Carl Alfred,Maslen,NaN,NaN,Male,A. Maslen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-03-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,13.0,active,yes,NaN,NaN,NaN,NaN,NaN
45dqseup0cmujyl4nprr29y0a,Magnus,Fredslund,Magnus,Fredslund,Male,M. Fredslund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-07-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,right,30.0,active,yes,83.0,NaN,NaN,NaN,NaN
4oxf446ya7jwulq6hxlp8r36d,Jonas,Skjøtt Gemmer,Jonas,Gemmer,Male,J. Gemmer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-01-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,6.0,active,yes,76.0,Hvidovre,NaN,NaN,NaN
4qz1pnlx3d0m5wkhpocl0euj8,Anders,Ravn Olsen,Anders,Ravn,Male,A. Ravn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-04-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,29.0,active,yes,NaN,NaN,NaN,NaN,NaN
5e5fuj7mbkpvf0bug32ixxc5x,Simon,Makienok Christoffersen,Simon,Makienok,Male,S. Makienok,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1990-11-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,201.0,right,24.0,active,yes,94.0,Næstved,NaN,NaN,NaN
615e0bjcd0tyge047sy43y5sl,Martin,Spelmann,Martin,Spelmann,Male,M. Spelmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1987-03-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,right,10.0,active,yes,72.0,Hvidovre,NaN,NaN,NaN
630daj1ef34rczbhng0eoncvd,Malte,Kiilerich Hansen,Malte,Kiilerich,Male,M. Kiilerich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-10-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,right,25.0,active,yes,82.0,København,NaN,NaN,NaN
6dzg820946z4848whaa6ny2nd,Nicolai,Clausen,Nicolai,Clausen,Male,N. Clausen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-06-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,left,23.0,active,yes,NaN,NaN,NaN,NaN,NaN
6uwvbagahvoavs630k8uksxjp,Mads,Kaalund Larsen,Mads,Kaalund,Male,M. Kaalund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-08-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,right,18.0,active,yes,75.0,København,NaN,NaN,NaN
907vtkod58b7986k7u1619gr8,Emmanuel,Aby,NaN,NaN,Male,E. Aby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
9r07ooissj5mz15g87x5rmbx1,Christian,Greko Jakobsen,Christian,Jakobsen,Male,C. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-03-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,right,14.0,active,yes,84.0,København,NaN,NaN,NaN
