id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,foot,startDate,endDate,status,active,placeOfBirth,weight,knownName,shirtNumber
17oeipaq6y7pvs42fpx9oy9uy,Kilian Basba Geeke,Nikièma,Kilian,Nikièma,Male,K. Nikièma,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-06-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,left,2022-02-09Z,NaN,active,yes,Voorburg,78.0,NaN,23.0
1ab5am767rpppcrwnlfjo0mad,Mohamed,Hamdaoui,Mohamed,Hamdaoui,Male,M. Hamdaoui,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,1993-06-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,right,2023-08-30Z,2024-06-30Z,active,no,Amsterdam,65.0,NaN,24.0
1qyvk3eveiz8n40houjgtko9h,Daniel Fredrik,Granli,Daniel,Granli,Male,D. Granli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1994-05-01,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,right,2023-08-14Z,2024-12-28Z,active,no,Sandvika,78.0,NaN,3.0
1sb4655mgzrdohlltyk9fqlzp,Daryl,van Mieghem,Daryl,van Mieghem,Male,D. van Mieghem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1989-12-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,170.0,left,2023-08-22Z,NaN,active,yes,Amsterdam,68.0,NaN,7.0
1uzypztw0rwcqhgwxjqpdqz9w,Yunus Emre,Ateş,Emre,Ates,Male,E. Ateş,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,2003-02-06,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,2023-07-01Z,2024-02-06Z,active,no,Den Haag,NaN,NaN,25.0
20z2nx7xh9mgty7qp6xur14yy,Gennaro Michael,Nigro,Gennaro,Nigro,Male,G. Nigro,USA,7hr2f89v44y65dyu9k92vprwn,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2000-05-29,USA,7hr2f89v44y65dyu9k92vprwn,180.0,both,2023-09-01Z,2024-01-02Z,active,no,Livingston,74.0,NaN,12.0
2an4s7uuqa9a6sl7vutznc7o5,Jort,van der Sande,Jort,van der Sande,Male,J. van der Sande,Bonaire,8775iogxt9cbmdo3aqgq41psl,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1996-01-25,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2023-08-29Z,2024-07-25Z,active,no,'s-Hertogenbosch,81.0,NaN,10.0
3d75ox2l88yv2ofgta30kby8k,Rafael William,Struick,Rafael,Struick,Male,R. Struick,Indonesia,1zi2c00k6skx48tn692uem0n6,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-03-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,2022-04-28Z,2024-09-16Z,active,no,Leidschendam,72.0,NaN,27.0
3n1n31e4owx057nheqfi7bswk,Devyn,Payne,Devyn,Payne,Male,D. Payne,Netherlands,6hzi5pltnz67q4la8yli9qfv6,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-06-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,right,2024-04-28Z,NaN,active,yes,NaN,NaN,NaN,NaN
4ezldqmn62ggasx6pniqbfwno,Joel,Ideho,Joel,Ideho,Male,J. Ideho,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,2003-07-17,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,2023-08-09Z,2025-02-04Z,active,no,Tilburg,65.0,NaN,17.0
4ouevb38lo7m55o5y77icg5xw,Finn,de Bruin,Finn,de Bruin,Male,F. de Bruin,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2004-04-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,right,2023-12-19Z,NaN,active,yes,Zoetermeer,72.0,NaN,34.0
4xjwsmhvtnq3f2bgyd4mjqq96,Hugo,Wentges,Hugo,Wentges,Male,H. Wentges,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2002-02-11,Netherlands,6hzi5pltnz67q4la8yli9qfv6,198.0,right,2020-11-27Z,2025-06-30Z,active,no,Leiden,79.0,NaN,1.0
5dxleurgfe6483pe7qvyc00es,Tyrese,Asante,Tyrese,Asante,Male,T. Asante,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2002-04-09,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,both,2021-07-01Z,2024-07-08Z,active,no,Den Haag,79.0,NaN,2.0
5n5otf2ldw9w4nbm8zjabnd1x,Daryl,Werker,Daryl,Werker,Male,D. Werker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1994-06-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,right,2022-07-01Z,2024-06-30Z,active,no,Mechelen,80.0,NaN,33.0
64ux2tbb35i36qf6oij2263qi,Justin Isiah,Che,Justin,Che,Male,J. Che,USA,7hr2f89v44y65dyu9k92vprwn,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,2003-11-18,USA,7hr2f89v44y65dyu9k92vprwn,185.0,right,2023-08-17Z,2024-06-30Z,active,no,Richardson,79.0,NaN,22.0
6sf94rs8dnk4d1xw6rt33qyy2,Robyn,Esajas,Robyn,Esajas,Male,R. Esajas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Attacker,player,2002-01-29,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,left,2023-01-19Z,2024-07-03Z,active,no,NaN,67.0,NaN,NaN
6vqc5d718gbqobb9o3a40jlqt,Tim,Coremans,Tim,Coremans,Male,T. Coremans,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,1991-04-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,2023-09-20Z,2025-06-30Z,active,no,Breda,75.0,NaN,28.0
6w1hily3yj7vvidhhgi4fqdat,Timothy,Derijck,Timothy,Derijck,Male,T. Derijck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,1987-05-25,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,right,2024-02-09Z,2024-06-30Z,active,no,Dendermonde,82.0,NaN,NaN
71xd51nu0h1wb29lauam1jk7o,Sem,Eekhout,Sem,Eekhout,Male,S. Eekhout,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2006-10-24,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-12-14Z,2024-06-30Z,active,no,NaN,NaN,NaN,31.0
7a1f6wedz8jtcvn58d5pomm8k,Silvinho Randy,Esajas,Silvinho,Esajas,Male,S. Esajas,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-07-08,Netherlands,6hzi5pltnz67q4la8yli9qfv6,193.0,right,2021-04-03Z,2025-01-20Z,active,no,Amsterdam,80.0,NaN,18.0
7c58hgy3g9gntpuqf5w5hpvu2,Malik,Sellouki,Malik,Sellouki,Male,M. Sellouki,France,7gww28djs405rfga69smki84o,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2000-03-21,France,7gww28djs405rfga69smki84o,177.0,right,2022-07-20Z,2024-06-30Z,active,no,Nice,67.0,NaN,11.0
7d9x6ojih9obktxl3fnrjskk4,Matteo,Waem,Matteo,Waem,Male,M. Waem,Belgium,4wbzjcclyefma1ourvjsu4q2j,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2000-06-21,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,left,2023-07-13Z,NaN,active,yes,Borgerhout,78.0,NaN,4.0
7rb6l13x5slw5ue3c2n1ju0gl,Nick,Marsman,Nick,Marsman,Male,N. Marsman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,1990-10-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,right,2024-01-10Z,2024-06-30Z,active,no,Zwolle,88.0,NaN,21.0
8bu0qcj7offuotc82kr2vhafo,Henri,Koudossou,Henri,Koudossou,Male,H. Koudossou,Germany,36min0qztu8eydwvpv8t1is0m,Togo,3jiuckrqd0zejkm452st5dyq7,Defender,player,1999-09-03,Germany,36min0qztu8eydwvpv8t1is0m,180.0,both,2023-07-18Z,2024-06-30Z,active,no,München,76.0,NaN,14.0
8k4wwchytdstpn0yhrxd5nbv9,Lasse,Vigen Christensen,Lasse,Vigen,Male,L. Vigen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,1994-08-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,right,2023-08-04Z,2025-02-04Z,active,no,Esbjerg,80.0,NaN,13.0
9knokmhy9zckjq0gv7txx9zsa,Dhoraso Moreo,Klas,Dhoraso,Klas,Male,D. Klas,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2001-01-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,185.0,right,2021-07-01Z,2024-06-27Z,active,no,Amsterdam,67.0,NaN,8.0
9okr09xm52s8xr9o0a5840mad,Darije,Kalezić,Darije,Kalezic,Male,D. Kalezić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,coach,1969-11-01,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN,2023-06-29Z,2025-05-24Z,active,no,Pfäffikon,NaN,NaN,NaN
apswv8o3ff91yootewd2qsjys,Irfan,Karijowidjojo,Irfan,Karijowidjojo,Male,I. Karijowidjojo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,2005-11-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-12-19Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
bqtjaafde7uvednp5raxlxs7o,Keanu Fabian,Does,Keanu,Does,Male,K. Does,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-01-08,Curaçao,5im58ram567ao2fbnz39sm8vk,191.0,right,2024-05-02Z,2025-06-30Z,active,no,NaN,80.0,NaN,35.0
c4v6ex2hg6zvndd57gg7t02l0,Maikey,Houwaart,Maikey,Houwaart,Male,M. Houwaart,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,2006-01-27,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,right,2023-12-14Z,2025-08-12Z,active,no,NaN,NaN,NaN,32.0
c5jk0pvcvqddy0xiqv6qkesph,Henk,Veerman,Henk,Veerman,Male,H. Veerman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1991-02-26,Netherlands,6hzi5pltnz67q4la8yli9qfv6,201.0,right,2023-07-29Z,2024-06-30Z,active,no,Purmerend,90.0,NaN,9.0
c5ynnf3ejftjjhtiznqea8slx,Jerry,van Wolfgang,Jerry,van Wolfgang,Male,J. van Wolfgang,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1992-03-12,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,right,2023-08-01Z,2024-06-30Z,active,no,Arnhem,72.0,NaN,19.0
c9664jzh53w5vyh8r2q0s72tw,Thijmen,de Koning,Thijmen,de Koning,Male,T. de Koning,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2004-06-12,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2023-09-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
cgkwwkbh0g6l0erxnspqlmyok,Calvin,Gustina,Calvin,Gustina,Male,C. Gustina,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-11-19,Curaçao,5im58ram567ao2fbnz39sm8vk,177.0,right,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,0.0
cqrk42u0s5w8yuq6mnckug02y,Jari,Vlak,Jari,Vlak,Male,J. Vlak,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1998-08-15,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,right,2024-01-02Z,NaN,active,yes,Volendam,NaN,NaN,25.0
d8dlbd0v4595gguzgy6xs5jl6,David,van de Riet,David,van de Riet,Male,D. van de Riet,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2002-02-06,Netherlands,6hzi5pltnz67q4la8yli9qfv6,194.0,right,2022-01-17Z,2025-06-30Z,active,no,NaN,82.0,NaN,29.0
dbku5mn74cqjzu7o91vzrlbtg,Aleksandar,Komljenović,Sacha,Komljenovic,Male,S. Komljenović,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,player,2003-05-10,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,right,2021-07-31Z,2024-06-27Z,active,no,Zoetermeer,NaN,NaN,20.0
dd4szjl9hfi2d67ulqtgbd1xw,Ronald,Boakye,Ronny,Boakye,Male,R. Boakye,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2004-01-12,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,left,2024-04-28Z,2025-06-30Z,active,no,NaN,70.0,NaN,NaN
dineetneurorxpx1yv0v8tega,Amir,Absalem,Amir,Absalem,Male,A. Absalem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1997-06-19,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,left,2022-08-25Z,2024-06-27Z,active,no,Capelle aan den IJssel,70.0,NaN,15.0
dse1rndtog4qn2mwv966vp6mt,Bart Lambertus Wilhelmus,van Hintum,Bart,van Hintum,Male,B. van Hintum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1987-01-16,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,left,2023-09-01Z,2024-06-30Z,active,no,Oss,75.0,NaN,5.0
dxtg6w2dmsugobe3fj4sutmfp,Alex Adrianus Antonius,Schalk,Alex,Schalk,Male,A. Schalk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1992-08-07,Netherlands,6hzi5pltnz67q4la8yli9qfv6,171.0,right,2024-01-12Z,2025-06-30Z,active,no,Breda,68.0,NaN,30.0
eeevz3hyo2tfwc2fyhkryovrp,Kürşad,Sürmeli,Kürsad,Sürmeli,Male,K. Sürmeli,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,1995-08-14,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,right,2023-07-11Z,2025-06-30Z,active,no,Nijmegen,88.0,NaN,6.0
f49vqdy6topqx2b3ku5cixd2i,Gylermo Misaine,Siereveld,Gylermo,Siereveld,Male,G. Siereveld,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,2002-03-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,2022-07-01Z,2024-06-30Z,active,no,Noordwijk,NaN,NaN,26.0
11ngumxajbizagbzpm5kompxx,Michael Steven,Chacón Ibargüen,Michael,Chacón,Male,M. Chacón,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1994-04-11,Colombia,6kby8rq1p01fg5ds38ckkrcs5,175.0,right,2023-07-01Z,2024-07-15Z,active,no,Palmira,72.0,NaN,29.0
15im45aumuj733y3cqdr5jkrt,Ramón,ten Hove,Ramón,ten Hove,Male,R. ten Hove,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,1998-03-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,193.0,right,2023-08-31Z,2024-06-24Z,active,no,Spijkenisse,84.0,NaN,23.0
1icurh5jrnw1e6jdgqxjnhdnu,Gabriël,Çulhacı,Gabriël,Culhaci,Male,G. Çulhacı,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1999-12-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,left,2022-06-09Z,2024-01-31Z,active,no,Amsterdam,NaN,NaN,30.0
1oswvvmkfdffr7mz56qfnf0t1,Robert,Peeters,Bob,Peeters,Male,B. Peeters,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1974-01-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,196.0,NaN,2022-12-23Z,2024-04-08Z,active,no,Lier,90.0,NaN,NaN
2gfp8pe55n7oa0mcu5ygi54a,Wassim,Essanoussi,Wassim,Essanoussi,Male,W. Essanoussi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-10-28,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,left,2022-07-01Z,2023-09-01Z,active,no,Helmond,70.0,NaN,26.0
2pzdedlktluxyj6sq2cd19e51,Bram,van Vlerken,Bram,van Vlerken,Male,B. van Vlerken,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1995-10-07,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,2022-06-09Z,2024-06-30Z,active,no,Helmond,76.0,NaN,2.0
2wuprdfbbn9mo0paqr5tm7bop,Mohamed,Mallahi,Mohamed,Mallahi,Male,M. Mallahi,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2000-02-13,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,right,2023-08-16Z,2025-06-30Z,active,no,Utrecht,74.0,NaN,14.0
3hax3hy9n2wyp1ovvhd6zdk6i,David,Mistrafović,David,Mistrafovic,Male,D. Mistrafović,Switzerland,3bh70jgvc5mn58x0byjkuda17,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2001-05-25,Switzerland,3bh70jgvc5mn58x0byjkuda17,188.0,left,2022-07-01Z,2023-08-22Z,active,no,Luzern,78.0,NaN,18.0
42lgdybjew0zrd18mmwwcpbhm,Arno,Van Keilegom,Arno,Van Keilegom,Male,A. Van Keilegom,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,1999-05-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,178.0,right,2020-08-15Z,2024-07-03Z,active,no,Duffel,68.0,NaN,10.0
48wvdjjo0z1j2bac42n9t5jv9,Håkon,Holmefjord Lorentzen,Håkon,Lorentzen,Male,H. Lorentzen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Attacker,player,1997-08-02,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,right,2022-08-10Z,2024-06-30Z,active,no,Bergen,81.0,NaN,8.0
4jvk1ex8dsjj498vqzqhfmqxh,Wouter,van der Steen,Wouter,van der Steen,Male,W. van der Steen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,1990-06-03,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,right,2023-06-19Z,2025-06-30Z,active,no,Vught,84.0,NaN,1.0
4ks7mvr9terrodhjx8pg9qtt6,Robin,Mantel,Robin,Mantel,Male,R. Mantel,Belgium,4wbzjcclyefma1ourvjsu4q2j,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2000-11-15,Belgium,4wbzjcclyefma1ourvjsu4q2j,198.0,right,2020-09-24Z,2024-06-24Z,active,no,Brasschaat,87.0,NaN,21.0
5517jd2zp30rsts1hwz6p71uc,Bryan Albert,Van Hove,Bryan,Van Hove,Male,B. Van Hove,Belgium,4wbzjcclyefma1ourvjsu4q2j,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2000-06-17,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,left,2021-07-01Z,2025-06-30Z,active,no,Weert,74.0,NaN,17.0
6qjbfua7nynaxrs5t8tygedp1,Peter,van Ooijen,Peter,van Ooijen,Male,P. van Ooijen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1992-02-16,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,right,2022-07-14Z,2024-06-30Z,active,no,'s-Hertogenbosch,75.0,NaN,11.0
6sl78exosae7emjcq7bl3v2dx,Anthony Edsel Johannes,van den Hurk,Anthony,van den Hurk,Male,A. van den Hurk,Curaçao,5im58ram567ao2fbnz39sm8vk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1993-01-09,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,right,2023-08-31Z,2025-06-30Z,active,no,Veghel,87.0,NaN,39.0
74c5xmju2kvausnr3h9kjijh0,Tarik,Essakkati,Tarik,Essakkati,Male,T. Essakkati,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Attacker,player,2006-01-16,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2022-03-17Z,NaN,active,yes,Helmond,NaN,NaN,32.0
74yc9dl83jxyrhzti2qhv2w6i,Giannis,Botos,Giannis,Botos,Male,G. Botos,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,Midfielder,player,2000-12-20,Greece,6lpgd60z890no2v46zdecrcss,173.0,right,2023-07-07Z,2024-07-03Z,active,no,Athens,69.0,NaN,19.0
8cqf7ae3add65azdfi5elxkut,Tim,Bakens,Tim,Bakens,Male,T. Bakens,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1982-11-02,Netherlands,6hzi5pltnz67q4la8yli9qfv6,200.0,NaN,2024-04-11Z,2024-05-24Z,active,no,Groesbeek,95.0,NaN,NaN
8crztrg626nwmc7nl26seqmi2,Michel-Simon,Ludwig,Michel-Simon,Ludwig,Male,M. Ludwig,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Midfielder,player,2004-08-23,Germany,36min0qztu8eydwvpv8t1is0m,172.0,right,2023-06-15Z,NaN,active,yes,Itzehoe,NaN,NaN,6.0
8im7pgnph2au11blma5pewe09,Martijn,Kaars,Martijn,Kaars,Male,M. Kaars,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Attacker,player,1999-03-05,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2022-06-09Z,2024-06-30Z,active,no,Monnickendam,74.0,NaN,9.0
8lnn1xz3wdafb8yg0b69yx6fp,Pius,Krätschmer,Pius,Krätschmer,Male,P. Krätschmer,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,Defender,player,1997-06-16,Germany,36min0qztu8eydwvpv8t1is0m,187.0,left,2023-07-22Z,2024-06-30Z,active,no,Ulm,82.0,NaN,4.0
94h1esmbnvlcvdeq9ohs11boq,Mees,Kreekels,Mees,Kreekels,Male,M. Kreekels,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,2001-11-01,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,right,2023-01-25Z,2024-06-30Z,active,no,Helmond,NaN,NaN,28.0
9hifmnqqse2rdgvzkv1n05xqs,Noé,Rottiers,Noé,Rottiers,Male,N. Rottiers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-04-27,Belgium,4wbzjcclyefma1ourvjsu4q2j,186.0,right,2023-07-01Z,2024-01-05Z,active,no,NaN,NaN,NaN,12.0
9s22h996z2zpktwsx96cnz40k,Lucas Eric,Vankerkhoven,Lucas,Vankerkhoven,Male,L. Vankerkhoven,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2002-03-04,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,right,2023-02-02Z,2024-06-30Z,active,no,NaN,67.0,NaN,27.0
amasl6wz90pv9kkbx3kihj7bp,Joeri,Schroijen,Joeri,Schroijen,Male,J. Schroijen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Defender,player,1991-01-18,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,left,2023-09-01Z,2024-06-30Z,active,no,Weert,72.0,NaN,24.0
bbwz9ib9eyner42kds2wlck5w,Joseph,Amuzu,Joseph,Amuzu,Male,J. Amuzu,Belgium,4wbzjcclyefma1ourvjsu4q2j,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-08-18,Belgium,4wbzjcclyefma1ourvjsu4q2j,170.0,right,2023-07-01Z,2024-06-24Z,active,no,Mechelen,64.0,NaN,7.0
bf4di2v74k7ul3wy2uckytobu,Enrik,Ostrc,Enrik,Ostrc,Male,E. Ostrc,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Midfielder,player,2002-06-21,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,187.0,right,2023-09-01Z,2025-06-30Z,active,no,Postojna,73.0,NaN,NaN
crt2eiiv38zq1qc3k69uzc2xh,Adrie,Bogers,Adrie,Bogers,Male,A. Bogers,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,coach,1965-05-04,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,2024-04-11Z,2024-05-11Z,active,no,Breda,NaN,NaN,NaN
cvbasfoccmz0tijnkxyf57n8q,Mohammed Amin,Doudah,Amin,Doudah,Male,A. Doudah,Belgium,4wbzjcclyefma1ourvjsu4q2j,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2002-09-10,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,left,2023-07-27Z,2024-06-30Z,active,no,Wilrijk,74.0,NaN,47.0
db5ijag9wahdetpkp40y587pw,Álvaro,Marín Sesma,Alvaro,Marin Sesma,Male,Álvaro Marín,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Midfielder,player,2003-05-01,Spain,49ih1pwv3ahshdf8uzrimi54c,187.0,right,2023-08-05Z,2024-06-30Z,active,no,Cintruénigo,NaN,Alvaro Marin,20.0
egmubn4rsudpbk05qfv2qlvit,Elmo,Lieftink,Elmo,Lieftink,Male,E. Lieftink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Midfielder,player,1994-02-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,right,2022-07-01Z,2024-08-03Z,active,no,Deventer,80.0,NaN,22.0
