id,firstName,lastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,startDate,status,active,shortFirstName,shortLastName,height,foot,shirtNumber,placeOfBirth,weight,secondNationality,secondNationalityId,endDate,knownName
4tmufy48y5xskoe0yqcj9xa1g,Emil,Jørgensen,Male,E. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-04-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,34.0,NaN,NaN,NaN,NaN,NaN,NaN
4yyiv4t6irqpeayug5qgvmkmh,Benjamin,Steenfeldt Hvidt,Male,B. Hvidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-03-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-15Z,active,yes,Benjamin,Hvidt,184.0,right,22.0,Aarhus,80.0,NaN,NaN,NaN,NaN
5sha6xhovfmuzd7rolx1om39w,Julius,Lucena,Male,J. Lucena,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2008-03-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-27Z,active,yes,Julius,Lucena,NaN,NaN,17.0,NaN,NaN,Philippines,2bn52u7dpgfatwqumx224cczx,NaN,NaN
6hmsrr08cllpl4iumu92zskbt,Lucas,Skjoldberg From,Male,L. From,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1999-05-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-05Z,active,yes,NaN,NaN,185.0,right,7.0,NaN,NaN,NaN,NaN,NaN,NaN
6m4anciafmzc24s44xszymbc9,Peter Nicolai,Kruse Bjur,Male,P. Bjur,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-02-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-16Z,active,yes,Peter,Bjur,180.0,left,11.0,Rødovre,77.0,NaN,NaN,NaN,NaN
7fkc01xxyl1trj3uav134ehyi,Daniel,Gadegaard Andersen,Male,D. Gadegaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2001-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-08-29Z,active,yes,Daniel,Gadegaard,191.0,NaN,1.0,NaN,80.0,NaN,NaN,NaN,NaN
8k4wwchytdstpn0yhrxd5nbv9,Lasse,Vigen Christensen,Male,L. Vigen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1994-08-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-25Z,active,yes,Lasse,Vigen,178.0,right,6.0,Esbjerg,80.0,NaN,NaN,NaN,NaN
a3s2lypc1aceu363i78aczx1w,Noah Oliver,Strandby,Male,N. Strandby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-03-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,NaN,NaN,190.0,right,39.0,NaN,NaN,NaN,NaN,NaN,NaN
aqc0qritba195wf770gyd1149,Anton,Skipper Hendriksen,Male,A. Skipper,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-02Z,active,yes,Anton,Skipper,194.0,right,3.0,Brøndbyøster,77.0,NaN,NaN,NaN,NaN
ate1ymumg2iwzn8uyyf3ts222,Andreas,Sejr Lausen,Male,A. Lausen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-10-15,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN,NaN,NaN
ayjuukbjjzrldkn4d4shfnggk,Nicolai,Reintoft Blicher,Male,N. Blicher,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-02-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-20Z,active,yes,Nicolai,Blicher,NaN,NaN,32.0,NaN,NaN,NaN,NaN,NaN,NaN
bmkwmf5f2ssnw2cq7uga7yd5g,Andreas,Troelsen,Male,A. Troelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-11-18Z,active,yes,NaN,NaN,188.0,left,5.0,NaN,NaN,NaN,NaN,NaN,NaN
c7buy99bjqmkmno8w5t0189d6,Tobias Kirstrup,Stagaard,Male,T. Stagaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-01-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,Tobias,Stagaard,187.0,NaN,15.0,NaN,NaN,NaN,NaN,NaN,NaN
cod92jjb3qqrg6n1tu15ciwpg,Marcus,Winther Hansen,Male,M. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-05-21,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN,NaN,NaN
coo9pdc5uiiypv0e92i29ipxx,Robby,McCrorie,Male,R. McCrorie,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Goalkeeper,player,1998-03-18,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,2025-08-29Z,active,yes,Robby,McCrorie,190.0,right,NaN,Dailly,72.0,NaN,NaN,2026-06-30Z,NaN
ddbrysgujd87xr0si82kha1as,Andreas,Kristiansen,Male,A. Kristiansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-19Z,active,yes,NaN,NaN,NaN,NaN,35.0,NaN,NaN,NaN,NaN,NaN,NaN
djm3hebvv79jo679zzd2b71g4,Oluwatomiwa John,Kolawole,Male,J. Kolawole,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2004-07-24,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2025-09-01Z,active,yes,Oluwatomiwa,Kolawole,178.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
efubck8twu1elbhlomltnjjtg,Richmond,Gyamfi,Male,R. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-09-09,Ghana,2q2sw72utw5gu9t5y4knckwba,2025-08-07Z,active,yes,Richmond,Gyamfi,185.0,right,NaN,NaN,NaN,NaN,NaN,2026-06-30Z,NaN
eps93ehgmx8ft3kjo4zvy63o4,Jacob,Munch Jensen,Male,J. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-03-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-03-08Z,active,yes,NaN,NaN,186.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
f5gja2wqjlm60rideia16jpm2,Sander,Eng Strand,Male,S. Eng Strand,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2001-05-06,Norway,7f16iy4w8u8ogyn6pfooqwv5z,2025-07-04Z,active,yes,Sander,Eng Strand,178.0,left,19.0,Hamar,67.0,NaN,NaN,NaN,NaN
s8c0oxnoqt6zi7pi88rwawvd,Jacob,Buus Jacobsen,Male,J. Buus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-03-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-03Z,active,yes,Jacob,Buus,177.0,NaN,2.0,Odense,67.0,NaN,NaN,NaN,NaN
14mwsmzsrmev2646t2gg22has,Rasmus,Brodersen,Male,R. Brodersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-03-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-15Z,active,yes,NaN,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN,NaN,NaN
18g25rcpd99fe1gvr48uoqmtw,Emil,Villumsen,Male,E. Villumsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-09-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,30.0,NaN,NaN,NaN,NaN,NaN,NaN
1icurh5jrnw1e6jdgqxjnhdnu,Gabriël,Çulhacı,Male,G. Çulhacı,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-12-30,Netherlands,6hzi5pltnz67q4la8yli9qfv6,2024-01-31Z,active,yes,Gabriël,Culhaci,178.0,left,5.0,Amsterdam,NaN,NaN,NaN,NaN,NaN
2fs672nah5a4taqxmh8i5iqz8,Jean,Abdo,Male,Jean Abdo,Lebanon,x78kryrxd9j9dfj4mtec292b,NaN,assistant coach,1997-10-24,Lebanon,x78kryrxd9j9dfj4mtec292b,2024-11-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2lc9bt5639t572il73e9y044,Dulat,Talyspayev,Male,D. Talyspayev,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,Goalkeeper,player,2005-08-23,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,2024-01-01Z,active,yes,NaN,NaN,188.0,right,12.0,NaN,NaN,NaN,NaN,NaN,NaN
2pm5oqzyonn0dysa5nszgq3xm,Hans Christian,Bonnesen,Male,H. Bonnesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-03-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-01Z,active,no,Hans,Bonnesen,NaN,NaN,4.0,NaN,NaN,NaN,NaN,2025-07-23Z,NaN
3mgrufy83uhzs9liw8pwxi784,Gabriel M.,Larsen,Male,G. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-12-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,28.0,NaN,NaN,NaN,NaN,NaN,NaN
3wu2xz4b1gx81bvn53pktoges,Ibrahim,Figuigui,Male,I. Figuigui,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-05-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-10-17Z,active,yes,NaN,NaN,186.0,right,33.0,NaN,NaN,NaN,NaN,NaN,NaN
444n8m1tirk6lp739iigw42c5,Marc,Rochester Sørensen,Male,M. Rochester,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1992-12-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-01Z,active,yes,Marc,Rochester,180.0,both,8.0,NaN,75.0,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN
4m7gr5z6b40dj02yrmlwgeluc,Sebastian,Larsen,Male,S. Larsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-05-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN,NaN,NaN
4ti8pdx03j8dh4mdb626ltmvo,Niklas,Jakobsen,Male,N. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-10-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-03-17Z,active,yes,NaN,NaN,NaN,NaN,21.0,NaN,NaN,NaN,NaN,NaN,NaN
5jv4a1295xd5oonpj9w9fy61g,Mustafa Abdulghani,Mohsin Salah,Male,M. Salah,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-02-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-03-06Z,active,yes,NaN,NaN,175.0,both,18.0,NaN,NaN,NaN,NaN,NaN,NaN
5nved2kta2hk8103hkyhq33hm,Mattias,Jakobsen,Male,M. Jakobsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-01Z,active,yes,Mattias,Jakobsen,NaN,NaN,22.0,NaN,NaN,NaN,NaN,NaN,NaN
619s1phj5bkgkug3aszc1y9cl,Mike,Lindemann Jensen,Male,M. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1988-02-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-02-01Z,active,yes,Mike,Jensen,177.0,right,7.0,NaN,75.0,NaN,NaN,NaN,Mike Jensen
67p0s4o54xcmiustgy8k5gljo,Silas,Hald,Male,S. Hald,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-09-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-05-05Z,active,yes,NaN,NaN,NaN,right,16.0,NaN,NaN,NaN,NaN,NaN,NaN
6gmm4awyvlf9p7jr9dvnmp0tm,Laurits,Bust Sørensen,Male,L. Bust,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-12-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN
6orujbbswf771s9rv0dcd8kd0,Basem,Alkhoudari,Male,B. Alkhoudari,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-10-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-10-22Z,active,yes,NaN,NaN,NaN,left,17.0,NaN,NaN,Iraq,1uzblzx1s42jn6zk6hivjzby8,NaN,NaN
74m58jsznzu8l89b8h7rkh1bd,Christian Emil,Tue Jensen,Male,C. Tue Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-03-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-09-01Z,active,yes,Christian,Jensen,NaN,NaN,10.0,NaN,NaN,NaN,NaN,NaN,NaN
7al9w77ailhli8g487tkl32tw,Mads,Westergren,Male,M. Westergren,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-06-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-01-23Z,active,yes,Mads,Westergren,191.0,right,23.0,Solrød Strand,NaN,NaN,NaN,NaN,NaN
7tijn3mz3caivct99bmp0q68k,Vinicius,Faloni Degn Pedersen,Male,V. Faloni,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2007-03-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-20Z,active,yes,NaN,NaN,NaN,NaN,25.0,NaN,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN
8qzac8nxm8nxbckdaisnooutw,Erkan,Semovski,Male,E. Semovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Attacker,player,2004-11-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-02-12Z,active,yes,NaN,NaN,181.0,NaN,19.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
abhfq12njxxutqjtb9zvcusyc,Mohamad Fakhri,Al Naser,Male,Mohamad Al Naser,Jordan,5067agkwm6luzilwyfwth1dic,Attacker,player,1997-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-09-03Z,active,yes,Mohamad,Fakhri Al Naser,NaN,left,11.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,Mohamad Fakhri Al Naser
bmvcofmie6om4muxij4kdkro4,Ifenna Benjamin,Dorgu,Male,I. Dorgu,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-08-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,Ifenna,Dorgu,175.0,left,27.0,NaN,68.0,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN
bnqw3m446pe19tgmnv2jcoatx,Nicklas,Pedersen,Male,N. Pedersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1987-10-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-19Z,active,yes,Nicklas,Pedersen,187.0,right,NaN,Køge,76.0,NaN,NaN,NaN,NaN
bwxxfcjd31gykfbpomwr1od90,Noah Emil,Sømmergaard,Male,N. Sømmergaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-08-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-17Z,active,yes,NaN,NaN,185.0,right,29.0,NaN,NaN,NaN,NaN,NaN,NaN
czudq621hgfprwetp10ckv9jo,Lukas,Rostgaard Achton,Male,L. Achton,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-03-06Z,active,yes,NaN,NaN,NaN,NaN,32.0,NaN,NaN,NaN,NaN,NaN,NaN
d2otdesf6fxo0zjmrenoi074k,Durmuş Efe,Bayrak,Male,E. Bayrak,Türkiye,6kd6webenogylfgwt2aa9l6vx,Defender,player,2006-12-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-01-01Z,active,yes,NaN,NaN,NaN,NaN,15.0,Køge,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
d2ukggo2v5jsw4pctznmaijo4,Alfred,Gøthler,Male,A. Gøthler,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-06-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-10-21Z,active,yes,NaN,NaN,NaN,NaN,20.0,NaN,NaN,NaN,NaN,NaN,NaN
dqqswfn9s1tdxjoslts8ks6xg,Berkant,Bayrak,Male,B. Bayrak,Türkiye,6kd6webenogylfgwt2aa9l6vx,Goalkeeper,player,2005-01-28,Türkiye,6kd6webenogylfgwt2aa9l6vx,2021-01-01Z,active,yes,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
egxik3guom123v43rthy89c7o,Viktor,Løvgren Sørensen,Male,V. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-06-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-01Z,active,yes,NaN,NaN,165.0,right,14.0,NaN,NaN,NaN,NaN,NaN,NaN
etv86c76faputyvch964nju38,Lukas,Schmidt,Male,L. Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-02-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-20Z,active,yes,NaN,NaN,NaN,NaN,31.0,NaN,NaN,NaN,NaN,NaN,NaN
k43cten7yb6p59yo0firhb84,Mads,Schütt Rasmussen,Male,M. Schütt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-04-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-05-31Z,active,yes,NaN,NaN,NaN,right,24.0,NaN,NaN,NaN,NaN,NaN,NaN
1fjkjzsei9slx2t4zhsqdkve1,Monday Bassey,Etim,Male,M. Etim,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-12-04,Nigeria,63pvdwrsiq5b07mzi8igqei9p,2024-07-18Z,active,no,Monday,Etim,175.0,NaN,9.0,Calabar,74.0,NaN,NaN,2025-09-02Z,NaN
1n4eldqa7h9jvcx1693zqu06i,Tobias,Arndal,Male,T. Arndal,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-09-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-02-18Z,active,yes,Tobias,Arndal,185.0,right,8.0,Odense,79.0,NaN,NaN,NaN,NaN
2cdn2zeoj2rfek6mxi25ngamt,Martin,Vingaard Hansen,Male,M. Vingaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1985-03-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-04-01Z,active,yes,Martin,Vingaard,180.0,NaN,NaN,Odense,70.0,NaN,NaN,NaN,NaN
2p4mbqt7hvjz5frre6b3nppl,Christian,Lønstrup,Male,C. Lønstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1971-04-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-01-01Z,active,yes,Christian,Lonstrup,186.0,NaN,NaN,Gentofte,NaN,NaN,NaN,NaN,NaN
2phxlmsssvyihji7tzi36ijo4,Niklas,Wilmerskov,Male,N. Wilmerskov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2tcdx5rp7vujnlid4oqqxdogk,Marinus,Due Grandt,Male,M. Due Grandt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN,6.0,NaN,NaN,NaN,NaN,NaN,NaN
2thd84jr3f1zwn19fwmbrpt04,Ulric Carl Brizard,Christensen,Male,U. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Unknown,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3avg1grraylzm6xjt5kt18is4,Mathias,Parrinello Veltz,Male,M. Veltz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1996-10-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-08-14Z,active,no,NaN,NaN,NaN,NaN,23.0,NaN,NaN,NaN,NaN,2025-08-25Z,NaN
3rok7i8nrt4yzx2melj4qiuqc,Solomon,Opoku,Male,S. Opoku,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN,14.0,NaN,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN
559w0q3q2smb3aeotyi724s9g,William Owen,Glindtvad,Male,W. Glindtvad,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-09-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-02-03Z,active,yes,William,Glindtvad,183.0,right,25.0,NaN,75.0,NaN,NaN,NaN,NaN
5dlh0fa9yo6z283w9p58xmnoq,Nicklas Bjerre,Schmidt,Male,N. Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1995-11-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-16Z,active,yes,NaN,NaN,NaN,NaN,12.0,NaN,NaN,NaN,NaN,NaN,NaN
5i6n6yne6fh410vk7p7kkokmi,Gregers,Arndal-Lauritzen,Male,G. Arndal-Lauritzen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1998-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-01Z,active,yes,Gregers,Arndal-Lauritzen,187.0,left,4.0,NaN,80.0,NaN,NaN,NaN,NaN
5x7mnku7nky0ojwfvmmqphl3o,Noah,Kretzschmar Nielsen,Male,N. Kretzschmar,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-08-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-09-01Z,active,yes,Noah,Kretzschmar,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5z7y55t2o577r8ki3i5855as,Jonathan,Witt,Male,J. Witt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-12-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2019-07-01Z,active,yes,NaN,NaN,NaN,NaN,7.0,NaN,NaN,NaN,NaN,NaN,NaN
7ck339p4vm40omvxzblra2zh0,Jonas,Lyshøj,Male,J. Lyshøj,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-03-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-06-25Z,active,yes,NaN,NaN,NaN,NaN,18.0,NaN,NaN,NaN,NaN,NaN,NaN
7l7f98nn8gohmdacsdb2labkk,Alessio,Alicino,Male,A. Alicino,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2001-10-12,Italy,25f2cmb2r8mk5rj92tzer6kvv,2023-07-20Z,active,yes,NaN,NaN,NaN,both,34.0,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN
81gka3mi69fh8gyehyy8xo9as,Cornelius,Allen,Male,C. Allen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-07-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-06-18Z,active,yes,NaN,NaN,NaN,NaN,3.0,NaN,NaN,NaN,NaN,NaN,NaN
8mswl5vzza12hylodrrsq3zvu,Adrian,Kappenberger,Male,A. Kappenberger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1996-08-25,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-15Z,active,yes,Adrian,Kappenberger,194.0,right,1.0,NaN,84.0,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN
9350utk4onh2hv5jznxqpkd7t,Rasmus,Kawiecky Møller,Male,R. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2023-07-11Z,active,yes,NaN,NaN,NaN,NaN,2.0,NaN,NaN,NaN,NaN,NaN,NaN
980b6b79t33imis1qh620p3is,Benjamin,Asare,Male,B. Asare,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-07-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2024-07-30Z,active,yes,NaN,NaN,190.0,right,38.0,NaN,NaN,NaN,NaN,NaN,NaN
9f468stxb2709elq74wr5y6fo,Marcus,Voigt,Male,M. Voigt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-08-01Z,active,yes,NaN,NaN,NaN,right,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9vdj7ooa6z62r1cfi1f44haay,Poul,Kallsberg,Male,P. Kallsberg,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,2003-02-04,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,2025-08-15Z,active,yes,Poul,Kallsberg,NaN,right,10.0,NaN,NaN,NaN,NaN,NaN,NaN
a5ixxqmfo537cvlb0a9x5n2ms,Victor,Rosendahl Dedes,Male,V. Dedes,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-03-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2025-06-16Z,active,yes,Victor,Dedes,181.0,left,27.0,NaN,68.0,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN
bpldj4qdzfdm1n739atcadbmc,Berzan,Kücükylidiz,Male,B. Kücükylidiz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-10-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN,20.0,NaN,NaN,NaN,NaN,NaN,NaN
bz76p441ynj57eytvsz9kmtck,Abdul Hakim,Sulemana,Male,A. Sulemana,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2005-02-19,Ghana,2q2sw72utw5gu9t5y4knckwba,2025-09-01Z,active,yes,Abdul,Sulemana,164.0,NaN,NaN,NaN,NaN,NaN,NaN,2026-06-30Z,NaN
