id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,position,type,countryOfBirth,countryOfBirthId,shirtNumber,status,active,dateOfBirth,height,placeOfBirth,weight,foot,knownName,secondNationality,secondNationalityId
6z5wuilw5slt067f8sam1yh91,Viktor Bjarki,Arnarsson,NaN,NaN,V. Arnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1983-01-22,NaN,NaN,NaN,NaN,NaN,NaN,NaN
73m8ud6v7yby3m8ktp7wuow0k,Birnir Breki,Burknason,Birnir,Burknason,B. Burknason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,active,yes,2006-06-04,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90ckmxko5ejjliy62mxhcqhg,Tumi,Þorvarsson,Tumi,Thorvarsson,T. Þorvarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,28.0,active,yes,2005-02-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92oh0zoo7xl4lg6mu5mjk3jdh,Atli,Arnarson,Atli,Arnarson,A. Arnarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,active,yes,1993-11-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9p3wbf4jfeqoq8np2uzf96hd6,Teitur,Magnússon,Teitur,Magnússon,T. Magnússon,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,24.0,active,no,2001-06-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bq76wwpxv4de72yyzzzew7y7d,Örvar,Eggertsson,Örvar,Eggertsson,Ö. Eggertsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,no,1999-02-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
civvv5ns1omb20m4omsdoiklx,Arnar Freyr,Ólafsson,Arnar,Ólafsson,A. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,active,yes,1993-03-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cvlnxfcxy57dvuhlo66jsb4a2,Eyþór Aron,Wöhler Lárusson,Eythór,Wöhler,E. Wöhler,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,active,no,2002-01-28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
db493bal3xocb3o1aae7c64us,Karl Ágúst,Karlsson,Karl,Karlsson,K. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,active,no,2007-05-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dchbnzrrm8g5mrv0e4gwg71be,Brynjar Snær,Pálsson,Brynjar,Pálsson,B. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,yes,2001-11-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dplldck8fd2r0gz15cocvjyl1,Ívar Örn,Jónsson,Ívar,Jónsson,Í. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,active,yes,1994-02-02,183.0,NaN,NaN,left,Ívar Jónsson,NaN,NaN
e42g1uivy9sp28kjpg759anyt,Arnþór Ari,Atlason,Arnthor,Atlason,A. Atlason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,8.0,active,yes,1993-10-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
eg25mhe4j8tx3mjdw9y9wdct0,Benedikt,Briem,Benedikt,Briem,B. Briem,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,12.0,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ejt6y6c028hs6pm39fvldah3o,Hákon Freyr,Jónsson,Hákon,Jónsson,H. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,active,no,2003-11-30,NaN,NaN,NaN,NaN,Hákon Jónsson,NaN,NaN
el8upjgq5zj3bpr6noak51o9g,Ómar Ingi,Guðmundsson,Ómar,Gudmundsson,Ó. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1986-04-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ou7ou7q8n9qikyt10w83cb2s,Eiður Atli,Rúnarsson,Eidur,Rúnarsson,E. Rúnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,active,no,2002-02-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1dlx1f8v5ais84i3i6hru31lh,Hallgrímur,Jónasson,Hallgrímur,Jónasson,H. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1986-05-04,184.0,Húsavík,80.0,right,NaN,NaN,NaN
1p2okbl0cghwhx0wwpxsw3jdh,Steinþór Freyr,Þórsteinsson,Steinthór,Thórsteinsson,S. Þórsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,active,no,1985-07-29,171.0,Kópavogur,68.0,right,NaN,NaN,NaN
1v1v7z7ej6broznjp1anupp90,Steingrímur,Örn Eiðsson,NaN,NaN,S. Örn Eiðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,assistant coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,1972-08-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2fes9y2veaugv2v8eue9okf84,Valdimar Logi,Sævarsson,Valdimar,Sævarsson,V. Sævarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,44.0,active,yes,2006-06-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2v5ix8pwgcdrb3v6tim1tl3is,Kristoffer,Forgaard Paulsen,Kristoffer,Paulsen,K. Paulsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,16.0,active,no,2004-01-31,192.0,NaN,NaN,NaN,NaN,NaN,NaN
381vrdne8tq32r6gu1hc5dp05,Steinþór Már,Auðunsson,Steinthór,Audunsson,S. Auðunsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,active,yes,1990-02-23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
385vnfpb2tpg3rd6yb4v0cout,Andri Fannar,Stefánsson,Andri,Stefánsson,A. Stefánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,yes,1991-04-22,176.0,NaN,NaN,right,NaN,NaN,NaN
3dmmttxuri43rqfzaa7rc76j9,Pætur,Joensson Petersen,Pætur,Petersen,P. Petersen,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,8.0,active,no,1998-03-29,NaN,NaN,NaN,NaN,Pætur Petersen,NaN,NaN
3h1pue77i6174qhu5o88i5dlg,Breki Hólm,Baldursson,Breki,Baldursson,B. Baldursson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,active,yes,2005-07-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4ck18i4d06tuemlgtoex8djop,Daníel,Hafsteinsson,Daníel,Hafsteinsson,D. Hafsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,yes,1999-11-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4e6t70lgpbaagndf7e1h9vjoq,Sveinn Margeir,Hauksson,Sveinn,Hauksson,S. Hauksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,active,yes,2001-11-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4nrw2ukm5nf6n6a16qdlrb5rd,Ívar Örn,Árnason,Ívar,Árnason,Í. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,active,yes,1996-04-12,NaN,NaN,NaN,NaN,Ívar Árnason,NaN,NaN
5htxts9xs8fxaz78eb1er4edx,Jóan Símun,Edmundsson,Jóan,Edmundsson,J. Edmundsson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Attacker,player,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,6.0,active,no,1991-07-26,185.0,Toftir,83.0,left,NaN,NaN,NaN
5w4htmknzrbnl4rsyl2aokt7t,Þórri Mar,Þórisson,Thórri,Thórisson,Þ. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,27.0,active,no,1999-08-13,NaN,NaN,NaN,NaN,Thórri Thórisson,NaN,NaN
6oid1zv8qh4b2d7c5aq75gvtg,Hrannar Mar,Steingrímsson,Hrannar,Steingrímsson,H. Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1992-06-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6pm05tn2ooqf3oe0e8kt6v578,Sindri,Sigurðarson,Sindri,Sigurdarson,S. Sigurðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2005-02-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6swftmu97i7gl9klctswzzhg4,Ingimar,Torbjørnsson Støle,Ingimar,Støle,I. Støle,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,active,yes,2004-01-19,NaN,NaN,NaN,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z
77zozbltxse3ywhz8pl0aw2y1,Jakob Snær,Árnason,Jakob,Árnason,J. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,29.0,active,yes,1997-07-04,NaN,NaN,NaN,NaN,Jakob Árnason,NaN,NaN
7omt89p24e3g7ps4vxl1vfk0k,Mikael Breki,Þórðarson,Mikael,Thórdarson,M. Þórðarson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,active,yes,2007-02-20,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7predrc434lbpkqstn96cpdsk,Gabriel Lukas Freitas,Meira,Gabriel,Meira,G. Meira,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,99.0,active,no,2006-07-31,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7upgxx5pkwolebhl5ulg1w50q,Birgir,Baldvinsson,Birgir,Baldvinsson,B. Baldvinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,2.0,active,yes,2001-01-10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8ryvjrt82qdrlk249wizk12vp,Ásgeir,Sigurgeirsson,Ásgeir,Sigurgeirsson,Á. Sigurgeirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,11.0,active,yes,1996-12-11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9yjo66p00q10dglppyg4yipzo,Sigurður Brynjar,Þórisson,Sigurdur,Thórisson,S. Þórisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,32.0,active,no,2004-01-13,NaN,NaN,NaN,NaN,Sigurdur Thórisson,NaN,NaN
ab8x9rhl4tef9mqz2uzzg6cix,Harley Bryn,Willard,Harley,Willard,H. Willard,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Midfielder,player,England,1fk5l4hkqk12i7zske6mcqju6,37.0,active,yes,1997-09-04,180.0,London,65.0,NaN,NaN,England,1fk5l4hkqk12i7zske6mcqju6
aini4vl9ne9db3fec9bzenhzp,Rodrigo,Gómez Mateo,Rodrigo,Gómez Mateo,Rodri,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,Spain,49ih1pwv3ahshdf8uzrimi54c,4.0,active,yes,1989-02-09,NaN,Orihuela,NaN,NaN,Rodri,NaN,NaN
b4ffy39rimcfhu66yflwba8t0,Ívar,Arnbro Þórhallsson,Ívar,Thórhallsson,Í. Þórhallsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,1.0,active,no,2006-05-25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
b7lfjjmdtaq9fd2dxfig6b8b9,Hrannar Björn,Steingrímsson,Hrannar,Steingrímsson,Hrannar Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,22.0,active,yes,1992-06-19,NaN,NaN,NaN,NaN,Hrannar Steingrímsson,NaN,NaN
bxu5dr1iczfweuxfupwtje7kl,Hallgrímur Mar,Steingrímsson,Hallgrímur,Steingrímsson,Hallgrímur Steingrímsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,10.0,active,yes,1990-10-02,NaN,NaN,NaN,NaN,Hallgrímur Steingrímsson,NaN,NaN
crl80qssuv2hd9lw79mr18qok,Björgvin Máni,Bjarnason,Björgvin,Bjarnason,B. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2004-05-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cym3dfnwose81msj6x0dnuoyd,Kristijan,Jajalo,Kristijan,Jajalo,K. Jajalo,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Goalkeeper,player,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,12.0,active,yes,1993-03-04,NaN,NaN,NaN,NaN,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp
d2gabd3340rs5oz5kfvrunrpw,Jóhann Mikael,Ingólfsson,Jóhann,Ingólfsson,J. Ingólfsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2007-03-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dzaqu4a0ruhe32nuwtfoyj52i,Bjarni,Aðalsteinsson,Bjarni,Adalsteinsson,B. Aðalsteinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,77.0,active,yes,1999-09-01,NaN,NaN,NaN,NaN,Bjarni Adalsteinsson,NaN,NaN
ebo940tm8dxj92toyt4gnkg7o,Árni Veigar,Árnason,Árni,Árnason,Á. Árnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2007-02-10,NaN,NaN,NaN,NaN,Árni Árnason,NaN,NaN
u66q1nwy5wrrvtkb6xk2h80l,Elfar Árni,Aðal­steins­son,Elfar,Adalsteinsson,E. Aðal­steins­son,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,active,yes,1990-08-12,NaN,NaN,NaN,NaN,Elfar Adalsteinsson,NaN,NaN
w28d5hfi86ynsg35024ssnah,Alex Freyr,Elísson,Alex,Elísson,A. Elísson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,active,no,1997-10-09,NaN,NaN,NaN,right,NaN,NaN,NaN
y7xdxkfg2xgix4kdebwa9psl,Dušan,Brković,Dusan,Brkovic,D. Brković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,Serbia,5w4ve503bjdsshwx9ho6jxzx0,3.0,active,no,1989-01-20,182.0,Užice,80.0,right,NaN,NaN,NaN
19hzpe1n577d6o8ammvronswk,Eiður Baldvin,Baldvinsson,Eidur,Baldvinsson,E. Baldvinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2004-08-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1qy1fe9abj8m4y69ug10tdh3p,Atli,Sigurjónsson,Atli,Sigurjónsson,A. Sigurjónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,23.0,active,yes,1991-07-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1xqlj7mfn2mmosi4iaaptzo5w,Magnús Valur,Valþórsson,Magnús,Valþórsson,M. Valþórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2ebmq7lsmgpld94c0qdbezotm,Finnur Tómas,Pálmason,Finnur,Pálmason,F. Pálmason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,7.0,active,yes,2001-02-12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2hkicgp8zeqz4fif67rdhg2c5,Kristinn,Jónsson,Kristinn,Jónsson,K. Jónsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,19.0,active,no,1990-08-04,174.0,NaN,74.0,left,Kristinn Jónsson,NaN,NaN
2lsv3xzudv78cddzsvl76zgx6,Pontus Karl Algot,Lindgren,Pontus,Lindgren,P. Lindgren,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,Sweden,1z6l2c33w2kyz9rdefs1d68nb,15.0,active,no,2000-12-13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2q6sb58hub7xdy96endeu5v1m,Jóhannes Kristinn,Bjarnason,Jóhannes,Bjarnason,J. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,4.0,active,yes,2005-02-24,NaN,NaN,NaN,right,Jóhannes Bjarnason,NaN,NaN
4arnwf84ujrp9m3eap6u02plg,Viktor Orri,Guðmundsson,Viktor,Gudmundsson,V. Guðmundsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,30.0,active,yes,NaN,NaN,NaN,NaN,NaN,Viktor Gudmundsson,NaN,NaN
4kxcncxtl34rjdsvg6nem9re1,Simen,Lillevik Kjellevold,Simen,Lillevik,S. Lillevik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,1.0,active,no,1994-11-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4vpytltbg9ojlh4zp8qtifoq1,Sigurður Bjartur,Hallsson,Sigurdur,Hallsson,S. Hallsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,33.0,active,no,1999-09-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5iizc6makgt9rxoz8un3hjv1l,Ægir Jarl,Jónasson,Ægir,Jónasson,Æ. Jónasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,14.0,active,no,1998-03-08,NaN,NaN,NaN,right,NaN,NaN,NaN
5rx96hv9nc6oub1cvua5h26i2,Ole Martin,Nesselquist,NaN,NaN,O. Nesselquist,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,active,no,1993-06-24,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6vvif14zd0corqwdfzsnbx6hg,Rúrik,Gunnarsson,Rúrik,Gunnarsson,R. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,yes,2005-03-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6wl9x60uqcaqmkqjykwclt1m2,Luke Morgan Conrad,Rae,Luke,Rae,L. Rae,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,England,1fk5l4hkqk12i7zske6mcqju6,17.0,active,yes,2000-12-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6zkf8tic6nro08uaklod19t61,Stefán Árni,Geirsson,Stefán,Geirsson,S. Geirsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,9.0,active,yes,2000-11-06,NaN,NaN,NaN,NaN,NaN,NaN,NaN
71blmimt1xkib6l1oerimsefo,Jón Arnar,Sigurðsson,Jón,Sigurdsson,J. Sigurðsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,25.0,active,no,2007-05-03,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7djiu062df2mock06lrukjw0l,Aron Snær,Friðriksson,Aron,Fridriksson,A. Friðriksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,13.0,active,no,1997-01-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82r01yf1nmp0goby07719ln11,Beitir,Ólafsson,Beitir,Ólafsson,B. Ólafsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Goalkeeper,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1986-07-02,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8cujog9nbsn2kafq1yw809rai,Birgir Steinn,Styrmisson,Birgir,Styrmisson,B. Styrmisson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,21.0,active,yes,2004-06-07,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90wkclyap4w8q4qv29btwzh05,Grétar Snær,Gunnarsson,Grétar,Gunnarsson,G. Gunnarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,6.0,active,no,1997-01-08,NaN,NaN,NaN,NaN,Grétar Gunnarsson,NaN,NaN
92mfx74bv9bd1cqi34i9wf40k,Benoný,Breki Andrésson,Benoný,Andrésson,B. Andrésson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,20.0,active,yes,2005-08-03,NaN,NaN,NaN,NaN,Benoný Andrésson,NaN,NaN
94t1sbb9p3vaw296h86gmxv8q,Jakob Franz,Pálsson,Jakob,Pálsson,J. Pálsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,5.0,active,no,2003-01-07,NaN,NaN,NaN,NaN,Jakob Pálsson,NaN,NaN
9o5q2frdb3ah9fzeyhgumftre,Benedikt,Jóhannsson,Benedikt,Jóhannsson,B. Jóhannsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Attacker,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,2001-12-09,NaN,NaN,NaN,NaN,NaN,NaN,NaN
a1q3qx9smyrvy53n8e30wcr85,Rúnar,Kristinsson,Rúnar,Kristinsson,R. Kristinsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,active,no,1969-09-05,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c5cp8m7dagu09rr6vgwnp4tsl,Kennie,Knak Chopart,Kennie,Chopart,K. Chopart,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,Denmark,5adf60vwiw2f2mibyq1k4ex7i,11.0,active,no,1990-06-01,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c7vt71wbrxc5csp2crih30c7p,Olav,Øby,Olav,Øby,O. Øby,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,Norway,7f16iy4w8u8ogyn6pfooqwv5z,8.0,active,no,1994-10-13,181.0,Sarpsborg,76.0,right,NaN,NaN,NaN
ckzczxjb1jmzz6gby40l6onbo,Lúkas Magni,Magnason,Lúkas Magni,Magnason,L. Magnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,15.0,active,yes,2005-02-18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
d00nw11kd9t8dg42btdx3ou8k,Hrafn,Tómasson,Hrafn,Tómasson,H. Tómasson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,26.0,active,yes,2003-07-15,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dugvnlvkjsqwmhha5q8eox6uh,Aron Kristófer,Lárusson,Aron,Lárusson,A. Lárusson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,18.0,active,yes,1998-09-17,NaN,Akureyri,NaN,NaN,NaN,NaN,NaN
eeg5vkl134psossocp3qz3x05,Theodór Elmar,Bjarnason,Elmar,Bjarnason,E. Bjarnason,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,16.0,active,yes,1987-03-04,183.0,Reykjavík,78.0,right,Elmar Bjarnason,NaN,NaN
