id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,startDate,endDate,status,active,secondNationality,secondNationalityId,position,shirtNumber,knownName,dateOfDeath
64530alpz2hqoawb8sqjm4and,Luka,Gojković,Luka,Gojkovic,Male,L. Gojković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,1999-11-28,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,2024-06-18Z,NaN,active,yes,NaN,NaN,Midfielder,28.0,NaN,NaN
67hfaalys0ni4x45wgwoa2oh6,Claudiu Adrian Mihai,Petrila,Claudiu,Petrila,Male,C. Petrila,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-11-07,Sânnicolau Român,Romania,17oj2qrzqlkhdjvazum10sx2i,176.0,NaN,right,2023-08-06Z,NaN,active,yes,NaN,NaN,Midfielder,10.0,NaN,NaN
6ebc7gdcbsfoaooi2coc3vvv8,Octavian Andrei,Cepoi,Octavian,Cepoi,Male,O. Cepoi,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2006-05-30,Petroșani,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-04-14Z,2025-02-09Z,active,no,NaN,NaN,Attacker,NaN,NaN,NaN
6eihgsjwhpxdcmt80nubanm6s,Radu Andrei,Maria,NaN,NaN,Male,R. Maria,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-02-20,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-01Z,2025-01-31Z,active,no,NaN,NaN,Defender,NaN,NaN,NaN
6fhmnxujo1wxgmob0f1ubor56,Timotej,Jambor,Timotej,Jambor,Male,T. Jambor,Slovakia,7dybe8679n9bgyrcxi383pq3y,player,2003-04-04,NaN,Slovakia,7dybe8679n9bgyrcxi383pq3y,187.0,NaN,NaN,2024-06-28Z,2025-01-25Z,active,no,NaN,NaN,Attacker,18.0,NaN,NaN
6jkvlv555elh6iz9opb67huqd,Răzvan Constantin,Oaidă,Razvan,Oaida,Male,R. Oaidă,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-03-02,Petroșani,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,70.0,right,2023-06-13Z,2024-09-18Z,active,no,NaN,NaN,Midfielder,26.0,NaN,NaN
6mwgy87ru95p52dgb4rjbhyzu,Răzvan Philippe,Onea,Razvan,Onea,Male,R. Onea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-05-19,Paris,France,7gww28djs405rfga69smki84o,177.0,NaN,right,2022-01-12Z,NaN,active,yes,France,7gww28djs405rfga69smki84o,Defender,19.0,NaN,NaN
6rjpbkrfvohssisqj33mgf02c,Alexandru Cristian,Stan,Alexandru,Stan,Male,A. Stan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-09-25,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-10Z,2025-01-14Z,active,no,NaN,NaN,Attacker,30.0,NaN,NaN
72a5acoyozt5gsmcs1gqj6mi2,Cătălin Alin,Vulturar,Catalin,Vulturar,Male,C. Vulturar,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-03-09,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,181.0,NaN,right,2024-07-01Z,NaN,active,yes,NaN,NaN,Midfielder,15.0,NaN,NaN
7o3r47e6xani3j1o0le7cdoet,Christopher,Braun,Christopher,Braun,Male,C. Braun,Germany,36min0qztu8eydwvpv8t1is0m,player,1991-07-15,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,179.0,NaN,both,2023-06-13Z,NaN,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,47.0,NaN,NaN
7sq6jlg1jq1e8pt0xyujqjdgp,Claudiu Valentin,Micovschi,Claudiu,Micovschi,Male,C. Micovschi,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-05-19,Oradea,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,NaN,left,2024-06-18Z,NaN,active,yes,NaN,NaN,Midfielder,7.0,NaN,NaN
8258vsqzv0en8n46fzfdny0a1,Florent,Hasani,Florent,Hasani,Male,F. Hasani,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,1997-03-30,Vushtrri,Kosovo,86u6edbqifdjsn49mbp2anw7p,183.0,75.0,NaN,2024-01-16Z,2025-02-08Z,active,no,NaN,NaN,Attacker,NaN,NaN,NaN
89aq4p8wjb7dcek6h9296tgwl,Octavian,Chihaia,Octavian,Chihaia,Male,O. Chihaia,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1981-03-18,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-20Z,2025-06-02Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
8byp1lyd4twbvremuoip7zfv8,Albion,Rrahmani,Albion,Rrahmani,Male,A. Rrahmani,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2000-08-31,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,187.0,NaN,both,2023-08-07Z,2024-08-19Z,active,no,NaN,NaN,Attacker,9.0,NaN,NaN
8d6fvzmgj7ju59voq0yc86n3e,Jayson Jordan Julien Romain,Papeau,Jayson,Papeau,Male,J. Papeau,France,7gww28djs405rfga69smki84o,player,1996-06-30,Melun,France,7gww28djs405rfga69smki84o,179.0,NaN,right,2022-07-22Z,2024-09-10Z,active,no,Guadeloupe,4u7nk4lz0pms78k7jjbjwvgce,Midfielder,96.0,NaN,NaN
8x7be6lxskh4h1bisdrlqbg7p,Cristian Marian,Manea,Cristian,Manea,Male,C. Manea,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1997-08-09,Agigea,Romania,17oj2qrzqlkhdjvazum10sx2i,183.0,77.0,right,2024-06-24Z,NaN,active,yes,NaN,NaN,Defender,23.0,NaN,NaN
8xpx96e6l8bwopy1x497087o5,Dinu Bogdan,Moldovan,Dinu,Moldovan,Male,D. Moldovan,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1990-05-03,Alba Iulia,Romania,17oj2qrzqlkhdjvazum10sx2i,188.0,72.0,both,2025-03-20Z,2025-06-30Z,active,no,NaN,NaN,Goalkeeper,NaN,NaN,NaN
922dtb3ppvsgvzysfjwg86jmx,Diogo Alexandre,de Almeida Mendes,Diogo Alexandre,de Almeida Mendes,Male,Diogo Mendes,Cabo Verde,7235kgq23bu1v4qwk491u58h0,player,1998-01-24,Faro,Portugal,1nbm5i9a0403zzvltn17lxinc,186.0,78.0,right,2024-08-06Z,NaN,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,66.0,Diogo Mendes,NaN
933igop1dhpmqez0b9s5l7pat,Paul Alexandru,Iacob,Paul,Iacob,Male,P. Iacob,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1996-06-21,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,184.0,80.0,NaN,2022-06-03Z,2025-02-20Z,active,no,NaN,NaN,Defender,6.0,NaN,NaN
94jrke415kozp4ycyq1u5ysbt,Filip,Blažek,Filip,Blazek,Male,F. Blažek,Slovakia,7dybe8679n9bgyrcxi383pq3y,player,1998-03-11,Skalica,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,84.0,right,2024-06-28Z,2025-01-10Z,active,no,NaN,NaN,Defender,36.0,NaN,NaN
993z9xoiepmmt6w4qlc3i68yx,Denis,Ciobotariu,Denis,Ciobotariu,Male,D. Ciobotariu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-06-10,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,185.0,NaN,right,2025-01-14Z,NaN,active,yes,NaN,NaN,Defender,13.0,NaN,NaN
9g834yhraytmjoxb15098ey95,Mihai-Alexandru,Dobre,Alex,Dobre,Male,A. Dobre,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-08-30,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,178.0,71.0,right,2024-10-07Z,NaN,active,yes,NaN,NaN,Attacker,29.0,NaN,NaN
9kdoy69kqzaof5cqy4mhabfft,Mihai Marian,Aioani,Marian,Aioani,Male,M. Aioani,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1999-11-07,Buftea,Romania,17oj2qrzqlkhdjvazum10sx2i,186.0,NaN,NaN,2024-01-23Z,NaN,active,yes,NaN,NaN,Goalkeeper,16.0,NaN,NaN
9myom09gva29cafis8whnaf4k,Rareș Mihai,Pop,Rares,Pop,Male,R. Pop,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-06-14,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,60.0,right,2024-06-18Z,NaN,active,yes,NaN,NaN,Midfielder,55.0,NaN,NaN
9qjab831lceuzrrfn5rr2xzop,Alexandru Ștefan,Pașcanu,Alexandru,Pascanu,Male,A. Pașcanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-09-28,Bârlad,Romania,17oj2qrzqlkhdjvazum10sx2i,187.0,NaN,left,2024-07-29Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,Defender,5.0,NaN,NaN
9u4923q5x9ob5srpmta1yp3x0,George Adrian,Briciu,Adrian,Briciu,Male,A. Briciu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-08-17,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,190.0,78.0,NaN,2024-05-18Z,NaN,active,yes,NaN,NaN,Goalkeeper,31.0,NaN,NaN
a2qu883mibccm3ap7z9lvhai2,Borisav,Burmaz,Borisav,Burmaz,Male,B. Burmaz,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,2001-04-21,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,2024-01-16Z,NaN,active,yes,NaN,NaN,Attacker,11.0,NaN,NaN
b178ezm4sfqnvxql10ui2mcfe,Ciprian Marius,Niţă,Marius,Nita,Male,C. Niţă,Romania,17oj2qrzqlkhdjvazum10sx2i,assistant coach,1984-08-24,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-09-10Z,2024-08-20Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
bgmcdjuiyp13eahkgtjcylfys,Andrei Petru Cristian,Șucu,Andrei,Sucu,Male,A. Șucu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2008-12-26,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-23Z,NaN,active,yes,NaN,NaN,Midfielder,50.0,NaN,NaN
bjprfeyv38xb284im3yuu3u21,Aaron Salem,Boupendza Pozzi,Aaron,Boupendza,Male,A. Boupendza,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,player,1996-08-07,Moanda,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,180.0,77.0,left,2024-09-12Z,2025-01-30Z,died,no,NaN,NaN,Attacker,45.0,NaN,2025-04-16
bl6uq3fvylco5rnk4g6510sno,Sebastian Andrei,Borza,Andrei,Borza,Male,A. Borza,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-11-12,Năvodari,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-08-15Z,NaN,active,yes,NaN,NaN,Defender,24.0,NaN,NaN
bms2vjgaqhdtv37kh70k02zmx,Abdul Kader,Keïta,Kader,Keita,Male,K. Keïta,Côte d'Ivoire,tin6kf561ywonqan0mettr98,player,2000-11-06,NaN,France,7gww28djs405rfga69smki84o,177.0,NaN,right,2025-02-10Z,2025-06-30Z,active,no,France,7gww28djs405rfga69smki84o,Midfielder,18.0,NaN,NaN
bojt6aonaocgnpi9qqcisllw4,David,Akpan Ankeye,David,Ankeye,Male,D. Ankeye,Nigeria,63pvdwrsiq5b07mzi8igqei9p,player,2002-05-22,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,191.0,84.0,right,2025-01-20Z,2025-06-30Z,active,no,NaN,NaN,Attacker,30.0,NaN,NaN
crsp1hj87a2r0n3frhu5ec4yc,Gabriel,Gheorghe,Gabriel,Gheorghe,Male,G. Gheorghe,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2006-10-12,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-08-19Z,2024-08-30Z,active,no,NaN,NaN,Midfielder,29.0,NaN,NaN
d13v9om3o119sed3bqfrj04k4,Robert Gabriel,Bădescu,Robert,Badescu,Male,R. Bădescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-04-02,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-01-01Z,NaN,active,yes,NaN,NaN,Defender,3.0,NaN,NaN
di5ey0feklscfgpfzx9r2pus4,George Bogdan,Ungureanu,Bogdan,Ungureanu,Male,B. Ungureanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2007-04-01,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-08-12Z,2024-12-31Z,active,no,NaN,NaN,Goalkeeper,99.0,NaN,NaN
e3xu4c2u68daw3mx0xkrij6l0,Sebastian George Marian,Banu,Sebastian,Banu,Male,S. Banu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2008-01-10,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2025-05-23Z,NaN,active,yes,NaN,NaN,Midfielder,52.0,NaN,NaN
esvvmg3f8x5f384we3jw95byt,Marius,Şumudică,Marius,Sumudica,Male,M. Şumudică,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1971-03-04,Bucureşti,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-08-21Z,2025-05-20Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
f42zx27g12639de74gse14p2h,Cristian,Petre,Cristian,Petre,Male,C. Petre,Romania,17oj2qrzqlkhdjvazum10sx2i,assistant coach,1967-11-15,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-08-20Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
f4mw2u92474zjsk6wvkrmd9be,Constantin,Grameni,Constantin,Grameni,Male,C. Grameni,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-10-23,Constanța,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,72.0,left,2024-09-15Z,NaN,active,yes,NaN,NaN,Midfielder,8.0,NaN,NaN
f4x837wbix4d1g1pk9m7xurys,Omar Sayed Mohamed,Mahmoud El Sawy,Omar,El Sawy,Male,O. El Sawy,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-03-16,Târgu Mureș,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-06-13Z,2024-09-21Z,active,no,Egypt,42vt7mha0thcwd0ihw3p29x5i,Midfielder,91.0,NaN,NaN
ptht4jdj6qndjw2t5zpdr26t,Neil Francis,Lennon,Neil,Lennon,Male,N. Lennon,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,coach,1971-06-25,Lurgan,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,175.0,NaN,NaN,2024-05-20Z,2024-08-20Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
uch0t6mp3zpqtyjbj5dfutxw,Eduard,Dănilă,Eduard,Danila,Male,E. Dănilă,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2006-03-14,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,2024-08-03Z,active,no,NaN,NaN,Midfielder,NaN,NaN,NaN
vp6h0xp021cxx19930t67omi,Ștefan Călin,Pănoiu,Stefan,Panoiu,Male,Ș. Pănoiu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-09-23,Râmnicu Vâlcea,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-07-01Z,2024-08-12Z,active,no,NaN,NaN,Midfielder,17.0,NaN,NaN
1lndkkiboh743i71r98zyprdh,Cristian Marian,Bărbuț,Cristian,Barbut,Male,C. Bărbuț,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1995-04-22,Timişoara,Romania,17oj2qrzqlkhdjvazum10sx2i,166.0,60.0,both,2024-07-10Z,NaN,active,yes,NaN,NaN,Attacker,23.0,NaN,NaN
23jxec7xkak2fhs9psh81njai,Petru,Neagu,Petru,Neagu,Male,P. Neagu,Moldova,389mdnq78a55g2gr040a3mmtj,player,1999-08-13,NaN,Moldova,389mdnq78a55g2gr040a3mmtj,NaN,NaN,NaN,2025-02-03Z,2025-06-30Z,active,no,Romania,17oj2qrzqlkhdjvazum10sx2i,Attacker,27.0,NaN,NaN
2axtgjc24qlxxsasr07cq4mqc,Cristian Ștefan,Ciupercă,Cristian,Ciuperca,Male,C. Ciupercă,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-05-12,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2020-07-01Z,2024-08-01Z,active,no,NaN,NaN,Goalkeeper,25.0,NaN,NaN
2edx7tmmgbo1jrt0npojidk2d,Florinel Valentin,Ibrian,Florinel,Ibrian,Male,F. Ibrian,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1993-09-14,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,179.0,72.0,NaN,2017-09-04Z,NaN,active,yes,NaN,NaN,Defender,21.0,NaN,NaN
2rauk342fm2yqtx3ltgdyf2ll,Sekou,Camara,Sekou,Camara,Male,S. Camara,Guinea,4i9sg55wigitrfx7290f59ceo,player,1997-07-20,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,NaN,NaN,2024-06-24Z,2025-01-17Z,active,no,NaN,NaN,Attacker,17.0,NaN,NaN
3e6yron3q33svmd0og9so1tqt,Gabriel,Lazăr,Gabriel,Lazar,Male,G. Lazăr,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1991-07-04,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2019-07-01Z,2024-12-31Z,active,no,NaN,NaN,Defender,14.0,NaN,NaN
4dalhq4z55w9y4x6jua35k76y,Daniel Marius,Şerbănică,Daniel,Serbanica,Male,D. Şerbănică,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1996-06-25,Pitești,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2024-06-18Z,NaN,active,yes,NaN,NaN,Defender,29.0,NaN,NaN
4ketrejl0saybyzeiyf3zstsl,Dmytro,Pospelov,Dmytro,Pospelov,Male,D. Pospelov,Ukraine,315w6fk6umfzf4qvba3t55u61,player,1991-10-19,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,178.0,74.0,NaN,2023-07-26Z,2025-06-30Z,active,no,NaN,NaN,Defender,60.0,NaN,NaN
4mwwcjl0g0kw75m4w07x1d5ka,Ariel Ignacio,López Varela,Ariel,López,Male,A. López,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,player,1995-05-26,Montevideo,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,181.0,NaN,right,2024-06-18Z,2025-06-30Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,5.0,NaN,NaN
4q28lr7dechtlw4c39wbwwyxh,Stefan,Krell,Stefan,Krell,Male,S. Krell,Austria,hcs1bd49qliqqity6o268jyt,player,1992-06-12,NaN,Austria,hcs1bd49qliqqity6o268jyt,189.0,NaN,right,2024-06-19Z,2025-06-30Z,active,no,NaN,NaN,Goalkeeper,1.0,NaN,NaN
50gkeyb96hmgb5bjc5lfiqstm,Paolo,Medina Etienne,Paolo,Medina,Male,P. Medina,Mexico,5trdr3jf42i20zj1hnkvcytr6,player,1999-05-28,Orizaba,Mexico,5trdr3jf42i20zj1hnkvcytr6,177.0,66.0,right,2024-06-18Z,2025-06-30Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,15.0,NaN,NaN
5jqpaezbxkymi3lixcdjt3gtl,Rassambeck,Akhmatov,Rassambek,Akhmatov,Male,R. Akhmatov,France,7gww28djs405rfga69smki84o,player,1996-05-31,NaN,France,7gww28djs405rfga69smki84o,170.0,68.0,NaN,2025-01-28Z,2025-06-30Z,active,no,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,17.0,NaN,NaN
5opk1k2xm439iyjp3oghextlg,Christ,Nkama Afalna,Christ,Afalna,Male,C. Afalna,Cameroon,4eb9feio6u267dd1jcwaf38mt,player,1998-07-12,NaN,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,NaN,2022-07-01Z,NaN,active,yes,NaN,NaN,Attacker,98.0,NaN,NaN
5z6scumxoa4ukhuh7qyd54voq,Alexandru Ionuț,Dinu,Alexandru,Dinu,Male,A. Dinu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1998-04-08,Caracal,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2022-07-01Z,NaN,active,yes,NaN,NaN,Defender,4.0,NaN,NaN
6w6ivye4rtw9kky9p6or1nu1h,Constantin Adrian,Toma,Constantin,Toma,Male,C. Toma,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1987-03-23,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,left,2015-07-01Z,NaN,active,yes,NaN,NaN,Defender,10.0,NaN,NaN
6xr9ammgpc47o6ttjvexky162,Enache,Costea,Enache,Costea,Male,E. Costea,Romania,17oj2qrzqlkhdjvazum10sx2i,assistant coach,1983-09-10,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-06-08Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN,NaN
87s0r74sas654fpl5r7tz9xw,Raul George,Iancu,Raul,Iancu,Male,R. Iancu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-03-20,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,Defender,23.0,NaN,NaN
8czzirtqwsgyg3cm2eg70t79w,Laurențiu Constantin,Vlăsceanu,Laurentiu,Vlasceanu,Male,L. Vlăsceanu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2005-05-29,NaN,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-07-01Z,2025-06-30Z,active,no,NaN,NaN,Defender,7.0,NaN,NaN
8k30urkv95hzgtxp1xjvgygnp,Marius Paul,Antoche,Paul,Antoche,Male,P. Antoche,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1992-06-21,Broşteni,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,68.0,right,2024-06-18Z,NaN,active,yes,NaN,NaN,Midfielder,6.0,NaN,NaN
8syd4mwueffcqgeg0ikhfknbo,Ștefan Cristian,Georgescu,Stefan,Georgescu,Male,Ș. Georgescu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2001-09-30,Plopeni,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-06-16Z,2025-06-30Z,active,no,NaN,NaN,Goalkeeper,86.0,NaN,NaN
94jrke415kozp4ycyq1u5ysbt,Filip,Blažek,Filip,Blazek,Male,F. Blažek,Slovakia,7dybe8679n9bgyrcxi383pq3y,player,1998-03-11,Skalica,Slovakia,7dybe8679n9bgyrcxi383pq3y,189.0,84.0,right,2025-01-10Z,2025-06-30Z,active,no,NaN,NaN,Defender,14.0,NaN,NaN
9hpjco3stvujss5np5pkxkdzp,Adrian Dumitru,Mihalcea,Adrian,Mihalcea,Male,A. Mihalcea,Romania,17oj2qrzqlkhdjvazum10sx2i,coach,1976-05-24,Slobozia,Romania,17oj2qrzqlkhdjvazum10sx2i,180.0,80.0,NaN,2023-06-08Z,2025-06-05Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN
9oe8hkf073webbx9ovc7xcep6,Ionuţ Viorel,Coadă,Ionut,Coada,Male,I. Coadă,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1997-05-07,Drobeta Turnu Severin,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2021-06-16Z,NaN,active,yes,NaN,NaN,Midfielder,8.0,NaN,NaN
ah3ok27jqwi5ycykstxi6374l,Denis,Rusu,Denis,Rusu,Male,D. Rusu,Moldova,389mdnq78a55g2gr040a3mmtj,player,1990-08-02,Chişinău,Moldova,389mdnq78a55g2gr040a3mmtj,182.0,76.0,NaN,2023-06-24Z,NaN,active,yes,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,12.0,NaN,NaN
az0k3c5uu9fi38mi03a0nl591,Florin Flavius,Purece,Florin,Purece,Male,F. Purece,Romania,17oj2qrzqlkhdjvazum10sx2i,player,1991-11-06,Arad,Romania,17oj2qrzqlkhdjvazum10sx2i,182.0,75.0,left,2024-01-15Z,NaN,active,yes,NaN,NaN,Midfielder,30.0,NaN,NaN
b95aye5e2ftmom15zlm2d85w5,Adnan,Aganović,Adnan,Aganovic,Male,A. Aganović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1987-10-03,Dubrovnik,Croatia,37hlakrwxyuzovaeoo4sezusp,181.0,77.0,right,2024-07-06Z,NaN,active,yes,NaN,NaN,Midfielder,77.0,NaN,NaN
bf12w44ndq105vw0m1kea6rfu,Ovidiu Ioan,Perianu,Ovidiu,Perianu,Male,O. Perianu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2002-04-16,Bârlad,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,67.0,right,2024-06-18Z,2025-06-30Z,active,no,NaN,NaN,Midfielder,20.0,NaN,NaN
c6et7ulf1i8cxep34pt0yu4lx,Jordan Youri,Gele,Jordan,Gele,Male,J. Gele,France,7gww28djs405rfga69smki84o,player,1992-09-16,Houilles,France,7gww28djs405rfga69smki84o,192.0,91.0,right,2024-06-18Z,2025-02-10Z,active,no,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,11.0,NaN,NaN
d82u0u8y24ica6dkmuetstiei,Mihăiţă,Lemnaru,Mihaita,Lemnaru,Male,M. Lemnaru,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2000-07-14,Timișoara,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,Midfielder,22.0,NaN,NaN
dqc1eqmwe00wturh39maiwwes,Andrei Cristian,Dorobanțu,Andrei Cristian,Dorobantu,Male,A. Dorobanțu,Romania,17oj2qrzqlkhdjvazum10sx2i,player,2004-08-29,București,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,NaN,2021-07-01Z,NaN,active,yes,NaN,NaN,Defender,2.0,NaN,NaN
du99hpqe1ikml2wohv8ei0hxx,Bachana,Arabuli,Bachana,Arabuli,Male,B. Arabuli,Georgia,55mqz7j6585f2jhgfhn62lomr,player,1994-01-05,Tbilisi,Georgia,55mqz7j6585f2jhgfhn62lomr,188.0,NaN,left,2025-04-01Z,2025-06-30Z,active,no,NaN,NaN,Attacker,45.0,NaN,NaN
e2xslbvepma8sc9vferpvxzh1,Jakub,Vojtuš,Jakub,Vojtus,Male,J. Vojtuš,Slovakia,7dybe8679n9bgyrcxi383pq3y,player,1993-10-22,Spisska Nova Ves,Slovakia,7dybe8679n9bgyrcxi383pq3y,186.0,NaN,both,2025-02-23Z,2025-06-30Z,active,no,NaN,NaN,Attacker,11.0,NaN,NaN
