id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,startDate,endDate,status,active,position,shirtNumber,secondNationality,secondNationalityId,height,weight,foot,knownName,dateOfDeath
b8tlcknm7obsb2jbrad4q4zdg,Krešimir,Nazor,Kresimir,Nazor,Male,K. Nazor,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-07-26,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-01Z,2024-06-30Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bbkcyugnxnw3urijhbnq27ytw,Borna,Buljan,Borna,Buljan,Male,B. Buljan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-04-05,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-10-10Z,2025-02-15Z,active,no,Goalkeeper,40.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
bfc8admmpglbfwh55j0l173yt,Ivan,Leko,Ivan,Leko,Male,I. Leko,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1978-02-07,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-12-31Z,2023-10-23Z,active,no,NaN,NaN,NaN,NaN,179.0,77.0,left,NaN,NaN
bhtidrz3x054kpi4q0zqjo0r9,Filip,Krovinović,Filip,Krovinovic,Male,F. Krovinović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-08-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-07-19Z,NaN,active,yes,Midfielder,23.0,NaN,NaN,175.0,69.0,right,NaN,NaN
btro619ucs5afpy7ka5o9uytx,Nikola,Kalinić,Nikola,Kalinic,Male,N. Kalinić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1988-01-05,Solin,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-01Z,2024-06-30Z,active,no,Attacker,9.0,NaN,NaN,187.0,79.0,right,Nikola Kalinic,NaN
bz25hdnyf6wslzyy2zpie025l,Mihael,Žaper,Mihael,Zaper,Male,M. Žaper,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-08-11,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-09-04Z,2025-08-27Z,active,no,Midfielder,6.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c2akf8cn1t0uqjoqbf601cu6t,Ivan,Lučić,Ivan,Lucic,Male,I. Lučić,Austria,hcs1bd49qliqqity6o268jyt,player,1995-03-23,Wien,Austria,hcs1bd49qliqqity6o268jyt,2022-11-30Z,NaN,active,yes,Goalkeeper,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,194.0,98.0,right,NaN,NaN
cn0bkahc8qyvnp7l6i75czemt,Dino,Mikanović,Dino,Mikanovic,Male,D. Mikanović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-05-07,Nova Gradiška,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-01-28Z,2024-06-06Z,active,no,Defender,24.0,NaN,NaN,174.0,70.0,right,NaN,NaN
ctxk3yjb66z6yggo63ee1zluy,Mislav,Karoglan,Mislav,Karoglan,Male,M. Karoglan,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1982-04-14,Imotski,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-10-23Z,2024-04-08Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
dii4qplqyo40o2zi8o98sojro,Filip,Čuić,Filip,Cuic,Male,F. Čuić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2003-02-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-06-06Z,active,no,Attacker,99.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,NaN
e3xygujqh3vcfsmbppuqyc3dg,Jere,Vrcić,Jere,Vrcic,Male,J. Vrcić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-09-30,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-22Z,2024-06-30Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
e65zqndnze1xzef4qlkhd1v4l,Francisco,Reis Ferreira,Francisco,Reis Ferreira,Male,Ferro,Portugal,1nbm5i9a0403zzvltn17lxinc,player,1997-03-26,Oliveira de Azeméis,Portugal,1nbm5i9a0403zzvltn17lxinc,2023-02-15Z,2024-07-08Z,active,no,Defender,97.0,NaN,NaN,191.0,78.0,right,Ferro,NaN
ec04djw7dspowrm7h7wr6e5ed,Josip,Brekalo,Josip,Brekalo,Male,J. Brekalo,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-06-23,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-29Z,2024-06-30Z,active,no,Midfielder,70.0,NaN,NaN,175.0,70.0,right,NaN,NaN
eg7a54zuoulku6nho6pctnkt0,Luka,Jurak,Luka,Jurak,Male,L. Jurak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-07-21,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-11Z,2025-02-16Z,active,no,Midfielder,35.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ekz6v26gdjjrx2ys7oh2obpjo,Ante,Kavelj,Ante,Kavelj,Male,A. Kavelj,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-08-26,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-01Z,2024-09-04Z,active,no,Midfielder,34.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
et3kmcduq447ai5xlmu7k0h04,Luka,Hodak,Luka,Hodak,Male,L. Hodak,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-06-10,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-11Z,NaN,active,yes,Defender,39.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ey99qm1o7upkec73mgzozh4wk,Davyd,Fesiuk,David,Fesyuk,Male,D. Fesiuk,Ukraine,315w6fk6umfzf4qvba3t55u61,player,2005-04-24,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,2022-08-01Z,2025-06-30Z,active,no,Goalkeeper,NaN,NaN,NaN,NaN,NaN,right,NaN,NaN
f00xx88hbrlr1qpl5rglbj6dw,Siniša,Šegović,Sinisa,Segovic,Male,S. Šegović,Croatia,37hlakrwxyuzovaeoo4sezusp,assistant coach,1974-10-30,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-04-12Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
fnuoc0rg4hy4u3o2liu9rl5h,Lovre,Kalinić,Lovre,Kalinic,Male,L. Kalinić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-04-03,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2025-07-01Z,active,no,Goalkeeper,91.0,NaN,NaN,201.0,96.0,right,NaN,NaN
11203u9usp5y7fpbqmvhno0r9,Sergej,Jakirović,Sergej,Jakirovic,Male,S. Jakirović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,coach,1976-12-23,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2022-11-30Z,2023-08-21Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1cj2tvf0dqg0hr7s2du47t1xw,Antonio,Galešić,Antonio,Galesic,Male,A. Galešić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-04-15,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-20Z,2024-07-05Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1d965xsfn74agwk8smg0at6y2,Aleksa,Todorović,Aleksa,Todorovic,Male,A. Todorović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,2004-01-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,2022-02-09Z,NaN,active,yes,Goalkeeper,45.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1lisq580zw4yfk6id6f1dwr56,Danilo Filipe,de Melo Veiga,Danilo Filipe,de Melo Veiga,Male,Danilo Veiga,Portugal,1nbm5i9a0403zzvltn17lxinc,player,2002-09-25,Gondomar,Portugal,1nbm5i9a0403zzvltn17lxinc,2023-01-18Z,2024-06-30Z,active,no,Defender,77.0,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,183.0,78.0,right,Danilo Veiga,NaN
1lmmj72kbw2j2fwqy1n4ifwlx,Alen,Grgić,Alen,Grgic,Male,A. Grgić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1994-08-10,Nova Gradiška,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-08-26Z,2024-06-15Z,active,no,Defender,23.0,NaN,NaN,187.0,NaN,NaN,NaN,NaN
233vl3xtuvy0n8rb6w4u6vtg5,Željko,Sopić,Zeljko,Sopic,Male,Ž. Sopić,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1974-07-26,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-23Z,2024-08-13Z,active,no,NaN,NaN,NaN,NaN,188.0,88.0,NaN,NaN,NaN
2at3mypppzmggglstgu2waoyd,Matej,Mitrović,Matej,Mitrovic,Male,M. Mitrović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1993-11-10,Požega,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2024-07-05Z,active,no,Defender,6.0,NaN,NaN,188.0,88.0,right,NaN,NaN
2h5k8tfdqzy1sk1sf4mfhfl78,Noel,Bodetić,Noel,Bodetic,Male,N. Bodetić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-02-24,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,NaN,active,yes,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2hbduprkyabq8g1nhe6b4g3bp,Marko,Pjaca,Marko,Pjaca,Male,M. Pjaca,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-05-06,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-09-01Z,2024-07-02Z,active,no,Attacker,20.0,NaN,NaN,186.0,83.0,right,NaN,NaN
31bjao0xdg28grdhm0ue17g2c,Steven,Juncaj,Steven,Juncaj,Male,S. Juncaj,USA,7hr2f89v44y65dyu9k92vprwn,player,1998-03-08,NaN,USA,7hr2f89v44y65dyu9k92vprwn,2023-08-16Z,2023-12-31Z,active,no,Midfielder,7.0,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,NaN,Steven Juncaj,NaN
36gtyjc6dg13f6ff8go77951x,Mirko,Marić,Mirko,Maric,Male,M. Marić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1995-05-16,Mostar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2024-01-31Z,2024-06-30Z,active,no,Attacker,24.0,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,188.0,77.0,left,NaN,NaN
3ocitiv3oxjqp2l2f1e52o55g,Noel,Jakac,Noel,Jakac,Male,N. Jakac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-02-11,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-25Z,2025-01-09Z,active,no,Attacker,NaN,NaN,NaN,185.0,NaN,NaN,NaN,NaN
3p2ogpoplqaz93ijkcaez5qll,Martin,Zlomislić,Martin,Zlomislic,Male,M. Zlomislić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1998-08-16,Posušje,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2021-07-09Z,NaN,active,yes,Goalkeeper,13.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,right,NaN,NaN
44mli837aouwkqt06mhhg4kr8,Karlo,Valjan,Karlo,Valjan,Male,K. Valjan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-08-30,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-07-05Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4ag3shqnvofzt7j0ze0ltekx6,Niko,Janković,Niko,Jankovic,Male,N. Janković,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-08-25,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-06-27Z,NaN,active,yes,Midfielder,4.0,NaN,NaN,186.0,NaN,right,NaN,NaN
4ao81gb9391cj85udgyfyg38q,Lindon,Selahi,Lindon,Selahi,Male,L. Selahi,Albania,17zsm8shejejls2on1ffil3op,player,1999-02-26,Namur,Belgium,4wbzjcclyefma1ourvjsu4q2j,2021-07-29Z,2025-06-30Z,active,no,Midfielder,18.0,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,NaN,right,NaN,NaN
4h9ah2f2n815dewjlljrl2qqd,Andrija,Vukčević,Andrija,Vukcevic,Male,A. Vukčević,Montenegro,1411jebgwo2ja1erogsq81lg9,player,1996-10-11,Podgorica,Montenegro,1411jebgwo2ja1erogsq81lg9,2021-02-04Z,2023-09-14Z,active,no,Defender,12.0,NaN,NaN,180.0,77.0,left,NaN,NaN
4qc4nurxsbudqmjbzr9dnq80k,Šimun,Butić,Simun,Butic,Male,Š. Butić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-04-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-03-28Z,NaN,active,yes,Midfielder,27.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51ctkiaris70q66tllqnhworu,Denis,Bušnja,Denis,Busnja,Male,D. Bušnja,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-04-14,Varaždin,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-09-13Z,active,no,Attacker,NaN,NaN,NaN,173.0,70.0,NaN,NaN,NaN
56rmdrb8cf96r2e6c8bt5fug9,Naïs,Djouahra,Naïs,Djouahra,Male,N. Djouahra,France,7gww28djs405rfga69smki84o,player,1999-11-23,Bourgoin-Jallieu,France,7gww28djs405rfga69smki84o,2022-08-02Z,2023-08-31Z,active,no,Attacker,99.0,Algeria,1ayprcriqhb8iv10ch70clppu,171.0,67.0,right,NaN,NaN
589yoche3ejzy7nf3fza3mycq,Djibrilla,Ibrahim Mossi,Djibrilla,Ibrahim,Male,D. Ibrahim,Niger,1mhgvne4pkksmt32259xg7vec,player,2002-03-02,Niamey,Niger,1mhgvne4pkksmt32259xg7vec,2023-01-01Z,2024-02-28Z,active,no,Defender,NaN,NaN,NaN,194.0,NaN,right,NaN,NaN
5f1erzxtvzncvf1wtqnv3fgmh,Marijan,Čabraja,Marijan,Cabraja,Male,M. Čabraja,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1997-02-25,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2025-02-07Z,active,no,Defender,32.0,NaN,NaN,NaN,NaN,left,NaN,NaN
5umf4ugcf5nnbwbuxkq728zys,Dominik,Simčić,Dominik,Simcic,Male,D. Simčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-03-07,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2024-07-17Z,active,no,Attacker,61.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
63yryum0813b58ypffxkmzfu1,Emmanuel Justine Rabby,Banda,Emmanuel,Banda,Male,E. Banda,Zambia,2dlu3zrfid7nl6ppmb04hjgot,player,1997-09-29,Chililabombwe,Zambia,2dlu3zrfid7nl6ppmb04hjgot,2023-01-03Z,2024-09-12Z,active,no,Midfielder,22.0,NaN,NaN,178.0,73.0,left,NaN,NaN
6b0p7ga9d0u7zeg5ybcck5ch6,Ivan,Lepinjica,Ivan,Lepinjica,Male,I. Lepinjica,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-07-09,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-09-08Z,active,no,Midfielder,NaN,NaN,NaN,180.0,67.0,left,NaN,NaN
6fll51zzpkmlk0hcyv1yhj45x,Mateo,Pavlović,Mateo,Pavlovic,Male,M. Pavlović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1990-06-09,Mostar,Yugoslavia,4tbxaicghm9l9p07quja51vfu,2024-01-20Z,2024-01-20Z,active,no,Defender,NaN,NaN,NaN,196.0,94.0,right,NaN,NaN
6vlk7n6m7g38n5wa5zuvbsbxm,Toni,Fruk,Toni,Fruk,Male,T. Fruk,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-03-09,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-12Z,NaN,active,yes,Midfielder,21.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6xfee6dqsjz1p0v3al6o3rtgp,Bruno,Bogojević,Bruno,Bogojevic,Male,B. Bogojević,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-06-29,Koprivnica,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-01-27Z,NaN,active,yes,Midfielder,30.0,NaN,NaN,186.0,72.0,right,NaN,NaN
71eiaf3c37jpcqmcds6kbg4q,Adrian,Liber,Adrian,Liber,Male,A. Liber,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-01-09,Zabok,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-01-01Z,2023-09-08Z,active,no,Midfielder,8.0,NaN,NaN,171.0,70.0,NaN,NaN,NaN
71w4o1g2v04rp4l4j0dygnre2,Marco,Pašalić,Marco,Pasalic,Male,M. Pašalić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-09-14,Karlsruhe,Germany,36min0qztu8eydwvpv8t1is0m,2023-07-01Z,2025-02-05Z,active,no,Attacker,87.0,Germany,36min0qztu8eydwvpv8t1is0m,177.0,74.0,left,NaN,NaN
7b9g9y62f72n6by3g66p3l2c4,Niko,Gajzler,Niko,Gajzler,Male,N. Gajzler,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-12-21,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-01Z,2024-07-18Z,active,no,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7bp6bd64tdvt0r3osm26qxtcl,Dejan,Petrovič,Dejan,Petrovic,Male,D. Petrovič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,player,1998-01-12,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,2023-07-01Z,NaN,active,yes,Midfielder,16.0,NaN,NaN,179.0,78.0,right,NaN,NaN
7m77yqepao03tnt1n7ypy23v8,Marino,Miškulin,Marino,Miškulin,Male,M. Miškulin,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2007-12-31,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-02-09Z,2024-06-25Z,active,no,Defender,14.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81ugn04dq218l3yximasj6kmh,Bruno,Goda,Bruno,Goda,Male,B. Goda,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1998-04-17,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-11-16Z,2025-06-17Z,active,no,Defender,3.0,NaN,NaN,182.0,83.0,left,NaN,NaN
81xk8k06lsjjtpxv46f0cfbo5,Dragan,Tadic,Dragan,Tadic,Male,D. Tadic,Croatia,37hlakrwxyuzovaeoo4sezusp,assistant coach,1973-02-12,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN,182.0,86.0,NaN,NaN,NaN
855hvg364ihit76nkuugunzoq,Mislav,Zadro,Mislav,Zadro,Male,M. Zadro,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-04-22,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-08-22Z,2023-08-22Z,active,no,Goalkeeper,NaN,NaN,NaN,196.0,NaN,left,NaN,NaN
8aemcepcil0gvjdyizqbljv9w,Borna,Panić,Borna,Panic,Male,B. Panić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2005-01-22,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-12-21Z,2023-07-25Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8ny9dh0x33c2ejy507qyj2cd0,Matija,Frigan,Matija,Frigan,Male,M. Frigan,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-02-11,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2023-07-24Z,active,no,Attacker,24.0,NaN,NaN,185.0,77.0,left,NaN,NaN
8urx1z3t4l4o29s0gfr0xoewa,Bernard,Karrica,Bernard,Karrica,Male,B. Karrica,Albania,17zsm8shejejls2on1ffil3op,player,2001-01-07,Gjakovë,Kosovo,86u6edbqifdjsn49mbp2anw7p,2023-07-01Z,2023-09-03Z,active,no,Attacker,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,NaN,NaN
93urt7r1m44u5cjok4or1h889,Jorge Leonardo,Obregón Rojas,Jorge,Obregón,Male,J. Obregón,Colombia,6kby8rq1p01fg5ds38ckkrcs5,player,1997-03-29,Puerto Tejada,Colombia,6kby8rq1p01fg5ds38ckkrcs5,2021-07-05Z,2024-08-27Z,active,no,Attacker,9.0,NaN,NaN,182.0,80.0,NaN,NaN,NaN
94qw1jp87gqyvae89n11z05ey,Ivan,Smolčić,Ivan,Smolcic,Male,I. Smolčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2000-08-17,Gospić,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2025-02-03Z,active,no,Defender,28.0,NaN,NaN,181.0,78.0,right,NaN,NaN
995l2yqepohmcitu6rpbgtvjd,Momo,Yansane,Momo,Yansane,Male,M. Yansane,Guinea,4i9sg55wigitrfx7290f59ceo,player,1997-07-29,Fria,Guinea,4i9sg55wigitrfx7290f59ceo,2023-09-09Z,2024-07-12Z,active,no,Attacker,99.0,NaN,NaN,183.0,78.0,right,NaN,NaN
9jz0dmpw8lnorss1a4qbfanl5,Stjepan,Radeljić,Stjepan,Radeljic,Male,S. Radeljić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,1997-09-05,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-13Z,NaN,active,yes,Defender,26.0,Croatia,37hlakrwxyuzovaeoo4sezusp,189.0,NaN,left,NaN,NaN
9wqnqinmza9my0tfm2z5l6kgk,Jakov,Bilajac,Jakov,Bilajac,Male,J. Bilajac,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-01-10,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-05-25Z,2024-06-25Z,active,no,Attacker,17.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9xbl325job7p6u215tb79kcq2,Nediljko,Labrović,Nediljko,Labrovic,Male,N. Labrović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,1999-10-10,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,2021-06-09Z,2024-06-30Z,active,no,Goalkeeper,1.0,NaN,NaN,196.0,88.0,right,NaN,NaN
aa39qmdltst984nw5q0pr8j8q,Niko,Galešić,Niko,Galesic,Male,N. Galešić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2001-03-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,2022-07-01Z,2025-01-10Z,active,no,Defender,5.0,Germany,36min0qztu8eydwvpv8t1is0m,182.0,NaN,NaN,NaN,NaN
amuqk3xvo87ppk7fz39cg0pre,Franjo,Ivanović,Franjo,Ivanovic,Male,F. Ivanović,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2003-10-01,Schwaz,Austria,hcs1bd49qliqqity6o268jyt,2023-06-20Z,2024-08-31Z,active,no,Attacker,89.0,Austria,hcs1bd49qliqqity6o268jyt,185.0,NaN,right,NaN,NaN
avy24beieg84dlgdhyxtegm50,Roko,Valinčić,Roko,Valincic,Male,R. Valinčić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2006-08-18,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-09-20Z,2024-07-30Z,active,no,Defender,15.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN
awt6b27t2f6oa9lyagyyj6mi2,Silvio,Ilinković,Silvio,Ilinkovic,Male,S. Ilinković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,player,2002-10-05,Nova Bila,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2023-07-10Z,2024-01-31Z,active,no,Midfielder,27.0,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,right,NaN,NaN
bd52544djk7t61roc813rewdm,Damjan,Pavlović,Damjan,Pavlovic,Male,D. Pavlović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,player,2001-07-09,Eupen,Belgium,4wbzjcclyefma1ourvjsu4q2j,2024-01-01Z,2024-06-25Z,active,no,Midfielder,47.0,Belgium,4wbzjcclyefma1ourvjsu4q2j,179.0,76.0,right,NaN,NaN
bklxlrssqvbrin1znqlecagic,Nikola,Medojević,Nikola,Medojevic,Male,N. Medojević,Montenegro,1411jebgwo2ja1erogsq81lg9,player,2005-08-20,Podgorica,Montenegro,1411jebgwo2ja1erogsq81lg9,2023-09-05Z,2024-07-18Z,active,no,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
c1jr3o09e9ptdttm6efe9yl7t,Darko,Raić Sudar,Darko,Raic-Sudar,Male,D. Raić,Croatia,37hlakrwxyuzovaeoo4sezusp,coach,1972-11-07,Buchsalm,Germany,36min0qztu8eydwvpv8t1is0m,2023-08-23Z,2023-08-30Z,active,no,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ch2r55ue6l0xp5c00rhwah3is,Bruno,Burčul,Bruno,Burcul,Male,B. Burčul,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2004-11-20,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,2023-07-01Z,2023-08-03Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
cr7kl1fbbrofodwdfh0ufnv85,Radomir,Đalović,Radomir,Djalovic,Male,R. Đalović,Montenegro,1411jebgwo2ja1erogsq81lg9,assistant coach,1982-10-29,Bijelo Polje,Montenegro,1411jebgwo2ja1erogsq81lg9,2022-06-20Z,2024-08-12Z,active,no,NaN,NaN,NaN,NaN,186.0,82.0,right,NaN,NaN
d8s56im7967mt4kfz1jzbozu2,Veldin,Hodža,Veldin,Hodza,Male,V. Hodža,Kosovo,86u6edbqifdjsn49mbp2anw7p,player,2002-10-15,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2022-07-01Z,2024-09-12Z,active,no,Midfielder,25.0,Croatia,37hlakrwxyuzovaeoo4sezusp,183.0,NaN,NaN,NaN,NaN
d9ifjjbkmbxi2mprkedk4lfbp,Emir,Dilaver,Emir,Dilaver,Male,E. Dilaver,Austria,hcs1bd49qliqqity6o268jyt,player,1991-05-07,Tomislavgrad,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,2022-12-13Z,2024-06-30Z,active,no,Defender,66.0,NaN,NaN,184.0,82.0,right,NaN,NaN
ddf6fy7cnco7hp5f0vxrktc2y,Tino,Agić,Tino,Agic,Male,T. Agić,Croatia,37hlakrwxyuzovaeoo4sezusp,player,2002-04-30,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,2024-01-18Z,2024-02-14Z,active,no,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
