id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,status,active,secondNationality,secondNationalityId,height,weight,shirtNumber,placeOfBirth,foot,knownName
2o9bq3z17ldnagy3bwclrevis,Angel,Bernal,Angel,Bernal,NaN,A. Bernal,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-02-26,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,175.0,69.0,26.0,Phoenix,right,NaN
35bpd9cmuep6cqczngaqpc19m,Phillip Joseph,Goodrum,Phillip,Goodrum,NaN,P. Goodrum,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1997-06-20,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,77.0,10.0,Nashville,left,NaN
371fgwtxyfnnu6m4pmq7s55ud,Alexis Charles Gilles,Souahy,Alexis,Souahy,NaN,A. Souahy,Comoros,40fy8dkxp9lwfufwmbnctzlz6,Defender,player,1995-01-13,France,7gww28djs405rfga69smki84o,active,yes,France,7gww28djs405rfga69smki84o,185.0,82.0,3.0,Montreuil,NaN,NaN
3c2acvzzs1zotdedafeyv0xuy,Aaron,Kačinari,Aaron,Kacinari,NaN,A. Kačinari,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,2001-08-18,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,active,yes,NaN,NaN,186.0,82.0,33.0,NaN,NaN,NaN
3us4v9maph23fe71alg2f2jh0,Michael Melvin,Creek,Michael,Creek,NaN,M. Creek,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-03-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,88.0,1.0,St. Louis,NaN,NaN
5ku33b8dbb20fhqdg8h83rdyi,Arthur,Rogers,Arthur,Rogers,NaN,A. Rogers,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1996-09-26,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,183.0,79.0,4.0,London,NaN,NaN
60a5wbn4vfn9ww0ml3umhpofd,Joey Ludwig,Roggeveen,Joey,Roggeveen,NaN,J. Roggeveen,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Goalkeeper,player,1998-03-20,Netherlands,6hzi5pltnz67q4la8yli9qfv6,active,yes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,84.0,24.0,Hoofddorp,right,NaN
6dp8o244dh2d06tiaee72ooo9,Blaine,Ferri,Blaine,Ferri,NaN,B. Ferri,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-09-29,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,175.0,77.0,8.0,Southlake,left,NaN
6j9gbfyvpr5lqp6aak54597ca,Johan,Peñaranda,Johan,Peñaranda,NaN,J. Peñaranda,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2000-01-03,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,80.0,99.0,NaN,NaN,NaN
6lgirvnzi384aieyn23bsvi8k,Camilo,Ponce,Camilo,Ponce,NaN,C. Ponce,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-12-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,72.0,5.0,Amityville,NaN,NaN
8dozyetopy6sf9k97lazl09gp,Luke,Spencer,Luke,Spencer,NaN,L. Spencer,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1990-11-28,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,91.0,NaN,Cincinnati,NaN,NaN
8f7kawsmu80y3lev8ecdk9ams,Jean Carlo,de Souza Filho,Jean Carlo,de Souza Filho,NaN,Jean Filho,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2000-08-09,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,yes,NaN,NaN,170.0,69.0,13.0,NaN,NaN,Jean Filho
8pg5wiwxujx3hnir5wie9xgfe,Diogo Manuel,das Neves de Oliveira Pacheco,Diogo Manuel,das Neves de Oliveira Pacheco,NaN,Diogo Pacheco,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1998-09-13,Portugal,1nbm5i9a0403zzvltn17lxinc,active,yes,NaN,NaN,180.0,77.0,70.0,Lisboa,right,Diogo Pacheco
9d4c0nyjzyg3k152k8xchljbo,Santiago,Sanchez,Santiago,Sanchez,NaN,Santiago Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2008-01-30,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,63.0,66.0,NaN,NaN,Santiago Sanchez
9etod4kwf9f5ye7jzc5ez0e3u,Edwin David,Laszo Ramos,Edwin,Laszo,NaN,E. Laszo,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1999-03-02,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,yes,Spain,49ih1pwv3ahshdf8uzrimi54c,184.0,81.0,17.0,Santander de Quilichao,NaN,NaN
9r38gjqqpwb3jue2rna0nwdsl,Justin José,Portillo,Justin,Portillo,NaN,J. Portillo,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1992-09-09,USA,7hr2f89v44y65dyu9k92vprwn,active,no,El Salvador,6jovhn8du7uhbedi92voitt3k,170.0,68.0,43.0,New Orleans,right,NaN
ar3kru8u2ahrmouc4db1i9no4,Anthony,Harper,Anthony,Harper,NaN,A. Harper,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-04-02,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,191.0,82.0,NaN,NaN,NaN,NaN
bc3saagcea0reyfku6pc4zppl,Bradley,Bourgeois,Bradley,Bourgeois,NaN,B. Bourgeois,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-04-13,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,84.0,22.0,Houston,NaN,NaN
bwozu57m3yt2hypmbqe1hlbyt,Moses John,Dyer,Moses,Dyer,NaN,M. Dyer,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,1997-03-21,New Zealand,wcq2y28a27syx5do1k2i2nj8,active,no,NaN,NaN,178.0,78.0,7.0,Auckland,right,NaN
c8xn3uvbzfa8l5nr2s2kqaihg,Luca,Sowinski,Luca,Sowinski,NaN,L. Sowinski,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-06-05,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,173.0,61.0,14.0,NaN,NaN,NaN
cdyrj15oxu3l5sgzgwof8ohgq,Faysal,Bettache,Faysal,Bettache,NaN,F. Bettache,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2000-07-07,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,Algeria,1ayprcriqhb8iv10ch70clppu,185.0,NaN,NaN,Westminster,NaN,NaN
ckefp96qi7xs4yt9n329paajt,Andrew,Booth,Andrew,Booth,NaN,A. Booth,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Midfielder,player,1997-07-16,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,183.0,82.0,NaN,NaN,NaN,NaN
dg0vj3tk1fqeyuocfy4rmyoh6,Patrick,Seagrist,Patrick,Seagrist,NaN,P. Seagrist,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1998-02-21,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,77.0,20.0,NaN,NaN,NaN
dgpphcc9ql3pv3b4chhchml90,Owen,Damm,Owen,Damm,NaN,O. Damm,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-08-22,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,68.0,31.0,Versailles,right,NaN
dks0ibq4b4i2w3bcc05v8rhn8,Alexander Marcus,Dalou,Alexander,Dalou,NaN,A. Dalou,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-08-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,173.0,68.0,21.0,West Bloomfield,right,NaN
do5q14naxm61jw8px8qvacn4k,Boubacar,Diallo,Boubacar,Diallo,NaN,B. Diallo,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,2002-12-09,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,6.0,Livingston,left,NaN
dt8wbm1021uvg3q8stbsfptk9,Milo Alazar,Yosef,Milo,Yosef,NaN,M. Yosef,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-09-11,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,Eritrea,76fkjar42okgr6loos2xb6ka1,191.0,72.0,11.0,Aachen,right,NaN
e13oeez12fwnzyf2qkizwflec,Nathan,Worth,Nathan,Worth,NaN,N. Worth,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2007-02-26,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,173.0,63.0,18.0,NaN,NaN,NaN
et9j0mgy2w3qgft93z1u6dvxl,Rashid,Tetteh,Rashid,Tetteh,NaN,R. Tetteh,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1995-07-14,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,NaN,NaN,183.0,77.0,12.0,Accra,NaN,NaN
1rknkp6cfxg6powoea2tttoiy,Brooks,Thompson,Brooks,Thompson,Male,B. Thompson,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2002-05-28,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,191.0,84.0,22.0,Jefferson,NaN,NaN
1rua8d3nlisesyrzeic1rj8tm,Michael Dominic,DeShields,Michael,DeShields,Male,M. DeShields,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,1998-04-23,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,185.0,84.0,24.0,Baltimore,right,NaN
2957l6ok9dlauv75og8ds1vkk,Ian,Shaul,Ian,Shaul,Male,I. Shaul,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-01-02,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,173.0,63.0,43.0,NaN,NaN,NaN
30lj47v0obm8trxn71y2camtw,Pele,Ousmanou,Pele,Ousmanou,Male,P. Ousmanou,Cameroon,4eb9feio6u267dd1jcwaf38mt,Defender,player,2005-01-15,Cameroon,4eb9feio6u267dd1jcwaf38mt,active,yes,NaN,NaN,185.0,79.0,27.0,NaN,NaN,NaN
38ghqgck8fwnxap6em08avzs9,Jordan Jeff,Chad-Ray Scarlett,Jordan,Scarlett,Male,J. Scarlett,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Defender,player,1995-07-08,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,185.0,88.0,4.0,NaN,NaN,NaN
3fjb8lymm7grc7nqyfpzw1a8k,Paul,Walters,Paul,Walters,Male,P. Walters,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2004-04-11,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,190.0,87.0,25.0,NaN,NaN,NaN
3gy4zhtyu078gw79usl5blfjd,Enoch,Mushagalusa,Enoch,Mushagalusa,Male,E. Mushagalusa,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1999-11-13,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,active,no,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,178.0,79.0,77.0,Kinshasa,NaN,NaN
3s1a50dskuehneuuy9b1nxg4,Joseph,Akpunonu,Joey,Akpunonu,Male,J. Akpunonu,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-12-21,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,191.0,84.0,3.0,NaN,NaN,NaN
4lc3hq7hro0hi9j78or00o00k,Greg,Monroe,Greg,Monroe,Male,G. Monroe,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2000-01-03,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,193.0,86.0,1.0,NaN,NaN,NaN
4nwnrf33mdxscx5rdaw1529cl,Younes,Boudadi,Younes,Boudadi,Male,Y. Boudadi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1996-01-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,active,yes,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,79.0,NaN,Ieper,NaN,NaN
5r88subg9jy8zg4y97tzwzxm1,Kyle Lyndon Adonis,Sanchez Edwards,Kyle,Edwards,Male,K. Edwards,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,Attacker,player,1997-01-15,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,active,yes,NaN,NaN,175.0,84.0,17.0,Barrouallie,NaN,NaN
5ynru0652guk8hl45ltxo0dwq,Rece,Buckmaster,Rece,Buckmaster,Male,R. Buckmaster,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1996-07-07,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,175.0,68.0,19.0,Auburn,NaN,NaN
6a6bagymcckyt43w6b31irsvd,Triston,Hodge,Triston,Hodge,Male,T. Hodge,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Defender,player,1994-10-09,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,active,yes,NaN,NaN,183.0,73.0,5.0,Arima,left,NaN
6pqwh2z47uwgr9u9y8n79ppzp,Marlon,Hairston,Marlon,Hairston,Male,M. Hairston,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1994-03-23,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,71.0,94.0,Jackson,right,NaN
6rnuvzwbmj7qv80xlwkjvqnkl,Jay Tyler,Chapman,Jay,Chapman,Male,J. Chapman,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,1994-01-01,Canada,1iaoypzp6syf32cz9l15pzp7e,active,no,England,1fk5l4hkqk12i7zske6mcqju6,175.0,72.0,8.0,Brampton,NaN,NaN
6tesoh4ckbbkisphokig9yqz8,Emmanuel Sahr,Samadia,Emmanuel,Samadia,Male,E. Samadia,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Midfielder,player,2001-04-19,Sierra Leone,7kilikg56sxc0dsd6168dr57b,active,yes,NaN,NaN,170.0,63.0,29.0,NaN,NaN,NaN
7iqdugp3e3dtq2dcp0ufzbsnp,Brendan,Burke,Brendan,Burke,Male,B. Burke,USA,7hr2f89v44y65dyu9k92vprwn,NaN,coach,1982-11-12,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7q4366dkzgdafd4go7xbcvaw9,Anderson Kumi,Asiedu,Anderson,Asiedu,Male,A. Asiedu,Ghana,2q2sw72utw5gu9t5y4knckwba,Midfielder,player,1996-06-12,Ghana,2q2sw72utw5gu9t5y4knckwba,active,yes,NaN,NaN,168.0,68.0,12.0,Dormaa Ahenkro,NaN,NaN
8ecb1shzu9migh6lv1bnku8es,Justin,DiCarlo,Justin,DiCarlo,Male,J. DiCarlo,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2004-06-28,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,84.0,44.0,NaN,NaN,NaN
9blzzcpytqe7o9rdte1s6mw6i,Beverly,Makangila,Beverly,Makangila,Male,B. Makangila,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2000-04-11,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,active,yes,NaN,NaN,180.0,75.0,6.0,Kinshasa,NaN,NaN
9izknjlz6zunwjpo4u94q855g,Mamadou,Dieng,Mamadou,Dieng,Male,M. Dieng,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2004-02-04,Senegal,6hhqyhr5cwq2pfprlazyposyk,active,yes,NaN,NaN,188.0,77.0,33.0,NaN,NaN,NaN
a2bwi8risp0a9q88cno5wlihh,Romario Garfield,Williams,Romario,Williams,Male,R. Williams,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1994-08-15,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,no,NaN,NaN,180.0,77.0,9.0,Portmore,NaN,NaN
a8q0m9uczyvjyn6cfzkaxkp1x,Daniel Francisco,Barrera,Danny,Barrera,Male,D. Barrera,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1990-01-08,Colombia,6kby8rq1p01fg5ds38ckkrcs5,active,yes,Colombia,6kby8rq1p01fg5ds38ckkrcs5,170.0,67.0,10.0,Bogotá,NaN,NaN
b7pzjfl5fuvivmc2x9defzfmx,Deshane,Beckford,Deshane,Beckford,Male,D. Beckford,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,1998-04-14,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,active,yes,NaN,NaN,175.0,63.0,31.0,Montego Bay,NaN,NaN
csx9pmpibyblftludnkd6j36x,Roderick Marcus,Epps,Marcus,Epps,Male,M. Epps,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1995-01-16,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,75.0,7.0,Jackson,NaN,NaN
d0d0xs40nmzpow78nvmg9cfyt,Renan,Ribeiro,Renan,Ribeiro,Male,Renan Ribeiro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Goalkeeper,player,1990-03-23,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,active,yes,NaN,NaN,193.0,87.0,40.0,Ribeirão Preto,right,Renan Ribeiro
d1xbknrhqh2ohxrsz5j4j2a22,Dantouma,Toure,Dantouma,Toure,Male,D. Toure,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2004-06-12,Guinea,4i9sg55wigitrfx7290f59ceo,active,yes,NaN,NaN,175.0,68.0,NaN,NaN,NaN,NaN
dbjysa6qhf203jmpjedz8pgph,Thomas Georges,Vancaeyezeele,Thomas,Vancaeyezeele,Male,T. Vancaeyezeele,French Guiana,7hfpv914wxvnf77qk026ze0bh,Defender,player,1994-07-27,France,7gww28djs405rfga69smki84o,active,yes,France,7gww28djs405rfga69smki84o,180.0,84.0,23.0,Caen,right,NaN
dkk3twgai2ldi75eh0xr37hbe,Michee,Nzomba Ngalina,Michee,Ngalina,Male,M. Ngalina,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Midfielder,player,2000-04-06,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,active,yes,NaN,NaN,180.0,68.0,11.0,Kinshasa,NaN,NaN
dqvxmefhimxvxstvlz5yd7ysp,Joseph,Farrell,Joseph,Farrell,Male,J. Farrell,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-02-13,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,84.0,15.0,Whitpain Township,NaN,NaN
iukk6lc5rvyisxfp57hwi2qy,Joseph,Schmidt,Joe,Schmidt,Male,J. Schmidt,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1998-11-02,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,175.0,77.0,18.0,NaN,NaN,NaN
15o19fbppmjn0ms24fpsnmk2c,Cayden,Crawford,Cayden,Crawford,Male,C. Crawford,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2006-09-29,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,185.0,75.0,46.0,Columbus,NaN,NaN
1l275l4mj1o6y4ntho7bap016,Tega,Ikoba,Tega,Ikoba,Male,T. Ikoba,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2003-08-14,USA,7hr2f89v44y65dyu9k92vprwn,active,no,Nigeria,63pvdwrsiq5b07mzi8igqei9p,191.0,90.0,17.0,Bettendorf,NaN,NaN
1nl79aq9il743hgoaijmupmmt,Elliott John,Collier,Elliot,Collier,Male,E. Collier,New Zealand,wcq2y28a27syx5do1k2i2nj8,Attacker,player,1995-02-22,New Zealand,wcq2y28a27syx5do1k2i2nj8,active,yes,NaN,NaN,193.0,82.0,18.0,Hamilton,NaN,NaN
250rfwm4hrswrakp9ql5qvh1w,Benjamin,Chavarria III,Benji,Chavarria,Male,B. Chavarria,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-09-07,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,170.0,59.0,32.0,Elkhart,NaN,NaN
2co6fedrz8anjzy9ise76dplh,Jack James,Blake,Jack,Blake,Male,J. Blake,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,Midfielder,player,1994-09-22,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,180.0,70.0,8.0,Nottingham,NaN,NaN
2yiw0vfihmgxp6nn7jyy1hjis,Nikola,Ivetic,Nikola,Ivetic,Male,N. Ivetic,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2007-06-29,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,178.0,72.0,39.0,Crown Point,NaN,NaN
33t1aoog229o5f7okwwg5d6ac,Logan,Neidlinger,Logan,Neidlinger,Male,L. Neidlinger,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-09-06,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,70.0,37.0,Indianapolis,NaN,NaN
3y5650rx37d3hnh3sxzhaz7xl,Benjamin,Mines,Ben,Mines,Male,B. Mines,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-05-13,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,175.0,70.0,20.0,Ridgefield,both,NaN
484if94uh51v88twrq1ilg45w,Hayden,Vostal,Hayden,Vostal,Male,H. Vostal,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2005-10-18,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,193.0,84.0,24.0,Geneva,NaN,NaN
4dw662egycd9yn2e86ae4s7hl,Callum,Chapman-Page,Callum,Chapman-Page,Male,C. Chapman-Page,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-11-06,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,NaN,NaN,185.0,88.0,5.0,Nottingham,NaN,NaN
4jq1xl8ott88bxfdo4bjm47hl,Tyler,Mullins Gibson,Tyler,Gibson,Male,T. Gibson,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1991-01-12,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,173.0,68.0,22.0,Knoxville,NaN,NaN
4k08qiemhymifivdn1kwl0yqd,Yannik,Oettl,Yannik,Oettl,Male,Y. Oettl,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,1996-11-19,Germany,36min0qztu8eydwvpv8t1is0m,active,yes,NaN,NaN,188.0,91.0,1.0,München,right,NaN
4nwnrf33mdxscx5rdaw1529cl,Younes,Boudadi,Younes,Boudadi,Male,Y. Boudadi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Defender,player,1996-01-23,Belgium,4wbzjcclyefma1ourvjsu4q2j,active,no,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,79.0,23.0,Ieper,NaN,NaN
54c6tpqni8ggfg1pyrmdpsxlg,Maverick,McCoy,Maverick,McCoy,Male,M. McCoy,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-07-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,188.0,79.0,55.0,Carmel,NaN,NaN
54yx5xkqrktd2hp0sxjx6hm8l,James Mzamo,Musa,James,Musa,Male,J. Musa,New Zealand,wcq2y28a27syx5do1k2i2nj8,Midfielder,player,1992-04-01,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,183.0,82.0,NaN,Plymouth,left,NaN
5mkyx29nr54rr3quwdgfpz3oq,Ethan,O'Brien,Ethan,O'Brien,Male,E. O'Brien,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Midfielder,player,2001-01-24,Republic of Ireland,63nepb66un7juhglo2g6rezcl,active,no,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,21.0,Dublin,NaN,NaN
637c2iedo7modc3ekt36c2m7d,Aedan,Stanley,Aedan,Stanley,Male,A. Stanley,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-12-13,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,180.0,78.0,3.0,Columbia,NaN,NaN
6ge4wgnjmai5596imt97hev6y,Max,Schneider,Max,Schneider,Male,M. Schneider,Germany,36min0qztu8eydwvpv8t1is0m,Midfielder,player,2000-07-28,Germany,36min0qztu8eydwvpv8t1is0m,active,no,NaN,NaN,191.0,84.0,34.0,Köln,NaN,NaN
76od5yfsh53j6fbfosb36cwoa,Sean,McAuley,Sean,McAuley,Male,S. McAuley,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1972-06-23,England,1fk5l4hkqk12i7zske6mcqju6,active,yes,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,183.0,NaN,NaN,Sheffield,NaN,NaN
7vk5m5lr454dy62a4n3n3ldec,Jay,Klein,Jay,Klein,Male,J. Klein,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1997-11-22,USA,7hr2f89v44y65dyu9k92vprwn,active,no,NaN,NaN,175.0,72.0,NaN,Wyoming,NaN,NaN
8wj4otmfzmn4q84n0god4o76y,Diego,Sanchez-Duron,Diego,Sanchez,Male,D. Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-12-12,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,168.0,63.0,12.0,Indianapolis,left,NaN
8wu9zdhva2wiifze23e832puy,Karsen,Henderlong,Karsen,Henderlong,Male,K. Henderlong,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-09-24,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,191.0,88.0,7.0,Valparaiso,NaN,NaN
984jr9d6sbi5l5vt9ct1b6cph,Adrián Arturo,Diz Pe,Adrián,Diz,Male,A. Diz,Cuba,ws166hrbk0nwte3ypn8mm36g,Defender,player,1994-03-04,Cuba,ws166hrbk0nwte3ypn8mm36g,active,yes,NaN,NaN,191.0,85.0,15.0,La Habana,right,NaN
9jfh2t3w4aqc4o4rvjfk7xey1,Augustine,Williams,Augustine,Williams,Male,A. Williams,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Attacker,player,1997-08-03,Sierra Leone,7kilikg56sxc0dsd6168dr57b,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,188.0,82.0,9.0,Freetown,NaN,NaN
9tispdm7tc3te31awsfcmd905,Aodhan,Quinn,Aodhan,Quinn,Male,A. Quinn,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1992-03-22,USA,7hr2f89v44y65dyu9k92vprwn,active,yes,NaN,NaN,183.0,76.0,14.0,San Diego,right,NaN
